,phi,dphi,delta,rhoChi,kh,t,N,a,E,B,G,khO,khE,H,sigmaE,sigmaB,kS,s,xi,xieff,sigmaEkh,sigmaBkh,skh,xieffkh
712,14.039192645826988,-0.12822587913228173,1.0,0.0,236965.3761480441,11.780040150015672,11.209305556508635,73814.1374428428,3.3029651642090814,3.749749677031602,-2.071699330757835,236965.3761480441,251435.35734153987,0.9031183554584106,0.009010853737912916,0.0,64280.51949904687,0.0,-1.774765709794427,-1.774765709794427,0.0,0.0,0.0,-1.774765709794427
713,14.035252682505336,-0.12822576013233974,1.0,0.0,243690.4674724054,11.81076690483539,11.237051571960217,75890.86284098486,3.306789487891228,3.7532945157406292,-2.073730154022245,243690.4674724054,258573.98630674256,0.9028657528914453,0.009017703269510692,0.0,66108.20806651039,0.0,-1.7752606038286176,-1.7752606038286176,0.0,0.0,0.0,-1.7752606038286176
714,14.031173043874707,-0.12822563680939647,1.0,0.0,250853.9796219066,11.842582981323945,11.265773056948042,78102.16504950133,3.3107793722687133,3.757056937087858,-2.0758666621485315,250853.9796219066,266178.0830474638,0.9026041955791732,0.009024907649346152,0.0,68055.04723058194,0.0,-1.7757733322843414,-1.7757733322843414,0.0,0.0,0.0,-1.7757733322843414
715,14.027000288373603,-0.12822551056168538,1.0,0.0,258396.561214555,11.87512528455462,11.29514152340338,80429.91985196844,3.3148701632731328,3.760967301649975,-2.0780788809822655,258396.561214555,274184.65858095046,0.9023366685380293,0.009032352464011902,0.0,70105.0713956884,0.0,-1.776298069120878,-1.776298069120878,0.0,0.0,0.0,-1.776298069120878
716,14.026818310030217,-0.12822550505338653,1.0,0.0,258426.6935552231,11.876544490034858,11.296422116269357,80532.98381094252,3.309022736115706,3.7511049489864052,-2.076626139022977,258426.6935552231,274445.1596412844,0.9023250014006335,0.0090205697656656,0.0,70163.78164399165,0.0,-1.7763209604957824,-1.7763209604957824,0.0,0.0,0.0,-1.7763209604957824
717,14.026636331694649,-0.1282254995449292,1.0,0.0,258727.56929822426,11.877963695515096,11.29770269257727,80636.17850225253,3.3085441463057,3.7501722546471985,-2.076547444900425,258727.56929822426,274764.81221440143,0.9023133342661626,0.009019562476685861,0.0,70251.13568080662,0.0,-1.776343852454716,-1.776343852454716,0.0,0.0,0.0,-1.776343852454716
718,14.026353846006744,-0.12822549099371136,1.0,0.0,259242.43982456854,11.880166733899243,11.29969050353764,80796.62739988732,3.3087315770263035,3.750272952125101,-2.0766642066582044,259242.43982456854,275311.81474674016,0.9022952233286415,0.009019868931048216,0.0,70391.92015061472,0.0,-1.776379388897197,-1.776379388897197,0.0,0.0,0.0,-1.776379388897197
719,14.025552704246133,-0.12822546673931873,1.0,0.0,260709.6014107971,11.886414647868373,11.305327806010679,81253.38866843206,3.3092915678688986,3.7506056570727972,-2.077003015116374,260709.6014107971,276870.5412414176,0.902243859924636,0.009020795023071322,0.0,70792.8647729262,0.0,-1.7764801795108551,-1.7764801795108551,0.0,0.0,0.0,-1.7764801795108551
720,14.024022188293893,-0.12822542039190585,1.0,0.0,263540.5951077276,11.898350780898339,11.316096523128245,82133.11166848434,3.3104631964754163,3.7514107069476372,-2.0776783965914,263540.5951077276,279878.22593971074,0.9021457343601087,0.0090227691388333,0.0,71565.68442177011,0.0,-1.7766727634484696,-1.7766727634484696,0.0,0.0,0.0,-1.7766727634484696
721,14.021767525513017,-0.1282253520884872,1.0,0.0,267774.2502535757,11.91593437215854,11.331958214101803,83446.26861766152,3.3123379064362344,3.752846694408804,-2.0787175654793786,267774.2502535757,284376.1406899163,0.9020011818261049,0.009025979810190082,0.0,72720.21149221,0.0,-1.7769565421867641,-1.7769565421867641,0.0,0.0,0.0,-1.7769565421867641
722,14.018923806587539,-0.1282252658936941,1.0,0.0,273217.95994150033,11.938111888810733,11.351960338646828,85132.1759309196,3.314853212019749,3.7549173081274025,-2.0800790097665773,273217.95994150033,290159.682166452,0.9018188634180216,0.009030343477860244,0.0,74203.54056107783,0.0,-1.7773145902008263,-1.7773145902008263,0.0,0.0,0.0,-1.7773145902008263
723,14.015653991915482,-0.12822516671971299,1.0,0.0,279619.1273519833,11.963612447640685,11.374954550704118,87112.40286590073,3.3178666232606373,3.7575163660543724,-2.081693332947708,279619.1273519833,296960.5115598729,0.9016092270262244,0.009035625477904258,0.0,75946.86777216983,0.0,-1.7777264650262863,-1.7777264650262863,0.0,0.0,0.0,-1.7777264650262863
724,14.012095722058872,-0.12822505871898118,1.0,0.0,286757.9282869324,11.991362626844738,11.399971203003462,89319.15120048258,3.321228894028122,3.7605070006991363,-2.0834927717515157,286757.9282869324,304545.10340753157,0.9013810972005154,0.009041570502456802,0.0,77890.55518308116,0.0,-1.7781748906930022,-1.7781748906930022,0.0,0.0,0.0,-1.7781748906930022
725,14.008348720244792,-0.12822494490202083,1.0,0.0,294472.73393795424,12.02058471115711,11.426307927415987,91702.77572502945,3.3248190283715573,3.7637688771452784,-2.085423040497525,294472.73393795424,312741.75516412203,0.9011408674916959,0.0090479679470872,0.0,79990.86442167591,0.0,-1.7786473448226234,-1.7786473448226234,0.0,0.0,0.0,-1.7786473448226234
726,14.004479362451821,-0.1282248272737707,1.0,0.0,302655.969574848,12.05076105141977,11.453497317873621,94230.32383823623,3.3285510828643927,3.7672127495129923,-2.0874449330370157,302655.969574848,321436.1888572526,0.9008927934572161,0.009054666558010125,0.0,82218.73866383363,0.0,-1.7791354893308422,-1.7791354893308422,0.0,0.0,0.0,-1.7791354893308422
727,14.004312876822736,-0.12822482221048376,1.0,0.0,302688.2094324007,12.05205943985134,11.45466701972536,94340.60971073993,3.3232163112261492,3.7582069300309087,-2.086118951593993,302688.2094324007,321715.1709667486,0.9008821196576428,0.009043900625532474,0.0,82281.80753351549,0.0,-1.7791564985662651,-1.7791564985662651,0.0,0.0,0.0,-1.7791564985662651
728,14.004146391200225,-0.12822481714706296,1.0,0.0,303010.1105042515,12.053357828282907,11.455836707718362,94451.0233513372,3.3227813112953863,3.7573551019574714,-2.0860475993562324,303010.1105042515,322057.4430299949,0.90087144586067,0.009042980741866357,0.0,82375.3978858305,0.0,-1.7791775082925425,-1.7791775082925425,0.0,0.0,0.0,-1.7791775082925425
729,14.003892520602722,-0.1282248094256118,1.0,0.0,303551.124669577,12.055337714944438,11.457620314965201,94619.63720680497,3.3229518262141773,3.7574447302962755,-2.086152980075296,303551.124669577,322632.6947374222,0.9008551696021596,0.00904325594238654,0.0,82523.51588401964,0.0,-1.7792095465556232,-1.7792095465556232,0.0,0.0,0.0,-1.7792095465556232
730,14.003174399429502,-0.12822478758178427,1.0,0.0,305088.00910089636,12.06093820082235,11.462665412696062,95098.20872873145,3.323456735766848,3.7577356805365087,-2.0864571960865246,305088.00910089636,324266.8416085103,0.9008091291208163,0.009044079669934965,0.0,82944.06632897409,0.0,-1.7793001790919183,-1.7793001790919183,0.0,0.0,0.0,-1.7793001790919183
731,14.001804871582728,-0.1282247459142818,1.0,0.0,308045.2337426516,12.071618881953597,11.472286198862538,96017.54353040809,3.3245007538750095,3.7584254654700633,-2.0870598640173914,308045.2337426516,327411.224861256,0.9007213254074632,0.00904581384028141,0.0,83752.49986900871,0.0,-1.779473049784241,-1.779473049784241,0.0,0.0,0.0,-1.779473049784241
732,13.999792828804889,-0.12822468467659479,1.0,0.0,312448.4580726603,12.08731041827847,11.48641888817934,97384.16390616554,3.3261521080347065,3.7596360331329723,-2.0879803407954527,312448.4580726603,332093.1455690974,0.9005923285734025,0.00904860031944711,0.0,84955.13036284315,0.0,-1.7797270836143906,-1.7797270836143906,0.0,0.0,0.0,-1.7797270836143906
733,13.997266792260037,-0.12822460775835548,1.0,0.0,318071.8934301464,12.107010504176932,11.504159039195912,99127.18872981363,3.3283423010771247,3.7613561201921635,-2.0891754270069236,318071.8934301464,338072.5476037214,0.9004303784672635,0.009052341332723129,0.0,86489.97183031324,0.0,-1.7800461149564781,-1.7800461149564781,0.0,0.0,0.0,-1.7800461149564781
734,13.994380794749794,-0.1282245198289659,1.0,0.0,324624.81045612355,12.129517872693203,11.524423275300986,101156.41642162365,3.3309355170490407,3.763483510404317,-2.0905776976807777,324624.81045612355,345040.32182637544,0.9002453505413558,0.009056812285262042,0.0,88277.74564572086,0.0,-1.7804107479124864,-1.7804107479124864,0.0,0.0,0.0,-1.7804107479124864
735,13.991263350484104,-0.12822442478763527,1.0,0.0,331856.84450250096,12.153830269612788,11.546307967972544,103394.59510438895,3.333795770496035,3.7658956475196956,-2.092123560073633,331856.84450250096,352730.273105777,0.9000454841751951,0.009061780651719658,0.0,90250.39900847734,0.0,-1.7808047904537372,-1.7808047904537372,0.0,0.0,0.0,-1.7808047904537372
736,13.988005340426472,-0.1282243253938694,1.0,0.0,339587.0870810853,12.17923893356752,11.569174267565279,105786.08495216517,3.336817436273553,3.7684901193094174,-2.0937640730490052,339587.0870810853,360950.05338983366,0.8998366059781745,0.00906706292253612,0.0,92358.85188797592,0.0,-1.7812167862197903,-1.7812167862197903,0.0,0.0,0.0,-1.7812167862197903
737,13.984665666420973,-0.12822422343758003,1.0,0.0,347696.4959613676,12.205284501152605,11.592608234344857,108294.34703437025,3.33992842678145,3.7711942704108825,-2.095465230429933,347696.4959613676,369573.0930852866,0.8996224922937499,0.00907253254850952,0.0,94570.84753413714,0.0,-1.7816393061528681,-1.7816393061528681,0.0,0.0,0.0,-1.7816393061528681
738,13.981280894413766,-0.12822412003092676,1.0,0.0,356110.5574280478,12.231681801764996,11.616352975539826,110896.54021810072,3.3430826860387857,3.7739604767429618,-2.097204513683932,356110.5574280478,378520.16747102863,0.8994054874531554,0.009078107912307315,0.0,96866.21298544557,0.0,-1.7820677355718988,-1.7820677355718988,0.0,0.0,0.0,-1.7820677355718988
739,13.98115184302975,-0.1282241160868849,1.0,0.0,356139.9121538875,12.232688253483829,11.617258179575035,110996.96966150802,3.3389574404880142,3.7669907703735497,-2.0961792438423412,356139.9121538875,378774.3835399745,0.8993972136998863,0.009069771739062598,0.0,96923.87066422986,0.0,-1.7820840743908384,-1.7820840743908384,0.0,0.0,0.0,-1.7820840743908384
740,13.981022791649703,-0.12822411214276183,1.0,0.0,356432.92122424766,12.233694705202664,11.618163375283112,111097.48913008728,3.3386213321122598,3.76633093435912,-2.096125076504012,356432.92122424766,379086.1391011681,0.8993889399484881,0.009069059305491765,0.0,97009.19119466141,0.0,-1.7821004135055545,-1.7821004135055545,0.0,0.0,0.0,-1.7821004135055545
741,13.98084040735308,-0.12822410656847233,1.0,0.0,356889.116397298,12.235117092127707,11.619442646035814,111239.70384479771,3.338743536639425,3.7663934403153583,-2.096201945581237,356889.116397298,379571.52149065334,0.8993772469139389,0.009069255333229971,0.0,97134.26284543698,0.0,-1.782123505576382,-1.782123505576382,0.0,0.0,0.0,-1.782123505576382
742,13.980332422305384,-0.12822409104157606,1.0,0.0,358163.5308964202,12.239078789284713,11.62300564180577,111636.75736901406,3.3390946708195854,3.7665853813186656,-2.096418918987695,358163.5308964202,380927.473927205,0.899344678944361,0.009069822919792813,0.0,97483.53902693639,0.0,-1.78218782580784,-1.78218782580784,0.0,0.0,0.0,-1.78218782580784
743,13.97937250704471,-0.1282240616965886,1.0,0.0,360586.79413245927,12.246565021885111,11.629738114900883,112390.88455645232,3.339797465872939,3.767013358418575,-2.0968395662995625,360586.79413245927,383505.78459473565,0.8992831368071013,0.009070974477220892,0.0,98147.23698387547,0.0,-1.7823093813346602,-1.7823093813346602,0.0,0.0,0.0,-1.7823093813346602
744,13.977976579294701,-0.1282240190119061,1.0,0.0,364143.619910852,12.257451652396368,11.639527790982575,113496.55817365108,3.340874676277406,3.767727919235091,-2.097467085134475,364143.619910852,387290.19904675643,0.8991936410395339,0.00907276077407271,0.0,99120.79960204304,0.0,-1.782486179279328,-1.782486179279328,0.0,0.0,0.0,-1.782486179279328
745,13.97624997089023,-0.1282239661982419,1.0,0.0,368594.72012756526,12.270917216596725,11.651635195390135,114879.05926394847,3.3422586544256925,3.768699047835195,-2.0982596337737314,368594.72012756526,392026.1303500283,0.899082944703787,0.00907507611896266,0.0,100338.60972428048,0.0,-1.7827049071719228,-1.7827049071719228,0.0,0.0,0.0,-1.7827049071719228
746,13.974318894357602,-0.12822390710743586,1.0,0.0,373639.1732668388,12.285977404132737,11.665174620883313,116445.03299765577,3.3438415670583406,3.7698462970589635,-2.0991594521417807,373639.1732668388,397393.41178609215,0.8989591395593316,0.00907773998619199,0.0,101718.45215777795,0.0,-1.782949600611033,-1.782949600611033,0.0,0.0,0.0,-1.782949600611033
747,13.972290499859003,-0.12822384501270434,1.0,0.0,379012.49543435796,12.301796567933508,11.679394374165751,118112.68131166972,3.3455207358649126,3.771082628869696,-2.1001138967585815,379012.49543435796,403110.6409360922,0.8988290952286084,0.009080576392533539,0.0,103188.18637143524,0.0,-1.783206697654962,-1.783206697654962,0.0,0.0,0.0,-1.783206697654962
748,13.970242606461818,-0.1282237822940128,1.0,0.0,384515.0150198612,12.317767808678889,11.69374874156736,119820.34099975119,3.3472178173349456,3.772338089874854,-2.1010829795309034,384515.0150198612,408965.37039623957,0.8986978008493196,0.009083449328014696,0.0,104693.38304798202,0.0,-1.7834663411442946,-1.7834663411442946,0.0,0.0,0.0,-1.7834663411442946
749,13.968228290430824,-0.12822372057713483,1.0,0.0,390003.6448325374,12.333477191756586,11.707865715224331,121523.83741364084,3.34887894980271,3.7735637039482945,-2.102038610321026,390003.6448325374,414805.35472350655,0.8985686592421168,0.00908626445558853,0.0,106195.03003745872,0.0,-1.7837218010319191,-1.7837218010319191,0.0,0.0,0.0,-1.7837218010319191
750,13.96628408621349,-0.12822366098345997,1.0,0.0,395373.4963682022,12.34863978928808,11.721489405175971,123190.76959742971,3.3504680069439865,3.7747268066773607,-2.1029611396180976,395373.4963682022,420518.98931269906,0.8984440126947204,0.009088958067269283,0.0,107664.50546979258,0.0,-1.783968438373754,-1.783968438373754,0.0,0.0,0.0,-1.783968438373754
751,13.96625242279156,-0.12822366001271188,1.0,0.0,395381.4841251035,12.348886728283633,11.721711265787382,123218.10380897314,3.349458141099749,3.7730194065721268,-2.102710028886664,395381.4841251035,420600.02495761856,0.8984419826939726,0.009086914818329834,0.0,107680.24042976627,0.0,-1.783972455687039,-1.783972455687039,0.0,0.0,0.0,-1.783972455687039
752,13.966220759369872,-0.12822365904195887,1.0,0.0,395461.14771590725,12.349133667279181,11.721933125897507,123245.44402379301,3.3493754590781273,3.772857123876231,-2.1026969833272844,395461.14771590725,420684.8035385803,0.8984399526935893,0.009086739571523133,0.0,107703.46486056395,0.0,-1.7839764730176857,-1.7839764730176857,0.0,0.0,0.0,-1.7839764730176857
753,13.96617619410797,-0.12822365767564378,1.0,0.0,395584.55362880655,12.349481226087537,11.722245386120328,123283.9346828436,3.3494045631789158,3.7728711778566453,-2.102715995809198,395584.55362880655,420816.1330350389,0.8984370955325045,0.009086786086155482,0.0,107737.33627707149,0.0,-1.7839821273136198,-1.7839821273136198,0.0,0.0,0.0,-1.7839821273136198
754,13.9660082524964,-0.12822365252664886,1.0,0.0,396050.0619906396,12.350790981385327,11.723422111814836,123429.09144460093,3.349515766284081,3.7729266718494165,-2.1027880375157193,396050.0619906396,421311.5306670713,0.8984263284865047,0.009086964438481504,0.0,107865.08585181474,0.0,-1.7840034355217431,-1.7840034355217431,0.0,0.0,0.0,-1.7840034355217431
755,13.965622818237522,-0.12822364070876127,1.0,0.0,397121.0614776343,12.35379693441384,11.726122702017943,123762.87334093305,3.3497785349688693,3.7730665669958934,-2.1029553380830253,397121.0614776343,422451.2975683621,0.8984016175879883,0.009087388936494691,0.0,108158.90585528607,0.0,-1.784052340825778,-1.784052340825778,0.0,0.0,0.0,-1.784052340825778
756,13.964975711825339,-0.128223620865519,1.0,0.0,398926.8004455,12.358843636088167,11.730656562278938,124325.27086667508,3.3502350112353807,3.7733268534312647,-2.1032402573900217,398926.8004455,424372.9833657666,0.8983601304120643,0.009088132407389137,0.0,108654.10812530576,0.0,-1.7841344540566482,-1.7841344540566482,0.0,0.0,0.0,-1.7841344540566482
757,13.964068535490851,-0.12822359304277217,1.0,0.0,401473.609228816,12.365918591753776,11.737012214631067,125117.95541225882,3.3508963448545344,3.773727345802545,-2.1036454940961424,401473.609228816,427083.32915245264,0.8983019696884554,0.009089217820077445,0.0,109352.28622157447,0.0,-1.7842495810072925,-1.7842495810072925,0.0,0.0,0.0,-1.7842495810072925
758,13.96292399220768,-0.1282235579324559,1.0,0.0,404711.6871001547,12.374844744988954,11.745030268169037,126125.19051361203,3.3517553722662643,3.774273856672122,-2.104163758406819,404711.6871001547,430529.3421466194,0.8982285909563608,0.009090637250383523,0.0,110239.6877466448,0.0,-1.7843948525944533,-1.7843948525944533,0.0,0.0,0.0,-1.7843948525944533
759,13.961569058933797,-0.1282235163571687,1.0,0.0,408580.4176341,12.385411707217909,11.754521356801444,127327.95461709879,3.352798085056089,3.774964338082252,-2.104785038894773,408580.4176341,434646.52010332583,0.8981417237688639,0.009092370442242006,0.0,111299.64336434039,0.0,-1.78456685848957,-1.78456685848957,0.0,0.0,0.0,-1.78456685848957
760,13.960028288761814,-0.12822346906510282,1.0,0.0,413026.2551277725,12.397427993308622,11.765313091210873,128709.48523406577,3.354009507724872,3.7757934748140505,-2.1054997873117096,413026.2551277725,439377.88586599124,0.8980429422807878,0.009094394792234662,0.0,112517.45564900778,0.0,-1.7847624961487036,-1.7847624961487036,0.0,0.0,0.0,-1.7847624961487036
761,13.95832230204116,-0.12822341668391776,1.0,0.0,418006.63049927243,12.410732789080656,11.777260641554504,130256.47123329085,3.3553758243650704,3.7767550200908198,-2.1062998018604233,418006.63049927243,444678.1439165863,0.8979335685114391,0.009096689170760059,0.0,113881.45626542186,0.0,-1.7849791618839042,-1.7849791618839042,0.0,0.0,0.0,-1.7849791618839042
762,13.956468118741894,-0.1282233597309918,1.0,0.0,423488.9248165405,12.425193359224387,11.790244413407132,131958.71841922982,3.3568848034970715,3.777842720311694,-2.107178210432665,423488.9248165405,450512.58794652333,0.8978146936529213,0.009099234819166217,0.0,115382.71614885927,0.0,-1.785214708523146,-1.785214708523146,0.0,0.0,0.0,-1.785214708523146
763,13.954479897924783,-0.12822329863612544,1.0,0.0,429448.37302051723,12.440699280258706,11.804164868894487,133808.48883807063,3.358525638957735,3.779050586561459,-2.1081292114443433,429448.37302051723,456854.86996551394,0.8976872254788486,0.009102015188043152,0.0,117014.46625306775,0.0,-1.785467351500518,-1.785467351500518,0.0,0.0,0.0,-1.785467351500518
764,13.952369609163815,-0.1282232337621455,1.0,0.0,435866.17671946425,12.45715720418688,11.818937823632616,135799.9089496455,3.3602886766063635,3.7803729270976802,-2.1091478134177004,435866.17671946425,463684.9919179262,0.8975519313904355,0.009105015531872275,0.0,118771.57774014701,0.0,-1.7857355836156115,-1.7857355836156115,0.0,0.0,0.0,-1.7857355836156115
765,13.950147532775794,-0.128223165420253,1.0,0.0,442728.1049720183,12.474486957266341,11.834490942573249,137928.53153658,3.362165184339233,3.7818043219799145,-2.1102296383064676,442728.1049720183,470987.81662729627,0.897409470487113,0.009108222547308318,0.0,120650.17698639263,0.0,-1.7860181115351612,-1.7860181115351612,0.0,0.0,0.0,-1.7860181115351612
766,13.950092316618806,-0.12822316372162507,1.0,0.0,442743.6842610276,12.474917582708889,11.834877389161417,137981.84384752018,3.360406299205436,3.7788293230396173,-2.1097924114406377,442743.6842610276,471145.91739873594,0.8974059304904942,0.009104661535400507,0.0,120680.94705155112,0.0,-1.78602513317945,-1.78602513317945,0.0,0.0,0.0,-1.78602513317945
767,13.950037100462549,-0.1282231620229821,1.0,0.0,442899.0986231885,12.475348208151436,11.835263834225172,138035.17655437987,3.360262872954246,3.7785471123071415,-2.109769869684512,442899.0986231885,471311.3677364022,0.8974023904945514,0.009104356878050873,0.0,120726.29761972761,0.0,-1.786032154877581,-1.786032154877581,0.0,0.0,0.0,-1.786032154877581
768,13.949939925425662,-0.12822315903348833,1.0,0.0,443200.236348389,12.476106066844716,11.835943936067432,138129.0864627823,3.360327587257356,3.7785791866617005,-2.1098116853934097,443200.236348389,471631.95167747495,0.8973961604480024,0.009104460257584738,0.0,120809.01491571315,0.0,-1.786044512513238,-1.786044512513238,0.0,0.0,0.0,-1.786044512513238
769,13.949564218912148,-0.12822314747467142,1.0,0.0,444367.1280241252,12.479036165691758,11.838573360233644,138492.7643429526,3.360585862863133,3.778716611643162,-2.109975450988962,444367.1280241252,472874.19716810226,0.8973720733057711,0.009104876193752526,0.0,121129.42477543277,0.0,-1.7860922922740181,-1.7860922922740181,0.0,0.0,0.0,-1.7860922922740181
770,13.948699112499508,-0.12822312085570384,1.0,0.0,447068.9162277925,12.485783048134383,11.844627637017203,139333.7811762461,3.361218640105761,3.7790964075381113,-2.110362529993179,447068.9162277925,475750.4625111226,0.8973166099657682,0.00910591065036904,0.0,121870.752759857,0.0,-1.7862023202238981,-1.7862023202238981,0.0,0.0,0.0,-1.7862023202238981
771,13.947265209409782,-0.1282230767243577,1.0,0.0,451589.39253718825,12.496965924724057,11.854661703908624,140738.90341281105,3.362341002426848,3.7798488455146257,-2.1110240473965725,451589.39253718825,480562.87955919356,0.8972246801968098,0.009107774175961305,0.0,123110.07312209213,0.0,-1.7863847199375893,-1.7863847199375893,0.0,0.0,0.0,-1.7863847199375893
772,13.945311233396124,-0.12822301656510068,1.0,0.0,457830.4061930272,12.5122048077857,11.868333451384238,142676.2635324457,3.363961891287536,3.781028824267317,-2.1119519431955265,457830.4061930272,487206.9813610767,0.8970994077905395,0.0091105010733825,0.0,124819.84581305325,0.0,-1.7866333353304227,-1.7866333353304227,0.0,0.0,0.0,-1.7866333353304227
773,13.942943508540571,-0.1282229436338906,1.0,0.0,465515.1272933135,12.53067049040873,11.884897602798985,145059.25640716805,3.3660130287887697,3.782609284594608,-2.113104277617122,465515.1272933135,495388.08554561046,0.896947609388709,0.009113988193558301,0.0,126924.00004170259,0.0,-1.7869346867605451,-1.7869346867605451,0.0,0.0,0.0,-1.7869346867605451
774,13.940271301104747,-0.1282228612799284,1.0,0.0,474347.6892691841,12.55151081912177,11.903588500643101,147796.04095613174,3.3683980244791325,3.784519383718123,-2.1144309529567296,474347.6892691841,504791.24115719803,0.8967762902544143,0.009118077383525597,0.0,129341.60710330136,0.0,-1.7872749128373997,-1.7872749128373997,0.0,0.0,0.0,-1.7872749128373997
775,13.937383786876488,-0.12822277223797743,1.0,0.0,484082.79595514387,12.574030323069229,11.923781373415927,150810.80352704972,3.3710257004029955,3.786680923634405,-2.1158874925175906,484082.79595514387,515155.32906637556,0.8965911676098787,0.009122614867793527,0.0,132005.74873855207,0.0,-1.7876426970024706,-1.7876426970024706,0.0,0.0,0.0,-1.7876426970024706
776,13.934346167749702,-0.1282226785083274,1.0,0.0,494540.2009651168,12.597720500592967,11.945019470559263,154047.99220771613,3.373823443840939,3.789027006969942,-2.1174393470652553,494540.2009651168,526288.4768482437,0.8963964216655522,0.009127476426454386,0.0,134867.34220719084,0.0,-1.7880297629658488,-1.7880297629658488,0.0,0.0,0.0,-1.7880297629658488
777,13.931203280267953,-0.12822258146682586,1.0,0.0,505596.87181724474,12.622231676833236,11.966988731795254,157469.76204423924,3.376738590120356,3.79150709380866,-2.1190615584406984,505596.87181724474,538059.718094644,0.8961949269719175,0.00913257113968711,0.0,137892.93272766174,0.0,-1.788430418537224,-1.788430418537224,0.0,0.0,0.0,-1.788430418537224
778,13.93109618478244,-0.12822257815895688,1.0,0.0,505631.3354824834,12.623066907926455,11.967737258796484,157587.6765385925,3.373331141268073,3.7857413883793045,-2.118214892896816,505631.3354824834,538358.5218291825,0.8961880609394225,0.009125668455857995,0.0,137961.19556908694,0.0,-1.7884440742346606,-1.7884440742346606,0.0,0.0,0.0,-1.7884440742346606
779,13.93098908929969,-0.1282225748510309,1.0,0.0,505975.26962813654,12.623902139019677,11.968485780062991,157705.67842377178,3.3730549928164746,3.785196252592399,-2.118171454356349,505975.26962813654,538724.8636895383,0.8961811949084117,0.009125080246054497,0.0,138061.6605432212,0.0,-1.7884577301375844,-1.7884577301375844,0.0,0.0,0.0,-1.7884577301375844
780,13.930808511792831,-0.12822256927324915,1.0,0.0,506614.1136405548,12.625310451955178,11.969747875480275,157904.84369414023,3.373178599500755,3.785259880286897,-2.118249653648357,506614.1136405548,539405.3294099284,0.8961696178496569,0.00912527772109949,0.0,138237.2873508076,0.0,-1.7884807563120269,-1.7884807563120269,0.0,0.0,0.0,-1.7884807563120269
781,13.930211843387951,-0.12822255084149556,1.0,0.0,508732.4829790828,12.629963832800263,11.973918005010603,158564.70223736583,3.373605207946353,3.785500359969439,-2.1185128331821432,508732.4829790828,541661.7163650234,0.896131364666008,0.009125966850724164,0.0,138819.3593736005,0.0,-1.7885568441364152,-1.7885568441364152,0.0,0.0,0.0,-1.7885568441364152
782,13.928962638438867,-0.12822251224461045,1.0,0.0,513203.3144141245,12.639706308900546,11.982648153285199,159955.05576471085,3.3745715345614897,3.786125835224432,-2.119083483355396,513203.3144141245,546423.8472377673,0.8960512765378241,0.00912755743629306,0.0,140046.63466186682,0.0,-1.7887161650508223,-1.7887161650508223,0.0,0.0,0.0,-1.7887161650508223
783,13.927013431218496,-0.1282224519992135,1.0,0.0,520269.5648736298,12.654908067500772,11.996268758631995,162148.64554992947,3.376201947347851,3.7873078084930323,-2.120008633535525,520269.5648736298,553950.5371767473,0.8959263104162692,0.009130289035509498,0.0,141984.40172480847,0.0,-1.7889648192667518,-1.7889648192667518,0.0,0.0,0.0,-1.7889648192667518
784,13.924461898484182,-0.1282223730996774,1.0,0.0,529678.9923615953,12.674807340050021,12.014095412886494,165065.1317522265,3.378473269456623,3.7890896882489926,-2.1212624446049153,529678.9923615953,563973.1505523116,0.8957627285387548,0.009134149395528354,0.0,144562.58402653545,0.0,-1.7892904143941772,-1.7892904143941772,0.0,0.0,0.0,-1.7892904143941772
785,13.921455244204832,-0.12822228007178485,1.0,0.0,540995.2675085372,12.698256097838883,12.035097676150754,168568.5340165343,3.381268829167297,3.791400776943359,-2.1227829803614844,540995.2675085372,576026.9709867804,0.8955699683927908,0.009138955013269855,0.0,147661.46210324136,0.0,-1.7896742381543804,-1.7896742381543804,0.0,0.0,0.0,-1.7896742381543804
786,13.918129728487356,-0.12822217710883732,1.0,0.0,553799.266632387,12.724191661070623,12.058322022929405,172529.24251792734,3.3844482809671255,3.794122528111952,-2.1245035713871445,553799.266632387,589665.6020998496,0.895356765827521,0.009144471634562253,0.0,151166.56746615222,0.0,-1.7900989583511129,-1.7900989583511129,0.0,0.0,0.0,-1.7900989583511129
787,13.914590441063247,-0.12822206744717862,1.0,0.0,567761.2657810164,12.751794444124286,12.083033229851717,176845.76187910224,3.3878882241516965,3.797138472192671,-2.126367600207695,567761.2657810164,604537.8638113778,0.8951298583050139,0.009150488220772524,0.0,154988.10135032615,0.0,-1.790551201280105,-1.790551201280105,0.0,0.0,0.0,-1.790551201280105
788,13.910911450542597,-0.12822195336938544,1.0,0.0,582646.2684267919,12.780486791941343,12.10871322334307,181445.97379652085,3.3914948932819033,3.8003549293115353,-2.1283320681973925,582646.2684267919,620393.4687649957,0.8948939944725037,0.00915684197121237,0.0,159062.18697438834,0.0,-1.7910215366481201,-1.7910215366481201,0.0,0.0,0.0,-1.7910215366481201
789,13.907142378255777,-0.12822183640568854,1.0,0.0,598296.7644275987,12.809881711505566,12.13501500885075,186281.64146084856,3.395202598565606,3.803703805328183,-2.130366278176396,598296.7644275987,637064.6602794857,0.8946523556237844,0.009163417354353639,0.0,163346.07471261383,0.0,-1.7915036438411822,-1.7915036438411822,0.0,0.0,0.0,-1.7915036438411822
