,phi,dphi,delta,rhoChi,kh,t,N,a,E,B,G,H,sigmaE,sigmaB,s,xi,xieff
1628,9.299355851162726,-0.12795877341285647,1.0,0.1861259529603524,2.7415508407423232e+17,48.775683356354506,39.00045218287176,8.66325653306557e+16,25.752791788911484,10.11312330485381,-12.817318655826794,0.59948699181998,0.0,0.03723996442512835,0.0,-2.6680890319318475,-2.6370291716402408
1629,9.294555449444749,-0.12795828862456718,1.0,0.18729307734140507,2.803833448978659e+17,48.8131986488285,39.02293635172158,8.860248962408587e+16,25.851277831594572,10.134576351262021,-12.859352843180735,0.5991798650451783,0.0,0.03733581273434288,0.0,-2.669446523685319,-2.6382907598550975
1630,9.289091907609318,-0.12795773598051355,1.0,0.18863194910646067,2.8764022990629437e+17,48.85589657554497,39.04851262709158,9.089783942334699e+16,25.963963549145657,10.159096602736053,-12.907424331084972,0.598830312384267,0.0,0.037445329615518545,0.0,-2.67099321239778,-2.639727819814004
1631,9.28315332475866,-0.12795713421343569,1.0,0.19010004822286916,2.9573617400325696e+17,48.90230718733822,39.076295891526975,9.345868776950344e+16,26.087169740332275,10.185874303837485,-12.959955575329545,0.5984503687223773,0.0,0.03756488809018169,0.0,-2.6726764010232262,-2.6412912686434282
1632,9.278311449227147,-0.12795664274937948,1.0,0.19130699635619797,3.025013259756244e+17,48.94014708471798,39.09893533110758,9.55986727121542e+16,26.188183709946042,10.207803865088747,-13.003002771556936,0.5981405924470932,0.0,0.03766276962086106,0.0,-2.674050306172322,-2.6425670979630476
1633,9.27346959230665,-0.12795615054159576,1.0,0.19252297496282567,3.094175189886185e+17,48.97798698209774,39.12156304883072,9.778651204896373e+16,26.289704328704257,10.229820791264219,-13.046245960351857,0.5978308185509045,0.0,0.037761014160382744,0.0,-2.675425608948857,-2.6438439197914523
1634,9.268000384425578,-0.12795559366063197,1.0,0.1939074663708761,3.1741565479351245e+17,49.02072990423077,39.147108606872344,1.0031670304510683e+17,26.40499239875156,10.254795962315885,-13.095329309539899,0.5974809092225837,0.0,0.03787242724675144,0.0,-2.6769807973262747,-2.64528737694902
1635,9.265820117851932,-0.12795537139717295,1.0,0.19446265003135135,3.2066004467089805e+17,49.03776916296623,39.15728805028044,1.0134308638932906e+17,26.451133675754576,10.264783475048679,-13.114966560672487,0.5973414204135317,0.0,0.03791697179269991,0.0,-2.677601264210657,-2.645863157244585
1636,9.263639855066783,-0.12795514898212576,1.0,0.1950197040802954,3.239368081406276e+17,49.054808421701686,39.16746511690676,1.0237972776852645e+17,26.497379253226995,10.27478886514348,-13.134644092702283,0.5972019320887643,0.0,0.03796159082035615,0.0,-2.67822201559596,-2.646439138833001
1637,9.262618699033757,-0.12795504475868472,1.0,0.19528125346241193,3.254827484161475e+17,49.06278900284289,39.17223087469298,1.0286880924954208e+17,26.51907497537298,10.279481189262047,-13.143874225254178,0.5971366008984682,0.0,0.037982514436205726,0.0,-2.678512851292318,-2.6467089772884
1638,9.262437138795681,-0.12795502622440053,1.0,0.19532779219799568,3.2566775617491834e+17,49.06420794065475,39.173078166153786,1.0295600604853771e+17,26.52162543287034,10.277845736522893,-13.145160425778911,0.5971249851010927,0.0,0.03798584435927097,0.0,-2.6785645680765198,-2.6467572870992884
1639,9.262271512828445,-0.1279550093158324,1.0,0.1953702407568874,3.2591938542565344e+17,49.065502348409304,39.173851082506935,1.0303561319013525e+17,26.52514802817535,10.27860648184183,-13.146657596533439,0.597114388743086,0.0,0.03798924111070941,0.0,-2.678611747766939,-2.646801058034042
1640,9.260615254360063,-0.12795484018195688,1.0,0.19579532638934719,3.2844613937440954e+17,49.07844642595487,39.181579491658695,1.0383499957978678e+17,26.560407237194546,10.286219560872196,-13.161642485153195,0.5970084253169231,0.0,0.03802323236533633,0.0,-2.6790836350850453,-2.6472388312657764
1641,9.253257514366444,-0.12795408776059963,1.0,0.19769698858620358,3.399040849109666e+17,49.135949226224255,39.215895613760665,1.0746005733522355e+17,26.71777677225664,10.320164570429974,-13.22850123204983,0.5965376965314183,0.0,0.038174758530784704,0.0,-2.68118193754962,-2.649185000262377
1642,9.247698767474947,-0.12795351815539513,1.0,0.19914817435269339,3.488184090903196e+17,49.179392615630434,39.24180350826273,1.1028049926035416e+17,26.837469052181614,10.34594655125474,-13.279327061790418,0.5961820644102541,0.0,0.03828980569899136,0.0,-2.6827693626184335,-2.650656852040924
1643,9.24214004535059,-0.12795294755733316,1.0,0.20061195608229984,3.5796080125078656e+17,49.22283600503661,39.267695952968815,1.1317321917551984e+17,26.95785468196378,10.371847568287214,-13.330423542818615,0.5958264354549963,0.0,0.038405345276734636,0.0,-2.684358647573754,-2.652130012696714
1644,9.236080020520093,-0.1279523243641629,1.0,0.20222224512123702,3.6819425399491974e+17,49.270197474226514,39.2959059873253,1.164112979967175e+17,27.08989285107478,10.400221621814651,-13.386437320153211,0.5954387365886293,0.0,0.03853186872701862,0.0,-2.686093390086269,-2.653737526788078
1645,9.229975845224619,-0.12795169542887846,1.0,0.20385970871835696,3.787908344658031e+17,49.317904230029896,39.32430312245426,1.197644296968016e+17,27.223737724611482,10.428948500880582,-13.443186332975413,0.5950482150392945,0.0,0.03865991157631169,0.0,-2.687843022527785,-2.655358334229242
1646,9.225034721001908,-0.12795118544149403,1.0,0.20519663930721993,3.8758592942244774e+17,49.356521413262534,39.34727610470888,1.2254762253150219e+17,27.332705403742946,10.452310228264514,-13.489364145969292,0.5947321024078072,0.0,0.038763999072686045,0.0,-2.6892609488262926,-2.6566714863475163
1647,9.220093616488759,-0.1279506746621526,1.0,0.2065439080409142,3.965802422678019e+17,49.39513859649517,39.37023687963272,1.2539396295333454e+17,27.44223488652382,10.475769413460256,-13.535758715436826,0.5944159922956453,0.0,0.0388684824295256,0.0,-2.6906803551836815,-2.65798567424196
1648,9.21447401475161,-0.12795009277705852,1.0,0.2080888594367145,4.07057393896818e+17,49.43905875968673,39.39633583200876,1.287096943703318e+17,27.567491890591544,10.502569200471694,-13.58878901689339,0.5940564764502929,0.0,0.038987796722355895,0.0,-2.692296478728917,-2.659481588000579
1649,9.20839891952139,-0.1279494625671554,1.0,0.2097743563687014,4.186877332586784e+17,49.48653907060236,39.42453259148219,1.32390540764203e+17,27.703729469296164,10.531684785244455,-13.646436712110907,0.5936678220979789,0.0,0.03911736356938926,0.0,-2.694045765252008,-2.6611002676914772
1650,9.203589853587053,-0.12794896283393492,1.0,0.21111999291850125,4.28123797022387e+17,49.52412481130734,39.44684025451004,1.3537705152595642e+17,27.812189482042132,10.554839054593394,-13.692307323017332,0.5933601633538099,0.0,0.039220359668217644,0.0,-2.695432107177906,-2.6623827367529223
1651,9.19878080644978,-0.12794846234375484,1.0,0.2124757795092821,4.377673119543552e+17,49.561710552012315,39.46913635400125,1.384293322694057e+17,27.921194928434844,10.5780875297729,-13.738388007265154,0.5930525070122501,0.0,0.039323737637852504,0.0,-2.6968198606129477,-2.6636661877316357
1652,9.193248965848806,-0.1279478856899869,1.0,0.2140480062570987,4.4912262123677286e+17,49.6049455621237,39.49476933479578,1.4202355723811416e+17,28.047262982664023,10.6049472615672,-13.79165613063616,0.5926986118134726,0.0,0.039443128207498034,0.0,-2.698417946739118,-2.6651437603133945
1653,9.187185925833495,-0.1279472525040177,1.0,0.2157869200441919,4.618986548721171e+17,49.652332472663105,39.52284630074243,1.460676551525865e+17,28.18627720345761,10.634530586576876,-13.850362904294025,0.5923107353754241,0.0,0.03957457022907149,0.0,-2.7001716510954537,-2.6667647179896505
1654,9.184413947440065,-0.12794696261151361,1.0,0.21658745777584384,4.6785728942856416e+17,49.673997506331176,39.53567681179471,1.4795385237784714e+17,28.250128024042482,10.648106320793769,-13.877316567265042,0.5921334016893912,0.0,0.03963486999577352,0.0,-2.70097418602112,-2.6675063307348847
1655,9.18311791927205,-0.12794682698616683,1.0,0.2169629411909476,4.706689051452545e+17,49.684126928932685,39.54167436133359,1.4884387925920925e+17,28.280044909185378,10.654464489374847,-13.889943149777256,0.5920504901229199,0.0,0.039663107297655306,0.0,-2.70134957070137,-2.6678531814918784
1656,9.182817944022101,-0.1279467955867609,1.0,0.21704995837433144,4.713220210416844e+17,49.68647145981181,39.54306241949335,1.4905062667586982e+17,28.28697518476237,10.655937123596498,-13.892867893527484,0.5920312996436629,0.0,0.039669647063894524,0.0,-2.7014364710060654,-2.6679334728640995
1657,9.182658439597777,-0.1279467788896899,1.0,0.21709624428046637,4.716696594449212e+17,49.68771810638862,39.54380046692599,1.4916067371319178e+17,28.290661074871824,10.656720311950929,-13.894423395075998,0.5920210955825851,0.0,0.03967312504099427,0.0,-2.701482680354963,-2.6679761673801563
1658,9.182543622176134,-0.12794676686998152,1.0,0.21712955963285083,4.718075944343902e+17,49.68861549066069,39.544331734050125,1.492399389289872e+17,28.292195007882174,10.65516615150523,-13.89523846978098,0.5920137503069747,0.0,0.03967534037668548,0.0,-2.7015159445966788,-2.668007144880361
1659,9.182428804765276,-0.1279467548498409,1.0,0.21716287675331605,4.720581226054129e+17,49.68951287493275,39.54486299458273,1.49319245282731e+17,28.294849448037112,10.655729554878073,-13.896357859128104,0.5920064050334061,0.0,0.03967784506182907,0.0,-2.701549209645397,-2.6680378787505985
1660,9.181280631250045,-0.1279466346244876,1.0,0.21749637897490082,4.7457055400959616e+17,49.6984867176534,39.5501752373747,1.501145759917534e+17,28.321411406492714,10.661366556039452,-13.907558645764007,0.5919329523735573,0.0,0.039702904143996395,0.0,-2.7018819046870486,-2.6683452482255405
1661,9.173832640809342,-0.12794585368341416,1.0,0.2196744449352405,4.911880222431076e+17,49.756698589999075,39.58461889463719,1.5537514759010326e+17,28.49449279140436,10.698064673728451,-13.980521054404393,0.5914564801512099,0.0,0.03986599998437208,0.0,-2.704042012750962,-2.6703404629985776
1662,9.168782421044082,-0.12794532310648066,1.0,0.22116592263486082,5.027773825171019e+17,49.796170210910994,39.60795826440517,1.590441552265532e+17,28.612625683649387,10.72307955209107,-14.03029551140964,0.591133402786198,0.0,0.03997712647470329,0.0,-2.7055086572555798,-2.671694693870768
1663,9.163732222238265,-0.12794479168245654,1.0,0.2226693212607528,5.146333868992743e+17,49.83564183182291,39.63128488183873,1.6279772624682218e+17,28.731387094191238,10.748201391358478,-14.080313819441033,0.5908103281000429,0.0,0.0400886888654737,0.0,-2.7069768755970243,-2.673050006889098
1664,9.157678770512081,-0.1279441535661225,1.0,0.22448724323585045,5.292044914977854e+17,49.88295494818664,39.659228798536475,1.6741108987581094e+17,28.87457554556093,10.778456073155693,-14.140591071190316,0.5904230744150852,0.0,0.040222991600039136,0.0,-2.708738849952489,-2.6746759945670635
1665,9.15188868027591,-0.1279435420645897,1.0,0.22624241714566212,5.4351796130831494e+17,49.928209880962335,39.685939973760505,1.719430949656542e+17,29.012391404872503,10.80754074189462,-14.198576088149474,0.5900526703952297,0.0,0.04035204370904629,0.0,-2.7104262992931294,-2.676232704607745
1666,9.146098617738563,-0.1279429294416191,1.0,0.22801372297378,5.582088906476046e+17,49.97346481373803,39.71263438645559,1.7659482629181955e+17,29.15105027199721,10.83676933003886,-14.256885091174327,0.5896822699155065,0.0,0.040481677246979354,0.0,-2.7121158284942077,-2.677790837467447
1667,9.140556791990713,-0.1279423420279438,1.0,0.2297243526821606,5.726325238285302e+17,50.0167797393084,39.73816875210036,1.8116212655944176e+17,29.284559853533825,10.864880615038548,-14.312999429957205,0.5893277512386994,0.0,0.04060630078573348,0.0,-2.7137348818001454,-2.67928350843415
1668,9.1353792406047,-0.1279417922909396,1.0,0.23133615728427415,5.864362835916044e+17,50.05724767528851,39.7620109280248,1.8553332826649862e+17,29.410001084188366,10.891264808732977,-14.365696444595015,0.588996537192972,0.0,0.04072321896512189,0.0,-2.71524924621548,-2.6806792475876446
1669,9.130289593866577,-0.12794125100497086,1.0,0.23293353425252356,6.003219243283922e+17,50.09702871485775,39.78543534642755,1.8993063974091325e+17,29.533982833573663,10.917315279556908,-14.417755500995012,0.5886709478961147,0.0,0.04083861216367661,0.0,-2.7167395355212345,-2.6820524048673167
1670,9.124931766883424,-0.12794068025061509,1.0,0.23462906170652803,6.152857707924279e+17,50.13890605221781,39.810080141702514,1.946695969343605e+17,29.66521978353482,10.944861298836592,-14.472834205922123,0.5883282043531654,0.0,0.040960580699991186,0.0,-2.718310105311007,-2.683499110022225
1671,9.122699908489428,-0.12794044220978523,1.0,0.23533961339476014,6.216259410583246e+17,50.15635054653838,39.82034198442045,1.9667755075252867e+17,29.7201076335826,10.956373202889482,-14.49586191371303,0.5881854314262541,0.0,0.04101153837262366,0.0,-2.7189648742988766,-2.6841021114851347
1672,9.120468054249406,-0.12794020400026324,1.0,0.23605268461365098,6.280298299620577e+17,50.17379504085894,39.830601336541505,1.9870572106727514e+17,29.77512513178408,10.967907092769776,-14.518939228784703,0.5880426590302292,0.0,0.04106258468518809,0.0,-2.719619955192874,-2.684705324379434
1673,9.12028273634312,-0.12794018421338274,1.0,0.2361119802402832,6.283243626810572e+17,50.175243513776934,39.831453091822034,1.9887504181414893e+17,29.777908590115413,10.965470836256964,-14.520369320283228,0.5880308041981372,0.0,0.041066425594287734,0.0,-2.7196743627199766,-2.684755762111725
1674,9.120097418465495,-0.1279401644253459,1.0,0.23617128251867642,6.288594268377271e+17,50.17669198669493,39.83230482993116,1.9904450342442717e+17,29.782484874920016,10.966428404725029,-14.52228656508711,0.5880189493707776,0.0,0.04107067033104698,0.0,-2.7197287723943897,-2.684805858451739
1675,9.118244241266003,-0.12793996648092493,1.0,0.23676526965303765,6.34234565620088e+17,50.19117671587485,39.84082126659666,2.0074689218502198e+17,29.828297059620798,10.976012329074006,-14.541478459581773,0.5879004012986927,0.0,0.041113151435723944,0.0,-2.720272987531158,-2.6853069019961735
1676,9.11256218228747,-0.12793935883141208,1.0,0.23859749103323144,6.509962137102758e+17,50.23558873679557,39.86692304003895,2.0605572566166518e+17,29.96932422827344,11.005491923292938,-14.600543704415308,0.5875369201259784,0.0,0.04124378725459822,0.0,-2.721942963260496,-2.686844073436045
1677,9.106417657233106,-0.12793870048582,1.0,0.24059763976122195,6.696083504172882e+17,50.28361571547137,39.895131224338535,2.1195093928589088e+17,30.122788795780004,11.037532517702468,-14.66479095163355,0.5871438569502454,0.0,0.04138570980592479,0.0,-2.723751150832988,-2.688507905658891
1678,9.100097144370714,-0.1279380219373886,1.0,0.24267567960621686,6.892948325039424e+17,50.33301851223161,39.92412778571143,2.1818675945880576e+17,30.281696762413336,11.07066834314961,-14.73128488299963,0.5867395380021673,0.0,0.04153241040120305,0.0,-2.725613616669975,-2.6902210721836943
1679,9.094884579380203,-0.12793746130408734,1.0,0.2444053355126149,7.05954141015111e+17,50.37376149332007,39.94802651087823,2.2346395278501274e+17,30.413554508668167,11.09813261229466,-14.786433548671656,0.5864060953441199,0.0,0.04165394218538392,0.0,-2.727151506436209,-2.691635212765233
1680,9.089672037250525,-0.12793689973969022,1.0,0.24614948008668494,7.230058323290513e+17,50.414504474408524,39.97191165065662,2.2886567416344755e+17,30.546144447478945,11.125721668417539,-14.841863523859734,0.586072655607603,0.0,0.041775970048391745,0.0,-2.728691112688352,-2.693050505974598
1681,9.083810400961525,-0.12793626712848735,1.0,0.24812829223777896,7.42660903982691e+17,50.46032120741131,39.99875499530991,2.3509239342804387e+17,30.696125969292662,11.156896600355173,-14.904533373656495,0.5856976958835446,0.0,0.04191378926676631,0.0,-2.730424501147542,-2.694643423672465
1682,9.07754877026655,-0.12793559003793925,1.0,0.25026277699747684,7.642328543644792e+17,50.50926469622485,40.027411281891794,2.4192672401548963e+17,30.857378911226967,11.19037591937379,-14.97187613115229,0.5852971511872893,0.0,0.04206171314232324,0.0,-2.732278590849512,-2.696346660327554
1683,9.072677472602399,-0.12793506235024957,1.0,0.25193820789990096,7.814364445050627e+17,50.547340947768994,40.0496912710413,2.4737734319852243e+17,30.983572738071082,11.216548695079485,-15.024550707355223,0.5849855449346928,0.0,0.042177294390620894,0.0,-2.7337227273823514,-2.697672867043213
1684,9.06780619504624,-0.12793453384167927,1.0,0.25362677838279446,7.990174411244045e+17,50.58541719931314,40.07195939544165,2.5294776387952883e+17,31.11042250870555,11.242833204029097,-15.077475473684354,0.5846739412517292,0.0,0.042293316845541044,0.0,-2.735168373670461,-2.699000080660005
1685,9.062190982041392,-0.12793392359650804,1.0,0.2555896794829726,8.197622581930825e+17,50.62930860395963,40.09761367329811,2.595209102577141e+17,31.25746409776884,11.273271149744257,-15.138795261772827,0.5843147514368473,0.0,0.04242760865407946,0.0,-2.736836680956512,-2.7005312406525075
1686,9.056072410546358,-0.12793325739702455,1.0,0.25774879167380876,8.429647332316536e+17,50.67713475709176,40.12554984081013,2.6687314840540416e+17,31.418692673725396,11.306608066232144,-15.205995180005479,0.5839233651043755,0.0,0.04257461339485522,0.0,-2.7386568392873922,-2.7022011877934284
1687,9.051232233127426,-0.1279327294647973,1.0,0.2594718922096381,8.617719107957148e+17,50.71496844867165,40.14763596046051,2.7283291246279875e+17,31.546982958189933,11.333106017776663,-15.259439578813279,0.5836137551785155,0.0,0.042691404657451575,0.0,-2.740098402617012,-2.703523352527254
1688,9.046392075697584,-0.12793220071470787,1.0,0.26120845172058965,8.80987983600796e+17,50.75280214025154,40.169710366472756,2.7892250170306624e+17,31.6759380864097,11.359715778385214,-15.313137071048228,0.5833041478070018,0.0,0.04280864050884502,0.0,-2.7415414667391684,-2.7048465103688177
1689,9.04080663470042,-0.12793158952671874,1.0,0.2632292902702576,9.036825321610538e+17,50.796461627886885,40.19516932738278,2.861147438041145e+17,31.825581933557054,11.39056235260615,-15.375419561798376,0.582946868928268,0.0,0.04294448425813726,0.0,-2.743208608400228,-2.7063746475822468
1690,9.038418590403097,-0.1279313278799069,1.0,0.26409885841269265,9.135586099723084e+17,50.815128219522876,40.20604953283727,2.892447275564755e+17,31.88983551310743,11.403796449526814,-15.402152391255525,0.5827941155673418,0.0,0.043002746594701546,0.0,-2.743922005701953,-2.707028405161015
1691,9.037728307098282,-0.1279312522114178,1.0,0.264350837960318,9.164329253463288e+17,50.820523954253304,40.209194016164254,2.901556842731875e+17,31.908439175717874,11.407626979434443,-15.409891382516363,0.5827499610446568,0.0,0.04301960822836254,0.0,-2.7441282875009554,-2.707217424262763
1692,9.037575239083623,-0.1279312354299111,1.0,0.2644067515578588,9.170714887535666e+17,50.821720440819746,40.20989126280677,2.9035806489626016e+17,31.9125663403713,11.408476697148316,-15.411608186762168,0.5827401699304259,0.0,0.04302334848232225,0.0,-2.7441740339692258,-2.7072593413649226
1693,9.037477133776568,-0.12793122467377088,1.0,0.2644425930158626,9.172927717406765e+17,50.82248730053817,40.21033814036323,2.9048784839530496e+17,31.914253564501898,11.407200727322424,-15.412447618811665,0.5827338945484951,0.0,0.04302557378457007,0.0,-2.744203354879773,-2.707286355382166
1694,9.03738791735202,-0.1279312148919075,1.0,0.26447518436387857,9.176653237817364e+17,50.82318467858786,40.210744524200194,2.9060592195169574e+17,31.916659989743597,11.407695750461642,-15.413448088100356,0.5827281877517997,0.0,0.04302775459694536,0.0,-2.744230019691381,-2.7073107874478293
1695,9.036495753481788,-0.12793111705789842,1.0,0.264801356067298,9.213989656789688e+17,50.83015845908472,40.21480814368129,2.917892364791037e+17,31.940736889457064,11.41264807073568,-15.423457659374069,0.5826711198327952,0.0,0.04304957115288598,0.0,-2.7444966959794117,-2.7075551266381686
1696,9.028727767420047,-0.1279302640404847,1.0,0.2676612582294332,9.545394912517578e+17,50.89087872892497,40.25017300583398,3.0229295925437434e+17,32.15134855714917,11.455928849492203,-15.510985875783584,0.5821742367251358,0.0,0.043240176384533265,0.0,-2.7468207962989286,-2.7096839963026174
1697,9.02328025877815,-0.12792966456737617,1.0,0.26968837947131535,9.784704772964768e+17,50.93346068904526,40.27495570709814,3.0987819849422816e+17,32.30009711023252,11.4864545659489,-15.57277074753748,0.5818257860882259,0.0,0.04337454294378892,0.0,-2.748452965351586,-2.711178454681126
1698,9.017832775685308,-0.1279290640458291,1.0,0.27173344610170974,1.0029859150733352e+18,50.97604264916556,40.29972357072066,3.1764905597655174e+17,32.44971881945056,11.517124710407733,-15.634889173792589,0.5814773387159993,0.0,0.04350948908684148,0.0,-2.7500870525822685,-2.7126741680295208
1699,9.011931739858198,-0.1279284123363436,1.0,0.2739692450681636,1.0302182033209692e+18,51.022170172236635,40.32653697448559,3.262815241039433e+17,32.61279085145304,11.550512681164657,-15.702557680056668,0.5810998817597132,0.0,0.04365632884356621,0.0,-2.7518593694457687,-2.714295836726261
1700,9.00609453242458,-0.1279277664564978,1.0,0.27620200904186976,1.0578645789506971e+18,51.06779898961798,40.35304335658783,3.350457071182839e+17,32.775122088088466,11.583708688722059,-15.769882870097733,0.5807265094454636,0.0,0.043802257150834994,0.0,-2.7536147475568185,-2.7159014208544936
1701,9.000816790899064,-0.12792718143420484,1.0,0.27823906193864617,1.0834828953863035e+18,51.109054721161286,40.376994689894914,3.4316737262453856e+17,32.92277660758449,11.613868768768585,-15.83108962365373,0.5803889245417786,0.0,0.04393478137456524,0.0,-2.7552037957823776,-2.717354364550336
1702,8.995919860624756,-0.12792663773270313,1.0,0.2801448118977416,1.107793053015584e+18,51.14733384701152,40.39920547557467,3.508746652590715e+17,33.06053105351741,11.641977132605252,-15.888165442403126,0.5800756991874814,0.0,0.04405824039497376,0.0,-2.7566798159251333,-2.7187035307121112
1703,8.993858731942296,-0.12792640863062785,1.0,0.2809514916694304,1.1181835230600087e+18,51.163445663630874,40.408550486799186,3.541689615884072e+17,33.11873023936259,11.653843971341496,-15.912271260646122,0.5799438623468554,0.0,0.04411034813249695,0.0,-2.7573015453803755,-2.719271702324536
1704,8.99366996182132,-0.12792638764051442,1.0,0.28102550725684483,1.119139877869873e+18,51.16492127870116,40.40940625179382,3.5447217670985875e+17,33.12406693389309,11.654931872787786,-15.914481459967675,0.5799317879760046,0.0,0.044115124721985206,0.0,-2.7573585008804415,-2.719323747796851
1705,8.993481191731318,-0.1279263666491316,1.0,0.28109953750363526,1.1197823587563237e+18,51.16639689377144,40.410261998971336,3.547756451021776e+17,33.12809596067091,11.65352957041512,-15.916335105660378,0.5799197136083177,0.0,0.04411969900331132,0.0,-2.7574154587098167,-2.7193759698219546
1706,8.993309558311726,-0.12792634756226295,1.0,0.28116684885095883,1.1206533125906335e+18,51.167738551764955,40.41104004552617,3.550517844813048e+17,33.132950957005455,11.654518141487536,-15.918344359205761,0.5799087353619479,0.0,0.04412404432127518,0.0,-2.7574672478941493,-2.7194232923278174
1707,8.99159322552452,-0.12792615663558182,1.0,0.28184099831880915,1.1293992350432675e+18,51.181155131700095,40.41881970097748,3.57824737355299e+17,33.18155037550851,11.664411923605158,-15.93845594569637,0.579798953078248,0.0,0.04416753003984732,0.0,-2.757985245497616,-2.719896585794667
1708,8.98418301478014,-0.1279253311005757,1.0,0.2847733730185799,1.167929197037822e+18,51.239081007374615,40.45239133518009,3.7004141813153766e+17,33.39241396017947,11.707297777638276,-16.025685530657316,0.5793249735324184,0.0,0.04435595999562205,0.0,-2.7602239016331893,-2.7219414504856383
1709,8.978584098274924,-0.12792470604127243,1.0,0.2870126213360861,1.1978878771567757e+18,51.28284818101782,40.47773891489358,3.795409590445403e+17,33.55285974696771,11.73988556125465,-16.092023469709456,0.5789668518834676,0.0,0.044499069122035904,0.0,-2.7619177511008144,-2.723488030144188
1710,8.972985209151483,-0.1279240798529854,1.0,0.28927243428956,1.228594851998943e+18,51.32661535466102,40.503070820711216,3.8927826644866285e+17,33.714279754519126,11.772633792186245,-16.158732431119592,0.5786087337331157,0.0,0.04464281582630669,0.0,-2.7636136562361027,-2.725035932444866
1711,8.96703407699763,-0.12792341302512986,1.0,0.2916972061107299,1.2620746142830213e+18,51.37313628853412,40.52997938532031,3.998953910018455e+17,33.88693150876497,11.80761989001486,-16.230046798585054,0.5782280872070049,0.0,0.04479630925031364,0.0,-2.7654185228841506,-2.726682676043251
1712,8.96122577967078,-0.12792276096258579,1.0,0.2940866551704559,1.2956074179620132e+18,51.418540894213336,40.556225169497324,4.105299042466356e+17,34.05651629191733,11.841944069286255,-16.300057199622,0.5778565785976667,0.0,0.04494682078469307,0.0,-2.767182327339483,-2.7282913443089107
1713,8.95594820220517,-0.1279221674164971,1.0,0.29627756374516945,1.326828047424526e+18,51.459796958936366,40.58005829467002,4.2043164081268864e+17,34.21153428926937,11.873285249876664,-16.364021423102784,0.577519017375861,0.0,0.045084184010276945,0.0,-2.768786905012921,-2.729754264828074
1714,8.950961751916497,-0.12792160567904484,1.0,0.2983650901170868,1.3569993784890166e+18,51.49877739004398,40.60256401874348,4.3000103851368384e+17,34.3588185402048,11.903032394262345,-16.424765653448986,0.5772000784913758,0.0,0.045214500970119934,0.0,-2.7703046665679762,-2.731137571261703
1715,8.945703715254073,-0.12792101236232115,1.0,0.30058487221668356,1.3895380609083863e+18,51.53988107088669,40.62628215478627,4.40321772102518e+17,34.5149903290322,11.93454229808881,-16.48914465909113,0.5768637701561399,0.0,0.045352477144679264,0.0,-2.7719068820983663,-2.7325973609505887
1716,8.93988061970521,-0.12792035410251704,1.0,0.3030656465158085,1.4264610040635937e+18,51.58540221255835,40.652533175045825,4.520337205946823e+17,34.68898901257117,11.969609996638159,-16.560835383347445,0.576491322008783,0.0,0.04550595695321563,0.0,-2.7736834280691944,-2.7342153951466432
1717,8.939539313388183,-0.12792031548165084,1.0,0.3032117875953138,1.4286545612988956e+18,51.588070328754114,40.65407129175622,4.5272953619961434e+17,34.69922170576154,11.971671013053829,-16.565050231449714,0.5764694919428173,0.0,0.04551497490874271,0.0,-2.773787626005451,-2.7343102767745764
1718,8.939358958226265,-0.12792029507165506,1.0,0.3032890381414949,1.4294335164570913e+18,51.58948023128309,40.65488404941877,4.530976451706536e+17,34.70339028049806,11.970396342478882,-16.56693955126654,0.5764579563683554,0.0,0.045519586518325175,0.0,-2.7738426900537534,-2.7343605508834528
1719,8.939192972158876,-0.12792027628670205,1.0,0.3033601376787271,1.4305023330102822e+18,51.59077780552244,40.65563203952516,4.534366845096982e+17,34.70836981310081,11.971398229402611,-16.56898927786607,0.5764473398481453,0.0,0.045523974691790106,0.0,-2.7738933690022827,-2.7344066964609692
1720,8.937533112825866,-0.1279200883816518,1.0,0.30407220106378396,1.4412334021492065e+18,51.603753547915964,40.66311118292508,4.5684071624892634e+17,34.75821452372939,11.981425119126268,-16.589505444536027,0.5763411748173574,0.0,0.04556788835787058,0.0,-2.7744002591474946,-2.7348682160201654
1721,8.930733509503636,-0.12791931757183306,1.0,0.3070095526494428,1.486017704534613e+18,51.656908794187515,40.69373518130419,4.710474284974127e+17,34.96334472305234,12.022653404967839,-16.673909400007883,0.5759062720614117,0.0,0.04574838881902855,0.0,-2.776478651507732,-2.7367600453400343
1722,8.925291416500894,-0.12791869942294748,1.0,0.30938428835911014,1.5228350980876864e+18,51.699452064830425,40.71822871357602,4.827275030981627e+17,35.1286188334876,12.055829457587866,-16.741880042776206,0.5755581975760891,0.0,0.04589356093590708,0.0,-2.7781443293151202,-2.7382755887349464
1723,8.919849349819435,-0.12791808018262538,1.0,0.3117804107070685,1.5605403978494367e+18,51.741995335473334,40.742707437692324,4.9468987089758317e+17,35.294875055049715,12.089165716905706,-16.810222885899655,0.5752101264535441,0.0,0.04603936508656375,0.0,-2.779811983042263,-2.7397923771893384
1724,8.914050978922255,-0.1279174191921017,1.0,0.31435719285358904,1.601714982364164e+18,51.787324235541185,40.76877267471934,5.077535945517504e+17,35.47310547583312,12.124862311592283,-16.88345168757012,0.5748392681911682,0.0,0.04619541510177364,0.0,-2.781591008792252,-2.7414098506337847
