,phi,dphi,delta,rhoChi,kh,t,N,a,E,B,G,H,sigmaE,sigmaB,s,xi,xieff
5342,4.684355362968754,-0.12665692231692338,1.0,349.31975175667,2.584097342447487e+24,84.96890813082167,55.3563933428521,1.0989455300451961e+24,1941.285000131741,200.1470948016143,-582.2839087114105,0.30524288612871936,0.0,0.8169897422360036,0.0,-5.186727032498015,-3.8484653082076035
5343,4.683677545174349,-0.12665645001840295,1.0,349.5831676993364,2.5883178813612586e+24,84.97425974560677,55.358026770315455,1.1007420446934461e+24,1941.8996798113546,200.18943761160978,-582.4397741840515,0.3051999536816287,0.0,0.8172589176030854,0.0,-5.187437305057942,-3.8485463456320197
5344,4.682999729907976,-0.1266559775430659,1.0,349.846707882483,2.590646737570556e+24,84.97961136039187,55.35965996802173,1.1025412428993107e+24,1942.5131830783007,200.22956873730837,-582.5952928782918,0.3051570215503797,0.0,0.8175302210284696,0.0,-5.188147764861267,-3.848623907807399
5345,4.682229835444564,-0.12665544066659795,1.0,350.14619841689506,2.5954542683830765e+24,84.98569000042112,55.36151475949809,1.1045881246816033e+24,1943.211026883701,200.27761502151085,-582.7722093104524,0.3051082574081795,0.0,0.817836028606083,0.0,-5.188954968906166,-3.848715875488306
5346,4.680109493672628,-0.12665396087933334,1.0,350.97182626817454,2.6087334439340043e+24,85.00243112220006,55.36662148983118,1.1102433860206488e+24,1945.132018342462,200.40981111521086,-583.2591163977754,0.3049739586885506,0.0,0.8186784313004601,0.0,-5.191179331506322,-3.8489689427555214
5347,4.679599045443305,-0.12665360437571893,1.0,351.1707644404199,2.6119387975789716e+24,85.00646138658459,55.36785055036447,1.1116087812535711e+24,1945.5942736828656,200.44160806753206,-583.3762607278129,0.3049416280250638,0.0,0.818881271306447,0.0,-5.191715099541485,-3.849029818083059
5348,4.679363008107786,-0.12665343948985505,1.0,351.26277912813623,2.6134221140015697e+24,85.0083250326318,55.36841883969336,1.112240676194427e+24,1945.8079995592263,200.45630771387718,-583.4304200671529,0.30492667797170886,0.0,0.8189750723290405,0.0,-5.191962881549101,-3.8490579612963947
5349,4.679126971079576,-0.12665327458248282,1.0,351.35480888325617,2.614239606384008e+24,85.01018867867901,55.36898710116068,1.1128728993300986e+24,1946.021350616988,200.47024515465748,-583.4844712044021,0.3049117279564592,0.0,0.8190696061105315,0.0,-5.192210686323971,-3.8490849043148696
5350,4.678804451100813,-0.12665304921862783,1.0,351.4805820359619,2.616268520102204e+24,85.01273516053477,55.36976352733425,1.113737298504646e+24,1946.3133323895602,200.49032321566705,-583.5584553314271,0.30489130035147577,0.0,0.8191977854936315,0.0,-5.192549323013784,-3.849123347019605
5351,4.677995578694575,-0.1266524838329145,1.0,351.79613916283677,2.621362829340822e+24,85.01912169616516,55.37171056289028,1.1159078970554693e+24,1947.0454778414182,200.540659580233,-583.7439558805813,0.3048400685627145,0.0,0.819519284310042,0.0,-5.193398805399264,-3.8492197278685767
5352,4.6774372746238075,-0.1266520934405287,1.0,352.0140480948584,2.6233029140921816e+24,85.02352986025546,55.373054269994434,1.1174083582887719e+24,1947.5498594424785,200.57359093582,-583.8717090085236,0.30480470722386716,0.0,0.8197429385715432,0.0,-5.1939852977527865,-3.8492833965950166
5353,4.676878972274219,-0.12665170292762684,1.0,352.2320398805291,2.6268279864112923e+24,85.02793802434577,55.374397821220484,1.1189106626439907e+24,1948.0549859254427,200.60830321012543,-583.9996670211985,0.304769346101974,0.0,0.8199648871291669,0.0,-5.194571917562945,-3.849349870764951
5354,4.675310516756352,-0.1266506051962447,1.0,352.84489195876984,2.636752449878656e+24,85.04032208455037,55.378171488030084,1.1231410356634065e+24,1949.4735485217445,200.70575232829614,-584.3589611491951,0.3046700056150348,0.0,0.8205885157976704,0.0,-5.196220618295529,-3.849536499947293
5355,4.674718917235774,-0.12665019089743743,1.0,353.07622025148333,2.6405040193176194e+24,85.04499320702332,55.37959455142745,1.124740474342742e+24,1950.008416985321,200.74248229332468,-584.4944120222341,0.30463253598981266,0.0,0.8208237788442135,0.0,-5.196842750476626,-3.849606848413192
5356,4.674451122972501,-0.12665000331533766,1.0,353.1809640858454,2.6422036888911933e+24,85.04710764885469,55.3802386612732,1.1254651641210292e+24,1950.250496382093,200.75910376049333,-584.5557128106357,0.30461557497657127,0.0,0.8209302803652869,0.0,-5.197124413495543,-3.8496386842638275
5357,4.674248455563007,-0.12664986133404918,1.0,353.2602472111309,2.642899120499982e+24,85.04870786612896,55.38072610210799,1.1260138955263444e+24,1950.4333760165766,200.7710165970817,-584.602011189949,0.3046027388527027,0.0,0.8210115227959989,0.0,-5.1973375966299775,-3.8496617256112717
5358,4.674065061932687,-0.126649732841404,1.0,353.3320001811893,2.644064115657467e+24,85.05015590342974,55.38116716982601,1.1265106534495854e+24,1950.5991345121276,200.7823959412984,-584.6439828509793,0.30459112346360134,0.0,0.8210844630919322,0.0,-5.197530520638212,-3.8496835220863126
5359,4.673365258230032,-0.1266492424109612,1.0,353.6058809558466,2.648513547767436e+24,85.05568141889518,55.38285007033672,1.128408054924747e+24,1951.231551177939,200.82580506350473,-584.8041068209302,0.3045468009164523,0.0,0.8213628116182262,0.0,-5.198266819329743,-3.849766672313662
5360,4.673152792510376,-0.12664909347459807,1.0,353.6890588824198,2.6498656775233987e+24,85.05735901159558,55.3833609645395,1.1289846993479775e+24,1951.42352821449,200.83898038274887,-584.8527110549181,0.30453334428778284,0.0,0.8214473262556697,0.0,-5.198490405492148,-3.849791910460673
5361,4.672962221126949,-0.12664895987090394,1.0,353.7636756731157,2.650521316533494e+24,85.05886373206941,55.38381919301668,1.1295021508339667e+24,1951.5954173310129,200.85017243004262,-584.8962188847339,0.3045212743613088,0.0,0.8215237343947074,0.0,-5.198690967344259,-3.8498135594887
5362,4.672787607125822,-0.12664883744194774,1.0,353.83205321655475,2.651633422695751e+24,85.06024245705619,55.38423903648281,1.1299764644937562e+24,1951.7531715215414,200.86099747054112,-584.9361563654751,0.30451021511429943,0.0,0.8215931964905513,0.0,-5.19887474852073,-3.849834296491621
5363,4.672078891696725,-0.12664834041015227,1.0,354.109663726173,2.656151227486821e+24,85.06583837750833,55.38594292583219,1.1319034605845028e+24,1952.3933617854268,200.9049206652349,-585.0982184803072,0.30446532844917146,0.0,0.821875145194367,0.0,-5.199620801457505,-3.849918440632578
5364,4.671576348446632,-0.12664798785042203,1.0,354.30659720063176,2.657918432631512e+24,85.06980640383948,55.38715098912399,1.1332716978973285e+24,1952.8464626070038,200.93444549509806,-585.2128849496527,0.3044334998531971,0.0,0.8220766373645059,0.0,-5.200149947011982,-3.84997554478469
5365,4.6710738065957,-0.12664763519263394,1.0,354.50359780575593,2.6611291473236363e+24,85.07377443017063,55.38835892611943,1.134641445825153e+24,1953.3002378159915,200.96556591300936,-585.3277376851677,0.3044016714336729,0.0,0.8222765980704596,0.0,-5.200679196181319,-3.8500351701520006
5366,4.66962403399086,-0.1266466172620954,1.0,355.07229519577675,2.670409989341762e+24,85.08522176930298,55.391842989732254,1.138601503340473e+24,1954.6088921720811,201.05528575057252,-585.6589184942065,0.3043098507708132,0.0,0.8228535468147089,0.0,-5.202206605426222,-3.850207081371331
5367,4.669028480410167,-0.12664619886620415,1.0,355.30607213073284,2.6742303707632895e+24,85.08992426019665,55.39327391534788,1.1402319236244744e+24,1955.1462892808784,201.0921165400628,-585.7948976230612,0.30427213187595237,0.0,0.823090589268664,0.0,-5.202834305157302,-3.850277657603022
5368,4.668432928797301,-0.12664578033236437,1.0,355.53994497471416,2.6763379398421164e+24,85.09462675109033,55.39470466359133,1.1418644760535864e+24,1955.6826777575461,201.1270316844291,-585.9305806415549,0.3042344132268225,0.0,0.8233294820223273,0.0,-5.203462150661741,-3.8503452016456996
5369,4.667694017045952,-0.12664526085599956,1.0,355.83024721787393,2.6810900580527614e+24,85.10046123894098,55.39647957905755,1.1438929886591216e+24,1956.349136633432,201.1726860849157,-586.0991847922453,0.3041876151820281,0.0,0.8236236411138447,0.0,-5.2042413355740225,-3.8504326990505033
5370,4.665636045595437,-0.12664381291019047,1.0,356.6395405467255,2.6943628418047747e+24,85.11671122096887,55.40142156333799,1.1495600816357417e+24,1958.2044321496612,201.2997200926591,-586.568453395344,0.3040572771457518,0.0,0.8244430899409633,0.0,-5.206412674078302,-3.850676186400421
5371,4.665221453647579,-0.12664352101013,1.0,356.8027136579903,2.697043418705593e+24,85.11998490971929,55.402416909246554,1.1507048611909568e+24,1958.578035836589,201.32529059056904,-586.6629340801247,0.30403101986395864,0.0,0.8246082044721815,0.0,-5.20685031854635,-3.8507252020349503
5372,4.665018012831228,-0.12664337774961723,1.0,356.88279965465756,2.697754660053319e+24,85.12159131587251,55.40290529619879,1.1512669876874853e+24,1958.7610334803703,201.33717409535768,-586.7092003366391,0.3040181354024257,0.0,0.8246898679733164,0.0,-5.207065097530312,-3.8507482007082148
5373,4.664834006962597,-0.12664324816091183,1.0,356.9552447192773,2.698945573121185e+24,85.1230442616644,55.403347009603266,1.1517756300768896e+24,1958.9268182580468,201.34851876043587,-586.7511225339973,0.3040064818217778,0.0,0.824763155419201,0.0,-5.207259373303255,-3.850769948346332
5374,4.664132276429801,-0.12664275383487647,1.0,357.2316057168795,2.70349134156259e+24,85.1285852748051,55.40503139038591,1.1537172936054092e+24,1959.558964304168,201.391770180558,-586.9109639796185,0.30396203946966566,0.0,0.8250426655852635,0.0,-5.208000399319393,-3.8508528636850956
5375,4.6634305486366046,-0.126642259316643,1.0,357.50809986297014,2.7059997926261887e+24,85.1341262879458,55.40671552491384,1.1556619458033647e+24,1960.1899007103236,201.4327706275277,-587.0704487732716,0.303917597459899,0.0,0.8253243540517787,0.0,-5.20874162828598,-3.8509322073282526
5376,4.662650111751967,-0.12664170910275657,1.0,357.81576177741056,2.7110701636190524e+24,85.14028883261363,55.40858827838639,1.1578282435631471e+24,1960.8925863236823,201.48082214282462,-587.2480881273658,0.3038681708265602,0.0,0.8256352829993941,0.0,-5.2095662388016395,-3.8510243409227654
5377,4.660522684913584,-0.12664020802940823,1.0,358.6552491144817,2.724932341042296e+24,85.15708771711351,55.41369179300364,1.1637523409290119e+24,1962.8071085038978,201.61167875091718,-587.7319802745931,0.30373343768752653,0.0,0.8264830454461503,0.0,-5.211815374756851,-3.851275271338248
5378,4.659709733529039,-0.12663963395345235,1.0,358.9763577840454,2.730245214549173e+24,85.16350710981403,55.41564141196491,1.1660234277166714e+24,1963.5383314526996,201.66163295198282,-587.9167568695583,0.30368195266825354,0.0,0.8268070724760529,0.0,-5.212675335196626,-3.8513710739268285
5379,4.659439929149606,-0.1266394433698918,1.0,359.08296738357456,2.731217605751188e+24,85.16563760067241,55.41628838538714,1.1667780579706357e+24,1963.780564262469,201.6773524497096,-587.9779501136411,0.30366486573880425,0.0,0.8269154442306745,0.0,-5.212960802272235,-3.8514015019909484
5380,4.65917012517624,-0.12663925275781882,1.0,359.18959633412,2.7329837397624743e+24,85.16776809153079,55.41693532240588,1.1675331341060029e+24,1964.023174028235,201.6939216764802,-588.039249119251,0.30364777886079136,0.0,0.8270229963006066,0.0,-5.2132462994187225,-3.8514332813828505
5381,4.65820605099809,-0.12663857141983967,1.0,359.5707644868811,2.739302416662509e+24,85.17538087153669,55.41924669374493,1.1702348578701933e+24,1964.8898913293208,201.75310263764328,-588.2582190163786,0.3035867235617882,0.0,0.8274073416075504,0.0,-5.21426669841119,-3.8515467943585504
5382,4.657241982008203,-0.12663788971753778,1.0,359.9521839317349,2.742791622647738e+24,85.18299365154259,55.421557600285894,1.1729422883622531e+24,1965.7548673341212,201.8091946719627,-588.4766704216571,0.3035256689118014,0.0,0.8277946846050876,0.0,-5.215287481762221,-3.8516553916446163
5383,4.656343118519585,-0.1266372537908988,1.0,360.30803025107616,2.7487054472008254e+24,85.1900915726096,55.42371179950115,1.1754717632375936e+24,1966.5624048811255,201.8642949697396,-588.6806309547009,0.3034687440291836,0.0,0.8281531363524198,0.0,-5.216239575018659,-3.851761102941187
5384,4.652855390246224,-0.1266347832625621,1.0,361.69079239453373,2.771753654270758e+24,85.21763293329799,55.43206670002468,1.1853338539129206e+24,1969.6933755180066,202.0777722141941,-589.4711761289755,0.30324786940523574,0.0,0.8295444469347404,0.0,-5.2199370563976535,-3.852170732825888
5385,4.652317348640477,-0.12663440171114865,1.0,361.90439363299305,2.7753236671173896e+24,85.22188170604753,55.433355058923624,1.1868619735036957e+24,1970.1760405668385,202.11065935468915,-589.5930102269651,0.30321379610157756,0.0,0.8297591457676353,0.0,-5.22050791138498,-3.852233847942195
5386,4.652167270974053,-0.12663429526325778,1.0,361.96398777538394,2.776320152031504e+24,85.22306683210705,55.43371439986318,1.1872885382368708e+24,1970.3106555950574,202.11983050650989,-589.6269880244681,0.3032042919439394,0.0,0.8298190355160804,0.0,-5.220667163522197,-3.852251449160362
5387,4.652017193433789,-0.12663418880649815,1.0,362.0235878826364,2.776858796383936e+24,85.22425195816658,55.434073729539115,1.1877152429017932e+24,1970.4450369097724,202.1285185846766,-589.6608987081548,0.30319478780184284,0.0,0.8298793933340268,0.0,-5.220826425010219,-3.852268279023214
5388,4.651873137717625,-0.12663408661286407,1.0,362.0808023575856,2.777815868783114e+24,85.22538953227391,55.43441863089028,1.1881249581454756e+24,1970.5742363698128,202.1373197837147,-589.6935081199522,0.3031856650187349,0.0,0.8299368825719161,0.0,-5.220979305083525,-3.8522851708792722
5389,4.651253206379087,-0.1266336467371575,1.0,362.3270825829359,2.781937714798811e+24,85.23028499471815,55.435902768831355,1.1898896086430665e+24,1971.1301603489283,202.1751850578072,-589.8338133955546,0.3031464059915805,0.0,0.8301842968313248,0.0,-5.221637310977826,-3.8523578466282107
5390,4.651063719987379,-0.12663351225552222,1.0,362.4023802548237,2.7826190805577985e+24,85.2317813307805,55.43635636875297,1.1904294649063981e+24,1971.2997724552624,202.18614741528066,-589.8766086411343,0.3031344062190078,0.0,0.8302605143682568,0.0,-5.221838467423604,-3.852379083508582
5391,4.6508898949052515,-0.12663338887641168,1.0,362.4714631329765,2.783776185850382e+24,85.23315399401719,55.43677246265304,1.1909248984114925e+24,1971.4556172021082,202.19676009573797,-589.9159376647335,0.3031233982553794,0.0,0.8303298940361341,0.0,-5.22202301130693,-3.8523994540113184
5392,4.650214992116128,-0.1266329097238764,1.0,362.7397638970542,2.7882726637500747e+24,85.23848358419775,55.43838787224634,1.19285028464228e+24,1972.0606180113982,202.23795345915514,-590.0686065920881,0.3030806582322995,0.0,0.8305992886087046,0.0,-5.222739652146377,-3.8524785252022706
5393,4.649540091881169,-0.12663243039176136,1.0,363.0081878137727,2.7907537186815414e+24,85.24381317437832,55.440003054053676,1.1947785115202007e+24,1972.6644708908618,202.27700961697826,-590.2209376279679,0.30303791852836137,0.0,0.8308707594801734,0.0,-5.223456482225252,-3.852554181425539
5394,4.64876888903164,-0.12663188244075796,1.0,363.31506289436624,2.7959062494364904e+24,85.24990327717082,55.44184843741278,1.196985371528265e+24,1973.3554431023656,202.32403171625907,-590.3952645029659,0.3029890804221084,0.0,0.8311786586322237,0.0,-5.224275832991287,-3.8526444569128664
5395,4.646648093986465,-0.12663037436137367,1.0,364.159775732529,2.810116883393933e+24,85.26665109478465,55.4469217186259,1.2030734451227261e+24,1975.254631953944,202.45321289508448,-590.8743161643208,0.30285477750912027,0.0,0.8320255610252724,0.0,-5.226530327623785,-3.8528924938930356
5396,4.646106968267315,-0.12662998928394534,1.0,364.3754967476406,2.813752468308127e+24,85.27092437080242,55.4482158274663,1.2046313609426023e+24,1975.7389853264488,202.48614351180507,-590.9964663207047,0.30282051006415606,0.0,0.8322416934807397,0.0,-5.227105871111459,-3.852955729655685
5397,4.645565844193954,-0.12662960409072918,1.0,364.59129693202885,2.815757777204803e+24,85.27519764682019,55.449509789872884,1.2061911175530341e+24,1976.2224453118913,202.5173704510658,-591.1183550141909,0.30278624282463856,0.0,0.8324594821218186,0.0,-5.227681536544738,-3.853016237428184
5398,4.644850679553375,-0.12662909482911372,1.0,364.8766246553739,2.820573949248887e+24,85.28084534732196,55.45121970800064,1.2082553699588254e+24,1976.8623019307347,202.56085437855165,-591.2796936695125,0.3027409544450589,0.0,0.8327451785202369,0.0,-5.228442541794186,-3.8530997507160754
5399,4.642841046074666,-0.12662766269394554,1.0,365.6791284079731,2.8341446172313127e+24,85.29671567193836,55.456023295384206,1.2140732924725646e+24,1978.6594431597707,202.68293029917612,-591.7327513971347,0.3026136937355093,0.0,0.8335481584019088,0.0,-5.230582146285025,-3.853334229787156
5400,4.642116917855713,-0.12662714625861513,1.0,365.96855950295674,2.8368465912319327e+24,85.30243424622209,55.457753683157414,1.2161759287170114e+24,1979.3056195834904,202.72461859085982,-591.8955839982979,0.30256783841956014,0.0,0.83383974405352,0.0,-5.231353525544978,-3.853415030149998
5401,4.641392792590628,-0.12662662961531213,1.0,366.2581299507971,2.841757028317336e+24,85.30815282050582,55.459483808704654,1.2182818870220362e+24,1979.9526799864518,202.768538319744,-592.0586569470535,0.3025219834754566,0.0,0.8341291707690087,0.0,-5.232125123626977,-3.8534994099080913
5402,4.639487863214441,-0.1266252694968605,1.0,367.02055475384265,2.854708848619193e+24,85.32319657244655,55.46403396702847,1.2238378932591054e+24,1981.6540734825094,202.88397078448583,-592.4873637847204,0.3024013554578451,0.0,0.8348907052711209,0.0,-5.234155998786195,-3.853721205418503
5403,4.638339273334448,-0.1266244487005069,1.0,367.48072796820765,2.8625421784736835e+24,85.33226738119431,55.466776662015285,1.2271991146090633e+24,1982.679375673337,202.95349764414644,-592.7456569119897,0.30232862260400517,0.0,0.8353499828115172,0.0,-5.235381271952938,-3.8538548130677137
5404,4.6381404124686,-0.12662430653828735,1.0,367.5604355157342,2.8632760460816105e+24,85.33383785971974,55.46725145273654,1.2277819157051414e+24,1982.8565515881035,202.9648986769996,-592.7902767625247,0.30231603006334223,0.0,0.8354301210522963,0.0,-5.235593466204746,-3.8538769213075827
5405,4.6379596479151965,-0.1266241772990269,1.0,367.6328991007091,2.864510987315661e+24,85.33526542643732,55.46768302086885,1.228311901607669e+24,1983.017861911131,202.9758339372908,-592.8309087675333,0.3023045834545815,0.0,0.8355024113253972,0.0,-5.235786365361667,-3.853897937178236
5406,4.6372332803349785,-0.12662365784349933,1.0,367.9241672726396,2.869477874480463e+24,85.34100184333272,55.469417034062985,1.2304436583645978e+24,1983.665950043165,203.0197612814884,-592.9941432948866,0.30225858757506785,0.0,0.8357929156269024,0.0,-5.236561633341994,-3.8539823618443267
5407,4.636506915735176,-0.12662313817799473,1.0,368.21557807896687,2.872218848511801e+24,85.34673826022812,55.47115078340665,1.2325787896060672e+24,1984.3127991541583,203.06141326985826,-593.1570125793592,0.3022125920680744,0.0,0.8360856392393833,0.0,-5.237337122168641,-3.8540631270019334
5408,4.6357141456243385,-0.1266225707615247,1.0,368.53379146629686,2.8776559535418435e+24,85.35299913717665,55.47304274210875,1.2349129851776296e+24,1985.019738254759,203.10930247777816,-593.3350302944281,0.30216239178490084,0.0,0.8364027716250104,0.0,-5.238183763271862,-3.854155183996488
5409,4.633612804663796,-0.12662106552543612,1.0,369.37806236332693,2.892109547725878e+24,85.36959454694818,55.47805614670978,1.2411196488775977e+24,1986.8925873547807,203.236110637378,-593.8065439703655,0.30202933043068597,0.0,0.8372435546896863,0.0,-5.240429188817431,-3.854398975301746
5410,4.6328060802500355,-0.1266204871784766,1.0,369.70249629008225,2.897674590018023e+24,85.37596573212699,55.47998026877325,1.243510013516596e+24,1987.6112106660307,203.2847439139316,-593.9874289879878,0.30197824734679546,0.0,0.8375664093588809,0.0,-5.241291727590236,-3.8544924850656423
5411,4.632391405287496,-0.12662018979265985,1.0,369.8693312091162,2.899252488959904e+24,85.37924067963921,55.48096918868666,1.2447403535851165e+24,1987.9799136057316,203.3084517441371,-594.0802068670879,0.3019519895513323,0.0,0.8377336251582367,0.0,-5.241735200221881,-3.8545384700347123
5412,4.631976731298993,-0.12661989233815918,1.0,370.03621182995926,2.902118916457461e+24,85.38251562715143,55.481958022607365,1.245971803818755e+24,1988.3491589617763,203.33343111003924,-594.1731356154723,0.30192573187880034,0.0,0.8378996050526177,0.0,-5.242178745011174,-3.854586505292816
5413,4.630651720347633,-0.12661894141419686,1.0,370.56975178158694,2.9112939890466465e+24,85.39298014344314,55.485117090355054,1.2499141369288064e+24,1989.5286357623902,203.41319912206308,-594.4699401176921,0.30184183094359357,0.0,0.8384300307776382,0.0,-5.243596497972586,-3.854739910142122
5414,4.630341617158416,-0.12661871875924585,1.0,370.6946876193938,2.9134448203172227e+24,85.39542925143914,55.485856309551465,1.250838439041533e+24,1989.804595666596,203.43185716117162,-594.5393747793948,0.3018221950083017,0.0,0.8385541858129549,0.0,-5.243928414366742,-3.8547757945769847
5415,4.630142647730106,-0.126618575878178,1.0,370.77486286258943,2.9141908731800016e+24,85.39700065843583,55.48633058516149,1.2514318219076386e+24,1989.9813471851737,203.44320009793927,-594.58383600579,0.3018095961523792,0.0,0.8386344600053227,0.0,-5.244141401249969,-3.854797804000814
5416,4.629961633127191,-0.12661844587667442,1.0,370.847812597857,2.915447480748267e+24,85.3984302645942,55.48676204582578,1.2519718820117974e+24,1990.1424043183108,203.45408757190674,-594.624357123747,0.3017981342185342,0.0,0.8387069370789897,0.0,-5.244335183041137,-3.8548187447591236
5417,4.629266440030929,-0.12661794647808633,1.0,371.12805929398996,2.9202777570742587e+24,85.40392073213489,55.48841893784058,1.2540479836890442e+24,1990.7608504589307,203.4958884185001,-594.7799451415718,0.30175411435646327,0.0,0.8389853060775814,0.0,-5.245079538853946,-3.8548991466713147
5418,4.62902066613782,-0.12661776987730453,1.0,371.2271664335692,2.921987027388311e+24,85.40586180029575,55.48900464804047,1.2547827075308656e+24,1990.9794539218346,203.51066151508513,-594.8349374682927,0.3017385519111474,0.0,0.8390837256854142,0.0,-5.2453427427210855,-3.8549275631379043
5419,4.628828253537968,-0.12661763160221726,1.0,371.30476713551525,2.922710461964006e+24,85.40738143458643,55.48946317103347,1.255358186178501e+24,1991.1502971180998,203.5216201619655,-594.8779042449377,0.3017263683266303,0.0,0.8391613694248246,0.0,-5.245548818969513,-3.8549488291860543
5420,4.628652004724722,-0.1266175049299075,1.0,371.37585783574485,2.9239371985624215e+24,85.40877341214261,55.489883159598996,1.2558855329943994e+24,1991.3070373768692,203.53221095468012,-594.91733175289,0.30171520824643244,0.0,0.8392319521339576,0.0,-5.245737597460198,-3.8549692019729926
5421,4.62793693859985,-0.12661699087363887,1.0,371.6643671136261,2.9289186764062754e+24,85.41442087436931,55.491586956988016,1.258027131393228e+24,1991.942850162014,203.5751657914289,-595.0772582270863,0.30166993035009904,0.0,0.8395183350920237,0.0,-5.246503634232587,-3.855051834383441
5422,4.627429954597714,-0.12661662628083645,1.0,371.86900508075956,2.930867002939818e+24,85.41842495572153,55.49279480366098,1.2595475533118105e+24,1992.39280619737,203.6040494135481,-595.190401038452,0.30163782829573066,0.0,0.8397229187328394,0.0,-5.247046888823053,-3.8551078812434705
5423,4.6269229720556435,-0.12661626158499725,1.0,372.0737113556686,2.9344067722161454e+24,85.42242903707375,55.49400252179507,1.2610696506799818e+24,1992.8434056364283,203.63447859503196,-595.3037217199277,0.30160572642542166,0.0,0.839925998490867,0.0,-5.247590251585698,-3.8551664265384695
5424,4.625376536424256,-0.12661514851935973,1.0,372.69854177493227,2.945226209323872e+24,85.43464265330543,55.497685620417,1.265722858423933e+24,1994.2173356995688,203.72722863367883,-595.6491989664054,0.3015078074877682,0.0,0.8405455421005336,0.0,-5.249248335156974,-3.8553448918197173
5425,4.624946296549971,-0.12661483867661327,1.0,372.8724908251305,2.9482422731924e+24,85.43804067009664,55.498710102724665,1.2670202335542537e+24,1994.599442235658,203.75301495717085,-595.7452667853636,0.3014805652292906,0.0,0.8407179330892678,0.0,-5.249709818787014,-3.855394512840409
5426,4.624792369883708,-0.1266147278061163,1.0,372.93473637508936,2.949321958043285e+24,85.43925637858123,55.499076609281346,1.2674846898852447e+24,1994.7361334581165,203.76223860890227,-595.7796317541881,0.301470818798415,0.0,0.8407796119905558,0.0,-5.249874942737824,-3.8554122624995064
5427,4.624638443352238,-0.12661461692610282,1.0,372.9969881987943,2.949905578812832e+24,85.44047208706583,55.499443103989215,1.267949301450032e+24,1994.872590243201,203.77097897708427,-595.8139293989434,0.3014610723841616,0.0,0.8408417630361428,0.0,-5.25004007668168,-3.855429229605824
5428,4.624491110497889,-0.1266145107867994,1.0,373.0565794544528,2.950939641172195e+24,85.44163571982544,55.49979388854108,1.2683941564971034e+24,1995.0034106004266,203.77980544496364,-595.846816890826,0.30145174348050424,0.0,0.8409008024625491,0.0,-5.250198146348916,-3.855446215652366
5429,4.623859283873676,-0.12661405551591812,1.0,373.3121975333794,2.9553775955163577e+24,85.44662588845745,55.50129808375634,1.2703035045744848e+24,1995.5643433797431,203.8176466950903,-595.9878243390835,0.3014117372177245,0.0,0.8411540035695599,0.0,-5.2508761223380365,-3.855519041465713
5430,4.62366742345216,-0.1266139172363187,1.0,373.3898395021365,2.956106428237676e+24,85.44814120621187,55.50175480910889,1.270883816902045e+24,1995.7343679927217,203.8285336044658,-596.0305531425357,0.30139958894678937,0.0,0.841231481773289,0.0,-5.251082030285706,-3.855540177171559
5431,4.623491505332912,-0.12661379043368395,1.0,373.46103882286513,2.95734354804776e+24,85.44953061277299,55.50217356793711,1.2714161221660066e+24,1995.8905118400105,203.83906497231854,-596.0698011741003,0.3013884501266977,0.0,0.8413019862701495,0.0,-5.251270842514787,-3.8555604463193074
5432,4.622776869244992,-0.1266132751912587,1.0,373.75035763455173,2.962373595608767e+24,85.455174844254,55.50387454641622,1.2735806139829182e+24,1996.524713382241,203.88183328066575,-596.2292027646226,0.3013432007626717,0.0,0.8415884172040901,0.0,-5.252037994834969,-3.8556427632948047
5433,4.622269932633732,-0.12661290957139615,1.0,373.95567377446076,2.9643419127499853e+24,85.45917866883242,55.50508100747227,1.275118066647325e+24,1996.9737583671595,203.91060755051348,-596.3420317427571,0.3013111026332514,0.0,0.841793133066609,0.0,-5.252582317117033,-3.8556986216442857
5434,4.621762997486557,-0.1266125438481289,1.0,374.16105820640723,2.9679179973214375e+24,85.46318249341084,55.506287340013415,1.2766572112383742e+24,1997.423442544332,203.94091986248753,-596.4550374561484,0.30127900468839,0.0,0.8419963499506309,0.0,-5.253126747874576,-3.855756972935396
5435,4.620215814833957,-0.12661142700236266,1.0,374.78831877318544,2.978854709462369e+24,85.47540236853895,55.509968333277335,1.2813652376239513e+24,1998.7953671333823,204.0333665351423,-596.7997517446765,0.3011810412732462,0.0,0.8426166691081238,0.0,-5.254789049267156,-3.8559349488464383
5436,4.619785140117736,-0.12661111594313243,1.0,374.9630361427379,2.981905067620517e+24,85.47880391968988,55.51099276961642,1.2826785873437452e+24,1999.1771156802251,204.05908195603874,-596.8956575780763,0.301153772267525,0.0,0.8427893668642729,0.0,-5.255251951097076,-3.855984459744527
5437,4.619576499533412,-0.1266109652231715,1.0,375.04769581878264,2.982704050223621e+24,85.48045180587232,55.51148902587186,1.2833152825853629e+24,1999.3617262800394,204.0708865269463,-596.9420244102145,0.30114056180714593,0.0,0.8428736702600443,0.0,-5.25547623273408,-3.856007384695218
5438,4.619388260606202,-0.12661082922596106,1.0,375.1240874040096,2.9840386754703825e+24,85.4819385572605,55.51193673816011,1.2838899672441667e+24,1999.5285472017183,204.08212177369026,-596.9839312226933,0.3011286431286055,0.0,0.8429491586634235,0.0,-5.255678599290882,-3.8560290177938836
5439,4.618715984640545,-0.12661034340806296,1.0,375.39698865491323,2.988809242147168e+24,85.48724834994951,55.51353555581877,1.285944315021712e+24,2000.1242348522596,204.12223500846127,-597.1335637425406,0.30108607689672945,0.0,0.8432187749254393,0.0,-5.25640145473621,-3.8561062574018976
