,phi,dphi,delta,rhoChi,kh,t,N,a,E,B,G,kS,H,sigmaE,sigmaB,s,xi,xieff
1765,1.201572947230169,-0.11432809820384142,1.0,32229.265426033904,7.830233307049577e+26,113.29654080925857,60.874399680960046,2.737889212490124e+26,2569.2811294494154,8717.019920459088,-4709.375758913567,7.830233307049577e+26,0.09028471854939489,4.522473549849016,0.0,0.0,-15.828827408551476,-15.828827408551476
1766,1.2001591284925321,-0.11431071944258929,1.0,32229.009553436146,7.83897128049411e+26,113.30890807675598,60.87551575367024,2.740946601740718e+26,2564.183979694029,8717.255473336914,-4704.777278268137,7.83897128049411e+26,0.09020345085215997,4.526596851777515,0.0,0.0,-15.840679924477087,-15.840679924477087
1767,1.198205595982372,-0.11428665644142603,1.0,32228.617060819808,7.851047989894937e+26,113.32599954534369,60.87705650361351,2.7451729701141785e+26,2557.1485141835274,8717.572353467533,-4698.420030427948,7.851047989894937e+26,0.09009118005105561,4.532303185820343,0.0,0.0,-15.85708173328657,-15.85708173328657
1768,1.1971459953316943,-0.11427358026946077,1.0,32228.38521261111,7.854657099898066e+26,113.33527150492718,60.87789154311611,2.7474662553443073e+26,2553.3351294921604,8717.736408370656,-4694.969919350215,7.854657099898066e+26,0.09003029390764229,4.535401730534519,0.0,0.0,-15.865990116988913,-15.865990116988913
1769,1.1960865159953282,-0.11426048843947334,1.0,32228.140067817996,7.861209311283522e+26,113.34454346451066,60.87872601814923,2.749759904201996e+26,2549.525839856677,8717.901141582795,-4691.519436451601,7.861209311283522e+26,0.08996942165210957,4.538503958397356,0.0,0.0,-15.874905932108186,-15.874905932108186
1770,1.1948872474071128,-0.11424564851943998,1.0,32227.84651960387,7.8686272775295e+26,113.3550400628654,60.87967002943284,2.7523569341987207e+26,2545.2170351009922,8718.084066272952,-4687.61233072932,7.8686272775295e+26,0.08990052617181127,4.542019224262034,0.0,0.0,-15.885008323130126,-15.885008323130126
1771,1.1943019215115744,-0.11423839760589481,1.0,32227.697048347327,7.87058398611691e+26,113.36016362316133,60.88013055406397,2.753624754269359e+26,2543.1146437457464,8718.169928794508,-4685.704676633407,7.87058398611691e+26,0.08986690363929774,4.543735815065451,0.0,0.0,-15.88994292943733,-15.88994292943733
1772,1.1937727652304928,-0.11423183798515356,1.0,32227.558407443383,7.87385773551431e+26,113.36479579135775,60.880546762280076,2.7547710740534746e+26,2541.215248503575,8718.248628965956,-4683.9799811176545,7.87385773551431e+26,0.08983650944994907,4.545288977055713,0.0,0.0,-15.894406222560875,-15.894406222560875
1773,1.1928619440722783,-0.11422053702513231,1.0,32227.31198695862,7.879493340551253e+26,113.37276962967255,60.88126289550836,2.756744563712329e+26,2537.9473730538034,8718.382375979254,-4681.010658060368,7.879493340551253e+26,0.08978419687971496,4.547964199292995,0.0,0.0,-15.902093713963248,-15.902093713963248
1774,1.1922875537025397,-0.11421340374851913,1.0,32227.151519622377,7.881414062685328e+26,113.37779857034442,60.8817143319607,2.757989339645667e+26,2535.886953116401,8718.46359468932,-4679.137501580968,7.881414062685328e+26,0.08975120968430984,4.549651920920878,0.0,0.0,-15.906944896655487,-15.906944896655487
1775,1.1917666134996108,-0.11420692986870902,1.0,32227.002582974135,7.88463793085223e+26,113.38235981227267,60.88212364071357,2.7591184398822518e+26,2534.019479300886,8718.53832575951,-4677.438554320622,7.88463793085223e+26,0.08972129389813907,4.551183859402847,0.0,0.0,-15.911346808925954,-15.911346808925954
1776,1.1875767627140914,-0.11415470893470214,1.0,32225.686802342607,7.898930758017598e+26,113.41905467967995,60.88541153760018,2.7682050665705764e+26,2519.0194091651347,8719.099035690273,-4663.763516600949,7.898930758017598e+26,0.08948074655537032,4.563528569746867,0.0,0.0,-15.946825620199714,-15.946825620199714
1777,1.1837153583044437,-0.11410634049655316,1.0,32224.289204988272,7.922849136459397e+26,113.45288790547791,60.88843521075994,2.776587880989833e+26,2505.234968168095,8719.588167197911,-4651.146537817156,7.922849136459397e+26,0.08925915280525581,4.574952327448125,0.0,0.0,-15.979641430373608,-15.979641430373608
1778,1.1771437980729633,-0.1140234883456584,1.0,32221.502441467095,7.963584287265462e+26,113.51050033871255,60.89356678788397,2.7908727765172416e+26,2481.8544327575246,8720.330550309302,-4629.640779109894,7.963584287265462e+26,0.08888224667097815,4.594490094524656,0.0,0.0,-16.03575131934775,-16.03575131934775
1779,1.176573557336736,-0.1140162669081525,1.0,32221.236326179467,7.96549550236845e+26,113.51550157837485,60.89401122754721,2.792113426750849e+26,2479.829744191039,8720.387642296131,-4627.772489451011,7.96549550236845e+26,0.08884955382674263,4.596190682612737,0.0,0.0,-16.04063582728918,-16.04063582728918
1780,1.1760552307257401,-0.11400969844813054,1.0,32220.99105448034,7.968710250061703e+26,113.52004778528354,60.89441508845669,2.7932412799513255e+26,2477.9905834481706,8720.440579778993,-4626.074199232657,7.968710250061703e+26,0.08881983909040919,4.597737725426298,0.0,0.0,-16.04507782491037,-16.04507782491037
1781,1.1731295198593332,-0.11397254284530937,1.0,32219.54608741872,7.978710223377785e+26,113.54571391248449,60.8966925974853,2.799610162025737e+26,2467.6188529114957,8720.71616709486,-4616.482654228419,7.978710223377785e+26,0.08865214518799146,4.606481691943971,0.0,0.0,-16.070189644540566,-16.070189644540566
1782,1.1702047642199964,-0.11393526352825331,1.0,32217.999220261932,7.996861174585494e+26,113.57138003968544,60.8989658038597,2.805981492622928e+26,2457.2734001946455,8720.978940199608,-4606.887132422036,7.996861174585494e+26,0.08848456033534556,4.615249768178073,0.0,0.0,-16.095359333940962,-16.095359333940962
1783,1.1669681905739162,-0.11389385065313905,1.0,32216.168135246135,8.016955249103872e+26,113.59979232840165,60.90147721876645,2.813037332734029e+26,2445.8480807140822,8721.243411626456,-4596.259176219682,8.016955249103872e+26,0.08829917220172549,4.624981134584325,0.0,0.0,-16.1232896941747,-16.1232896941747
1784,1.1637327957316188,-0.11385228497727169,1.0,32214.21187046197,8.028027185436374e+26,113.62820461711786,60.9039833682808,2.8200960663056216e+26,2434.4489566492202,8721.469193768673,-4585.624576683252,8.028027185436374e+26,0.08811391851334616,4.634736083049159,0.0,0.0,-16.151291262802467,-16.151291262802467
1785,1.1603434475615026,-0.11380856046060528,1.0,32212.0277465164,8.04908704191259e+26,113.6579800292628,60.90660410798589,2.8274964971044994e+26,2422.537120067418,8721.687329186623,-4574.474697407186,8.04908704191259e+26,0.08791992179953058,4.644990637252403,0.0,0.0,-16.18071281957352,-16.18071281957352
1786,1.1564982456091635,-0.11375872969592388,1.0,32209.38285343355,8.072989869411077e+26,113.69177400144787,60.90957155352064,2.835899400372102e+26,2409.0556204442187,8721.897963192023,-4561.812384023172,8.072989869411077e+26,0.08769992300374063,4.656664727618402,0.0,0.0,-16.214200337877116,-16.214200337877116
1787,1.1553146232274802,-0.11374334242727241,1.0,32208.532869836326,8.077044092299393e+26,113.70217937800214,60.91048375200371,2.838487483746645e+26,2404.9117173416575,8721.950968455503,-4557.911648426959,8.077044092299393e+26,0.08763222266836175,4.660265825575539,0.0,0.0,-16.224531765234122,-16.224531765234122
1788,1.1541311610643172,-0.11372793435719837,1.0,32207.666127573746,8.08440405117517e+26,113.71258475455642,60.91139524613428,2.8410759279244223e+26,2400.772842018826,8722.00416984237,-4554.010560739829,8.08440405117517e+26,0.08756454059305618,4.663871586252165,0.0,0.0,-16.23487281309064,-16.23487281309064
1789,1.1528469522186786,-0.11371118867861316,1.0,32206.70652963518,8.09239170583687e+26,113.7238775242909,60.91238367767421,2.843885525297481e+26,2396.285345739839,8722.057693099878,-4549.775942958244,8.09239170583687e+26,0.087491107123356,4.667788937732466,0.0,0.0,-16.246106664059123,-16.246106664059123
1790,1.1515629326168713,-0.11369441842205927,1.0,32205.727151832954,8.096791768688279e+26,113.73517029402538,60.91337128006848,2.846695540811937e+26,2391.8012861252255,8722.102566891825,-4545.540107776938,8.096791768688279e+26,0.08741769520010927,4.671709391977081,0.0,0.0,-16.257351867061857,-16.257351867061857
1791,1.1500465103630757,-0.11367457790763771,1.0,32204.544901705365,8.10622668907776e+26,113.74850915939452,60.91453675476005,2.8500152265484388e+26,2386.5121302605417,8722.154927628782,-4540.536193997057,8.10622668907776e+26,0.0873310098529102,4.67634702677445,0.0,0.0,-16.270649179927243,-16.270649179927243
1792,1.1488043664520748,-0.11365829776129442,1.0,32203.555839110213,8.113956309708555e+26,113.75943713350556,60.915490717839496,2.8527353330847447e+26,2382.1836612057273,8722.193262345954,-4536.435811353792,8.113956309708555e+26,0.08726001464937959,4.680150886457094,0.0,0.0,-16.28155493354918,-16.28155493354918
1793,1.1482201912696706,-0.1136506324711425,1.0,32203.08425044185,8.115921098042499e+26,113.76457705633757,60.91593914178035,2.854014854767653e+26,2380.1486940067116,8722.207901346688,-4534.506757034111,8.115921098042499e+26,0.08722662938230646,4.681940863977328,0.0,0.0,-16.286688089972788,-16.286688089972788
1794,1.147694466021767,-0.11364372931413291,1.0,32202.656313589774,8.119193125746716e+26,113.76920299815306,60.916342577602705,2.85516649888923e+26,2378.3185655650536,8722.222068630057,-4532.770635231621,8.119193125746716e+26,0.08719658640792431,4.683553085829388,0.0,0.0,-16.291309957720593,-16.291309957720593
1795,1.1447577412877437,-0.11360508377178716,1.0,32200.20416607115,8.129265289037088e+26,113.79504889291921,60.918594082837636,2.8616021634556285e+26,2368.1052275893835,8722.277927256171,-4523.06739718866,8.129265289037088e+26,0.08702879833817603,4.692571417417252,0.0,0.0,-16.31716827376226,-16.31716827376226
1796,1.1418220170623397,-0.11356630814666531,1.0,32197.648686623885,8.147546162633984e+26,113.82089478768536,60.920841252910655,2.8680399008345284e+26,2357.918678586417,8722.32045005053,-4513.360838540676,8.147546162633984e+26,0.08686112413853317,4.701614874547864,0.0,0.0,-16.343086345155477,-16.343086345155477
1797,1.1386474532453028,-0.11352421591731307,1.0,32194.76809574117,8.16732078471674e+26,113.84885336035954,60.923267231883706,2.8750061519005448e+26,2346.92624720139,8722.340577438325,-4502.8560654579815,8.16732078471674e+26,0.08667987261960068,4.711422985092759,0.0,0.0,-16.371190405343615,-16.371190405343615
1798,1.1366251228431048,-0.11349731326127437,1.0,32192.86929635703,8.174262538188773e+26,113.86666955882237,60.924810509353954,2.8794465095922867e+26,2339.934454254273,8722.332730223388,-4496.159006132446,8.174262538188773e+26,0.08656444259409139,4.717685074028706,0.0,0.0,-16.389135922914917,-16.389135922914917
1799,1.134603272300098,-0.11347034814826419,1.0,32190.92138651436,8.186862893270156e+26,113.88448575728519,60.926351730785925,2.883887795888758e+26,2332.9560273840466,8722.32055828267,-4489.46067282349,8.186862893270156e+26,0.08644906713686158,4.723959758810856,0.0,0.0,-16.407109976187474,-16.407109976187474
1800,1.1327667427677914,-0.11344579478590779,1.0,32189.10909194628,8.198310561268562e+26,113.90067261326426,60.92775022132204,2.8879237071125834e+26,2326.62563115401,8722.300033014746,-4483.373251435197,8.198310561268562e+26,0.08634429049293137,4.729669985287398,0.0,0.0,-16.423465022738693,-16.423465022738693
1801,1.130930611096385,-0.11342118961318685,1.0,32187.256171806035,8.204616753105056e+26,113.91685946924333,60.92914701621941,2.8919603627443537e+26,2320.3031569355853,8722.264494541007,-4477.2837994903675,8.204616753105056e+26,0.08623955905246776,4.735387514561782,0.0,0.0,-16.439843683596226,-16.439843683596226
1802,1.1288474142328813,-0.11339320424547332,1.0,32185.104342270366,8.217606890177053e+26,113.93522864525153,60.93073007467225,2.8965421306882488e+26,2313.1417110213924,8722.220008734716,-4470.372177067176,8.217606890177053e+26,0.08612076255687401,4.741888603045016,0.0,0.0,-16.45845915649386,-16.45845915649386
1803,1.1276213557991404,-0.11337669897613316,1.0,32183.813262522246,8.225253426272344e+26,113.94604188276998,60.93166094097232,2.899239679478293e+26,2308.9316884408313,8722.188394616927,-4466.302644776851,8.225253426272344e+26,0.08605085889316669,4.745720959032241,0.0,0.0,-16.469431629510503,-16.469431629510503
1804,1.1269868551662459,-0.11336814721021136,1.0,32183.137942338428,8.229210960366687e+26,113.95163848741751,60.93214243238624,2.900635974615947e+26,2306.754355036575,8722.17045245475,-4464.196112751215,8.229210960366687e+26,0.08601468683617884,4.7477060478941295,0.0,0.0,-16.475114800180748,-16.475114800180748
1805,1.1264267762512283,-0.11336059277495128,1.0,32182.537762702297,8.231098984075553e+26,113.95657900720386,60.93256731077844,2.9018686540160626e+26,2304.832675958162,8722.151863656058,-4462.33620502028,8.231098984075553e+26,0.08598275971169889,4.749458810816634,0.0,0.0,-16.48013409244053,-16.48013409244053
1806,1.1259200239147906,-0.11335375299000755,1.0,32181.99142937083,8.234260063427012e+26,113.961049410991,60.932951623867005,2.902984094446553e+26,2303.0951196304463,8722.135994362838,-4460.653326568184,8.234260063427012e+26,0.08595387427501201,4.7510459739655175,0.0,0.0,-16.48467767539611,-16.48467767539611
1807,1.123065546737261,-0.11331514297873359,1.0,32178.855363234492,8.244071752011041e+26,113.98623572426312,60.93511443623547,2.9092694989766837e+26,2293.31707104438,8722.024442278618,-4451.169214785613,8.244071752011041e+26,0.0857911982903259,4.759998375464872,0.0,0.0,-16.51031009545757,-16.51031009545757
1808,1.1202120436019536,-0.11327640596526935,1.0,32175.621200218167,8.26187922021721e+26,114.01142203753525,60.9372731527877,2.9155565707604562e+26,2283.5646428469054,8721.900277006891,-4441.6825067041755,8.26187922021721e+26,0.08562863289457237,4.76897522233465,0.0,0.0,-16.53600001192613,-16.53600001192613
1809,1.1183769546886986,-0.1132514198257288,1.0,32173.48893349795,8.273333652381077e+26,114.02762392209885,60.938659651267535,2.919601789210279e+26,2277.303115527193,8721.808875338356,-4435.578036894319,8.273333652381077e+26,0.0855241162090599,4.774761474191263,0.0,0.0,-16.552556291387265,-16.552556291387265
1810,1.1174581504957666,-0.11323888767141373,1.0,32172.405919704903,8.279069438674625e+26,114.03573733051898,60.93935333109151,2.921627760672019e+26,2274.1710815494143,8721.759712019491,-4432.520571377346,8.279069438674625e+26,0.08547179472055452,4.777662476209268,0.0,0.0,-16.56085613412621,-16.56085613412621
1811,1.1165394480351591,-0.11322634224310278,1.0,32171.312701767663,8.282228776908325e+26,114.04385073893911,60.94004658645666,2.9236538970258762e+26,2271.0406360061547,8721.705329629742,-4429.462499731741,8.282228776908325e+26,0.08541948476779945,4.780564947344664,0.0,0.0,-16.569161964464584,-16.569161964464584
1812,1.115410059345035,-0.11321089964706958,1.0,32169.954655116486,8.289280379488265e+26,114.05382602978779,60.940898349949656,2.9261452195396797e+26,2267.196133331206,8721.638985243138,-4425.7025323635735,8.289280379488265e+26,0.08535518645509742,4.784137626537119,0.0,0.0,-16.579382042974352,-16.579382042974352
1813,1.1146525298839678,-0.1132005291816468,1.0,32169.035036033532,8.294010580591931e+26,114.06051764831548,60.94146937001186,2.9278165843109508e+26,2264.6191745695633,8721.592562426002,-4423.179978867072,8.294010580591931e+26,0.08531206369652297,4.78653619165517,0.0,0.0,-16.586242946884145,-16.586242946884145
1814,1.1140865373102067,-0.1131927742924328,1.0,32168.343362374926,8.295920685629334e+26,114.06551773058794,60.94189585680386,2.9290655257231393e+26,2262.694158719871,8721.555015159487,-4421.294761339141,8.295920685629334e+26,0.08527984683113926,4.788328941484991,0.0,0.0,-16.591372185002175,-16.591372185002175
1815,1.113576485620188,-0.11318578107864509,1.0,32167.716688725428,8.299105903950828e+26,114.0700239143794,60.942280078057046,2.930191151180858e+26,2260.9605713185447,8721.52210741846,-4419.595819032544,8.299105903950828e+26,0.0852508160568908,4.789945817156334,0.0,0.0,-16.595996717954044,-16.595996717954044
1816,1.1107151811550364,-0.11314646590122056,1.0,32164.14195365482,8.308951837815734e+26,114.09530801975868,60.94443350999728,2.9365079173187437e+26,2251.2450086286112,8721.315291704595,-4410.060513920725,8.308951837815734e+26,0.0850879913070767,4.799028670225513,0.0,0.0,-16.62197922455396,-16.62197922455396
1817,1.1078548723817994,-0.11310702069500352,1.0,32160.46839297087,8.326820979009578e+26,114.12059212513795,60.94658282648588,2.9428261897555963e+26,2241.5553099256126,8721.095624273994,-4400.522895444791,8.326820979009578e+26,0.08492527944340995,4.808136453516106,0.0,0.0,-16.648020094295436,-16.648020094295436
1818,1.1060339717041883,-0.113081834329638,1.0,32158.077655279387,8.338198817151705e+26,114.13669283537254,60.947949350088834,2.9468503801526415e+26,2235.3969913552196,8720.94429039405,-4394.447749429228,8.338198817151705e+26,0.08482172484296942,4.81394791991088,0.0,0.0,-16.6646331672379,-16.6646331672379
1819,1.1050385784821433,-0.11306804143808087,1.0,32156.75360703206,8.344419198991198e+26,114.14549578701713,60.94869578250482,2.949050825941317e+26,2232.0339322209174,8720.857781519795,-4391.125667604069,8.344419198991198e+26,0.08476512652491029,4.817129158029923,0.0,0.0,-16.673726282478484,-16.673726282478484
1820,1.1045147744615813,-0.11306077617800576,1.0,32156.051980184588,8.34618831440839e+26,114.15012858016915,60.949088412816714,2.9502089400273646e+26,2230.2646743723712,8720.809482332235,-4389.3770219785165,8.34618831440839e+26,0.0847353456412218,4.818803992851752,0.0,0.0,-16.678514633184594,-16.678514633184594
1821,1.1040359238213793,-0.11305413017088291,1.0,32155.40761613371,8.349181031145414e+26,114.15436404298437,60.94944724856935,2.9512677704345325e+26,2228.6483052185436,8720.766232273663,-4387.7784141786715,8.349181031145414e+26,0.08470812224755556,4.820336282194651,0.0,0.0,-16.682894032358472,-16.682894032358472
1822,1.102245555250051,-0.1130292454063226,1.0,32152.973404652683,8.35534561010959e+26,114.17020216906296,60.95078806049845,2.955227519513284e+26,2222.6084044267413,8720.593333281002,-4381.799362248716,8.35534561010959e+26,0.08460635111879586,4.826070156003875,0.0,0.0,-16.69928496969721,-16.69928496969721
1823,1.100455581215049,-0.1130043090644085,1.0,32150.500417352818,8.366535099735539e+26,114.18604029514155,60.952127260917415,2.959187812666782e+26,2216.5792909493357,8720.417479078087,-4375.819692128606,8.366535099735539e+26,0.08450462467998975,4.831814487051213,0.0,0.0,-16.71569891771369,-16.71569891771369
1824,1.0992549753442116,-0.11298755122844976,1.0,32148.819676515395,8.374041177192943e+26,114.19666550835645,60.95302477813147,2.961844926892789e+26,2212.5396629591282,8720.294673246712,-4371.807492751142,8.374041177192943e+26,0.08443640525581479,4.835673128343204,0.0,0.0,-16.726723337838447,-16.726723337838447
1825,1.0987369493134325,-0.1129803127535067,1.0,32148.08902548203,8.37728003587973e+26,114.20125046145546,60.953411847616806,2.9629915885888427e+26,2210.7977596945702,8720.2404820632,-4370.076001728214,8.37728003587973e+26,0.08440697368824039,4.83733943235089,0.0,0.0,-16.731483759091216,-16.731483759091216
1826,1.098218956480674,-0.11297306993674713,1.0,32147.355125246137,8.37903036416533e+26,114.20583541455447,60.95379878216839,2.9641382942462366e+26,2209.056144644948,8720.183895014501,-4368.344258305672,8.37903036416533e+26,0.0843775458755463,4.8390060132660455,0.0,0.0,-16.736246113299227,-16.736246113299227
1827,1.0977450831765794,-0.11296643980728906,1.0,32146.680838744593,8.381993388137226e+26,114.21003010634043,60.95415266350601,2.9651874330950662e+26,2207.4639004713954,8720.13301938979,-4366.75998649172,8.381993388137226e+26,0.08435062619109321,4.840531821416901,0.0,0.0,-16.740604798737323,-16.740604798737323
1828,1.0972834576760544,-0.11295997716770628,1.0,32146.021329456755,8.384879928211132e+26,114.21411661827231,60.954497309766296,2.9662095499791992e+26,2205.913332687768,8720.082874276059,-4365.216495431303,8.384879928211132e+26,0.08432440378522926,4.842018881003735,0.0,0.0,-16.744852631186493,-16.744852631186493
1829,1.0968218585922431,-0.11295351107258826,1.0,32145.359239260768,8.386439846964294e+26,114.2182031302042,60.954841848874516,2.967231701247773e+26,2204.3629482540855,8720.030666001669,-4363.672789683747,8.386439846964294e+26,0.08429818436643328,4.843506116264427,0.0,0.0,-16.749102000464504,-16.749102000464504
1830,1.0963900444040646,-0.11294745873973551,1.0,32144.73749314303,8.389140155483283e+26,114.22202616989786,60.95516407729621,2.9681879816977642e+26,2202.9134881164864,8719.982694789936,-4362.228682792027,8.389140155483283e+26,0.08427365811935333,4.8448983927774805,0.0,0.0,-16.753078788239595,-16.753078788239595
1831,1.0947075016038403,-0.11292384411975415,1.0,32142.292935963727,8.394936663708296e+26,114.23692441258541,60.95641889487262,2.97191485393066e+26,2197.2687458287514,8719.785636564426,-4356.600008716181,8.394936663708296e+26,0.08417810524391514,4.850327513322356,0.0,0.0,-16.768589022131277,-16.768589022131277
1832,1.0930253109630874,-0.11290018341978018,1.0,32139.81408094579,8.40545813450934e+26,114.25182265527296,60.95767228917593,2.9756421704892085e+26,2191.6336420577577,8719.586241665078,-4350.970880111356,8.40545813450934e+26,0.08408259222321533,4.855766039618347,0.0,0.0,-16.784119702218263,-16.784119702218263
1833,1.0918321141301504,-0.11288336961307213,1.0,32138.03471467524,8.412921880254071e+26,114.26239204171783,60.95856063260256,2.978286737119145e+26,2187.6407571632913,8719.440159127756,-4346.9767684128365,8.412921880254071e+26,0.0840148558112719,4.859629149581798,0.0,0.0,-16.795150173596898,-16.795150173596898
1834,1.0914070849776671,-0.11287737413304198,1.0,32137.396656411027,8.41558069233784e+26,114.26615734780695,60.95887692882904,2.9792289069699994e+26,2186.21928505566,8719.387190478648,-4345.553763461626,8.41558069233784e+26,0.08399072981482371,4.86100633439515,0.0,0.0,-16.799082229358127,-16.799082229358127
1835,1.0909820784055657,-0.1128713756971934,1.0,32136.75640765212,8.417017535298906e+26,114.26992265389607,60.959193134218566,2.9801711041630732e+26,2184.797941258204,8719.332370673834,-4344.130570271293,8.417017535298906e+26,0.08396660636968362,4.862383642210195,0.0,0.0,-16.803015594117475,-16.803015594117475
1836,1.0905783596318273,-0.11286567467754687,1.0,32136.14616177632,8.419543182596419e+26,114.27349954809463,60.95949343290466,2.981066180018308e+26,2183.4485832199803,8719.28113640191,-4342.778664466619,8.419543182596419e+26,0.0839436924047291,4.863692866289875,0.0,0.0,-16.806753349223115,-16.806753349223115
1837,1.0889631506706745,-0.11284283626891295,1.0,32133.68450911919,8.42510989571801e+26,114.28781189195209,60.960694207892445,2.9846479197255733e+26,2178.052748044823,8719.06664931132,-4337.368293592395,8.42510989571801e+26,0.083852029087126,4.868934663270092,0.0,0.0,-16.821721176190056,-16.821721176190056
1838,1.0873482688871496,-0.11281995501943695,1.0,32131.191211762216,8.435214296241823e+26,114.30212423580954,60.96189367122806,2.988230043358519e+26,2172.665868211804,8718.850178236777,-4331.957566901777,8.435214296241823e+26,0.08376040277186313,4.874185242528401,0.0,0.0,-16.83670793207664,-16.83670793207664
1839,1.0860456953623243,-0.11280146419609849,1.0,32129.15670015382,8.443365342500376e+26,114.31367077693535,60.96286038753647,2.9911202108356552e+26,2168.3253977111003,8718.670411536763,-4327.591820435232,8.443365342500376e+26,0.0836865098754811,4.878426539302007,0.0,0.0,-16.84881236592644,-16.84881236592644
1840,1.085380170006099,-0.11279200468654907,1.0,32128.109117052347,8.445659396170128e+26,114.319570995199,60.963354044842085,2.9925971637039886e+26,2166.1087514034493,8718.574702863752,-4325.360554538529,8.445659396170128e+26,0.08364876033395147,4.880595083378518,0.0,0.0,-16.855002428644614,-16.855002428644614
1841,1.0847147004846194,-0.11278253786283277,1.0,32127.056155739385,8.449824109439634e+26,114.32547121346265,60.96384747943579,2.9940741790448546e+26,2163.8939785697657,8718.479874056877,-4323.1293490195585,8.449824109439634e+26,0.08361101710662458,4.882765470251942,0.0,0.0,-16.861195714047966,-16.861195714047966
1842,1.0826122456383445,-0.11275257543071533,1.0,32123.693431442978,8.457073285794024e+26,114.34411535895161,60.96540522389397,2.9987418160536072e+26,2156.9022731530686,8718.165775241774,-4316.077536449072,8.457073285794024e+26,0.08349179350126446,4.889630085459248,0.0,0.0,-16.88078712625327,-16.88078712625327
1843,1.0805103500989346,-0.11272253970708875,1.0,32120.277034061757,8.470230434104103e+26,114.36275950444058,60.966960746118914,3.003410055429116e+26,2149.9251884936552,8717.846280488511,-4309.02501231379,8.470230434104103e+26,0.083372633098681,4.896509128303196,0.0,0.0,-16.90041076993286,-16.90041076993286
1844,1.078702562336221,-0.11269664152424806,1.0,32117.295049419685,8.481547891357643e+26,114.37879884661241,60.968297166537575,3.007426557222509e+26,2143.9329907636575,8717.56187368553,-4302.956727271088,8.481547891357643e+26,0.08327017145625758,4.902437174592396,0.0,0.0,-16.917318583799304,-16.917318583799304
1845,1.078190663809922,-0.11268929713618828,1.0,32116.443323983225,8.483279914889702e+26,114.383341264189,60.96867534854087,3.0085641269133177e+26,2142.237216109341,8717.478099116044,-4301.237831578671,8.483279914889702e+26,0.08324116236001329,4.9041172609214225,0.0,0.0,-16.92211130005812,-16.92211130005812
1846,1.0777230608212987,-0.11268258402932199,1.0,32115.662459149837,8.486207574380773e+26,114.38749087668673,60.96902071213079,3.0096033548661174e+26,2140.6891856303573,8717.402430635617,-4299.667657745527,8.486207574380773e+26,0.08321466511857561,4.905653138926686,0.0,0.0,-16.926491242372432,-16.926491242372432
1847,1.0759725625227532,-0.11265741711430295,1.0,32112.715135077582,8.492245439442529e+26,114.40302738350557,60.97031280683019,3.013494560770114e+26,2134.897477107866,8717.108423725398,-4293.787799230656,8.492245439442529e+26,0.08311548510753118,4.911407612515349,0.0,0.0,-16.942904346968515,-16.942904346968515
1848,1.0742224556287467,-0.11263219886961763,1.0,32109.730550356682,8.503204620736147e+26,114.41856389032442,60.971603360961915,3.0173861492391152e+26,2129.1161905370554,8716.811544102102,-4287.907596056812,8.503204620736147e+26,0.08301634929175908,4.917172425658176,0.0,0.0,-16.959339911734485,-16.959339911734485
1849,1.0729727857185896,-0.11261415675136402,1.0,32107.576207786286,8.511030706883942e+26,114.42965991789325,60.972524119981976,3.020165714211421e+26,2124.9926294992815,8716.59444463694,-4283.707474222776,8.511030706883942e+26,0.08294557451283373,4.921294996966065,0.0,0.0,-16.971091799168235,-16.971091799168235
1850,1.0717233161500501,-0.11259608835077574,1.0,32105.40282312303,8.515341247539153e+26,114.44075594546207,60.97344409380849,3.0229454660736505e+26,2120.8725765154268,8716.36925282624,-4279.506597680748,8.515341247539153e+26,0.08287482233461382,4.925420966653502,0.0,0.0,-16.982855163200213,-16.982855163200213
1851,1.0702656424363257,-0.11257497219006228,1.0,32102.842816715376,8.524471228093959e+26,114.45370320139733,60.974516561057364,3.0261892151775784e+26,2116.072158562913,8716.10564036428,-4274.60475899144,8.524471228093959e+26,0.08279229470068891,4.930242285090169,0.0,0.0,-16.99659560666905,-16.99659560666905
1852,1.0695179180284617,-0.11256412503051265,1.0,32101.519427390136,8.529154786315462e+26,114.46034553417614,60.975066354450156,3.0278534514645598e+26,2113.6117720749708,8715.968166863177,-4272.089742842819,8.529154786315462e+26,0.08274996751280699,4.932718153255464,0.0,0.0,-17.00365093996735,-17.00365093996735
1853,1.0690210192628764,-0.11255691076163322,1.0,32100.636136004185,8.530836895770371e+26,114.46476003735484,60.975431592361836,3.0289595403165412e+26,2111.977046839102,8715.874400710349,-4270.418031413741,8.530836895770371e+26,0.082721841301747,4.934364066846311,0.0,0.0,-17.008342202976348,-17.008342202976348
1854,1.068565171664819,-0.11255028841346398,1.0,32099.82311544252,8.533692370692896e+26,114.46881008638516,60.97576656762632,3.0299743367960485e+26,2110.4783369679203,8715.789219370576,-4268.884418718288,8.533692370692896e+26,0.08269604030768359,4.9358751361959605,0.0,0.0,-17.012647763227687,-17.012647763227687
1855,1.0668447004210067,-0.1125252589196225,1.0,32096.731268791453,8.539629517133438e+26,114.48409803036847,60.977030075746555,3.0338051535991104e+26,2104.8251843348116,8715.45729947585,-4263.094498014956,8.539629517133438e+26,0.08259867513884901,4.941582967552601,0.0,0.0,-17.028914012613804,-17.028914012613804
