,phi,dphi,delta,rhoChi,kh,t,N,a,E,B,G,kS,H,sigmaE,sigmaB,s,xi,xieff
2530,0.7513965464672381,-0.10679730824090797,1.0,30886.042725160034,1.001999368058946e+27,117.35589876459652,61.18877542515872,3.749276947208376e+26,1198.8909154931703,8513.488534910122,-3180.9841744824107,1.001999368058946e+27,0.06516753120916646,6.186451608660341,0.0,0.0,-20.48514541277533,-20.48514541277533
2531,0.7511984067681844,-0.10679285263105344,1.0,30884.865854934567,1.0021435622935751e+27,117.35775409068526,61.18889632230488,3.749730251492505e+26,1198.4062215144234,8513.270667976873,-3180.300532254016,1.0021435622935751e+27,0.06515688672477594,6.187380496831999,0.0,0.0,-20.487637224394383,-20.487637224394383
2532,0.751017301858171,-0.10678877895472708,1.0,30883.789692437527,1.002194402859684e+27,117.35944997537851,61.18900681262203,3.750144583266642e+26,1197.9631196786058,8513.070783980522,-3179.6756128091206,1.002194402859684e+27,0.06514715777005504,6.188229478229555,0.0,0.0,-20.48991518011639,-20.48991518011639
2533,0.7508421712063937,-0.10678483863207278,1.0,30882.74860045692,1.0022435656000689e+27,117.3610899780496,61.189113646420395,3.750545246858707e+26,1197.534721864961,8512.877399523797,-3179.0713137404377,1.0022435656000689e+27,0.06513775010338037,6.189050626253805,0.0,0.0,-20.492118330498474,-20.492118330498474
2534,0.750576421385209,-0.10677885750717507,1.0,30881.16800160813,1.002332957426594e+27,117.36357869523867,61.189275738095326,3.751153228292705e+26,1196.884849354042,8512.58389151879,-3178.1543486171886,1.002332957426594e+27,0.06512347521655115,6.190297034813835,0.0,0.0,-20.49546211103404,-20.49546211103404
2535,0.7503516768881829,-0.10677379745467033,1.0,30879.830532090935,1.0024071283335782e+27,117.36568351099773,61.18941279830775,3.7516673973862675e+26,1196.3354000518234,8512.335494547402,-3177.378879417926,1.0024071283335782e+27,0.06511140357200379,6.191351423257153,0.0,0.0,-20.49829054456528,-20.49829054456528
2536,0.7501464083535572,-0.10676917444103483,1.0,30878.608357847243,1.0025324811760367e+27,117.36760601430105,61.18953796459821,3.752137009066599e+26,1195.8338095122774,8512.108948021136,-3176.6706596483987,1.0025324811760367e+27,0.06510037853298536,6.192314853521875,0.0,0.0,-20.500874351087013,-20.500874351087013
2537,0.749915825944437,-0.1067639796549065,1.0,30877.234773754557,1.0026085736945557e+27,117.36976570149179,61.189678547678746,3.752664533125539e+26,1195.2703607175972,8511.853797628304,-3175.875063088187,1.0026085736945557e+27,0.06508799444244769,6.1933971840314355,0.0,0.0,-20.50377734201614,-20.50377734201614
2538,0.7497051005819896,-0.10675923069213514,1.0,30875.978837977662,1.0026781080625316e+27,117.37173949499085,61.18980700677008,3.753146627965622e+26,1194.7555636151922,8511.620479634392,-3175.147989187821,1.0026781080625316e+27,0.0650766773555668,6.194386565481713,0.0,0.0,-20.50643084250112,-20.50643084250112
2539,0.7495098853604079,-0.10675482996091219,1.0,30874.814797736988,1.0027425215136497e+27,117.37356808858155,61.18992599597989,3.753593238487573e+26,1194.278767491219,8511.404215024242,-3174.4744376392405,1.0027425215136497e+27,0.06506619369339536,6.195303344759261,0.0,0.0,-20.508889467232752,-20.508889467232752
2540,0.7493270028824184,-0.10675070610366755,1.0,30873.7238198799,1.0028541837038255e+27,117.375281228964,61.190037455091385,3.7540116339714066e+26,1193.8322975403428,8511.201916205571,-3173.843480329903,1.0028541837038255e+27,0.0650563727285356,6.19616254850619,0.0,0.0,-20.511193144196696,-20.511193144196696
2541,0.749103768241963,-0.10674567083784828,1.0,30872.391499920104,1.0029278383610734e+27,117.37737245546074,61.19017349016743,3.7545223459660974e+26,1193.2873056341114,8510.954346848344,-3173.0732675637037,1.0029278383610734e+27,0.06504438532382126,6.197211399965588,0.0,0.0,-20.514005610633912,-20.514005610633912
2542,0.7488990351615216,-0.10674105144292043,1.0,30871.168998251953,1.002995383571202e+27,117.37929044903022,61.190298234337426,3.75499072995335e+26,1192.7876040880337,8510.727163614634,-3172.366897542944,1.002995383571202e+27,0.06503339192262744,6.198173566540766,0.0,0.0,-20.51658545849686,-20.51658545849686
2543,0.7487334924090534,-0.10673731528570699,1.0,30870.180087668985,1.0030964455215749e+27,117.38084135795748,61.19039908831268,3.755369454793142e+26,1192.3837396259923,8510.543744298053,-3171.7957804683,1.0030964455215749e+27,0.06502450324229428,6.198951859886781,0.0,0.0,-20.518671801302048,-20.518671801302048
2544,0.7485679554516268,-0.10673357835223664,1.0,30869.19083507425,1.0031510558377654e+27,117.38239226688474,61.19049992850288,3.755748166057571e+26,1191.979864775908,8510.359880069214,-3171.2246545465305,1.0031510558377654e+27,0.06501561518156634,6.199730142411841,0.0,0.0,-20.520758369771308,-20.520758369771308
2545,0.7484068253459919,-0.1067299400303591,1.0,30868.227555263922,1.0032042094316558e+27,117.3839019403574,61.19059807432215,3.756116795127716e+26,1191.5868148032662,8510.18083111591,-3170.6687376882815,1.0032042094316558e+27,0.06500696403200798,6.200487852150796,0.0,0.0,-20.522789677158215,-20.522789677158215
2546,0.7482496360140711,-0.10672638986263445,1.0,30867.287489714487,1.003256061229699e+27,117.38537474120537,61.19069381041914,3.756476408303217e+26,1191.2034471624859,8510.006085601995,-3170.126421509202,1.003256061229699e+27,0.06499852474693812,6.201227169624541,0.0,0.0,-20.524771577154524,-20.524771577154524
2547,0.7480960109505282,-0.10672291940399826,1.0,30866.368411354935,1.0033498344888271e+27,117.38681419363546,61.190787366767424,3.756827866958726e+26,1190.8289297345382,8509.835572223677,-3169.596437214349,1.0033498344888271e+27,0.06499027709315941,6.2019499819804045,0.0,0.0,-20.526708797343982,-20.526708797343982
2548,0.747858018625121,-0.10671754150687793,1.0,30864.9439561238,1.0034283375482788e+27,117.38904425183617,61.19093228462136,3.757372337841641e+26,1190.2487207333832,8509.570746712596,-3168.7753578986312,1.0034283375482788e+27,0.06497750054771514,6.203069809824273,0.0,0.0,-20.529710401162568,-20.529710401162568
2549,0.7476428252637168,-0.10671267717980756,1.0,30863.655287392205,1.0034993146351437e+27,117.39106077379363,61.19106330153031,3.757864649400992e+26,1189.724229579786,8509.331143412894,-3168.032944592268,1.0034993146351437e+27,0.06496594850880935,6.204082632846064,0.0,0.0,-20.532424991327836,-20.532424991327836
2550,0.7474452379153887,-0.10670820947433508,1.0,30862.47148926338,1.0036429903986629e+27,117.39291239526568,61.19118358405582,3.7583166820368076e+26,1189.2429284442062,8509.11164240231,-3167.351334710803,1.0036429903986629e+27,0.06495534206078095,6.205013048662412,0.0,0.0,-20.534917931477548,-20.534917931477548
2551,0.7472657228268739,-0.10670414928293884,1.0,30861.395501021416,1.0036933438121117e+27,117.3945947260307,61.19129285232059,3.758727369216248e+26,1188.8055717259833,8508.91148018996,-3166.7320167221706,1.0036933438121117e+27,0.06494570610920553,6.205858318280355,0.0,0.0,-20.5371832249227,-20.5371832249227
2552,0.7470929648853651,-0.10670024091164927,1.0,30860.359594490918,1.0037418011510739e+27,117.39621379245419,61.191397996225895,3.7591225972683566e+26,1188.3847625296376,8508.718760313117,-3166.13601637068,1.0037418011510739e+27,0.06493643320974718,6.2066719405086115,0.0,0.0,-20.53936358172834,-20.53936358172834
2553,0.7468621708447182,-0.10669501802043882,1.0,30858.975044707197,1.0038193718908848e+27,117.39837685869595,61.19153844463472,3.7596505971332364e+26,1187.8227438219892,8508.461259335734,-3165.3398142039405,1.0038193718908848e+27,0.06492404571055853,6.207759187094321,0.0,0.0,-20.54227691233649,-20.54227691233649
2554,0.7466313881031678,-0.10668979361569374,1.0,30857.589829593544,1.0038954743198883e+27,117.40053992493772,61.19167886624988,3.760178570411074e+26,1187.2608950727915,8508.20359873426,-3164.543659021687,1.0038954743198883e+27,0.0649116594206645,6.2088466732012435,0.0,0.0,-20.54519068066862,-20.54519068066862
2555,0.7464543522760897,-0.10668578472118768,1.0,30856.52671921173,1.0040034992407975e+27,117.40219930721881,61.191786571624164,3.7605835836620325e+26,1186.8301001572506,8508.00622867362,-3163.9329620352028,1.0040034992407975e+27,0.06490215817928488,6.209681241588497,0.0,0.0,-20.54742625554921,-20.54742625554921
2556,0.7462773231020395,-0.10668177493549581,1.0,30855.46321774723,1.0040618719468867e+27,117.4038586894999,61.19189426123285,3.760988581243201e+26,1186.3993010784368,8507.808378313832,-3163.3222577905553,1.0040618719468867e+27,0.06489265764897469,6.2105158082755185,0.0,0.0,-20.54966208823114,-20.54966208823114
2557,0.7461081400774113,-0.10667794189450656,1.0,30854.446448116596,1.0041176542164469e+27,117.40544458422299,61.191997166956824,3.761375628410368e+26,1185.9876769080468,8507.61920842027,-3162.7386262421537,1.0041176542164469e+27,0.06488357852555567,6.211313549374978,0.0,0.0,-20.55179914523545,-20.55179914523545
2558,0.7459455707545266,-0.10667425779769998,1.0,30853.46905417121,1.0041712538576946e+27,117.40696853685178,61.19209603980941,3.761747544734295e+26,1185.5922188466757,8507.437352035637,-3162.177815118905,1.0041712538576946e+27,0.06487485462873699,6.212080255698566,0.0,0.0,-20.553852954309264,-20.553852954309264
2559,0.7457886555012581,-0.10667070099763468,1.0,30852.525307987307,1.0042669873167112e+27,117.40843953718915,61.192191464549325,3.762106525642945e+26,1185.2106768878082,8507.262092932451,-3161.63654448416,1.0042669873167112e+27,0.06486643442906634,6.212820565058554,0.0,0.0,-20.555835605987163,-20.555835605987163
2560,0.7455544323730522,-0.10666539033421203,1.0,30851.115973521242,1.0043442081675555e+27,117.41063535062567,61.19233388533881,3.7626423659809584e+26,1184.6411447286594,8506.99983046188,-3160.8285654702177,1.0043442081675555e+27,0.06485386634425325,6.21392566850419,0.0,0.0,-20.55879555584579,-20.55879555584579
2561,0.7453430799796532,-0.10666059666295731,1.0,30849.843604143192,1.0044138833317428e+27,117.41261684754654,61.19246238183969,3.763125883423526e+26,1184.1273554727097,8506.76303429726,-3160.0994906526316,1.0044138833317428e+27,0.06484252600500276,6.214923127109858,0.0,0.0,-20.561466994424343,-20.561466994424343
2562,0.7451493744568528,-0.1066562019324467,1.0,30848.676930585643,1.0045546656818443e+27,117.41443297758332,61.19258013486115,3.7635690289567964e+26,1183.6567358261302,8506.54649918644,-3159.4313516411557,1.0045546656818443e+27,0.06483213297399054,6.215837747149509,0.0,0.0,-20.563915808391496,-20.563915808391496
2563,0.7449735263727346,-0.10665221126311851,1.0,30847.617363551457,1.0046039657771317e+27,117.41608174596861,61.19268702025457,3.763971321012288e+26,1183.2294246656604,8506.349207195168,-3158.8247574320194,1.0046039657771317e+27,0.06482269842906502,6.216668001765817,0.0,0.0,-20.56613922433112,-20.56613922433112
2564,0.7448044049090962,-0.10664837227422932,1.0,30846.597924953967,1.0046513793193977e+27,117.4176675031262,61.19278980611845,3.7643582239398755e+26,1182.8185406300213,8506.159373857734,-3158.241372707974,1.0046513793193977e+27,0.0648136251097169,6.21746666021241,0.0,0.0,-20.568277907171197,-20.568277907171197
2565,0.7445788203498765,-0.10664325011122375,1.0,30845.237521153536,1.0047271611424911e+27,117.41978277194399,61.19292689155887,3.764874298017221e+26,1182.2706286013154,8505.90612703385,-3157.4632359657385,1.0047271611424911e+27,0.06480152306672725,6.218532245438144,0.0,0.0,-20.571131098533623,-20.571131098533623
2566,0.7443532466269437,-0.1066381264966808,1.0,30843.876481829662,1.0048015086262089e+27,117.42189804076177,61.19306395140144,3.7653903464597636e+26,1181.7228789392211,8505.652727503446,-3156.6851445607676,1.0048015086262089e+27,0.06478942218294079,6.219598060143268,0.0,0.0,-20.573984707637752,-20.573984707637752
2567,0.744180391893212,-0.10663419917634308,1.0,30842.83305700409,1.0049069296241284e+27,117.42351901744566,61.19316896602891,3.765785788287482e+26,1181.3033418695768,8505.458828755785,-3156.088942287173,1.0049069296241284e+27,0.06478014979708975,6.220415117003925,0.0,0.0,-20.57617177297991,-20.57617177297991
2568,0.7440075435262661,-0.10663027100316437,1.0,30841.78925941422,1.0049638952899526e+27,117.42513999412954,61.1932739656266,3.766181215039722e+26,1180.8837987857478,8505.264464190037,-3155.4927326698357,1.0049638952899526e+27,0.06477087809137093,6.22123216945338,0.0,0.0,-20.578359083835345,-20.578359083835345
2569,0.7438423872018453,-0.10662651670810666,1.0,30840.79152741598,1.0050183227394767e+27,117.42668889042581,61.19337428213904,3.766559044155354e+26,1180.4830036285127,8505.078664767545,-3154.923060838374,1.0050183227394767e+27,0.06476201930937865,6.222013018039395,0.0,0.0,-20.580449360051322,-20.580449360051322
2570,0.743683727372187,-0.1066229092316625,1.0,30839.832687151556,1.0050706073515033e+27,117.42817691159041,61.19347064306282,3.766922010751928e+26,1180.0980452779277,8504.900096136593,-3154.3758023197615,1.0050706073515033e+27,0.06475350928342426,6.22276329553079,0.0,0.0,-20.582457694489012,-20.582457694489012
2571,0.7435306322000109,-0.10661942748232583,1.0,30838.907147069865,1.005163963751128e+27,117.4296127912985,61.19356361541755,3.767272246642249e+26,1179.7267449387812,8504.728056964792,-3153.847772602218,1.005163963751128e+27,0.06474529800078709,6.223487517824236,0.0,0.0,-20.5843958508442,-20.5843958508442
2572,0.7433020720348941,-0.10661422802102916,1.0,30837.52478130561,1.005239280075681e+27,117.43175654449084,61.19370240021716,3.7677951230488846e+26,1179.1724030702837,8504.47057734179,-3153.059424050086,1.005239280075681e+27,0.06473303963679668,6.224568787308236,0.0,0.0,-20.587289856003,-20.587289856003
2573,0.7430958242400251,-0.10660953463908557,1.0,30836.27674517036,1.0053072386967956e+27,117.43369111118359,61.19382761990012,3.768266954700328e+26,1178.6723015061634,8504.238097618058,-3152.3480440920257,1.0053072386967956e+27,0.06472197846201637,6.225544753164711,0.0,0.0,-20.589901833279846,-20.589901833279846
2574,0.7429068174363342,-0.10660523234409536,1.0,30835.132521262087,1.0053695135574972e+27,117.43546403532214,61.19394235807263,3.768699343569532e+26,1178.214109024386,8504.024938682061,-3151.6961383347466,1.0053695135574972e+27,0.0647118423555502,6.226439344068697,0.0,0.0,-20.592295873444566,-20.592295873444566
2575,0.7427313886344248,-0.10660123805054138,1.0,30834.070055939323,1.0054764701887431e+27,117.43710965894195,61.194048841668135,3.769100669592941e+26,1177.7890243877891,8503.827383827665,-3151.091105507011,1.0054764701887431e+27,0.0647024347785752,6.227269991816984,0.0,0.0,-20.594518277278194,-20.594518277278194
2576,0.7425227324225239,-0.10659648586904368,1.0,30832.80580068334,1.0055452153169095e+27,117.43906705518297,61.19417547901996,3.769578008744351e+26,1177.2834110905962,8503.59182851757,-3150.371440914524,1.0055452153169095e+27,0.06469124579767269,6.228258023980937,0.0,0.0,-20.597162056987038,-20.597162056987038
2577,0.7423315723846705,-0.10659213088610209,1.0,30831.64702778588,1.0056081916314864e+27,117.44086039706592,61.19429148334921,3.7700153214774055e+26,1176.8203005424327,8503.375909299451,-3149.712129053353,1.0056081916314864e+27,0.0646809954669312,6.229163422561851,0.0,0.0,-20.59958456819793,-20.59958456819793
2578,0.7421541972648258,-0.10658808885431277,1.0,30830.571365380667,1.0057370197502053e+27,117.44252448316111,61.19439911018091,3.770421098117749e+26,1176.3908241356628,8503.176016453554,-3149.1004173977108,1.0057370197502053e+27,0.06467148468099329,6.2300039204750295,0.0,0.0,-20.601832743612313,-20.601832743612313
2579,0.7419915167327049,-0.10658438075638932,1.0,30829.584434634882,1.0057825981731172e+27,117.44405076403895,61.194497810374706,3.770793257776638e+26,1175.9968502429444,8502.992027945716,-3148.539336608389,1.0057825981731172e+27,0.06466276212711136,6.230774730890225,0.0,0.0,-20.603894971821298,-20.603894971821298
2580,0.7418337695617093,-0.10658078426092896,1.0,30828.627083893338,1.0058267937784553e+27,117.4455308104705,61.194593508006044,3.771154131026753e+26,1175.614894345,8502.813542447042,-3147.9952760619617,1.0058267937784553e+27,0.0646543043767624,6.23152230814049,0.0,0.0,-20.605894937761384,-20.605894937761384
2581,0.7415941179368248,-0.10657531881963775,1.0,30827.172006174864,1.0059072481911035e+27,117.44777941251485,61.19473887536112,3.771702373575677e+26,1175.0347823052068,8502.542345636142,-3147.1687510204247,1.0059072481911035e+27,0.06464145579187998,6.232658344151851,0.0,0.0,-20.608933832409402,-20.608933832409402
2582,0.7413913630772465,-0.10657069333299989,1.0,30825.94033391486,1.0059740305481116e+27,117.44968190984373,61.194861845217964,3.772166207794852e+26,1174.544104234398,8502.31275669023,-3146.4694851684603,1.0059740305481116e+27,0.0646305858867519,6.233619724603107,0.0,0.0,-20.61150534820638,-20.61150534820638
2583,0.7412322048265885,-0.10656706145777983,1.0,30824.973099835574,1.0060710347103627e+27,117.45117538762503,61.194958363190494,3.77253030720006e+26,1174.1591059001466,8502.132798157221,-3145.920613516824,1.0060710347103627e+27,0.06462205357196202,6.234374680116673,0.0,0.0,-20.613524247397322,-20.613524247397322
2584,0.7410730520005979,-0.10656342885592217,1.0,30824.005549798825,1.0061234523427868e+27,117.45266886540632,61.195054868420634,3.772894393673407e+26,1173.7740954485516,8501.952418125918,-3145.3717335741994,1.0061234523427868e+27,0.06461352183623878,6.235129622182831,0.0,0.0,-20.615543354455337,-20.615543354455337
2585,0.7409196431366349,-0.10655992655261758,1.0,30823.072588359577,1.0061739754684005e+27,117.45410849048719,61.19514788174776,3.7732453394549144e+26,1173.4030469710897,8501.778475600922,-3144.8426680634684,1.0061739754684005e+27,0.06460529829186441,6.23585745268637,0.0,0.0,-20.617489851841686,-20.617489851841686
2586,0.7407712273612468,-0.10655653748842078,1.0,30822.169683224332,1.0062228525104552e+27,117.45550130428018,61.1952378593579,3.7735848623275476e+26,1173.044137446266,8501.610126672791,-3144.3308269263193,1.0062228525104552e+27,0.06459734265976982,6.236561720154443,0.0,0.0,-20.61937323986519,-20.61937323986519
2587,0.7406272086245437,-0.106553248122693,1.0,30821.293237339483,1.0063106173951178e+27,117.45685289624225,61.195325163390024,3.773914325883119e+26,1172.6960040851884,8501.447019033989,-3143.8341824357462,1.0063106173951178e+27,0.06458962296639235,6.237245359115521,0.0,0.0,-20.621201059289238,-20.621201059289238
2588,0.7404080969258507,-0.10654824230803504,1.0,30819.95925468072,1.006382773506601e+27,117.45890930324357,61.19545797386711,3.7744155745300105e+26,1172.166328964516,8501.198262038362,-3143.078545879033,1.006382773506601e+27,0.0645778785928319,6.238285499811524,0.0,0.0,-20.623982358538992,-20.623982358538992
2589,0.7402101619529101,-0.1065437189078989,1.0,30818.753628712024,1.0064479510393619e+27,117.46076704552195,61.195577933068044,3.774868377564738e+26,1171.6879606869563,8500.973421975514,-3142.395948659701,1.0064479510393619e+27,0.06456726976209401,6.239225345468076,0.0,0.0,-20.626495301038794,-20.626495301038794
2590,0.7400286453696073,-0.10653956955811937,1.0,30817.647531731942,1.0065077195395314e+27,117.46247076038833,61.19568792899806,3.775283620559724e+26,1171.249368007495,8500.767127741547,-3141.7699788970017,1.0065077195395314e+27,0.06455754131054162,6.240087426531341,0.0,0.0,-20.628800174876414,-20.628800174876414
2591,0.7398601002634447,-0.10653571573508104,1.0,30816.620070981306,1.0066104134077349e+27,117.4640527843741,61.19579005343166,3.775669188948779e+26,1170.8422984960405,8500.57585744973,-3141.1887811133242,1.0066104134077349e+27,0.0645485084084954,6.240888206091785,0.0,0.0,-20.630940660330502,-20.630940660330502
2592,0.7396589579521006,-0.10653111531781989,1.0,30815.39338337663,1.0066766404519171e+27,117.46594085217112,61.1959119152154,3.776129326766993e+26,1170.3564827400583,8500.347039490445,-3140.4951447091253,1.0066766404519171e+27,0.06453772893616408,6.241843904359407,0.0,0.0,-20.633495529257107,-20.633495529257107
2593,0.7394746503414836,-0.10652689873854165,1.0,30814.268873171335,1.0067373204596915e+27,117.46767096883715,61.19602356447164,3.776550952334446e+26,1169.9114263108677,8500.137264999508,-3139.859569926558,1.0067373204596915e+27,0.06452785206319266,6.24271981540548,0.0,0.0,-20.635836954990182,-20.635836954990182
2594,0.7393036384294289,-0.10652298531408387,1.0,30813.225064144783,1.006861447743923e+27,117.46927633851574,61.196127148172856,3.776942161721036e+26,1169.4987017306876,8499.94306439091,-3139.2698984227745,1.006861447743923e+27,0.06451868804322114,6.243532909063997,0.0,0.0,-20.63800980475688,-20.63800980475688
2595,0.7391466737838515,-0.10651939247891477,1.0,30812.266640610433,1.0069053967569396e+27,117.47074989177887,61.19622221369907,3.777301235782644e+26,1169.1198026283118,8499.764187958619,-3138.7286194017875,1.0069053967569396e+27,0.06451027706779733,6.2442791544289244,0.0,0.0,-20.640004453663988,-20.640004453663988
2596,0.7389943752289213,-0.10651590565421848,1.0,30811.336382556063,1.0069480386913965e+27,117.4721796882134,61.1963144444291,3.7776496350994626e+26,1168.75223282029,8499.590557620008,-3138.2034360388025,1.0069480386913965e+27,0.06450211639518424,6.245003349099119,0.0,0.0,-20.641940064731543,-20.641940064731543
2597,0.7387888673639313,-0.10651119938042132,1.0,30810.080608333254,1.0070156899834428e+27,117.47410909400203,61.19643888456298,3.7781197555761304e+26,1168.2563650052311,8499.356233435083,-3137.4947809005153,1.0070156899834428e+27,0.06449110500864143,6.245980796547487,0.0,0.0,-20.644552331315584,-20.644552331315584
2598,0.7386020127663386,-0.10650691904306174,1.0,30808.93830993523,1.0070771965024226e+27,117.47586344803378,61.19655201601109,3.77854720391368e+26,1167.805607381079,8499.143067049255,-3136.8504557626975,1.0070771965024226e+27,0.0644810935090129,6.246869731439051,0.0,0.0,-20.64692789138545,-20.64692789138545
2599,0.738452849651349,-0.10650350127084271,1.0,30808.026084698486,1.0071680520381607e+27,117.47726397214612,61.19664231774097,3.7788884286689756e+26,1167.4459314902047,8498.9731515807,-3136.3361355618235,1.0071680520381607e+27,0.0644731017726923,6.247579617930736,0.0,0.0,-20.648824537388798,-20.648824537388798
2600,0.7383036913234808,-0.10650008285739258,1.0,30807.11358200509,1.0072171472478049e+27,117.47866449625846,61.19673260827859,3.779229641940742e+26,1167.0862398289216,8498.802846415603,-3135.8218065985266,1.0072171472478049e+27,0.06446511054703473,6.248289485471451,0.0,0.0,-20.650721365723964,-20.650721365723964
2601,0.7381590290603375,-0.10649676676734551,1.0,30806.22829103594,1.0072647601768171e+27,117.48002284745783,61.19682016927508,3.779560569542122e+26,1166.7374493732896,8498.637610365442,-3135.322985497549,1.0072647601768171e+27,0.0644573604437027,6.248978075715121,0.0,0.0,-20.652561250231496,-20.652561250231496
2602,0.7380183849822266,-0.10649354210853172,1.0,30805.367312863735,1.007311049079761e+27,117.48134350921742,61.196905290670756,3.779882304705929e+26,1166.3984027714048,8498.476903169481,-3134.8380240578117,1.007311049079761e+27,0.06444982583972654,6.249647652924515,0.0,0.0,-20.654350248625818,-20.654350248625818
2603,0.7378813730314702,-0.10649040008388037,1.0,30804.528306655626,1.007383565718635e+27,117.48263010340183,61.19698820672015,3.780195730607647e+26,1166.0682219976013,8498.320503799976,-3134.365609895136,1.007383565718635e+27,0.06444248603520869,6.250300126042939,0.0,0.0,-20.656093253777186,-20.656093253777186
2604,0.7377573763741133,-0.10648755598550808,1.0,30803.768777545523,1.0074243730398206e+27,117.48379451177162,61.197063240223,3.780479382576351e+26,1165.7693985927278,8498.178717682873,-3133.938057896181,1.0074243730398206e+27,0.0644358436521522,6.2508906373134,0.0,0.0,-20.65767086102847,-20.65767086102847
2605,0.7376331905659389,-0.10648470702779628,1.0,30803.007876780437,1.0074652414643372e+27,117.48496072756305,61.19713838244234,3.780763466860546e+26,1165.47016214893,8498.036668577995,-3133.509856963374,1.0074652414643372e+27,0.06442919131324715,6.251482136591192,0.0,0.0,-20.65925104314909,-20.65925104314909
2606,0.7375092395296245,-0.10648186293615708,1.0,30802.24820203114,1.0075308396689025e+27,117.48612476975326,61.1972133768749,3.781047013703467e+26,1165.1715857997028,8497.895036008393,-3133.0824861268807,1.0075308396689025e+27,0.06442255172742371,6.252072677160201,0.0,0.0,-20.660828405767216,-20.660828405767216
2607,0.7373948675948719,-0.10647923817890685,1.0,30801.54704784384,1.007568476318722e+27,117.48719888079157,61.19728257055863,3.7813086473262886e+26,1164.89607313845,8497.764128193414,-3132.688129678628,1.007568476318722e+27,0.06441642541362767,6.252617590288075,0.0,0.0,-20.662284016690514,-20.662284016690514
2608,0.7372785396675772,-0.10647656807917269,1.0,30800.83371698307,1.0076067556407397e+27,117.48829138847476,61.19735294259462,3.781574755077679e+26,1164.6158859153306,8497.630940921359,-3132.2870317978586,1.0076067556407397e+27,0.06441019448142678,6.253171898522177,0.0,0.0,-20.66376466808296,-20.66376466808296
2609,0.737160961439818,-0.10647386881586993,1.0,30800.112529199137,1.0076689762144591e+27,117.48939566634746,61.1974240658699,3.781843722624802e+26,1164.332774420468,8497.496464975351,-3131.88164224986,1.0076689762144591e+27,0.06440389673704178,6.253732311112224,0.0,0.0,-20.665261383677986,-20.665261383677986
2610,0.7370513739844796,-0.10647135257694272,1.0,30799.440182467286,1.0077050355760033e+27,117.49042492123839,61.197490350874936,3.7820944104633216e+26,1164.0688916685751,8497.370918554316,-3131.503790573936,1.0077050355760033e+27,0.06439802713822855,6.254254643796609,0.0,0.0,-20.666656516589583,-20.666656516589583
2611,0.7369390166491112,-0.10646877231681323,1.0,30798.750669424946,1.0077420054387139e+27,117.4914802163397,61.1975583066222,3.782351434248224e+26,1163.7983737678055,8497.24216108982,-3131.116391172929,1.0077420054387139e+27,0.06439200932543027,6.254790249357491,0.0,0.0,-20.66808704841224,-20.66808704841224
2612,0.736824709255789,-0.10646614683555684,1.0,30798.049010328315,1.0078249273072669e+27,117.49255385324005,61.197627436973015,3.782612918567931e+26,1163.523291263382,8497.111484817457,-3130.72230257017,1.0078249273072669e+27,0.0643858872179655,6.255335356563326,0.0,0.0,-20.669542549584097,-20.669542549584097
2613,0.7367120951349478,-0.1064635598138201,1.0,30797.35756871033,1.0078564411335093e+27,117.49361161190211,61.197695538513095,3.78287052910495e+26,1163.2522136130767,8496.982312302693,-3130.334019072176,1.0078564411335093e+27,0.06437985594510243,6.255872314813744,0.0,0.0,-20.670976629825603,-20.670976629825603
2614,0.7365964556789535,-0.10646090284582625,1.0,30796.647369175036,1.0078888012096295e+27,117.49469781359556,61.19776546465811,3.7831350599068484e+26,1162.9738904349474,8496.84962959098,-3129.935307413629,1.0078888012096295e+27,0.06437366279603816,6.256423773049371,0.0,0.0,-20.672449380256936,-20.672449380256936
2615,0.7364125239536383,-0.10645667584029513,1.0,30795.517371716145,1.0079504771747065e+27,117.49642554059969,61.19787667626428,3.783555811829025e+26,1162.5312981865345,8496.638585951723,-3129.301144964191,1.0079504771747065e+27,0.06436381252521578,6.257301087587343,0.0,0.0,-20.674792182056617,-20.674792182056617
2616,0.7362211627298617,-0.10645227687794605,1.0,30794.341234811593,1.0080134332521166e+27,117.49822312798317,61.1979923666309,3.7839935581090485e+26,1162.0709240888254,8496.418899566897,-3128.641373300302,1.0080134332521166e+27,0.06435356478810879,6.258214039435434,0.0,0.0,-20.677230008246614,-20.677230008246614
2617,0.736046748176285,-0.10644826640009858,1.0,30793.268814052753,1.0081399371084202e+27,117.49986158837196,61.1980977997461,3.784392537370227e+26,1161.651552467701,8496.219112952465,-3128.0400851584586,1.0081399371084202e+27,0.06434422494366009,6.259046524447341,0.0,0.0,-20.67945229220355,-20.67945229220355
2618,0.7358886224548409,-0.10644462957525332,1.0,30792.296185194242,1.0081841785626578e+27,117.5013470838896,61.198193376514716,3.78475425466573e+26,1161.2712711582385,8496.03735336938,-3127.494908081717,1.0081841785626578e+27,0.06433575766209357,6.259801206001468,0.0,0.0,-20.68146732147101,-20.68146732147101
2619,0.735736704817927,-0.10644113473499227,1.0,30791.361416258304,1.0082266824559207e+27,117.50277430601811,61.19828519212672,3.7851017701473294e+26,1160.9059856134522,8495.862658308011,-3126.971140156388,1.0082266824559207e+27,0.06432762308058684,6.260526392104734,0.0,0.0,-20.683403497135174,-20.683403497135174
