# Frequencies [Hz],B1855+09,B1937+21,B1953+29,J0023+0923,J0030+0451,J0340+4130,J0406+3039,J0437-4715,J0509+0856,J0557+1551,J0605+3757,J0610-2100,J0613-0200,J0636+5128,J0645+5158,J0709+0458,J0740+6620,J0931-1902,J1012+5307,J1012-4235,J1022+1001,J1024-0719,J1125+7819,J1312+0051,J1453+1902,J1455-3330,J1600-3053,J1614-2230,J1630+3734,J1640+2224,J1643-1224,J1705-1903,J1713+0747,J1719-1438,J1730-2304,J1738+0333,J1741+1351,J1744-1134,J1745+1017,J1747-4036,J1751-2857,J1802-2124,J1811-2405,J1832-0836,J1843-1113,J1853+1303,J1903+0327,J1909-3744,J1910+1256,J1911+1347,J1918-0642,J1923+2515,J1944+0907,J1946+3417,J2010-1323,J2017+0603,J2033+1734,J2043+1711,J2124-3358,J2145-0750,J2214+3000,J2229+2643,J2234+0611,J2234+0944,J2302+4442,J2317+1439,J2322+2057
7.292944446425491202e-10,1.953606694596162763e-01,2.986566864932726162e+00,3.114654554059718805e+00,1.407338159081154005e-01,2.434920755683390725e-01,4.131075429275694044e-01,2.112736533711438938e+02,3.209908241030354326e+00,3.253340268256183208e+03,2.907509839598744747e+02,2.631685650076814909e+03,1.158965753555704850e+03,7.573705755221536717e-02,5.589426600171280235e+00,1.221764205909948720e-01,2.443037940075904316e+03,1.707762418141197114e-01,9.242221500852203508e-01,1.130168270320725810e-01,1.169253875000011794e+04,1.727991943624799092e+02,6.002137098396343795e+00,8.140292000677336048e+00,1.411476059519322916e+02,5.161852073073153413e+00,1.397053717708989229e-01,1.915232154574133400e-02,3.979376171087542491e-01,1.427217019524685611e+03,6.864446862568302984e-03,4.188344566901198163e-01,6.328446525105948695e+01,6.373899691423807676e-03,2.320485892748490926e+02,4.386870188951132121e+01,1.015037181391725385e+00,3.827774565758767372e-02,5.676559424830078526e-02,4.540064190940923254e+03,2.756894414543690175e+01,3.509000170555229374e+02,2.595240644920557315e+03,1.219596704694036760e+01,4.759221151723904697e-01,2.855551621062198464e+01,2.642177780783702135e-01,8.637829802273436997e+00,4.358887776123845925e-02,1.626729412129918895e-01,1.862482900421051357e-01,2.292896393444701988e-02,1.510457705148308405e-01,1.533061716378097128e-01,3.812439030925266792e+01,3.146864848836580797e-02,2.328920717923896322e-01,7.574347907151044446e+00,9.980714182745263272e-03,7.160138429210456934e+01,2.673168283541851181e-02,1.316295153467392343e+00,4.400911072677917146e-01,2.553842183209027450e-01,1.070681606856919377e+00,6.467660273656281156e+00,3.865711490867824226e-03,3.068304603769356653e+00
7.463393675465511962e-10,1.711521857226509513e-01,2.620249956569689953e+00,2.718040034435327712e+00,1.227288203675397787e-01,2.133605774874828276e-01,3.601965969833477721e-01,1.839902707790099612e+02,2.796058442684948631e+00,2.833360509687414378e+03,2.532726993753587976e+02,2.291756951418951758e+03,1.009249986187053651e+03,6.633918222214844895e-02,4.869039613652881293e+00,1.065387195816277360e-01,2.127639403536830741e+03,1.488157141290301078e-01,8.054847521147605605e-01,9.896123152330409123e-02,1.018168233100447833e+04,1.505561658846960995e+02,4.999928076433240776e+00,7.092606276355157391e+00,1.229448838759134475e+02,4.498327882463456717e+00,1.221862429821108931e-01,1.673176607088604217e-02,3.453058123684605296e-01,1.242396166599652361e+03,6.001817725649179203e-03,3.669178084900679426e-01,5.511256203599190684e+01,5.585589008764399975e-03,2.020683704396529379e+02,3.820049014692626344e+01,8.852094515673221142e-01,3.340091777679216750e-02,4.974156435891893824e-02,3.954716101258110484e+03,2.404254268232775971e+01,3.055637470838642571e+02,2.259977936319995933e+03,1.062021224488514903e+01,4.148289557304198905e-01,2.486662749756875712e+01,2.304512086376657720e-01,7.542752132583175673e+00,3.815764746710511440e-02,1.420197763546623693e-01,1.623250471879762458e-01,2.007405623825662261e-02,1.316782802224756577e-01,1.339918065583663442e-01,3.321851580096866741e+01,2.746057663413011690e-02,2.030205955851377420e-01,6.600526277552613230e+00,8.703755545090331031e-03,6.234897341179343044e+01,2.340315846137585795e-02,1.147841071791940504e+00,3.834378911282764757e-01,2.225770528697219308e-01,9.331706521810344546e-01,5.627694251535931613e+00,3.386094522019226540e-03,2.673123579174226272e+00
7.637826609563693531e-10,1.499880301143874939e-01,2.299689669601202802e+00,2.372199750225983284e+00,1.070360592194023186e-01,1.870138371560169377e-01,3.140856987084336693e-01,1.602328225400322879e+02,2.435633301326928013e+00,2.467643249344207561e+03,2.206318700359314562e+02,1.995765446101263024e+03,8.788868983034899429e+02,5.812429243146700203e-02,4.241626899821291374e+00,9.290983685934371683e-02,1.852993062935709759e+03,1.296851105457008102e-01,7.020387363409189563e-01,8.667759812533279429e-02,8.866159362194912319e+03,1.311814093587612717e+02,4.165483913872677135e+00,6.180008450608734272e+00,1.070924004189618017e+02,3.920286157463847232e+00,1.068871343974918536e-01,1.461955721282427387e-02,2.995972115479912379e-01,1.081505780517080439e+03,5.248644709710000196e-03,3.215324307357950717e-01,4.799670012999161628e+01,4.896303700260547752e-03,1.759638375580009324e+02,3.326507576966510982e+01,7.720511274267080060e-01,2.914864286146482547e-02,4.360005215071016682e-02,3.444931951403778385e+03,2.096894986720715082e+01,2.660883732765038303e+02,1.968052957546960897e+03,9.248168060805230795e+00,3.615992369128683270e-01,2.165458142427139521e+01,2.010178612061355174e-01,6.587458150799417211e+00,3.341182123730616904e-02,1.240054304514131150e-01,1.414823131259650979e-01,1.757931805994193686e-02,1.148017144030145653e-01,1.171327399607033082e-01,2.894512533248070341e+01,2.396569998733713569e-02,1.769918425160250663e-01,5.752179299837150594e+00,7.590791216939686212e-03,5.429281124498505307e+01,2.049456756950302286e-02,1.001024656123024492e+00,3.340905541171335091e-01,1.939946618355251340e-01,8.133651061726150377e-01,4.896715975739009963e+00,2.966850204782210763e-03,2.328921285755396475e+00
7.816336355072529795e-10,1.314817781086895232e-01,2.019104427988569483e+00,2.070610628433029454e+00,9.335784068790652090e-02,1.639718495410209531e-01,2.738989181198763778e-01,1.395454087598881756e+02,2.121730225343303022e+00,2.149173549305798588e+03,1.922035456213127134e+02,1.738029488038444470e+03,7.653738249900728761e+02,5.094212627788854975e-02,3.695177878804308147e+00,8.103109209979268701e-02,1.613830401920973827e+03,1.130192369911694056e-01,6.119116336761742936e-01,7.594062255878250567e-02,7.720706394862492743e+03,1.143046115916426686e+02,3.470668293655325254e+00,5.385058882192531371e+00,9.328646268725157142e+01,3.416697553815708943e+00,9.352480310764436922e-02,1.277621325241106408e-02,2.599052347223999582e-01,9.414476660494204907e+02,4.590950598157432332e-03,2.818490467265221677e-01,4.180033835136596565e+01,4.293483102571235208e-03,1.532337599669245662e+02,2.896768473182808634e+01,6.734163931519888679e-01,2.544066348097883193e-02,3.822910361026893994e-02,3.000948681026353370e+03,1.828987333216401012e+01,2.317159184633037512e+02,1.713861261266144083e+03,8.053488755843199343e+00,3.152190159593383223e-01,1.885771269907733227e+01,1.753601236229575255e-01,5.754024756006587360e+00,2.926419381925753765e-02,1.082913379589601766e-01,1.233227617391791237e-01,1.539893227553016178e-02,1.000950511027752649e-01,1.024150269798608515e-01,2.522257285869864774e+01,2.091807953363388969e-02,1.543105005595035162e-01,5.013116221610764534e+00,6.620707105761036194e-03,4.727817777406129807e+01,1.795248929253271883e-02,8.730597428179845965e-01,2.911058253394003259e-01,1.690921029765986294e-01,7.089814329152053229e-01,4.260594126746142685e+00,2.600309992385252834e-03,2.029114306950797975e+00
7.999018194407340264e-10,1.152963610528535687e-01,1.773448796024754470e+00,1.807589630201273945e+00,8.143486522217380230e-02,1.438158810801613563e-01,2.388733301973723355e-01,1.215310972158496838e+02,1.848338973039355349e+00,1.871843706598592235e+03,1.674435625313033995e+02,1.513602368710484370e+03,6.665318383721948976e+02,4.466162311888900033e-02,3.219234500180522485e+00,7.067717064222106549e-02,1.405564290160473547e+03,9.850007215137611405e-02,5.333856881512158976e-01,6.655381139911882571e-02,6.723328261485473377e+03,9.960330839899040711e+01,2.892070528578523980e+00,4.692571247536094781e+00,8.126264167332709576e+01,2.977957236051624434e+00,8.185230980643792842e-02,1.116732532510353836e-02,2.254416053905618500e-01,8.195247134450579551e+02,4.016550704635046300e-03,2.471443221094453413e-01,3.640459588061066398e+01,3.766170107053659448e-03,1.334417474581034924e+02,2.522580352824463645e+01,5.874361428093357596e-01,2.220705941223780414e-02,3.353105828217881751e-02,2.614265375867114926e+03,1.595453801499267854e+01,2.017864597670956357e+02,1.492523379968558402e+03,7.013236782950262871e+00,2.748052513129595198e-01,1.642233291442071774e+01,1.529922728184275882e-01,5.026833885562792759e+00,2.563871605819013216e-02,9.458249409709873490e-02,1.075003721479466240e-01,1.349294251403679312e-02,8.727869791840167646e-02,8.956502188771209294e-02,2.197976095891346660e+01,1.826026850662408607e-02,1.345451869118433896e-01,4.369237553573458221e+00,5.775112163183600093e-03,4.117036908103357717e+01,1.573033626406960053e-02,7.615195241903880419e-01,2.536623190080570800e-01,1.473948028841081115e-01,6.180309504548983091e-01,3.707028688393145810e+00,2.279785278049816996e-03,1.767970036034498982e+00
8.185969636904869295e-10,1.011377355806788725e-01,1.558319260854047483e+00,1.578185396523174022e+00,7.104126843658695178e-02,1.261806140548448751e-01,2.083444206274577271e-01,1.058442944899609159e+02,1.610226246138322992e+00,1.630335889753468564e+03,1.458780963082904805e+02,1.318177230743530799e+03,5.804638615636952181e+02,3.916845992902594220e-02,2.804690471126066065e+00,6.165181503431201027e-02,1.224200835356794869e+03,8.585067008239880004e-02,4.649649401140187321e-01,5.834578367350398004e-02,5.854875191377447663e+03,8.679669848316771663e+01,2.410210994985501287e+00,4.089321230967788878e+00,7.079069402161567837e+01,2.595700765480171146e+00,7.165435120190273566e-02,9.762904100191082193e-03,1.955209514761819256e-01,7.133889772071191828e+02,3.514822313496980457e-03,2.167872741603701359e-01,3.170596750359910132e+01,3.304805546436152038e-03,1.162078607828270265e+02,2.196759279772022566e+01,5.124822551367649304e-01,1.938691411028638234e-02,2.942071641888573119e-02,2.277480035798237623e+03,1.391871559255996438e+01,1.757254416425275849e+02,1.299791025436851214e+03,6.107441808439501685e+00,2.395888890914024683e-01,1.430169846975779535e+01,1.334911948913194146e-01,4.392275463742510766e+00,2.246906240051217349e-02,8.262183949784020209e-02,9.371379876535432252e-02,1.182650065770915471e-02,7.610914025533176142e-02,7.834419144601126317e-02,1.915477715838965977e+01,1.594221692822384365e-02,1.173201892242491107e-01,3.808264771063067045e+00,5.037986792589242008e-03,3.585210742965890773e+01,1.378747721215093681e-02,6.642901467707914565e-01,2.210447763621747330e-01,1.284894633163170263e-01,5.387817290787216828e-01,3.225313713659367920e+00,1.999441661203120273e-03,1.540496666453642804e+00
8.377290470870542820e-10,8.874936735359832685e-02,1.369872116543638940e+00,1.378083885819135324e+00,6.198030459527958252e-02,1.107473011674504765e-01,1.817333777034549347e-01,9.218410423109484952e+01,1.402835212685653143e+00,1.420019960755006650e+03,1.270945655549842428e+02,1.148004285631273660e+03,5.055182027032740280e+02,3.436290463728633449e-02,2.443616455849841440e+00,5.378407334518119781e-02,1.066262640642316228e+03,7.482985130218954006e-02,4.053465654695196929e-01,5.116704846418818758e-02,5.098674649875518298e+03,7.564025738338604299e+01,2.008880277194857289e+00,3.563792890226441745e+00,6.167014075875786006e+01,2.262643795177157191e+00,6.274319382155134350e-02,8.536810734234331899e-03,1.695474072073608063e-01,6.209964759608718623e+02,3.076503834784715275e-03,1.902274294837942026e-01,2.761433448691915160e+01,2.901049024638309784e-03,1.012013077840508117e+02,1.913050623107903903e+01,4.471364844670436267e-01,1.692715339225175919e-02,2.582374185319001939e-02,1.984147459185700654e+03,1.214387932589131935e+01,1.530326306409998551e+02,1.131965426123081897e+03,5.318716797877188540e+00,2.089001361642822963e-01,1.245511204605004174e+01,1.164883041367256455e-01,3.838488684972864995e+00,1.969738280339030159e-02,7.218536966295782675e-02,8.170059855983276276e-02,1.036921120793372897e-02,6.637428135242069704e-02,6.854459700537555988e-02,1.669370661088275298e+01,1.392031761208118931e-02,1.023082744161538382e-01,3.319504968116808730e+00,4.395376689244308646e-03,3.122128650054047583e+01,1.208847249794061871e-02,5.795303058035941035e-01,1.926303456536116177e-01,1.120161433010488788e-01,4.697254158027820981e-01,2.806130814831394371e+00,1.754189391131095793e-03,1.342347411253971945e+00
8.573082816841868760e-10,7.790742417293641808e-02,1.204751891667762198e+00,1.203526195246988673e+00,5.408058782569170192e-02,9.723780014604373190e-02,1.585360264960744281e-01,8.028854480874579735e+01,1.222198027688494726e+00,1.236864517294019151e+03,1.107337124848036609e+02,9.998187431879246105e+02,4.402568076423674484e+02,3.015794558324111710e-02,2.129107886059080190e+00,4.692503225976182857e-02,9.287219914346542282e+02,6.522758036952538974e-02,3.533959204745169003e-01,4.488719714347105816e-02,4.440210819166302826e+03,6.592104799443868046e+01,1.674589507130550770e+00,3.105957823410534058e+00,5.372641798319852313e+01,1.972442492572405115e+00,5.495513161275765446e-02,7.466261216004927564e-03,1.470029562049641469e-01,5.405678433810618344e+02,2.693519838857223389e-03,1.669845047656609294e-01,2.405123282824015263e+01,2.547622782046290828e-03,8.813408466164791832e+01,1.666008819713592359e+01,3.901633709932446625e-01,1.478153407853728500e-02,2.267527021548133154e-02,1.728655511372690398e+03,1.059646810299657815e+01,1.332724994589582934e+02,9.858262316044839508e+02,4.631923781390993256e+00,1.821556370398362823e-01,1.084714034905332802e+01,1.016625060305539757e-01,3.355136679853729209e+00,1.727321527058658587e-02,6.307787559189133308e-02,7.123220465364589471e-02,9.094560025936938158e-03,5.788938461582370659e-02,5.998495901838854505e-02,1.454959832749524118e+01,1.215657534852997330e-02,8.922442700846003327e-02,2.893645942887507427e+00,3.835126239050507587e-03,2.718900840415415487e+01,1.060240803515893025e-02,5.056360607098164817e-01,1.678766365403672745e-01,9.766136493224703008e-02,4.095483479287096995e-01,2.441369399606940771e+00,1.539587902660821553e-03,1.169737110725789009e+00
8.773451182096989311e-10,6.841658705229257398e-02,1.060028963114074463e+00,1.051236991375224195e+00,4.719281895727718557e-02,8.540937499836838420e-02,1.383131929548128969e-01,6.992951514477506691e+01,1.064859669780685358e+00,1.077359444661191446e+03,9.648270787072767973e+01,8.707780665842013832e+02,3.834276206411203702e+02,2.647766150496755691e-02,1.855152457036186364e+00,4.094497227843219705e-02,8.089426868471664420e+02,5.686094115316620012e-02,3.081248128206079961e-01,3.939245678848045384e-02,3.866845555145907838e+03,5.745363754396201728e+01,1.396113176852427973e+00,2.707082894105357962e+00,4.680752550840657733e+01,1.719572008624790094e+00,4.814739976156503370e-02,6.531394626591225348e-03,1.274372897811033578e-01,4.705540728031019739e+02,2.358828631197001664e-03,1.466394142996206296e-01,2.094834557560112032e+01,2.238175628305068363e-03,7.675544005668739089e+01,1.450892695759262985e+01,3.404866507678463994e-01,1.290976321292650400e-02,1.991869603813849199e-02,1.506117398616850778e+03,9.247245562486327231e+00,1.160658552880247356e+02,8.585696166387760968e+02,4.033882869150384742e+00,1.588473083484298887e-01,9.446933074399572305e+00,8.873406922156404364e-02,2.933210252208200419e+00,1.515253830471823167e-02,5.512923404574139596e-02,6.210954973033524368e-02,7.979416570036044001e-03,5.049354037682448476e-02,5.250722878934786092e-02,1.268156508928540660e+01,1.061788335329090678e-02,7.782039677451302317e-02,2.522577778204442289e+00,3.346646361693963404e-03,2.367787471151871159e+01,9.302314906184107682e-03,4.412101965219770161e-01,1.463113193428189351e-01,8.515211045891260544e-02,3.571064009454001931e-01,2.123970189799924135e+00,1.351762627637685373e-03,1.019369625594573447e+00
8.978502516437216491e-10,6.010639963519565088e-02,9.331451739599458950e-01,9.183621794052602150e-01,4.118693520668342128e-02,7.505016516561530127e-02,1.206823130649532089e-01,6.090841190534778349e+01,9.278116298016327868e-01,9.384484878520983102e+02,8.406914785506737076e+01,7.584073461295992047e+02,3.339405214537842994e+02,2.325580106454471288e-02,1.616514762446340958e+00,3.573089045210627035e-02,7.046293970444388606e+02,4.957063248263824523e-02,2.686725817420970164e-01,3.458355822359968079e-02,3.367575452681289789e+03,5.007654257640182749e+01,1.164108855672230103e+00,2.359562820478033895e+00,4.078110903202151150e+01,1.499220659436055092e+00,4.219548588075929668e-02,5.714897062887273546e-03,1.104589837571386957e-01,4.096066961523391683e+02,2.066289459262981177e-03,1.288264333378504878e-01,1.824619022033824578e+01,1.967164357647906928e-03,6.684705547197094688e+01,1.263574333566211294e+01,2.971687130291695289e-01,1.127673098873170458e-02,1.750461570338419925e-02,1.312277876708580834e+03,8.070742006770235122e+00,1.010825514427350527e+02,7.477543942746415269e+02,3.513118919910080962e+00,1.385326165603864013e-01,8.227629995666204010e+00,7.745928903381557595e-02,2.564856932702002545e+00,1.329694523969748854e-02,4.819117645225701185e-02,5.415925521143591381e-02,7.003600155467806614e-03,4.404658926303259975e-02,4.597360199564733130e-02,1.105399975091214060e+01,9.275393120169266731e-03,6.787995105725942724e-02,2.199237490312764276e+00,2.920712345412463610e-03,2.062049862871084827e+01,8.164663628153242050e-03,3.850355435953300431e-01,1.275230693171342522e-01,7.425059539508220563e-02,3.114030878225354515e-01,1.847789007724524035e+00,1.187332500365516743e-03,8.883746204437682481e-01
9.188346269272972708e-10,5.282808661544401152e-02,8.218664256212310226e-01,8.024146173462848308e-01,3.594962804970050496e-02,6.597523656576978479e-02,1.053101260960479235e-01,5.305231376443695268e+01,8.084341766662287432e-01,8.174705473277717829e+02,7.325582723453877065e+01,6.605517411809820487e+02,2.908463759846321182e+02,2.043454491641688575e-02,1.408635850552621527e+00,3.118434314046969469e-02,6.137835726805186596e+02,4.321791687363624179e-02,2.342896238632460049e-01,3.037387814652006690e-02,2.932820346462316593e+03,4.364913364328087653e+01,9.708008659637373805e-01,2.056774412072095437e+00,3.553191973929408221e+01,1.307197788124505156e+00,3.699078731744794013e-02,5.001674038899308478e-03,9.572782261965086248e-02,3.565518232000923717e+02,1.810546818851502780e-03,1.132263683755116018e-01,1.589297592029562445e+01,1.729750395273752916e-03,5.821884932757931352e+01,1.100459730924186807e+01,2.593927109528834096e-01,9.851842689569408062e-03,1.538990616385345692e-02,1.143431591363849975e+03,7.044768403182727567e+00,8.803514207905986666e+01,6.512551015793247871e+02,3.059640989876705408e+00,1.208261123058325115e-01,7.165844771302351646e+00,6.762584017659582780e-02,2.243232079798717749e+00,1.167292474503376157e-02,4.213447463316919578e-02,4.723031303440530793e-02,6.149501985652974963e-03,3.842644314351198465e-02,4.026391697263312364e-02,9.635892879949274459e+00,8.103965609836942530e-03,5.921474063591011805e-02,1.917473762188981468e+00,2.549287796463177869e-03,1.795820969641339104e+01,7.168923448217544465e-03,3.360517439065797141e-01,1.111536819583535396e-01,6.474971729042594548e-02,2.715704892147616234e-01,1.607478205684045092e+00,1.043346779299249814e-03,7.742525226191738774e-01
9.403094448044261117e-10,4.645178076319474852e-02,7.242413472333186775e-01,7.012268358482722785e-01,3.138218168882280640e-02,5.802313961037750684e-02,9.190631179556807417e-02,4.621065935847202866e+01,7.044460908103524766e-01,7.121085696057139103e+02,6.383618876462570313e+01,5.753350755243531012e+02,2.533187975974600761e+02,1.796342680684201443e-02,1.227545771432324351e+00,2.721956742559214146e-02,5.346650585974797423e+02,3.768196372900800561e-02,2.043230484971253480e-01,2.668782002588828209e-02,2.554239179233868526e+03,3.804894023529836744e+01,8.097171522937494093e-01,1.792949654176443808e+00,3.095960250803751279e+01,1.139853537678759077e+00,3.243856994775352887e-02,4.378565107680360349e-03,8.294812203591543642e-02,3.103675414295823884e+02,1.586929654475066316e-03,9.956060468684589659e-02,1.384360857711376624e+01,1.521709713705335929e-03,5.070532394660268949e+01,9.584197267634911199e+00,2.264469828663874806e-01,8.608436852628865640e-03,1.353692195408820638e-02,9.963519808261362414e+02,6.149993155300727210e+00,7.667335795612960681e+01,5.672211556683694198e+02,2.664750319776028498e+00,1.053920588055221597e-01,6.241215542430774477e+00,5.904872958763346391e-02,1.962369181298128762e+00,1.025123382102574240e-02,3.684648952486743734e-02,4.119119632903693595e-02,5.401755768606608318e-03,3.352675224455842901e-02,3.527338811743731262e-02,8.400238624386055619e+00,7.081693266882435438e-03,5.166069981224171576e-02,1.671929163820196962e+00,2.225371327734866449e-03,1.563992609899897346e+01,6.297178288731272028e-03,2.933350184240234304e-01,9.689120785636250177e-02,5.646909278457921955e-02,2.368526484908160812e-01,1.398383453825304601e+00,9.172299850352207996e-04,6.748265990149614479e-01
9.622861678006529918e-10,4.086410595023021869e-02,6.385652608655890683e-01,6.129098587434766987e-01,2.739859067966333647e-02,5.105290894012941283e-02,8.021794950621931319e-02,4.025235504818109433e+01,6.138608990974215862e-01,6.203450499306618440e+02,5.563036102635924607e+01,5.011237899297212266e+02,2.206382682999591509e+02,1.579839322572179974e-02,1.069787434562752049e+00,2.376184516290684445e-02,4.657586736755221182e+02,3.285753599689644061e-02,1.782041870214904067e-01,2.345940301474847348e-02,2.224569695834582035e+03,3.316930418604887620e+01,6.754703915727944263e-01,1.563065201910207591e+00,2.697677020105911083e+01,9.940089943968934971e-01,2.845618958851334895e-02,3.834095255063192827e-03,7.186292007553425620e-02,2.701642415053964896e+02,1.391363533053576601e-03,8.758591815925141633e-02,1.205882463536118365e+01,1.339354310981002516e-03,4.416238521152777707e+01,8.347298646443144676e+00,1.977114853123178584e-01,7.523278515966866885e-03,1.191279526586293443e-02,8.682293741999802705e+02,5.369573531636164354e+00,6.677929699222129045e+01,4.940412945026133684e+02,2.320873167041948459e+00,9.193801294021859694e-02,5.436013678377047853e+00,5.156677185310840766e-02,1.717066877569680683e+00,9.006351369270648027e-03,3.222903602009912633e-02,3.592734352987757979e-02,4.746950659511136456e-03,2.925487368152711667e-02,3.091063117925246101e-02,7.323517396612539088e+00,6.189483715648366920e-03,4.507491164687345980e-02,1.457937597875262226e+00,1.942863047468886429e-03,1.362117289297954237e+01,5.533792044399635061e-03,2.560805476475525033e-01,8.446397522621477971e-02,4.925160687071931248e-02,2.065911128559107801e-01,1.216453897436873932e+00,8.067339094429284247e-04,5.882012299974872516e-01
9.847765263413464795e-10,3.596607035221159598e-02,5.633487617832694250e-01,5.358173363198145411e-01,2.392392063752287260e-02,4.494144803875177452e-02,7.002469296547050859e-02,3.506325687053523410e+01,5.349487700926118805e-01,5.404232915052581347e+02,4.848170871434376750e+01,4.364955586594448960e+02,1.921783144299299408e+02,1.390098377350225747e-02,9.323503136097043287e-01,2.074607830907859371e-02,4.057451142447272332e+02,2.865297586792639808e-02,1.554377165792628357e-01,2.063103209169612692e-02,1.937488879749259240e+03,2.891733647446445588e+01,5.635758995205933930e-01,1.362746161566590342e+00,2.350732703335886598e+01,8.668953607833750352e-01,2.497154217359297615e-02,3.358258320230689004e-03,6.224892430480830074e-02,2.351674896249265601e+02,1.220294118194984638e-03,7.708995303964079338e-02,1.050443694714620513e+01,1.179463762796557425e-03,3.846457372459303770e+01,7.270180374069939333e+00,1.726459779600420519e-01,6.576117851172643032e-03,1.048882582378856190e-02,7.566170958500783854e+02,4.688834687927993627e+00,5.816323711542505492e+01,4.303126185782221569e+02,2.021415267972323182e+00,8.020923578511937602e-02,4.734803145350307219e+00,4.503951967587360716e-02,1.502790547890778594e+00,7.916001960268504237e-03,2.819652311547435342e-02,3.133896763648658795e-02,4.173381077995686611e-03,2.553010244020351149e-02,2.709594278668755671e-02,6.385245438560470888e+00,5.410697168050896018e-03,3.933287820929037837e-02,1.271435001768595141e+00,1.696448289096339239e-03,1.186322727111833153e+01,4.865116874990344994e-03,2.235871275771866840e-01,7.363538529642008057e-02,4.296040813508052864e-02,1.802123430655089842e-01,1.058163952301269140e+00,7.098957855893453040e-04,5.127255788431702710e-01
1.007792525013030235e-09,3.167122991416136679e-02,4.972903207512002210e-01,4.685143051936089265e-01,2.089288061057608184e-02,3.958124921248399458e-02,6.113456828453448649e-02,3.054397826301032737e+01,4.662033374278073961e-01,4.708136764026717742e+02,4.225382905715196102e+01,3.802119664012347471e+02,1.673934709796708376e+02,1.223761670613415439e-02,8.126127245636307617e-01,1.811554822156594829e-02,3.534756216263615443e+02,2.498845083913459053e-02,1.355921893631520936e-01,1.815242609697495513e-02,1.687491447911454088e+03,2.521213818470711132e+01,4.703001423167457729e-01,1.188182311345438169e+00,2.048500879058203594e+01,7.561009902599303834e-01,2.192171321183015997e-02,2.942328311038367502e-03,5.391211655992539376e-02,2.047031170768466666e+02,1.070620488280782335e-03,6.788727989431883603e-02,9.150678201397045797e+00,1.039225552538461774e-03,3.350265422100734014e+01,6.332189060751388432e+00,1.507797339820350357e-01,5.749305736340371183e-03,9.239949007661197103e-03,6.593845401375805295e+02,4.094990132612378098e+00,5.065999088048508980e+01,3.748136381380236344e+02,1.760635130799306225e+00,6.998382536727765224e-02,4.124143947407088895e+00,3.934459059405192444e-02,1.315586580187039667e+00,6.960740758725065397e-03,2.467433382352042168e-02,2.733914857935658763e-02,3.670828651894106950e-03,2.228213088081051549e-02,2.375980142446957114e-02,5.567582617996987615e+00,4.730830606294893735e-03,3.432614348296757212e-02,1.108881591820505275e+00,1.481496354086294471e-03,1.033237442290387165e+01,4.279238957182308553e-03,1.952438070411037230e-01,6.419938059313080869e-02,3.747629230588640781e-02,1.572167501220436692e-01,9.204452308940485050e-01,6.250018255060544930e-04,4.469619587827818874e-01
1.031346448970994831e-09,2.790408731106807858e-02,4.392523916881500567e-01,4.097499773267955780e-01,1.824857976780475122e-02,3.487840580440434990e-02,5.338031456573573419e-02,2.660798140528306277e+01,4.063128137385838556e-01,4.101842997268610134e+02,3.682793665796116045e+01,3.311947202119512781e+02,1.458088031110081317e+02,1.077896612441545630e-02,7.082915681910466610e-01,1.582083515525738171e-02,3.079499267623861556e+02,2.179442647507973119e-02,1.182917857441264931e-01,1.597968333990998011e-02,1.469784066940276034e+03,2.198325145875724473e+01,3.925347047074606577e-01,1.036055152661354839e+00,1.785211184475647173e+01,6.595252670895778158e-01,1.925180084861101773e-02,2.578695015678332102e-03,4.668392994659988776e-02,1.781842399848721641e+02,9.396370296132013251e-04,5.981595913275385146e-02,7.971629293587567666e+00,9.161830502147703774e-04,2.918151687614242462e+01,5.515342163730913683e+00,1.317025787818291438e-01,5.027458915796174412e-03,8.144272157339217319e-03,5.746763147765773283e+02,3.576898280272877706e+00,4.412573174541823562e+01,3.264808075802355916e+02,1.533533722881349259e+00,6.106847827442141857e-02,3.592333936739648514e+00,3.437533875390308413e-02,1.152007687311486173e+00,6.123591733090063757e-03,2.159741390017811541e-02,2.385217208737112557e-02,3.230372151680571766e-03,1.944970722525480450e-02,2.084156130518080574e-02,4.854990925025345128e+00,4.137242699986604447e-03,2.996022333833139525e-02,9.671941569790194482e-01,1.293972327791153166e-03,8.999259679298866388e+00,3.765756873216813839e-03,1.705182503376042880e-01,5.597649909043188321e-02,3.269542390446057711e-02,1.371691485972294788e-01,8.006272873873726548e-01,5.505554350931243877e-04,3.896582900402072447e-01
