# Frequencies [Hz],B1855+09,B1937+21,B1953+29,J0023+0923,J0030+0451,J0340+4130,J0406+3039,J0437-4715,J0509+0856,J0557+1551,J0605+3757,J0610-2100,J0613-0200,J0636+5128,J0645+5158,J0709+0458,J0740+6620,J0931-1902,J1012+5307,J1012-4235,J1022+1001,J1024-0719,J1125+7819,J1312+0051,J1453+1902,J1455-3330,J1600-3053,J1614-2230,J1630+3734,J1640+2224,J1643-1224,J1705-1903,J1713+0747,J1719-1438,J1730-2304,J1738+0333,J1741+1351,J1744-1134,J1745+1017,J1747-4036,J1751-2857,J1802-2124,J1811-2405,J1832-0836,J1843-1113,J1853+1303,J1903+0327,J1909-3744,J1910+1256,J1911+1347,J1918-0642,J1923+2515,J1944+0907,J1946+3417,J2010-1323,J2017+0603,J2033+1734,J2043+1711,J2124-3358,J2145-0750,J2214+3000,J2229+2643,J2234+0611,J2234+0944,J2302+4442,J2317+1439,J2322+2057
4.420909259942039661e-09,6.433191633695190556e-05,6.876593127062338153e-04,3.631914026647380458e-04,1.065646259266459750e-05,4.031016315514167830e-05,2.786744398679243944e-05,5.549924422367154622e-03,1.010621654631987140e-04,8.899091174116464942e-02,9.423881485684801676e-03,6.721861206304832748e-02,2.917768372723154174e-02,3.859212395060087421e-05,1.843276874264140766e-04,8.947807878332901844e-06,6.555111854695563900e-02,7.289552066766137092e-06,4.369210354488099030e-05,1.178444752894656133e-04,2.855819732399296762e-01,6.508205736306738216e-03,1.741257766964602371e-05,3.133097606177942312e-04,4.330643493207646071e-03,2.266235717303943797e-04,4.095810085237600745e-05,5.297176296449313988e-06,6.489291842021542285e-06,2.791164631592209580e-02,1.281418107534201933e-06,5.220646939190924695e-04,1.671077794747537074e-03,4.231136268091983420e-06,5.765861977339632564e-03,1.079611413862772897e-03,6.558577300165529644e-05,4.365929626515055846e-06,2.301149223882099329e-05,1.427730768486673019e-01,2.098635478379991173e-03,8.706787060461105426e-03,6.523670789299122752e-02,3.017676324380736850e-04,2.442162469012424669e-05,7.185362905058731344e-04,2.216972142732823671e-05,1.729105267625926723e-03,9.575680030442212446e-06,2.585347695882988514e-05,8.918070175783642824e-06,1.609605659261570149e-05,8.586248761370113812e-06,5.253319612021640751e-05,1.498779329283352968e-03,3.963507154054303017e-06,1.334823583204606918e-05,3.268903898199859519e-04,7.437233125070302583e-07,1.743690281173199954e-03,2.563392900216243919e-05,9.706854757913204801e-05,1.673414638367926263e-05,1.222169543516717792e-05,5.229469308314150161e-05,1.427560343531469140e-04,4.826891695942266926e-06,1.093441763063059824e-04
4.524233860938053037e-09,5.941327344037454548e-05,6.266577591116293238e-04,3.424414467476957725e-04,9.898148191078270236e-06,3.666127956058359930e-05,2.575907375423554618e-05,4.895103084195140918e-03,8.992463029227235559e-05,7.864884054231571775e-02,8.399742824681611167e-03,5.920077277178455860e-02,2.567472159360218928e-02,3.605736961987798919e-05,1.644329232604690538e-04,8.305950047923292518e-06,5.784630502170223093e-02,6.587014891436359730e-06,3.967137639056544392e-05,1.156613055743145390e-04,2.509278593079646846e-01,5.841154551689172955e-03,1.573213405266326827e-05,2.815944371189558603e-04,3.849277826315373238e-03,2.048992147965612116e-04,3.915586925981194479e-05,5.178217550115687928e-06,5.813741623108122726e-06,2.428602622845483713e-02,1.207828357681703504e-06,5.086322223996683073e-04,1.474151755375260973e-03,3.977365317833036256e-06,5.070987678425615923e-03,9.490358527585048519e-04,5.988199068779098992e-05,4.120879685006672615e-06,2.136691720223965683e-05,1.270242233277988630e-01,1.946525587253310815e-03,7.657077604520527367e-03,5.740419455632492923e-02,2.653465792020704914e-04,2.224502281029805140e-05,6.323148171756343746e-04,2.065774896900155312e-05,1.668008582154700001e-03,8.734310386736054421e-06,2.462606887222969093e-05,8.098469039761482273e-06,1.546634656035791627e-05,7.850873119055284233e-06,5.110026316235724390e-05,1.348494924803589172e-03,3.772398145805601626e-06,1.223943266139170517e-05,2.953728629949717798e-04,6.898592949966105926e-07,1.532045719083208885e-03,2.545731614542859930e-05,9.009449059674513535e-05,1.503839410814980720e-05,1.110510539697976499e-05,4.755070305585621906e-05,1.265718426197084013e-04,4.733149160379572482e-06,9.792109343324781920e-05
4.629973343702332082e-09,5.494419477592739614e-05,5.709753207163420887e-04,3.238373346378767585e-04,9.221629298784991295e-06,3.337720400856845026e-05,2.387959400131043903e-05,4.320291239583375249e-03,8.009843257426619298e-05,6.955983317339203831e-02,7.495616182051106045e-03,5.216834588330920841e-02,2.260352802811058451e-02,3.371083463186842050e-05,1.468601758676582321e-04,7.734210926355653497e-06,5.107831041062101118e-02,5.963133854710146400e-06,3.609418185798159227e-05,1.132639988006712694e-04,2.205732955447294030e-01,5.250031733591386043e-03,1.427216197559501199e-05,2.534819352631772962e-04,3.424907742790962023e-03,1.855867336329867254e-04,3.750037573403293390e-05,5.077106114053393573e-06,5.223089667680969507e-06,2.113255758720050670e-02,1.141984691042694784e-06,4.946114560128544828e-04,1.301258214594869234e-03,3.742737852232663280e-06,4.462015566067018511e-03,8.346355347433878288e-04,5.474929664450567905e-05,3.902238721446663184e-06,1.986547022199308777e-05,1.131295219946613778e-01,1.810269875875982187e-03,6.737177163654542618e-03,5.053749373867875289e-02,2.334320935481412358e-04,2.030432346941477768e-05,5.567231305328574882e-04,1.930416850162583681e-05,1.613566090345730768e-03,7.974879649671983269e-06,2.351587969643897870e-05,7.368859220934744651e-06,1.484485847766002162e-05,7.193899647431498012e-06,4.974620374326708429e-05,1.215220647070208975e-03,3.604741568903736715e-06,1.125119190987954137e-05,2.673667406543980027e-04,6.417553312800969622e-07,1.346679030623058057e-03,2.526957347490750642e-05,8.387795577010533619e-05,1.353584902469902921e-05,1.011158537837186101e-05,4.332734464406654115e-05,1.124127659223237270e-04,4.632375602503323191e-06,8.781379465350622692e-05
4.738184148365264409e-09,5.088581434890284382e-05,5.199826942777310054e-04,3.071618144345291714e-04,8.618403467400895100e-06,3.041353076275280461e-05,2.220474258686804052e-05,3.815526431793225814e-03,7.142441758438301932e-05,6.156875542122975525e-02,6.696993909004596464e-03,4.599815377018326434e-02,1.991003189431928694e-02,3.155107338225973120e-05,1.313293137877768655e-04,7.225337236390622860e-06,4.513092585289103092e-02,5.408777093227366103e-06,3.290982227817968207e-05,1.106890610169706884e-04,1.939774787737826023e-01,4.725849334498097472e-03,1.300322708580637385e-05,2.285472761974716919e-04,3.050590109537095265e-03,1.684069129269670278e-04,3.597735859402872966e-05,4.991386238650683538e-06,4.706222707520269908e-06,1.838976597281310674e-02,1.083161338087149740e-06,4.803771252864249370e-04,1.149407309069070977e-03,3.527156218733218486e-06,3.928165941810954701e-03,7.343779045795981088e-04,5.012488289506181861e-05,3.707432728232546538e-06,1.849579229877600312e-05,1.008638849341731009e-01,1.688148779139187839e-03,5.930792613994528666e-03,4.451561757106487632e-02,2.054583081535215228e-04,1.857274903050072802e-05,4.904297810712019822e-04,1.809218555459666026e-05,1.564856973686024272e-03,7.290340632942384619e-06,2.250895041059491558e-05,6.718962871145839650e-06,1.423760525370707532e-05,6.606578243653458332e-06,4.844533302174871485e-05,1.096955675656874352e-03,3.458550428116226447e-06,1.037022462070173058e-05,2.424645277942327586e-04,5.988063830238041223e-07,1.184283047660947621e-03,2.506781221555528250e-05,7.834034721967843664e-05,1.220367097528314363e-05,9.227096009923408591e-06,3.956537577044272786e-05,1.000184603968315428e-04,4.527660249592001474e-06,7.886535789909470372e-05
4.848924034164661862e-09,4.719880029738774459e-05,4.731710495937135625e-04,2.922202474772452843e-04,8.080979827270250935e-06,2.773129803885077664e-05,2.071318227110954837e-05,3.372102347532791693e-03,6.376316115193170306e-05,5.453995936959755986e-02,5.991163498295458585e-03,4.058258967882492907e-02,1.754700491876871535e-02,2.957252720259015113e-05,1.175948060332316275e-04,6.772955624608888955e-06,3.990255317604018276e-02,4.915920084897590891e-06,3.007370434031122512e-05,1.079950872847156408e-04,1.706682504134012512e-01,4.260716269476877774e-03,1.190021786540116318e-05,2.064173230337559123e-04,2.720244898773148488e-03,1.531142153559023934e-04,3.457365419404269673e-05,4.918534795532907934e-06,4.253547587762316050e-06,1.600417194310124747e-02,1.030660703977385178e-06,4.663302425391270089e-04,1.015985917640634985e-03,3.329972096511921606e-06,3.460025302883656777e-03,6.464882422161306917e-04,4.595322364414143303e-05,3.534169857386649158e-06,1.724583575403356369e-05,9.003012643515027891e-02,1.578633681620679246e-03,5.223696119421092701e-03,3.923289341238442307e-02,1.809311024802956046e-04,1.702670048860795455e-05,4.322718505796729611e-04,1.700685798421057389e-05,1.520974080225731681e-03,6.673685104470587273e-06,2.159234617490891117e-05,6.139735805135587133e-06,1.365106988302894964e-05,6.081191300961720889e-06,4.717473048629250741e-05,9.919428207215146183e-04,3.332077685569318038e-06,9.584835614764016865e-06,2.203079690759852190e-04,5.604787951267462216e-07,1.041970573106189811e-03,2.485228527561588962e-05,7.341254825703614605e-05,1.102181121656836091e-05,8.439287488014756333e-06,3.621266573501327773e-05,8.916274517957090595e-05,4.422743793680865370e-06,7.093812868642790522e-05
4.962252110275531373e-09,4.384424625890829391e-05,4.301431867741455930e-04,2.788375050837654345e-04,7.602758770342564282e-06,2.529685877178784953e-05,1.938615816133025153e-05,2.982409123348291752e-03,5.699249126179995633e-05,4.835481271832554884e-02,5.366982521595810990e-03,3.582763469848313648e-02,1.547318953715715734e-02,2.776581537902179095e-05,1.054413868494534674e-04,6.371470311334942543e-06,3.530435123827809635e-02,4.477509584501380768e-06,2.754659441723448943e-05,1.052556018653343664e-04,1.502333295048206285e-01,3.847702123872021301e-03,1.094170209118529847e-05,1.867643574780929064e-04,2.428546581886176572e-03,1.394926440913980131e-04,3.327710664621634664e-05,4.855940426362484641e-06,3.856779957362566629e-06,1.392925256466413797e-02,9.838016852055434297e-07,4.528534842631686506e-04,8.987097872970784733e-04,3.150036159507602598e-06,3.049372038866235597e-03,5.694167469413481805e-04,4.218521719424529910e-05,3.380402353132684985e-06,1.610323827261930831e-05,8.045545752906362036e-02,1.480362046965753809e-03,4.603461606593840794e-03,3.459701151214319981e-02,1.594189464699695478e-04,1.564536756986174140e-05,3.812334691708285715e-04,1.603485119985144440e-05,1.481015670624827828e-03,6.118042281324555999e-06,2.075402403077304629e-05,5.623216953602911052e-06,1.309148074597910981e-05,5.610928782742978701e-06,4.591521425555371831e-05,8.986383663066164389e-04,3.223780943942032310e-06,8.884732713653298948e-06,2.005819920903648254e-04,5.263017570144456857e-07,9.172207269693216040e-04,2.462613288953066930e-05,6.903381594624603563e-05,9.972666072648469785e-06,7.737293525887100712e-06,3.322332869877472487e-05,7.964910456658669496e-05,4.321614977019662029e-06,6.391132029157499221e-05
5.078228867360694844e-09,4.078455825376144285e-05,3.905985936129615504e-04,2.668551584709588274e-04,7.177925483821801245e-06,2.308167105856866601e-05,1.820719735580847068e-05,2.639794069933296995e-03,5.100532398290280600e-05,4.290954342895512974e-02,4.814682092546464232e-03,3.165112857681512404e-02,1.365253844097117503e-02,2.611823950445137985e-05,9.468026929091516387e-05,6.015972956123856783e-06,3.125861892861200864e-02,4.087344661759597056e-06,2.529396706911112423e-05,1.025502560218228003e-04,1.323126701485341783e-01,3.480718097946831902e-03,1.010938146076200293e-05,1.693004652355185890e-04,2.170829317226427406e-03,1.273521228648932368e-04,3.207653690260735702e-05,4.800908970527027490e-06,3.508762502336942829e-06,1.212453769145871788e-02,9.419092272106770490e-07,4.402728560504866437e-04,7.955817781785803422e-04,2.985771858215945171e-06,2.689024467972469298e-03,5.018098419895476161e-04,3.877743368741198312e-05,3.244291616840156398e-06,1.505571569929879680e-05,7.198842505215730103e-02,1.392115164082092724e-03,4.059235017349038452e-03,3.052732274961173289e-02,1.405449179894607478e-04,1.441038661235671295e-05,3.364270840144806848e-04,1.516421749078767895e-05,1.444083970234470542e-03,5.616774667360761348e-06,1.998274521847032991e-05,5.162396606284933923e-06,1.256416715113164065e-05,5.189778710598449861e-06,4.465233169542711180e-05,8.156857051558515917e-04,3.132287511407693232e-06,8.260859686148586998e-06,1.830094089148593935e-04,4.958597562613638838e-07,8.078321753955028904e-04,2.439473296820681043e-05,6.515080844506102931e-05,9.040774236117368317e-06,7.111551036553024069e-06,3.055696521384377077e-05,7.130678374268180841e-05,4.228116155353250498e-06,5.767891706829932346e-05
5.196916209858505536e-09,3.798431451042932476e-05,3.543130055181248914e-04,2.561289273040271829e-04,6.801355226499778884e-06,2.106198175353421551e-05,1.716184511919747688e-05,2.338440193757718426e-03,4.570777361311948882e-05,3.811335927727121237e-02,4.325695219996171514e-03,2.798126177395181616e-02,1.205355147081372223e-02,2.461443341556132275e-05,8.514583764869003359e-05,5.702162903229230002e-06,2.769738448094857808e-02,3.739972686575196358e-06,2.328543498588033154e-05,9.995583520437633632e-05,1.165917987202175210e-01,3.154412912831334494e-03,9.387628155391163499e-06,1.537726277397310907e-04,1.943004170401776585e-03,1.165253281822285308e-04,3.096177321110642639e-05,4.750703368715711961e-06,3.203308548668187429e-06,1.055482351931318064e-02,9.043062493014747767e-07,4.288289507596786359e-04,7.048554424298045977e-04,2.835268228588215394e-06,2.372708340852750820e-03,4.424851568419556585e-04,3.569145533159150368e-05,3.124175782699329578e-06,1.409146203360225940e-05,6.449623849298269374e-02,1.312798149831849188e-03,3.581533995658924691e-03,2.695335431127957038e-02,1.239797431054823131e-04,1.330554007788609337e-05,2.970771261522941521e-04,1.438419580372837420e-05,1.409292616580967196e-03,5.163568549772568737e-06,1.926803677899906203e-05,4.751101076769381426e-06,1.207305259350192542e-05,4.812431130201242247e-06,4.337718219892904812e-05,7.418922844068371290e-04,3.056358614836821205e-06,7.705249885899998711e-06,1.673462800429094280e-04,4.687858809065335587e-07,7.118823572008257201e-04,2.416471614141405433e-05,6.171672606416013279e-05,8.212552183147512290e-06,6.553642290979179525e-06,2.817799814324948505e-05,6.398740019110485963e-05,4.145607921584423933e-06,5.214784241802884252e-05
5.318377489025382486e-09,3.541107367908430137e-05,3.211143674488648489e-04,2.465263644828928733e-04,6.468528383173620715e-06,1.921838142104526876e-05,1.623743243289928691e-05,2.073260232666505800e-03,4.101750207221285577e-05,3.388680709066026198e-02,3.892506882140764519e-03,2.475526034588542909e-02,1.064869735138671350e-02,2.323712326420854750e-05,7.669275772360383578e-05,5.426276062848006000e-06,2.456117466066365385e-02,3.430598381388906050e-06,2.149425011154754936e-05,9.753828947986744528e-05,1.027960048772432883e-01,2.864081779678973819e-03,8.763089353217683050e-06,1.399584308539268403e-04,1.741486831654192984e-03,1.068649165760738408e-04,2.992373926203476797e-05,4.702623987394109570e-06,2.935067435883103206e-06,9.189488209398339810e-03,8.703097484743759861e-07,4.186583535576560546e-04,6.250032527298683433e-04,2.696391513208474875e-06,2.094941309886100625e-03,3.904097144071167250e-04,3.289329737237623342e-05,3.018539283686944854e-06,1.319954324138630298e-05,5.786243515867506293e-02,1.241421918119284089e-03,3.162073225908662490e-03,2.381351530796642704e-02,1.094357277107209587e-04,1.231649230108952764e-05,2.625057673164335448e-04,1.368502903177414853e-05,1.375784740717667229e-03,4.752519002306827443e-06,1.860020571722836231e-05,4.383891720219391805e-06,1.162031062138786468e-05,4.474193863864838163e-06,4.208687343664602436e-05,6.762094427559546105e-04,2.994851513108873052e-06,7.210897898099365926e-06,1.533778569311748424e-04,4.447558392408229686e-07,6.276919365704050971e-04,2.394276537303433467e-05,5.869054832564766572e-05,7.476062875751398259e-06,6.056156700519993296e-06,2.605509102196692129e-05,5.756200307819702154e-05,4.076714520038175370e-06,4.723635785263809254e-05
5.442677536750618110e-09,3.303609216799198868e-05,2.908581166288526387e-04,2.379247689718207430e-04,6.175453430213460185e-06,1.753522408856737102e-05,1.542287012862962608e-05,1.839804215883741011e-03,3.686227705543887375e-05,3.016034097591391988e-02,3.508523058649309304e-03,2.191823890525518292e-02,9.413909373312923795e-03,2.196799254267646406e-05,6.919345174532208487e-05,5.185020713207864826e-06,2.179794078162357665e-02,3.155004300457664821e-06,1.989686698028572719e-05,9.534650217037261843e-05,9.068527660147947256e-02,2.605586775817975414e-03,8.224347462104105201e-06,1.276623126087071344e-04,1.563134491882291503e-03,9.824109701551744247e-05,2.895458795909707653e-05,4.654129902718678115e-06,2.699408556448327821e-06,8.001896344520342472e-03,8.392335526365490703e-07,4.097841371144020318e-04,5.546888843455429884e-04,2.566918200225620667e-06,1.850932184215119299e-03,3.446809111810557780e-04,3.035289946646189716e-05,2.925984017539699284e-06,1.237026335546010672e-05,5.198484052967358021e-02,1.177086905200249107e-03,2.793612126584908359e-03,2.105396793845599676e-02,9.666146596291476617e-05,1.143055674390486304e-05,2.321204983476490835e-04,1.305779672886035819e-05,1.342762314216156081e-03,4.378210171932875937e-06,1.797040561652158422e-05,4.055976495800216349e-06,1.120618228849625763e-05,4.170918573105177445e-06,4.078444595226400258e-05,6.177147730340487759e-04,2.946678355242762642e-06,6.771646804608390359e-06,1.409150300059232037e-04,4.234825756270022702e-07,5.537938099831373265e-04,2.373435452857196274e-05,5.603635012608688601e-05,6.820813541199228796e-06,5.612569722888390517e-06,2.416063839142280962e-05,5.191852176238446418e-05,4.023145907070328562e-06,4.287266389151166287e-05
5.569882700161278128e-09,3.083488945890197473e-05,2.634050273470294021e-04,2.302093350156627445e-04,5.918596003329009168e-06,1.599992931245269203e-05,1.470846502525860800e-05,1.634178814761112547e-03,3.317871236547737033e-05,2.687307278770904168e-02,3.167956312106341189e-03,1.942220009323531241e-02,8.328145529532109473e-03,2.078866113301406927e-05,6.253589154009802351e-05,4.975518470048477736e-06,1.936212147311301354e-02,2.909481304767689461e-06,1.847256040912683791e-05,9.340800819447928581e-05,8.004988366383562759e-02,2.375287182448378685e-03,7.761625161078101144e-06,1.167122820000880928e-04,1.405190710539652678e-03,9.053950488591295251e-05,2.804785838020245931e-05,4.602993021453536810e-06,2.492321381393865450e-06,6.968880697533736714e-03,8.104005203352242848e-07,4.021143464320806331e-04,4.927430312192830402e-04,2.444690630965400896e-06,1.636493071493116480e-03,3.045099315462563737e-04,2.804367833597133967e-05,2.845201897852993822e-06,1.159546953487247613e-05,4.677378619378886465e-02,1.118968436379445082e-03,2.469822027952153602e-03,1.862764294701959797e-02,8.543722574997801231e-05,1.063649060335233399e-05,2.054032953633139105e-04,1.249426223917367044e-05,1.309525389062510259e-03,4.035790642625827019e-06,1.737074994616953798e-05,3.763132492141273384e-06,1.082894253896415275e-05,3.898935842203887027e-06,3.947818427702627972e-05,5.655966905761430604e-04,2.910760931126878324e-06,6.382088912675278243e-06,1.297912181863288179e-04,4.047113685276439956e-07,4.889060820036869332e-04,2.354259061633823505e-05,5.372268040235441772e-05,6.237578856244243393e-06,5.217136691835356383e-06,2.247031891865104651e-05,4.695955227397620050e-05,3.985578312607747519e-06,3.899367728526810241e-05
5.700060877036211506e-09,2.878758182147643179e-05,2.386043346049067783e-04,2.232715647865845632e-04,5.694812288004375547e-06,1.460221103452056923e-05,1.408575353644993448e-05,1.452976973537508775e-03,2.991116724369909937e-05,2.397168152452993153e-02,2.865725818961844910e-03,1.722516177114414432e-02,7.373004835675434944e-03,1.968177378132090165e-05,5.662166947741083093e-05,4.795248558631529573e-06,1.721382469615881719e-02,2.690767783017533004e-06,1.720309065362596790e-05,9.172657492655331428e-05,7.070652621086125078e-02,2.169978522059337091e-03,7.366525274216669013e-06,1.069570495525512435e-04,1.265237258264693488e-03,8.365933942588910826e-05,2.719862288523431710e-05,4.547466295324185240e-06,2.310329158910445465e-06,6.070291284389243286e-03,7.831665044774775694e-07,3.954486560062268918e-04,4.381423033903987215e-04,2.327789251822555863e-06,1.447962751816369263e-03,2.692072835795216129e-04,2.594213366306255170e-05,2.774948813719826213e-06,1.086875287210935127e-05,4.215055256163599551e-02,1.066303735168372142e-03,2.185170332004600629e-03,1.649338085761189662e-02,7.557092424352093295e-05,9.924313134654172438e-06,1.819011699244817582e-04,1.198673460557166508e-05,1.275517107388715425e-03,3.721040860427126974e-06,1.679445867406890582e-05,3.501638030780345363e-06,1.048500684432744116e-05,3.654998158548466579e-06,3.818034780470490119e-05,5.191409281781037867e-04,2.885981122133391495e-06,6.037477972917879138e-06,1.198596439913957382e-04,3.882153030461080530e-07,4.319084999853481529e-04,2.336732210961070432e-05,5.172198645862615074e-05,5.718246332488707183e-06,4.864799626882349681e-06,2.096270321071674536e-05,4.260043729902012751e-05,3.963576881571779362e-06,3.554396233083983406e-05
5.833281552047414725e-09,2.687890314870551009e-05,2.162836918440258103e-04,2.170079913470078926e-04,5.501284974063303089e-06,1.333329892446105846e-05,1.354734808627004599e-05,1.293216503583510856e-03,2.701078448789466919e-05,2.140946133293486486e-02,2.597370019539420750e-03,1.529039555764497536e-02,6.532392627986328450e-03,1.863214659305557618e-05,5.136431189086432958e-05,4.641993338130626837e-06,1.531811375654694787e-02,2.495996526857348757e-06,1.607240995691644789e-05,9.028155437335195078e-05,6.249497590064830715e-02,1.986839193684131026e-03,7.031796118175966708e-06,9.826351792188486780e-05,1.141152047530054857e-03,7.751173126314076314e-05,2.640358322606274890e-05,4.486437670284284165e-06,2.150414289198604918e-06,5.288602974129067227e-03,7.569565892291372199e-07,3.894952007886131771e-04,3.899908112314399858e-04,2.214703697062801051e-06,1.282139842288307742e-03,2.381701839912856182e-04,2.402750014994415410e-05,2.714020338180425278e-06,1.018550097106128068e-05,3.804600775784603567e-02,1.018380715088091975e-03,1.934819475024892417e-03,1.461518285031353399e-02,6.689461779510669833e-05,9.285144515075536764e-06,1.612179256692004555e-04,1.152794734575066717e-05,1.240367460083174065e-03,3.430425647866598329e-06,1.623601628590214658e-05,3.268213132779776513e-06,1.016918396739692467e-05,3.436229810615856644e-06,3.690546829614910521e-05,4.777187135532084050e-04,2.871128057949308312e-06,5.733651036893113756e-06,1.109909452450254740e-04,3.737910160006298685e-07,3.818219034055052590e-04,2.320467241020894399e-05,5.001006637358421797e-05,5.255681107710944930e-06,4.551105294510228371e-06,1.961890917346904495e-05,3.876760100437399076e-05,3.955560402274355679e-06,3.247479689844142857e-05
5.969615833848643237e-09,2.509785739385263586e-05,1.962461744997078060e-04,2.113192775033296015e-04,5.335460063333268147e-06,1.218522549894325990e-05,1.308679135205891768e-05,1.152286493789496033e-03,2.443464972878978938e-05,1.914549040980624561e-02,2.358970291607116222e-03,1.358576244302930544e-02,5.792228559333968858e-03,1.762784855869858723e-05,4.668780416899726389e-05,4.513782779125442389e-06,1.364438402020952401e-02,2.322648304983961645e-06,1.506640512124967028e-05,8.902916267472457950e-05,5.527514635806716342e-02,1.823383743360698552e-03,6.751113378060319412e-06,9.051458741079915498e-05,1.031072378311181491e-03,7.201831081252933319e-05,2.566107211961031267e-05,4.419536829248405408e-06,2.009953654165953278e-06,4.608574059471593279e-03,7.313107229583410443e-07,3.839006796284008191e-04,3.475040926693616036e-04,2.104472353564132317e-06,1.136224496170561366e-03,2.108715548785373582e-04,2.228143954478867080e-05,2.661229928418675434e-06,9.542772399022309861e-06,3.439941773558989613e-02,9.745288533443998129e-04,1.714538793586203522e-03,1.296155722112831560e-02,5.926144017818337975e-05,8.711062503505069175e-06,1.430069667170286315e-04,1.111095824036193732e-05,1.203926755450340216e-03,3.161121134953889022e-06,1.569131190916977665e-05,3.059967280600923107e-06,9.875095391844914962e-06,3.240082852770125911e-06,3.566843830508865986e-05,4.407764156672799838e-04,2.864844907676521438e-06,5.466958171144076402e-06,1.030710804051432263e-04,3.612546185159960125e-07,3.377903007588078628e-04,2.304715264249010355e-05,4.856553078255747340e-05,4.843607703862898912e-06,4.272132968678643948e-06,1.842229855634843722e-05,3.539710507088509125e-05,3.958834088799919380e-06,2.974335628420029951e-05
6.109136493030864352e-09,2.343700182985669674e-05,1.782734687017461215e-04,2.061097697097656254e-04,5.194982950888825985e-06,1.115024297339053250e-05,1.269841285327016728e-05,1.027900537155231964e-03,2.214505649103267577e-05,1.714390536533604015e-02,2.147084257049755671e-03,1.208313304646653659e-02,5.140191821367604691e-03,1.666102592654667469e-05,4.252530063242999865e-05,4.408835315161588823e-06,1.216581874302483449e-02,2.168511297885074759e-06,1.417267131350689699e-05,8.790617588541068230e-05,4.892453785767219426e-02,1.677421928341714602e-03,6.518869982757331438e-06,8.360723701937592875e-05,9.333628249361595021e-04,6.710995186359918255e-05,2.497092266168646685e-05,4.347165652212835649e-06,1.886662423083331137e-06,4.016949176430298883e-03,7.059314065010464453e-07,3.782956945105362756e-04,3.099950837227633980e-04,1.996754046520694918e-06,1.007767542170127277e-03,1.868504255133789690e-04,2.068776723924616536e-05,2.615390837708495720e-06,8.938992478769279892e-06,3.115740584494933185e-02,9.341126104209922535e-04,1.520627639182550294e-03,1.150494917430671012e-02,5.254293167041255037e-05,8.194974565663387154e-06,1.269650230441891035e-04,1.072907650648973710e-05,1.166279763522309497e-03,2.911003940449637334e-06,1.515772852217366766e-05,2.874353533469086275e-06,9.595782474978271646e-06,3.064298400142376236e-06,3.448263576267071194e-05,4.078264726865365271e-04,2.865580969788800315e-06,5.234198250372713141e-06,9.599948972501093727e-05,3.504377118610250464e-07,2.990652367606781714e-04,2.288448132780515791e-05,4.736925408796522686e-05,4.476506622351378836e-06,4.024430477960534808e-06,1.735820898464451295e-05,3.243339664965622120e-05,3.969741594110106854e-06,2.731200018016736926e-05
6.251918000964569356e-09,2.189143234875984211e-05,1.621338148732174471e-04,2.012875889314199066e-04,5.077632504679467441e-06,1.022041063742455319e-05,1.237718176093914668e-05,9.180559020584966702e-04,2.010886362841940716e-05,1.537326759020631387e-02,1.958687510192936698e-03,1.075788168012541297e-02,4.565498824313081634e-03,1.572825218830424198e-05,3.881799572901642237e-05,4.325492255244093604e-06,1.085891391385044279e-02,2.031645654537643121e-06,1.338031278812915542e-05,8.683668097337868578e-05,4.333600823141876140e-02,1.547022838952204259e-03,6.329966239822846336e-06,7.745084665675348022e-05,8.465871767720569438e-04,6.272566775289144009e-05,2.433418299812441669e-05,4.270436345582410364e-06,1.778545073490294561e-06,3.502200818569040693e-03,6.807221343460677337e-07,3.723528425712957220e-04,2.768618711619032940e-04,1.891802898305933653e-06,8.946261101765714619e-04,1.657035589913804824e-04,1.923220879258674056e-05,2.575303466526002178e-06,8.373507517777484358e-06,2.827304285901277581e-02,8.965279991438205665e-04,1.349848299518857913e-03,1.022124327140557995e-02,4.662670886821360973e-05,7.730503556350307965e-06,1.128266753593849461e-04,1.037582575358549074e-05,1.127734204052264046e-03,2.678592988145374616e-06,1.463415058474386169e-05,2.709128162054092281e-06,9.324494789778355397e-06,2.906872618972783938e-06,3.335829761900569498e-05,3.784394369705589662e-04,2.871558111573673335e-06,5.032558995621824159e-06,8.968747889791815807e-05,3.411834304442052964e-07,2.649921560153398886e-04,2.270515442333557947e-05,4.640379432659782002e-05,4.149523916790499189e-06,3.804957229574286386e-06,1.641371631810393706e-05,2.982822269948171568e-05,3.983995125779682278e-06,2.514764995701492754e-05
