# Frequencies [Hz],B1855+09,B1937+21,B1953+29,J0023+0923,J0030+0451,J0340+4130,J0406+3039,J0437-4715,J0509+0856,J0557+1551,J0605+3757,J0610-2100,J0613-0200,J0636+5128,J0645+5158,J0709+0458,J0740+6620,J0931-1902,J1012+5307,J1012-4235,J1022+1001,J1024-0719,J1125+7819,J1312+0051,J1453+1902,J1455-3330,J1600-3053,J1614-2230,J1630+3734,J1640+2224,J1643-1224,J1705-1903,J1713+0747,J1719-1438,J1730-2304,J1738+0333,J1741+1351,J1744-1134,J1745+1017,J1747-4036,J1751-2857,J1802-2124,J1811-2405,J1832-0836,J1843-1113,J1853+1303,J1903+0327,J1909-3744,J1910+1256,J1911+1347,J1918-0642,J1923+2515,J1944+0907,J1946+3417,J2010-1323,J2017+0603,J2033+1734,J2043+1711,J2124-3358,J2145-0750,J2214+3000,J2229+2643,J2234+0611,J2234+0944,J2302+4442,J2317+1439,J2322+2057
5.039271858634027566e-10,5.033402023739344052e-17,7.570929563779083745e-16,8.380478695533408112e-16,3.815529377259081644e-17,6.257834754587517053e-17,1.122047655512902755e-16,5.815853325045135368e-14,8.812727116603875559e-16,8.950460342785357568e-13,7.979755277862902308e-14,7.247151582679488032e-13,3.192083868450635316e-13,1.955768142732843639e-17,1.533691691731426596e-15,3.314778850026682486e-17,6.721946051187170373e-13,4.668670156597159455e-17,2.522803257317983262e-16,2.929050589179539476e-17,3.221847906271853090e-12,4.731720219189440313e-14,3.392999384491326538e-15,2.228527498615081319e-15,3.876821795254274705e-14,1.410270710245899588e-15,3.667431608642199296e-17,5.091557829797761190e-18,1.141789518981916526e-16,3.946779247384032268e-13,1.807917310980260188e-18,1.079882375422506528e-16,1.741891839056011387e-14,1.637543028891001198e-18,6.392627848487069207e-14,1.208685443638884756e-14,2.750704868784957503e-16,1.030820911250822573e-17,1.459297352383444224e-17,1.246473584567267782e-12,7.472082295342745966e-15,9.667064411710964894e-14,7.148236998287466458e-13,3.360035295242839514e-15,1.297374708500489762e-16,7.865167317107213589e-15,7.150839919126362795e-17,2.307756605246394859e-15,1.132770642897333772e-17,4.356180309289262293e-17,5.082328089998759335e-17,5.953069939426076189e-18,4.109942645667283363e-17,4.055073803606402832e-17,1.043409015940605230e-14,8.470420261653032246e-18,6.340285904135895445e-17,2.070035618872970604e-15,2.706141249440310197e-18,1.973100358978403423e-14,6.940866030325570627e-18,3.570482824784496684e-16,1.205231296526947297e-16,6.970146466981798962e-17,2.921115311649080374e-16,1.797405896856591736e-15,9.981352043419957934e-19,8.409636293972448908e-16
5.157048705768553579e-10,4.603028511388352591e-17,6.928525242447011291e-16,7.649534676887836861e-16,3.481595325171724731e-17,5.723462215680048060e-17,1.023765661540764132e-16,5.303362856568898614e-14,8.037073253234876851e-16,8.161954428734737936e-13,7.277523391472739880e-14,6.608427213134164550e-13,2.910730731022161901e-13,1.788358746109723978e-17,1.398737774756529256e-15,3.024576493630232597e-17,6.129735659041894114e-13,4.258540379041201374e-17,2.301332788132258759e-16,2.677903768396417961e-17,2.937815067783161046e-12,4.315746559000550267e-14,2.956817106768579529e-15,2.032633812010881549e-15,3.535537555734301534e-14,1.286416868795137909e-15,3.351146946823295754e-17,4.649886691954697196e-18,1.039240728539560106e-16,3.598279535596924212e-13,1.651770640576883292e-18,9.875097917434109851e-17,1.588404068945651972e-14,1.497702479121685522e-18,5.829119652310085690e-14,1.102133832746405244e-14,2.510016313582639494e-16,9.408772375568605169e-18,1.334648627950634374e-17,1.136764593413904684e-12,6.818219452868040969e-15,8.814906197248619797e-14,6.518173481500658216e-13,3.063840943785815204e-15,1.183549523958047234e-16,7.171914133302877252e-15,6.525494933858559791e-17,2.107116498427285928e-15,1.035530023718253964e-17,3.977051933911245786e-17,4.636226782353436585e-17,5.442221799719141062e-18,3.749656858873423819e-17,3.704120138244987496e-17,9.517024459863827780e-15,7.731496467712114406e-18,5.784351188153111790e-17,1.888213865982464395e-15,2.469292758552855841e-18,1.799149384178566565e-14,6.345231703453879596e-18,3.257924577766203537e-16,1.099271643247588899e-16,6.358292334093906768e-17,2.664736032128929210e-16,1.638333603072149457e-15,9.126984954018988080e-19,7.670023965601666990e-16
5.277578209657859463e-10,4.210054675354606553e-17,6.341742422256176444e-16,6.982723435891687906e-16,3.177010755121834306e-17,5.235492210439753812e-17,9.341252322247351477e-17,4.836070584789836651e-14,7.329785615843556313e-16,7.442980222391525708e-13,6.637181515877829455e-14,6.026038882488632082e-13,2.654194087291046280e-13,1.635505610498650271e-17,1.275677190511587506e-15,2.759884191040797861e-17,5.589748577666224926e-13,3.884524592518589800e-17,2.099357211061666675e-16,2.448612232827710970e-17,2.678837613554618283e-12,3.936415020413856591e-14,2.576831595352951963e-15,1.853995047076403640e-15,3.224337068639000905e-14,1.173467433895520366e-15,3.062459225540927382e-17,4.246864465982314517e-18,9.458329811432479983e-17,3.280547278727112296e-13,1.509257511822124787e-18,9.031667422075114398e-17,1.448452567548547003e-14,1.370007855824714086e-18,5.315317713259582585e-14,1.004981273486608791e-14,2.290479251414471714e-16,8.588267630249311371e-18,1.220826994559896173e-17,1.036725382906228971e-12,6.221820605486248819e-15,8.037916073638361253e-14,5.943684657708386907e-13,2.793773846807619282e-15,1.079740759815782569e-16,6.539809177295007209e-15,5.955089847444546211e-17,1.924052985050599147e-15,9.467553469322398829e-18,3.631152955471540775e-17,4.229390613708069819e-17,4.975844956814819435e-18,3.421062270288061981e-17,3.383842831989329252e-17,8.680731434048096424e-15,7.057411984787437800e-18,5.277323231975334668e-17,1.722401302806895789e-15,2.253261217293218108e-18,1.640543401928675111e-14,5.801450611983315829e-18,2.972840208411339220e-16,1.002645991334652357e-16,5.800294895675999201e-17,2.430921912112631053e-16,1.493322571666814683e-15,8.346907163446229221e-19,6.995576033299653997e-16
5.400924704841364924e-10,3.851205958434894989e-17,5.805720510617763193e-16,6.374401485804548914e-16,2.899190718808319550e-17,4.789863453425435693e-17,8.523651025590112116e-17,4.409988640071075525e-14,6.684834065057021093e-16,6.787403305999169018e-13,6.053270953136320681e-14,5.495015801173098764e-13,2.420284222256943152e-13,1.495933875737445602e-17,1.163460974440159416e-15,2.518454962194720629e-17,5.097377361527138389e-13,3.543438995667659286e-17,1.915158164051245596e-16,2.239261032384944993e-17,2.442704635340234584e-12,3.590494628736713066e-14,2.245791817292736088e-15,1.691089764885162438e-15,2.940566710187518406e-14,1.070461145559625455e-15,2.798947002837552054e-17,3.879094870137250710e-18,8.607553010236613023e-17,2.990866389531921709e-13,1.379181248166743544e-18,8.261500971591542124e-17,1.320843034316226873e-14,1.253396016553057449e-18,4.846836021621470077e-14,9.163983939542788391e-15,2.090230888534710180e-16,7.839748389949589812e-18,1.116884710403381639e-17,9.455030439358984425e-13,5.677824809717741972e-15,7.329461295862851668e-14,5.419866799355011550e-13,2.547528555603928308e-15,9.850656632177638229e-17,5.963456935859858223e-15,5.434786827395154503e-17,1.757020632536298829e-15,8.657046417135911067e-18,3.315560892621834456e-17,3.858358717431071804e-17,4.550042093067659457e-18,3.121366520535007620e-17,3.091547759559166800e-17,7.918089256329707277e-15,6.442460864613249340e-18,4.814892513989464517e-17,1.571186613944750051e-15,2.056213163310580959e-18,1.495928345540357232e-14,5.304978466943535251e-18,2.712809820376050517e-16,9.145312888576176935e-17,5.291407069686487118e-17,2.217684079793489065e-16,1.361130711053070895e-15,7.634612240689316620e-19,6.380545906614139635e-16
5.527154029472326441e-10,3.523495647302180884e-17,5.316025750237979909e-16,5.819422700320570700e-16,2.645778182729557935e-17,4.382871585701442493e-17,7.777911355417953207e-17,4.021481081879536664e-14,6.096720536701092257e-16,6.189630604884192025e-13,5.520814649274960606e-14,5.010825861547038255e-13,2.207004669327702764e-13,1.368480763287560605e-17,1.061132715285780692e-15,2.298239951702119759e-17,4.648421160337636144e-13,3.232380641636325780e-17,1.747168854206337997e-16,2.048103610941810601e-17,2.227400348987434985e-12,3.275039452845696524e-14,1.957383279462785791e-15,1.542530749330402542e-15,2.681807007674191289e-14,9.765215368149023667e-16,2.558401922066673016e-17,3.543480724755576871e-18,7.832684795428271826e-17,2.726760540970488961e-13,1.260450498869232844e-18,7.558185391682824162e-17,1.204486564987067692e-14,1.146897259427674976e-18,4.419675650388459463e-14,8.356290181772093109e-15,1.907572668238695283e-16,7.156880394209429586e-18,1.021957332869627267e-17,8.623199246862343612e-13,5.181617336990903153e-15,6.683494485640191117e-14,4.942248947449329682e-13,2.323003087169835202e-15,8.987193388744240068e-17,5.437938065715045337e-15,4.960174548191284792e-17,1.604610150692008339e-15,7.917011915071337258e-18,3.027610749860173215e-17,3.519975488935738785e-17,4.161258641040007330e-18,2.848023505126153467e-17,2.824777989915492672e-17,7.222604384581749359e-15,5.881440037247061303e-18,4.393129576574542019e-17,1.433282978859063518e-15,1.876476791226010516e-18,1.364069652161999844e-14,4.851670629627612964e-18,2.475626885888438350e-16,8.341770958553557498e-17,4.827300489930925888e-17,2.023209087734197628e-16,1.240625609798188680e-15,6.984165783893853046e-19,5.819693999756121459e-16
5.656333560460059644e-10,3.224199518999465230e-17,4.868613642379735175e-16,5.313094447249269147e-16,2.414623921818870167e-17,4.011137739550265120e-17,7.097703998940657141e-17,3.667232837773950680e-14,5.560432084817591624e-16,5.644562609594998664e-13,5.035274687978888088e-14,4.569336919185465593e-13,2.012535153983747120e-13,1.252085703232522915e-17,9.678203871616214139e-16,2.097370950148598778e-17,4.239049833514642500e-13,2.948702655152885396e-17,1.593960683773879654e-16,1.873546971204797343e-17,2.031086872100172349e-12,2.987363451339886738e-14,1.706106982465944263e-15,1.407053162640479047e-15,2.445851974683184679e-14,8.908494516156695408e-16,2.338809932493380222e-17,3.237197581617434419e-18,7.126987320184580839e-17,2.485972001792717787e-13,1.152069955656681977e-18,6.915871183706296058e-17,1.098390349376611527e-14,1.049627093460315291e-18,4.030190590590548542e-14,7.619837056879417048e-15,1.740955782315670879e-16,6.533887609991372412e-18,9.352563819708674768e-18,7.864669889932846210e-13,4.728990309473822181e-15,6.094501965950230974e-14,4.506754714862223509e-13,2.118280965936567224e-15,8.199678794226744660e-17,4.958767366157097620e-15,4.527230567384608042e-17,1.465536386764433163e-15,7.241277848761451640e-18,2.764872311018735112e-17,3.211363650469482844e-17,3.806252586395580650e-18,2.598711647769273444e-17,2.581292877008980994e-17,6.588356117851591303e-15,5.369604957496750837e-18,4.008451493099890668e-17,1.307517086415767214e-15,1.712527691423155505e-18,1.243841715027322316e-14,4.437746901370166295e-18,2.259279422338574414e-16,7.608991766290291752e-17,4.404028560004670336e-17,1.845843434170574246e-16,1.130774853310282567e-15,6.390155031603347810e-19,5.308242989476397621e-16
5.788532249433504489e-10,2.950832722940077540e-17,4.459794682595350981e-16,4.851137592677311099e-16,2.203768187343170564e-17,3.671579874787299082e-17,6.477257703993028748e-17,3.344221383740089229e-14,5.071398069074756565e-16,5.147549814963079216e-13,4.592513536607092667e-14,4.166781492166432386e-13,1.835216042915154555e-13,1.145781331849316942e-17,8.827289025278660665e-16,1.914144457795419574e-17,3.865771232138496890e-13,2.689991636839013674e-17,1.454231056425998934e-16,1.714138147781472852e-17,1.852088522144893214e-12,2.725017538754965192e-14,1.487174026879843635e-15,1.283503746257970618e-15,2.230690270358736780e-14,8.127162230795694120e-16,2.138334166218504106e-17,2.957669679646556245e-18,6.484319148364488633e-17,2.266442340979185795e-13,1.053131888204890070e-18,6.329222878934286684e-17,1.001649190200831842e-14,9.607787344902524423e-19,3.675056602266254149e-14,6.948338613088182057e-15,1.588967961016608090e-16,5.965502997480458807e-18,8.560626506401807203e-18,7.172977608815874101e-13,4.316106809555508060e-15,5.557456655769701362e-14,4.109667461072348307e-13,1.931614850561745641e-15,7.481421020346852236e-17,4.521855461176232342e-15,4.132287021674166599e-17,1.338627379610188032e-15,6.624214733378234543e-18,2.525129436075549094e-17,2.929899693091215451e-17,3.482066933713512726e-18,2.371314091036766163e-17,2.359048994934660614e-17,6.009946047175038304e-15,4.902629164837394293e-18,3.657591294170482562e-17,1.192819118938231171e-15,1.562975847303039031e-18,1.134218266774889109e-14,4.059759418333105734e-18,2.061932829946597956e-16,6.940736575644956531e-17,4.017992767770802225e-17,1.684079450347422324e-16,1.030637195353465332e-15,5.847642917151119869e-19,4.841837021719144601e-16
5.923820659545120110e-10,2.701128701198824434e-17,4.086203116640760619e-16,4.429650034020134274e-16,2.011423992474675198e-17,3.361386642170095575e-17,5.911310047372530576e-17,3.049690924193124877e-14,4.625451120905010071e-16,4.694353004022795606e-13,4.188758712253752340e-14,3.799724575918535103e-13,1.673534165796592136e-13,1.048685282950118977e-17,8.051333224367577341e-16,1.747007154559434380e-17,3.525401368678734216e-13,2.454047061674859082e-17,1.326792259671697832e-16,1.568551873031761683e-17,1.688877500352707450e-12,2.485768675815674526e-14,1.296413847163360901e-15,1.170830974811205625e-15,2.034488021463212668e-14,7.414574537718982731e-16,1.955299325281643190e-17,2.702548021663214128e-18,5.899082533801034162e-17,2.066294834697377626e-13,9.628084261885269605e-19,5.793373770134499125e-17,9.134377705025523944e-15,8.796162627224436943e-19,3.351242814804025540e-14,6.336063648824354270e-15,1.450321428696336659e-16,5.446923620003138649e-18,7.837201048330623077e-18,6.542228035739292713e-13,3.939468156371360169e-15,5.067775122492291107e-14,3.747598540767636625e-13,1.761411605970238632e-15,6.826318377792151485e-17,4.123473863913580783e-15,3.771999349969812711e-17,1.222814379525264537e-15,6.060687914599369899e-18,2.306361184497713000e-17,2.673191485891692238e-17,3.186004600288969979e-18,2.163900635160943750e-17,2.156182754743182115e-17,5.482451967669731130e-15,4.476567411448357537e-18,3.337570091978203320e-17,1.088213620212968311e-15,1.426553779936835928e-18,1.034263611547417589e-14,3.714563377355592036e-18,1.881914243876682651e-16,6.331317005666928595e-17,3.665911972678363259e-17,1.536542433340779610e-16,9.393545089339609295e-16,5.352126174222885707e-19,4.416504518743639862e-16
6.062271003135152974e-10,2.473019967276916392e-17,3.744768450173816123e-16,4.045073450547042247e-16,1.835961872762954584e-17,3.077993550971153200e-17,5.395062547576576388e-17,2.781128851126517533e-14,4.218791554875055558e-16,4.281107037583910190e-13,3.820570566541421955e-14,3.465034299034301862e-13,1.526109888447270670e-13,9.599927029670862820e-18,7.343726660415866493e-16,1.594542652163924202e-17,3.215037219710424860e-13,2.238862495642416153e-17,1.210561328404138875e-16,1.435579330470262205e-17,1.540060839409201599e-12,2.267580805110958012e-14,1.130194310584757881e-15,1.068076079054106972e-15,1.855573160638171787e-14,6.764673448975570538e-16,1.788177445696456922e-17,2.469690385025459064e-18,5.366175356684997066e-17,1.883818426783321625e-13,8.803445220278681198e-19,5.303884634307563922e-17,8.330036035748584713e-15,8.054683835033644478e-19,3.055985833979989582e-14,5.777786749667317783e-15,1.323841922255332306e-16,4.973769714608657019e-18,7.176303214031926749e-18,5.967046857745047276e-13,3.595884069875740627e-15,4.621278425325906358e-14,3.417458354952751811e-13,1.606218692960998416e-15,6.228807249416631138e-17,3.760223124490255853e-15,3.443317776283790922e-17,1.117122748516893175e-15,5.546013984337629429e-18,2.106724603934523013e-17,2.439057861251308538e-17,2.915605523708656107e-18,1.974711270670178360e-17,1.970994554520175945e-17,5.001385858163195520e-15,4.087822043478557949e-18,3.045671664608041609e-17,9.928111694213609026e-16,1.302105738850904483e-18,9.431246310275596682e-15,3.399290343100533026e-18,1.717698267164597743e-16,5.775546466023376620e-17,3.344794403525206058e-17,1.401978914397725705e-16,8.561444477569468196e-16,4.899497136192595860e-19,4.028624268719641768e-16
6.203957180276200982e-10,2.264620579398529133e-17,3.432689469378033830e-16,3.694162987433477050e-16,1.675895991344279130e-17,2.819061237455790507e-17,4.924139738514266670e-17,2.536244280845415042e-14,3.847954920739951767e-16,3.904287839554656341e-13,3.484812913574764556e-14,3.159855168983786531e-13,1.391685327038956263e-13,8.789694259341908502e-18,6.698442664698928821e-16,1.455459415275668757e-17,2.932031929079430395e-13,2.042608470050380728e-17,1.104550803005001536e-16,1.314117899777613493e-17,1.404368503054172304e-12,2.068597469301280998e-14,9.853521465013300347e-16,9.743648610868898267e-16,1.692421146964033886e-14,6.171935259524650688e-16,1.635574916933548514e-17,2.257143095511781601e-18,4.880947305820270442e-17,1.717453104784043794e-13,8.050515342731567674e-19,4.856706094501013331e-17,7.596606051672335537e-15,7.377227381208646791e-19,2.786766134457404929e-14,5.268743647525416539e-15,1.208458678585243254e-16,4.542047373849956322e-18,6.572474163127994102e-18,5.442533922378217200e-13,3.282445467620461770e-15,4.214156414690968634e-14,3.116429957232972442e-13,1.464711759181055065e-15,5.683814618253118321e-17,3.429003789365855637e-15,3.143461308897047435e-17,1.020663663324306826e-15,5.075921039411100864e-18,1.924539037298189423e-17,2.225510001682685101e-17,2.668625787901269723e-18,1.802141164200151577e-17,1.801934327447784715e-17,4.562655569282945829e-15,3.733112348441786334e-18,2.779419283173794563e-17,9.058007898704385718e-16,1.188577846615932592e-18,8.600234960430755543e-15,3.111323908773165914e-18,1.567893962574765179e-16,5.268695878482887905e-17,3.051912127421124941e-17,1.279245962595218240e-16,7.802937555306121207e-16,4.486008903380552533e-19,3.674894508200942082e-16
6.348954818218374605e-10,2.074210158856403179e-17,3.147410551026484249e-16,3.373959614469108812e-16,1.529871470203460557e-17,2.582455648947692923e-17,4.494551854622735650e-17,2.312948485218760715e-14,3.509782419843603363e-16,3.560682296458998474e-13,3.178626250386476552e-14,2.881583679458841389e-13,1.269113602525546079e-13,8.049457501533189829e-18,6.109986248389988334e-16,1.328579748497881213e-17,2.673972199744641027e-13,1.863616867243249252e-17,1.007860303039070927e-16,1.203161805942161681e-17,1.280642536125094893e-12,1.887125963360204122e-14,8.591323699151478400e-16,8.889002319095169695e-16,1.543641946808168057e-14,5.631323406646950019e-16,1.496220646083480279e-17,2.063124408860304818e-18,4.439159931818466652e-17,1.565776566892502328e-13,7.363013768668648376e-19,4.448144299684336102e-17,6.927832330136743495e-15,6.758207161104375572e-19,2.541286536019404475e-14,4.804590519613669714e-15,1.103195305496053552e-16,4.148114520037188858e-18,6.020734199249997698e-18,4.964221393893281195e-13,2.996499661892912113e-15,3.842935182804361078e-14,2.841944989869703178e-13,1.335683325366056738e-15,5.186714784827363511e-17,3.126989924003787764e-15,2.869894033717610793e-17,9.326265503526125027e-16,4.646512444121720278e-18,1.758271814244020879e-17,2.030734469293485819e-17,2.443018589596246109e-18,1.644726969222792649e-17,1.647588364496737067e-17,4.162529892768877555e-15,3.409446606993552555e-18,2.536554583876720195e-17,8.264430276674693740e-16,1.085009113065627449e-18,7.842510215057771114e-15,2.848277502779525110e-18,1.431232992288280866e-16,4.806453306240039478e-17,2.784777771853072101e-17,1.167301432450472250e-16,7.111521659254681785e-16,4.108243581133397964e-19,3.352304733266127214e-16
6.497341311756750951e-10,1.900219317118257996e-17,2.886600060061608653e-16,3.081764923378898737e-16,1.396652839290442795e-17,2.366229974502472723e-17,4.102660808649977780e-17,2.109337050205077383e-14,3.201393932081402915e-16,3.247360813586005722e-13,2.899403340787889432e-14,2.627846070563240899e-13,1.157349043555419609e-13,7.373107634685306802e-18,5.573347184439768583e-16,1.212829755117661098e-17,2.438657681078467061e-13,1.700366684289575671e-17,9.196688445609755105e-17,1.101793592774211745e-17,1.167827172316186924e-12,1.721622885444599828e-14,7.491355360433124238e-16,8.109554075742772754e-16,1.407968163756012318e-14,5.138245489536314310e-16,1.368955265709926037e-17,1.886009358107711277e-18,4.036950229407637825e-17,1.427492065882375996e-13,6.735211843573720727e-19,4.074829629994448005e-17,6.318011436358644118e-15,6.192527248307148955e-19,2.317452579537821214e-14,4.381366880239567006e-15,1.007161458158933113e-16,3.788649881432318785e-18,5.516540599416077854e-18,4.528035602516942022e-13,2.735627745367492286e-15,3.504447387266562940e-14,2.591661743557841846e-13,1.218032470193301631e-15,4.733289904019755140e-17,2.851604972455578378e-15,2.620303499376114079e-17,8.522721879332203634e-16,4.254233787637234171e-18,1.606525204884040537e-17,1.853077732834910964e-17,2.236916882831608517e-18,1.501134344760227705e-17,1.506667299282865599e-17,3.797606713503120255e-15,3.114096610420261741e-18,2.315018304461426818e-17,7.540636412032329780e-16,9.905232423940085136e-19,7.151606078590297062e-15,2.607974152017353968e-18,1.306558804121101462e-16,4.384887146127290630e-17,2.541123300995761258e-17,1.065195072151755266e-16,6.481268410512482887e-16,3.763083317841937337e-19,3.058109998461714340e-16
6.649195864541891286e-10,1.741216367431899977e-17,2.648130650605337328e-16,2.815118148572282374e-16,1.275113504831846359e-17,2.168608168137017800e-17,3.745149171519670525e-17,1.923673609025763664e-14,2.920163423756664277e-16,2.961652293480082059e-13,2.644766954157198853e-14,2.396478052056733084e-13,1.055438254072856005e-13,6.755071687565776893e-18,5.083957230333606109e-16,1.107230181866990069e-17,2.224082175487888931e-13,1.551471053035448771e-17,8.392278354033633427e-17,1.009176348073155991e-17,1.064959815044393257e-12,1.570680962953053171e-14,6.532718131529808293e-16,7.398677057957707836e-16,1.284244216191883561e-14,4.688514081886882503e-16,1.252721293314433148e-17,1.724315937393846559e-18,3.670797437210653589e-17,1.301417326041063289e-13,6.161884475431843450e-19,3.733688160494237523e-17,5.761943207516778007e-15,5.675538759758631671e-19,2.113354635103222242e-14,3.995461747694522573e-15,9.195452499705769085e-17,3.460624705457769937e-18,5.055749160305667112e-18,4.130262260987463703e-13,2.497623972133259177e-15,3.195805193941165881e-14,2.363445154007784296e-13,1.110755425593303828e-15,4.319694004338616091e-17,2.600499747725064382e-15,2.392581009449167356e-17,7.789264170271642399e-16,3.895842754350372249e-18,1.468024524355093244e-17,1.691032060229784753e-17,2.048617553487606223e-18,1.370146575472150201e-17,1.377995152552011293e-17,3.464783972233541662e-15,2.844574426263659327e-18,2.112932720553041308e-17,6.880478475434969041e-16,9.043211631580928875e-19,6.521627173080753430e-15,2.388428029197927786e-18,1.192816771911524076e-16,4.000412569238003000e-17,2.318880664963982796e-17,9.720604164611653552e-17,5.906773009129637718e-16,3.447683895918535500e-19,2.789807484049460895e-16
6.804599531356129144e-10,1.595895207629300757e-17,2.430061302505125772e-16,2.571775215101063954e-16,1.164226146894533296e-17,1.987969924143247890e-17,3.418991889326695480e-17,1.754375011132087691e-14,2.663696525723752181e-16,2.701121322713750601e-13,2.412549568972347472e-14,2.185506316246762129e-13,9.625119693791658279e-14,6.190265655110262361e-18,4.637651126214701164e-16,1.010888071496418191e-17,2.028416503754004672e-13,1.415665405631702237e-17,7.658546886068367382e-17,9.245466141441833037e-18,9.711628143521285598e-13,1.433017041219330451e-14,5.697209919011291787e-16,6.750328900227188174e-16,1.171416470011761222e-14,4.278311002692479805e-16,1.146554158459647909e-17,1.576692504309224010e-18,3.337492770861941318e-17,1.186474438405346685e-13,5.638265780439871892e-19,3.421915640128110906e-17,5.254886336600694573e-15,5.203000522495591212e-19,1.927251589339206027e-14,3.643582797536264550e-15,8.396063330297664379e-17,3.161276967398658264e-18,4.634579133580956560e-18,3.767514750819008048e-13,2.280476958000105951e-15,2.914375608047383561e-14,2.155348563925080813e-13,1.012937002159353093e-15,3.942420182315829517e-17,2.371532364771569222e-15,2.184803653511367906e-17,7.119744066827156531e-16,3.568381650253567013e-18,1.341607286684638199e-17,1.543222656008842607e-17,1.876566988877157171e-18,1.250654195915130009e-17,1.260499342800929300e-17,3.161233190866113376e-15,2.598611213681473396e-18,1.928585631840975129e-17,6.278350765665102839e-16,8.256742173884771972e-19,5.947198375771091399e-15,2.187827626824784165e-18,1.089045205866600206e-16,3.649760923281278965e-17,2.116164156693097485e-17,8.871073950337047805e-17,5.383108005037781295e-16,3.159450650546233368e-19,2.545115131246691140e-16
6.963635261377933940e-10,1.463064270828958371e-17,2.230620940420185454e-16,2.349689634944020056e-16,1.063053964192614152e-17,1.822836976414085071e-17,3.121430495904612689e-17,1.599997800199459898e-14,2.429810090470207463e-16,2.463547372342409287e-13,2.200774867589005416e-14,1.993131682652021581e-13,8.777776309768896071e-14,5.674051472914105195e-18,4.230631035160043300e-16,9.229891518718694764e-18,1.849992882725087017e-13,1.291796684437043843e-17,6.989269994380672081e-17,8.472079232120781403e-18,8.856359696763924513e-13,1.307461132225439193e-14,4.968976635004417571e-16,6.159000126557884986e-16,1.068524242246521361e-14,3.904154740075330774e-16,1.049574021006739830e-17,1.441906293270821627e-18,3.034111830416107146e-17,1.081680647994075744e-13,5.160008639574010623e-19,3.136953764031750139e-17,4.792517876508888580e-15,4.771043206718686283e-19,1.757555972537319079e-14,3.322728238517184248e-15,7.666695891305517189e-17,2.888087854379288424e-18,4.249581251356434393e-18,3.436705207651732636e-13,2.082352539528713138e-15,2.657757982677011068e-14,1.965597094848664696e-13,9.237427713934746610e-16,3.598270691748212640e-17,2.162749944728566274e-15,1.995217923560849827e-17,6.508554252967902045e-16,3.269152351028227940e-18,1.226213315370044438e-17,1.408395933809238559e-17,1.719347919339046818e-18,1.141645530348404365e-17,1.153201577795478953e-17,2.884375334180316519e-15,2.374137907672767244e-18,1.760415761327886275e-17,5.729141880402644173e-16,7.539179506394295899e-19,5.423418902114469358e-15,2.004520414345764878e-18,9.943671560943642202e-17,3.329951835235292427e-17,1.931254325749683519e-17,8.096155930138234505e-17,4.905781150194952382e-16,2.896016510885248360e-19,2.321952163021669080e-16
7.126387942457183397e-10,1.341636449850760933e-17,2.048193495784958775e-16,2.146995088516349484e-16,9.707426913675510786e-18,1.671860605008664926e-17,2.849949600726323382e-17,1.459225885587732574e-14,2.216513553436113085e-16,2.246905834118782404e-13,2.007640864248312372e-14,1.817713730341161928e-13,8.005126167745331439e-14,5.202197783579942782e-18,3.859434121793620545e-16,8.427908965955658276e-18,1.687290681846609987e-13,1.178813504123813171e-17,6.378772362521405032e-17,7.765249026144144680e-18,8.076496943203499400e-13,1.192946429778397888e-14,4.334208983227589844e-16,5.619667133539768753e-16,9.746915986544583498e-15,3.562870749825746555e-16,9.609783106772651806e-18,1.318832941900416223e-18,2.757989445878500933e-17,9.861399542279637847e-14,4.723147820998543734e-19,2.876468536928526353e-17,4.370896318457846310e-15,4.376136619474980186e-19,1.602820398540258380e-14,3.030161170807748310e-15,7.001193773920518189e-17,2.638760323834633893e-18,3.897608569271864088e-18,3.135018158446244448e-13,1.901578145404039140e-15,2.423763512396264321e-14,1.792572486578018781e-13,8.424119379669742613e-16,3.284329672315403687e-17,1.972371933922692684e-15,1.822224775915998570e-17,5.950580730513410021e-16,2.995693458264911935e-18,1.120875726248747370e-17,1.285408823754895843e-17,1.575667419635312294e-18,1.042198067286974153e-17,1.055209549268956682e-17,2.631858801755303426e-15,2.169267607251404143e-18,1.606999442928363843e-17,5.228191107769630545e-16,6.884464499460415516e-19,4.945820441434452333e-15,1.836998847653902046e-18,9.079829393218686184e-17,3.038267775978219320e-17,1.762583311649315900e-17,7.389281063394906288e-17,4.470696971673526803e-16,2.655221976536420604e-19,2.118421323970663895e-16
