# This data is taken from: https://arxiv.org/abs/1803.01038
# Adaptation: added in frequencies in Hz corresponding to T in GeV
#
# Original Header:
### Effective degrees of freedom for the energy density and for the entropy density in the Standard Model.
### Data points are spaced over the interval in log(T).
### 
### K. Saikawa and S. Shirai (2018).
#
#
T[GeV] f[Hz] g_*rho g_*s
4.9534724 1.2549951773008258e-07 80.14367 79.861807
4.9794326 1.2615857642397812e-07 80.152991 79.873195
5.0055289 1.2682108144901544e-07 80.162229 79.884489
5.0317619 1.274870636766021e-07 80.171438 79.89574
5.0581325 1.2815652193334302e-07 80.180529 79.90686
5.0846412 1.2882947578767716e-07 80.189533 79.917882
5.1112889 1.295059652740822e-07 80.198509 79.928862
5.1380762 1.3018598205045107e-07 80.207371 79.939715
5.1650039 1.3086956071192672e-07 80.216173 79.950495
5.1920727 1.315567170524669e-07 80.22491 79.961198
5.2192834 1.3224746636836423e-07 80.233562 79.971803
5.2466367 1.32941831732818e-07 80.242151 79.982333
5.2741334 1.3363983391746636e-07 80.250675 79.992784
5.3017741 1.343414742012746e-07 80.259088 80.003112
5.3295597 1.3504681190256213e-07 80.26752 80.013446
5.357491 1.3575582809524224e-07 80.275832 80.023648
5.3855686 1.3646853908177568e-07 80.284027 80.03372
5.4137934 1.3718500557590412e-07 80.29224 80.043797
5.442166 1.3790520694497428e-07 80.300346 80.053755
5.4706874 1.3862917913534075e-07 80.308381 80.063629
5.4993583 1.3935693719436672e-07 80.316338 80.073413
5.5281794 1.400885059428411e-07 80.324242 80.083132
5.5571516 1.408239139763716e-07 80.332109 80.0928
5.5862756 1.4156316885992048e-07 80.33991 80.102391
5.6155522 1.423062901956637e-07 80.347637 80.111894
5.6449823 1.430533000749927e-07 80.355294 80.121316
5.6745666 1.438042131612245e-07 80.362867 80.130641
5.7043059 1.44559081445004e-07 80.370465 80.139979
5.7342012 1.453178835671943e-07 80.377927 80.149167
5.764253 1.460806615882318e-07 80.38536 80.158316
5.7944624 1.4684743801182738e-07 80.392738 80.167396
5.8248301 1.47618220800494e-07 80.400033 80.176381
5.855357 1.4839305766303772e-07 80.407327 80.185353
5.8860438 1.4917191735048198e-07 80.41446 80.194152
5.9168915 1.4995489326624337e-07 80.421652 80.202997
5.9479008 1.507419477281108e-07 80.428725 80.211711
5.9790727 1.515331319499187e-07 80.435763 80.220378
6.0104079 1.523284646564246e-07 80.442769 80.229001
6.0419073 1.5312795388808533e-07 80.449694 80.23753
6.0735718 1.5393163274269577e-07 80.456573 80.246001
6.1054023 1.5473951987182165e-07 80.463393 80.254401
6.1373996 1.555516441261043e-07 80.470181 80.262757
6.1695646 1.5636801387299745e-07 80.476892 80.271024
6.2018981 1.571886621712999e-07 80.483566 80.279242
6.2344011 1.5801362351984989e-07 80.490227 80.287433
6.2670744 1.5884288823566816e-07 80.496793 80.29552
6.299919 1.59676525473329e-07 80.503386 80.303619
6.3329357 1.6051450462608033e-07 80.509859 80.311587
6.3661255 1.613568792183831e-07 80.516296 80.319507
6.3994892 1.622036728996324e-07 80.522707 80.327389
6.4330277 1.6305490050490152e-07 80.529068 80.335209
6.466742 1.6391059274493024e-07 80.535393 80.34298
6.500633 1.6477077416499073e-07 80.541689 80.35071
6.5347016 1.6563545058479666e-07 80.547908 80.358352
6.5689488 1.6650466979324975e-07 80.554112 80.365966
6.6033754 1.6737843222495526e-07 80.560245 80.373497
6.6379825 1.6825679470657624e-07 80.566391 80.381029
6.6727709 1.6913976283929242e-07 80.572505 80.388516
6.7077417 1.7002733410135312e-07 80.578504 80.395877
6.7428957 1.7091957904203714e-07 80.584528 80.40325
6.778234 1.7181650291540338e-07 80.590516 80.410576
6.8137574 1.727181153649279e-07 80.596432 80.417816
6.8494671 1.736244730953351e-07 80.602356 80.425053
6.8853639 1.7453557869255248e-07 80.608234 80.432231
6.9214488 1.7545145459500092e-07 80.61406 80.439345
6.9577228 1.7637213880081717e-07 80.619867 80.446427
6.994187 1.7729767172767709e-07 80.625693 80.453517
7.0308422 1.7822802630587777e-07 80.631404 80.460479
7.0676895 1.7916328126337702e-07 80.637139 80.467452
7.10473 1.8010344262401399e-07 80.64284 80.474379
7.1419646 1.8104851684834231e-07 80.648463 80.481216
7.1793943 1.8199858076544443e-07 80.654142 80.488095
7.2170202 1.829536150163961e-07 80.659758 80.494901
7.2548432 1.8391365553247512e-07 80.665336 80.501654
7.2928645 1.8487874190223206e-07 80.670906 80.508387
7.3310851 1.858489054069164e-07 80.676483 80.515115
7.3695059 1.8682414455614055e-07 80.681999 80.521768
7.4081281 1.8780451825868135e-07 80.687532 80.528426
7.4469528 1.8879002407042866e-07 80.693001 80.535007
7.4859809 1.8978071161520512e-07 80.698477 80.541583
7.5252135 1.9077659769914002e-07 80.703927 80.548119
7.5646518 1.917777250902298e-07 80.709382 80.554646
7.6042967 1.9278411214542208e-07 80.714834 80.561158
7.6441494 1.937957656152966e-07 80.720219 80.567589
7.684211 1.9481274209773077e-07 80.725611 80.574014
7.7244825 1.9583507450410582e-07 80.73103 80.580454
7.7649651 1.968627827686085e-07 80.736443 80.586873
7.8056598 1.9789588069470768e-07 80.741825 80.593248
7.8465678 1.9893440206356464e-07 80.747182 80.599584
7.8876902 1.9997837036713633e-07 80.752505 80.605873
7.9290282 2.010278413162636e-07 80.757851 80.61217
7.9705827 2.0208284980605432e-07 80.763254 80.618512
8.0123551 2.0314336933259442e-07 80.768558 80.62474
8.0543464 2.042094992308401e-07 80.773942 80.631034
8.0965577 2.0528121039460112e-07 80.779269 80.637257
8.1389903 2.0635855735613292e-07 80.784588 80.643457
8.1816452 2.074416070987267e-07 80.789998 80.649734
8.2245237 2.0853032576773167e-07 80.795341 80.65593
8.2676269 2.0962477732050942e-07 80.800699 80.662126
8.310956 2.1072499737717188e-07 80.806083 80.668333
8.3545122 2.1183100772375772e-07 80.811474 80.674533
8.3982966 2.1294282743424085e-07 80.816849 80.680702
8.4423105 2.1406050994187194e-07 80.822252 80.686883
8.4865551 2.1518408533144626e-07 80.827683 80.693077
8.5310316 2.1631356544886946e-07 80.833101 80.699244
8.5757411 2.1744899363639362e-07 80.838534 80.705409
8.620685 2.1859042518145442e-07 80.844029 80.711621
8.6658644 2.1973783188077787e-07 80.849458 80.717751
8.7112806 2.2089130832586283e-07 80.854959 80.723938
8.7569348 2.2205086757571313e-07 80.860488 80.730136
8.8028283 2.2321653309073772e-07 80.866027 80.736329
8.8489623 2.2438835418873471e-07 80.871612 80.742551
8.8953381 2.255663247145694e-07 80.877159 80.748719
8.9419569 2.2675054135875077e-07 80.882808 80.754972
8.98882 2.279409900137785e-07 80.888456 80.761207
9.0359288 2.2913773058730244e-07 80.894156 80.767478
9.0832844 2.3034077805051053e-07 80.899875 80.77375
9.1308882 2.3155017275640537e-07 80.905626 80.780038
9.1787415 2.3276594354811847e-07 80.911397 80.786329
9.2268456 2.3398815089071013e-07 80.91724 80.792673
9.2752018 2.352167901132668e-07 80.923079 80.798996
9.3238114 2.36451926158097e-07 80.928977 80.80536
9.3726758 2.3769360080216573e-07 80.934947 80.811779
9.4217962 2.389418165434178e-07 80.940928 80.818191
9.4711741 2.401966529113544e-07 80.947001 80.824676
9.5208108 2.414580910460966e-07 80.953059 80.831127
9.5707076 2.4272620963557855e-07 80.959195 80.837638
9.6208659 2.440010447811622e-07 80.965408 80.844208
9.6712871 2.452826069173074e-07 80.971644 80.850782
9.7219725 2.4657094692385567e-07 80.977935 80.857391
9.7729235 2.478661175581693e-07 80.984313 80.864067
9.8241416 2.491681258844926e-07 80.990719 80.870753
9.8756281 2.504770441769271e-07 80.997222 80.877515
9.9273845 2.517928808273727e-07 81.003768 80.884302
9.9794121 2.531156904702823e-07 81.010393 80.891148
10.031712 2.544417794772839e-07 81.00992 80.890854
10.084287 2.557725062605755e-07 81.004932 80.886013
10.137137 2.5711026072456627e-07 81.000057 80.881264
10.190263 2.584550730192545e-07 80.9953 80.876611
10.243669 2.5980704627041805e-07 80.990662 80.872055
10.297354 2.61166154659799e-07 80.986144 80.867599
10.35132 2.625324533089835e-07 80.981746 80.86324
10.40557 2.63906018425713e-07 80.97747 80.858982
10.460103 2.6528682967368776e-07 80.973321 80.854829
10.514923 2.6667499033161037e-07 80.9693 80.850782
10.57003 2.680705022560053e-07 80.965408 80.846842
10.625425 2.694733932494098e-07 80.961645 80.843008
10.681111 2.70883742420616e-07 80.958016 80.839286
10.737089 2.723015776512717e-07 80.954523 80.835678
10.79336 2.737269296813611e-07 80.951169 80.832185
10.849926 2.751598501811703e-07 80.947953 80.828806
10.906788 2.7660036488644007e-07 80.944877 80.825545
10.963949 2.780485536857519e-07 80.941943 80.822403
11.021409 2.7950442102457733e-07 80.939154 80.819382
11.07917 2.8096802098731365e-07 80.936513 80.816485
11.137234 2.824394030620647e-07 80.934019 80.813713
11.195602 2.8391860010338304e-07 80.931676 80.811067
11.254276 2.8540566752011276e-07 80.929489 80.808552
11.313258 2.869006560827244e-07 80.927457 80.806168
11.372548 2.884035687900911e-07 80.925582 80.803917
11.43215 2.899145077421137e-07 80.923862 80.801797
11.492064 2.914334783814079e-07 80.922303 80.799814
11.552291 2.92960512818786e-07 80.920909 80.79797
11.612835 2.944957139055496e-07 80.919681 80.796267
11.673695 2.960390540502304e-07 80.918616 80.794704
11.734875 2.975906440284205e-07 80.91772 80.793284
11.796375 2.991504890351229e-07 80.916998 80.792012
11.858198 3.0071866486656604e-07 80.916448 80.790887
11.920345 3.0229519719081926e-07 80.916069 80.789909
11.982817 3.0388012104140446e-07 80.915867 80.789081
12.045617 3.0547351604823693e-07 80.915848 80.788411
12.108746 3.0707541182534975e-07 80.916011 80.787896
12.172205 3.086858285067529e-07 80.916352 80.787536
12.235998 3.103048781467266e-07 80.916876 80.787332
12.300124 3.1193253783412597e-07 80.917587 80.78729
12.364587 3.1356891730680487e-07 80.918488 80.78741
12.429387 3.1521401396304615e-07 80.919579 80.787696
12.494527 3.1686791165109967e-07 80.920862 80.788147
12.560009 3.185306637366019e-07 80.922339 80.788766
12.625834 3.2020229825680895e-07 80.92401 80.789553
12.692003 3.218828459174298e-07 80.925879 80.790512
12.75852 3.23572418251159e-07 80.927953 80.791648
12.825385 3.252710148174595e-07 80.930231 80.792962
12.8926 3.26978684520772e-07 80.932708 80.79445
12.960168 3.286955062935165e-07 80.935382 80.796109
13.02809 3.304215280499126e-07 80.938276 80.797959
13.096368 3.3215679005634107e-07 80.941378 80.799992
13.165003 3.339013213864383e-07 80.944687 80.802206
13.233999 3.3565523206621436e-07 80.948209 80.804606
13.303356 3.374185266464245e-07 80.951948 80.807197
13.373076 3.3919126536240595e-07 80.955907 80.809979
13.443162 3.4097351712884304e-07 80.960081 80.812952
13.513615 3.427653140604363e-07 80.964471 80.816115
13.584437 3.445667257602e-07 80.969093 80.819481
13.655631 3.463778176627346e-07 80.973935 80.823042
13.727197 3.4819859530767815e-07 80.978998 80.826798
13.799139 3.5002916791705437e-07 80.984288 80.830755
13.871458 3.518695759767331e-07 80.989815 80.83492
13.944156 3.5371987106760014e-07 80.995579 80.839295
14.017234 3.555800764714907e-07 81.001574 80.843875
14.090696 3.57450292219185e-07 81.007795 80.848656
14.164543 3.5933055690384645e-07 81.014255 80.853651
14.238777 3.6122092733367616e-07 81.020953 80.858857
14.313399 3.631214372526288e-07 81.027893 80.864277
14.388413 3.6503218912692125e-07 81.035077 80.869916
14.46382 3.669532206192188e-07 81.04251 80.875776
14.539622 3.688845820802558e-07 81.05019 80.881857
14.615822 3.7082634766789694e-07 81.058111 80.888154
14.692421 3.7277854681638253e-07 81.066275 80.89467
14.769421 3.7474125052508834e-07 81.074695 80.901414
14.846825 3.767145470154754e-07 81.083381 80.908396
14.924634 3.7869844058847813e-07 81.09231 80.915598
15.002851 3.8069302248790935e-07 81.101492 80.923028
15.081479 3.8269839363786944e-07 81.110945 80.9307
15.160518 3.847145343373552e-07 81.12065 80.938601
15.239971 3.867415346460044e-07 81.130615 80.946737
15.319841 3.887794888465429e-07 81.140851 80.955116
15.40013 3.908284309108591e-07 81.151343 80.963729
15.480839 3.928884125200228e-07 81.162108 80.972588
15.561971 3.949595212161759e-07 81.173152 80.981698
15.643528 3.9704177786339535e-07 81.184448 80.99104
15.725513 3.9913529669168837e-07 81.196025 81.000637
15.807928 4.0124014183648267e-07 81.207887 81.01049
15.890774 4.0335630267554627e-07 81.220006 81.020582
15.974055 4.054839161933474e-07 81.232403 81.030926
16.057772 4.0762303718905537e-07 81.245099 81.041539
16.141928 4.0977372060510905e-07 81.258078 81.052413
16.226525 4.1193600989417663e-07 81.271325 81.063533
16.311565 4.14109977890878e-07 81.284856 81.074913
16.397051 4.1629571640114793e-07 81.298681 81.086562
16.482985 4.1849327158048665e-07 81.312792 81.098474
16.569369 4.20702708332757e-07 81.327197 81.110656
16.656206 4.229241059564586e-07 81.341893 81.123105
16.743498 4.2515752528870705e-07 81.356885 81.135826
16.831247 4.2740301070413737e-07 81.372167 81.148817
16.919457 4.296606844090078e-07 81.387748 81.162083
17.008129 4.319305936474473e-07 81.40364 81.175633
17.097265 4.342127856920701e-07 81.41984 81.189468
17.186869 4.365073478218877e-07 81.436331 81.203574
17.276942 4.388143059589278e-07 81.453111 81.217951
17.367487 4.41133800665852e-07 81.470223 81.232631
17.458507 4.4346589141449336e-07 81.487653 81.247606
17.550004 4.4581058464306127e-07 81.505361 81.262844
17.64198 4.4816802188128266e-07 81.523412 81.278396
17.734438 4.505382295332845e-07 81.541766 81.294233
17.827381 4.5292131414131173e-07 81.560439 81.310366
17.920811 4.5531733045079504e-07 81.579432 81.326798
18.014731 4.577263651525984e-07 81.598749 81.343533
18.109143 4.6014847501232616e-07 81.618387 81.360567
18.20405 4.6258375161081166e-07 81.638355 81.377909
18.299454 4.6503223581197466e-07 81.658643 81.395553
18.395358 4.6749403831908424e-07 81.67927 81.413513
18.491764 4.699691771856069e-07 81.700208 81.431768
18.588676 4.7245784249640513e-07 81.721516 81.450364
18.686096 4.7496000149082125e-07 81.743131 81.469254
18.784026 4.774757631838596e-07 81.76509 81.488467
18.88247 4.800052553815088e-07 81.787406 81.508013
18.98143 4.82548474192357e-07 81.810035 81.527858
19.080908 4.851055286783435e-07 81.833017 81.548036
19.180907 4.876765277576263e-07 81.856367 81.568557
19.281431 4.90261540666029e-07 81.88006 81.589404
19.382481 4.928605826523941e-07 81.904082 81.610565
19.484061 4.95473807146016e-07 81.928467 81.632069
19.586174 4.981012936856983e-07 81.953212 81.653914
19.688821 5.007430729821132e-07 81.978312 81.676094
19.792006 5.033992652049631e-07 82.003779 81.698622
19.895733 5.060699591190452e-07 82.029598 81.721486
20.000003 5.08755210018754e-07 82.055786 81.744701
20.104819 5.114551101332117e-07 82.082346 81.768268
20.210185 5.141697481845494e-07 82.109267 81.792181
20.316102 5.168991738754567e-07 82.136558 81.816446
20.422575 5.196435148287746e-07 82.164219 81.841067
20.529606 5.224028624848001e-07 82.192264 81.86605
20.637198 5.251773088006365e-07 82.220705 81.89141
20.745354 5.27966871519653e-07 82.249494 81.917107
20.854076 5.307716571577597e-07 82.278667 81.943173
20.963369 5.335918442999554e-07 82.308249 81.969626
21.073234 5.36427402488801e-07 82.338199 81.996435
21.183675 5.392784698237423e-07 82.368536 82.023616
21.294694 5.421451625089553e-07 82.399295 82.051196
21.406296 5.450275009335432e-07 82.430405 82.079122
21.518482 5.479256572328984e-07 82.461951 82.107459
21.631257 5.508396488727877e-07 82.493862 82.136155
21.744622 5.537695985734501e-07 82.526189 82.165247
21.858582 5.567156173792982e-07 82.55892 82.194729
21.973139 5.596777609152059e-07 82.592052 82.224599
22.088296 5.626561407349594e-07 82.625601 82.25487
22.204056 5.656508269875727e-07 82.659556 82.285533
22.320424 5.68661957598041e-07 82.693919 82.316591
22.437401 5.71689581258193e-07 82.728701 82.348055
22.554991 5.747338165998697e-07 82.763903 82.379924
22.673198 5.777947499430916e-07 82.799514 82.412193
22.792024 5.808724989378499e-07 82.835562 82.44488
22.911473 5.839671069712967e-07 82.872013 82.477964
23.031547 5.870787344500475e-07 82.908921 82.511484
23.152251 5.902073947236044e-07 82.946219 82.545393
23.273588 5.933533005338825e-07 82.983975 82.57974
23.395561 5.965164752119562e-07 83.022154 82.6145
23.518172 5.996969896437974e-07 83.060763 82.64968
23.641427 6.028950530555459e-07 83.099829 82.685302
23.765327 6.061106248929533e-07 83.139307 82.721331
23.889877 6.093439181753318e-07 83.17924 82.757801
24.015079 6.125949684358215e-07 83.219613 82.794701
24.140938 6.158639522577074e-07 83.260448 82.832049
24.267456 6.191508497473208e-07 83.301701 82.869813
24.394637 6.224558750648856e-07 83.343425 82.908032
24.522485 6.257790875499054e-07 83.385593 82.946688
24.651003 6.291205876436759e-07 83.42821 82.985784
24.780194 6.324804785163373e-07 83.471287 83.025331
24.910063 6.358588997263317e-07 83.514821 83.065325
25.040612 6.392559053068901e-07 83.558812 83.10577
25.171845 6.426716169698327e-07 83.603261 83.146665
25.303766 6.46106168117541e-07 83.648178 83.188018
25.436378 6.495596297126099e-07 83.693556 83.229826
25.569685 6.530321122565752e-07 83.739393 83.272088
25.703691 6.565237977214941e-07 83.785722 83.314828
25.8384 6.600346801790758e-07 83.832483 83.358003
25.973814 6.635649468800387e-07 83.87974 83.401662
26.109938 6.671146824239868e-07 83.927463 83.445782
26.246775 6.706839748271882e-07 83.975654 83.490367
26.38433 6.742729966400749e-07 84.024326 83.535425
26.522605 6.778818015668061e-07 84.073476 83.580956
26.661605 6.815105319645494e-07 84.123106 83.626963
26.801334 6.851592792350004e-07 84.173201 83.673433
26.941795 6.888281683502442e-07 84.22378 83.720382
27.082992 6.925173071462549e-07 84.274836 83.767803
27.224929 6.96226833205078e-07 84.326388 83.815717
27.367609 6.999567068831641e-07 84.378366 83.864067
27.511038 7.037123688149805e-07 84.43332 83.914768
27.655218 7.074924174958959e-07 84.490536 83.967304
27.800154 7.112845756844084e-07 84.544031 84.017176
27.945849 7.150976576688776e-07 84.598007 84.067528
28.092309 7.189318269052444e-07 84.652462 84.118359
28.239535 7.227871725918247e-07 84.70742 84.169688
28.387533 7.266637979324539e-07 84.76285 84.221492
28.536307 7.305618636655159e-07 84.818772 84.273786
28.685861 7.344815025816679e-07 84.8752 84.326586
28.836198 7.384227392448188e-07 84.932092 84.379853
28.987323 7.423857938444978e-07 84.989491 84.433625
29.13924 7.463706984822976e-07 85.047359 84.487875
29.291954 7.503777621593692e-07 85.105765 84.54265
29.445467 7.544068033977409e-07 85.1646 84.597872
29.599786 7.584582240176079e-07 85.223961 84.653616
29.754913 7.625320369922461e-07 85.283818 84.709856
29.910853 7.66628313231829e-07 85.344139 84.766569
30.06761 7.707472445720175e-07 85.404961 84.823786
30.225189 7.748889751880092e-07 85.466279 84.8815
30.383593 7.790535104421314e-07 85.528056 84.939685
30.542828 7.832411961383407e-07 85.590372 84.998403
30.702897 7.874518816834536e-07 85.653117 85.05757
30.863805 7.916859569072885e-07 85.716402 85.117272
31.025557 7.959433667547698e-07 85.780131 85.177431
31.188156 8.0022429687728e-07 85.844354 85.238092
31.351607 8.045290190167444e-07 85.909122 85.299291
31.515915 8.088573029735311e-07 85.97427 85.360902
31.681085 8.132096637245084e-07 86.039962 85.423052
31.847119 8.175860406681855e-07 86.106136 85.48569
32.014024 8.219865714256131e-07 86.172774 85.548808
32.181804 8.26411396889853e-07 86.239881 85.612407
32.350463 8.308606711052209e-07 86.30747 85.676496
32.520005 8.353345038890124e-07 86.37554 85.741077
32.690437 8.398388552884091e-07 86.446476 85.807935
32.861761 8.44375760681384e-07 86.521098 85.877715
33.033984 8.489237677336005e-07 86.59043 85.943661
33.207109 8.534972090519378e-07 86.660372 86.010195
33.381141 8.58095902481791e-07 86.730788 86.077215
33.556085 8.62719964270549e-07 86.801661 86.144705
33.731946 8.673695297601877e-07 86.87299 86.212667
33.908729 8.720447476966831e-07 86.944774 86.281099
34.086439 8.767457202399307e-07 87.016996 86.349989
34.265079 8.81472783611152e-07 87.089754 86.419412
34.444656 8.862257410774123e-07 87.162885 86.489242
34.625174 8.910049532561366e-07 87.236486 86.559553
34.806639 8.958104974101155e-07 87.31052 86.630318
34.989054 9.006425987290692e-07 87.385037 86.701574
35.172425 9.055011820356009e-07 87.459939 86.773247
35.356757 9.103866940249854e-07 87.535343 86.845425
35.542055 9.152989651748719e-07 87.611124 86.918013
35.728325 9.20238109759208e-07 87.687261 86.990996
35.91557 9.252201541038413e-07 87.769854 87.068953
36.103797 9.302207415896635e-07 87.8495 87.144853
36.29301 9.352420645451516e-07 87.926993 87.219265
36.483215 9.402908523556358e-07 88.00484 87.294068
36.674417 9.45367774137531e-07 88.083238 87.36941
36.866621 9.504723947852036e-07 88.161965 87.445123
37.059832 9.556049525118264e-07 88.241057 87.521235
37.254056 9.607658607491136e-07 88.3206 87.597808
37.449297 9.659551745705717e-07 88.400578 87.674837
37.645562 9.71172894288585e-07 88.480896 87.752235
37.842855 9.764193226169105e-07 88.561628 87.830063
38.041183 9.816945095674891e-07 88.642734 87.908302
38.24055 9.870060430633562e-07 88.726915 87.988973
38.440961 9.923560540241822e-07 88.81487 88.072614
38.642423 9.977180461309649e-07 88.896942 88.15197
38.844941 1.0031099372094868e-06 88.979561 88.231855
39.04852 1.0085312590413117e-06 89.062504 88.312101
39.253166 1.01398227834623e-06 89.145801 88.392728
39.458885 1.0194631802274728e-06 89.22946 88.473745
39.665682 1.0249741071742596e-06 89.313484 88.555158
39.873562 1.0305151666145161e-06 89.397841 88.63693
40.082532 1.0360864661803743e-06 89.482505 88.719046
40.292597 1.0417110241351321e-06 89.575433 88.80749
40.503763 1.0473463090712468e-06 89.661776 88.89113
40.716036 1.053009419008824e-06 89.74741 88.974347
40.929421 1.0587035524103664e-06 89.833396 89.057939
41.143925 1.0644288728426003e-06 89.919729 89.141908
41.359552 1.070185103986366e-06 90.006249 89.226116
41.57631 1.0759730639728868e-06 90.093181 89.310749
41.794204 1.0817929272482137e-06 90.180518 89.395791
42.013239 1.0876709689923073e-06 90.277035 89.487842
42.233423 1.0935535054602523e-06 90.364631 89.573321
42.454761 1.0994685651509299e-06 90.452672 89.659244
42.677258 1.1054157645768236e-06 90.540963 89.745452
42.900922 1.1113953604913951e-06 90.629524 89.831967
43.125758 1.1174074806489385e-06 90.718341 89.918773
43.351772 1.1234612204596128e-06 90.81033 90.008061
43.57897 1.1295578706386652e-06 90.905845 90.100118
43.80736 1.1356685849877818e-06 90.995419 90.187827
44.036946 1.141812151130768e-06 91.08512 90.275722
44.267735 1.1479892774508329e-06 91.175119 90.363936
44.499734 1.154200405981169e-06 91.265495 90.45253
44.732949 1.1604631401425383e-06 91.361775 90.545642
44.967386 1.166751668466476e-06 91.455715 90.637127
45.203052 1.1730637287429508e-06 91.546519 90.726348
45.439953 1.1794103061532314e-06 91.637621 90.81588
45.678095 1.18579119366264e-06 91.728899 90.90563
45.917486 1.1922199165446494e-06 91.824494 90.998708
46.158131 1.198685796617342e-06 91.921038 91.092615
46.400037 1.2051711369282984e-06 92.012962 91.183142
46.643211 1.2116907476649234e-06 92.104803 91.273685
46.887659 1.2182457291047073e-06 92.196849 91.364461
47.133389 1.2248663586427083e-06 92.298264 91.46236
47.380406 1.231492744028271e-06 92.390745 91.553655
47.628718 1.2381545734866017e-06 92.483268 91.645058
47.878331 1.2448522990598232e-06 92.575919 91.736634
48.129253 1.2516101406479361e-06 92.675867 91.833757
48.381489 1.2583869767000686e-06 92.770776 91.927204
48.635048 1.2651937390707986e-06 92.863834 92.019333
48.889935 1.2720367326815722e-06 92.956879 92.111519
49.146158 1.2789451328228525e-06 93.058434 92.210167
49.403724 1.2858649807944642e-06 93.152565 92.303337
49.66264 1.292819200792932e-06 93.245951 92.396011
49.922913 1.299813170290536e-06 93.340107 92.489327
50.184549 1.3068263474707368e-06 93.421232 92.567181
50.447557 1.3138347623309503e-06 93.48709 92.631321
50.711944 1.3208792461605676e-06 93.552596 92.695236
50.977715 1.3279853135852958e-06 93.624963 92.764325
51.24488 1.3351112272397604e-06 93.692198 92.829596
51.513445 1.34226669141097e-06 93.757035 92.89308
51.783418 1.3494855685095571e-06 93.829084 92.962082
52.054805 1.356728810513137e-06 93.897287 93.028307
52.327614 1.3639990181966601e-06 93.962065 93.091853
52.601854 1.3713317263317938e-06 94.033587 93.160607
52.87753 1.3786914510837055e-06 94.101771 93.22688
53.154652 1.3860827671117656e-06 94.167828 93.291569
53.433225 1.3935330029546031e-06 94.239329 93.360439
53.713259 1.401006207497661e-06 94.306223 93.425855
53.99476 1.4085191048405978e-06 94.373163 93.491388
54.277737 1.416092624839954e-06 94.445555 93.560971
54.562196 1.4236751577992487e-06 94.509662 93.624463
54.848147 1.4313325375972907e-06 94.582946 93.694851
55.135596 1.4390010448069745e-06 94.648319 93.759325
55.424551 1.4467288225679623e-06 94.718556 93.827463
55.715021 1.4544891674978932e-06 94.786514 93.89392
56.007013 1.4622884132653222e-06 94.85395 93.9601
56.300535 1.4701423509486587e-06 94.924769 94.028811
56.595596 1.4780112580768111e-06 94.988512 94.092181
56.892203 1.4859602389259781e-06 95.062273 94.163198
57.190365 1.4939146163869995e-06 95.126498 94.227086
57.490089 1.5019417452996651e-06 95.198345 94.296592
57.791384 1.5099873093190525e-06 95.264122 94.361681
58.094258 1.518094692361942e-06 95.334809 94.430549
58.398719 1.5262223829736688e-06 95.399546 94.494861
58.704776 1.534422045118358e-06 95.471527 94.564655
59.012437 1.5426438080665933e-06 95.538164 94.63052
59.32171 1.550917090961454e-06 95.606715 94.697836
59.632604 1.5592298616979332e-06 95.674021 94.764168
59.945127 1.5675873498454716e-06 95.74151 94.830717
60.259289 1.5759962271319696e-06 95.810635 94.898487
60.575097 1.5844341449900615e-06 95.875976 94.963496
60.892559 1.5929397994586051e-06 95.946856 95.03267
61.211686 1.601479021634937e-06 96.014846 95.099683
61.532485 1.610050768644987e-06 96.079696 95.164354
61.854965 1.6186922868326942e-06 96.150311 95.233351
62.179136 1.6273634566069096e-06 96.216968 95.299384
62.505005 1.6360753232298856e-06 96.282474 95.364686
62.832582 1.6448538116228237e-06 96.352594 95.433344
63.161876 1.6536600431671157e-06 96.418278 95.49874
63.492896 1.6625220460965384e-06 96.485994 95.565647
63.825651 1.6714288005446935e-06 96.553213 95.632263
64.160149 1.6803819654079727e-06 96.620082 95.698555
64.4964 1.6893865722940209e-06 96.687794 95.765484
64.834414 1.6984265197473436e-06 96.752666 95.830359
65.174199 1.707532155881447e-06 96.82158 95.898299
65.515765 1.7166662289186666e-06 96.885754 95.962591
65.859121 1.7258676210454611e-06 96.954226 96.030167
66.204277 1.735105886878395e-06 97.019966 96.09573
66.551241 1.744394630610085e-06 97.08597 96.16149
66.900024 1.7537408450407697e-06 97.15374 96.22858
67.250634 1.7631168484098018e-06 97.217029 96.292309
67.603082 1.7725673638089e-06 97.285742 96.360103
67.957378 1.7820461140001686e-06 97.349543 96.424218
68.31353 1.7915832667458934e-06 97.415066 96.489622
68.671548 1.8011809967422714e-06 97.482693 96.556595
69.031443 1.8108117522995352e-06 97.546496 96.62081
69.393224 1.8204963136222878e-06 97.610711 96.685249
69.756901 1.8302463675835056e-06 97.677864 96.751861
70.122484 1.8400410604789328e-06 97.743564 96.817488
70.489983 1.849876747546189e-06 97.806747 96.881149
70.859408 1.8597666129761694e-06 97.870248 96.945013
71.230769 1.8697189535190672e-06 97.935933 97.010608
71.604076 1.8797246337769379e-06 98.001576 97.076106
71.97934 1.889782241412283e-06 98.067259 97.141894
72.35657 1.8998926519257392e-06 98.133019 97.207928
72.735778 1.9100530175364724e-06 98.197846 97.273191
73.116973 1.9202665558461304e-06 98.262402 97.338207
73.500165 1.9305331108218693e-06 98.326472 97.40272
73.885366 1.9408571691913793e-06 98.391244 97.467866
