,xi,B,rhoChi,dphi,sigmaB,H,N,kh,G,E,kS,ddphi,xieff,phi,sigmaE,a,t
229,-1.9737855888273437,4.40785733577973,0.015243894134563375,-0.12817541240235802,0.0,0.811735917061469,20.74379437254732,3270784932.3628607,-2.8982828688591673,4.634325306389159,3270784932.3628607,5.30535031283196e-06,-1.9737855888273437,12.613591885987056,0.010905323760888192,1020740695.276725,22.9
230,-1.9757768125231983,4.416002756735643,0.015348691368235546,-0.1281748810744849,0.0,0.8109144733736213,20.824926892012332,3547199211.270747,-2.909005724453726,4.652639882118524,3547199211.270747,5.321217620319839e-06,-1.9757768125231983,12.600774371299991,0.010926940239781987,1107008193.3130598,23.0
231,-1.9777720332859077,4.424194219261983,0.01545454131523125,-0.12817434815673448,0.0,0.8100930365049658,20.905977267449348,3846657241.3674073,-2.919803314373242,4.6711018125447765,3846657241.3674073,5.337147913824922e-06,-1.9777720332859077,12.587956909825154,0.010948652842908524,1200467939.6635375,23.1
232,-1.979771263089101,4.432432098319889,0.015561457192525874,-0.1281738136427924,0.0,0.8092716064758833,20.98694549954131,4171053121.7408533,-2.930676324591696,4.689712579548485,4171053121.7408533,5.353141504178769e-06,-1.979771263089101,12.57513950172185,0.01097046224776543,1301711142.7358768,23.2
233,-1.9817745139539877,4.4407167724096555,0.015669452411075306,-0.12817327752631322,0.0,0.808450183306835,21.067831588973196,4522434364.165244,-2.9416254484351376,4.708473681554374,4522434364.165244,5.369198704256694e-06,-1.9817745139539877,12.562322147150013,0.010992369137773239,1411376899.017963,23.3
234,-1.983781797949597,4.449048623250508,0.015778540579878257,-0.12817273980092053,0.0,0.8076287670183641,21.148635536432028,4903014129.618472,-2.952651387346968,4.72738663560692,4903014129.618472,5.385319830171334e-06,-1.983781797949597,12.549504846270219,0.011014374201973086,1530156012.9980733,23.4
235,-1.9857931271929998,4.457428036954294,0.01588873550938923,-0.12817220046020575,0.0,0.8068073576310943,21.229357342606907,5315184425.293025,-2.9637548501411226,4.74645297533244,5315184425.293025,5.401505198247882e-06,-1.9857931271929998,12.536687599243674,0.011036478136374121,1658795116.948537,23.5
236,-1.987808513849557,4.46585540331377,0.016000051214095562,-0.1281716594977288,0.0,0.8059859551657322,21.30999700818898,5761530336.23858,-2.974936554334704,4.765674255123088,5761530336.23858,5.417755127681583e-06,-1.987808513849557,12.523870406232236,0.01105868164325948,1798101113.7203133,23.6
237,-1.989827970133155,4.474331116146457,0.016112501917281228,-0.1281711169070175,0.0,0.8051645596430665,21.390554533871473,6244845371.396433,-2.986197224435789,4.785052045739218,6244845371.396433,5.434069938921148e-06,-1.989827970133155,12.511053267398403,0.011080985431437058,1948945967.4518867,23.7
238,-1.991851508306448,4.482855574306433,0.016226102054285176,-0.1281705726815675,0.0,0.8043431710839685,21.47102992034971,6768148009.828358,-2.9975375936369826,4.804587938110023,6768148009.828358,5.450449954563013e-06,-1.991851508306448,12.498236182905323,0.01110339021761725,2112271868.9819896,23.8
239,-1.9938791406811003,4.491429177955098,0.016340866274358254,-0.12817002681484224,0.0,0.8035217895093928,21.551423168321083,7334699539.431078,-3.0089584037052663,4.824283541486148,7334699539.431078,5.466895499347335e-06,-1.9938791406811003,12.4854191529168,0.01112589672183206,2289096804.782253,23.9
240,-1.995910879618028,4.500052333825264,0.01645680944624,-0.12816947930027248,0.0,0.8027004149403779,21.631734278485105,7948023287.401,-3.0204604037739213,4.844140484862099,7948023287.401,5.483406899947525e-06,-1.995910879618028,12.472602177597285,0.01114850567386777,2480520560.4033237,24.0
241,-1.997946737527645,4.508725453083595,0.01657394666185604,-0.12816893013125613,0.0,0.8018790473980459,21.71196325154338,8611925349.20223,-3.0320443520359044,4.864160417244214,8611925349.20223,5.499984484310183e-06,-1.997946737527645,12.459785257111895,0.01117121781069304,2687731191.7658663,24.1
242,-1.9999867268701104,4.517448951562354,0.016692293238568863,-0.1281683793011584,0.0,0.8010576869036037,21.79211008819964,9330516930.834312,-3.0437110154498783,4.88434500474601,9330516930.834312,5.516628583198724e-06,-1.9999867268701104,12.446968391626404,0.011194033876629192,2912012000.140237,24.2
243,-2.0020308601555765,4.52622324617998,0.01681186472473778,-0.1281678268033113,0.0,0.8002363334783428,21.87217478915974,10108238427.83478,-3.0554611688955737,4.904695938405638,10108238427.83478,5.533339528996924e-06,-2.0020308601555765,12.434151581307255,0.011216954619332701,3154749049.355493,24.3
244,-2.0040791499444333,4.5350487598496425,0.016932676901777095,-0.12816727263101327,0.0,0.7994149871436399,21.952157355131657,10949885373.72722,-3.0672955968224733,4.92521492519565,10949885373.72722,5.550117655879903e-06,-2.0040791499444333,12.421334826321555,0.011239980795384852,3417439266.6751695,24.4
245,-2.0061316088475665,4.543925922841359,0.01705474579004493,-0.1281667167775295,0.0,0.7985936479209582,22.032057786825533,11860636400.586935,-3.079215092066733,4.94590369609332,11860636400.586935,5.566963300381721e-06,-2.0061316088475665,12.40851812683709,0.011263113172263764,3701699171.8878284,24.5
246,-2.008188249526605,4.552855165475035,0.017178087652744856,-0.12816615923609131,0.0,0.7977723158318464,22.111876084953643,12846083365.08747,-3.091220456604066,4.966764000570702,12846083365.08747,5.583876800923158e-06,-2.008188249526605,12.395701483022314,0.011286352519288806,4009274282.498891,24.6
247,-2.010249084694177,4.561836924604279,0.017302718997616075,-0.12816559999989607,0.0,0.7969509908979397,22.191612250230413,13912263804.874613,-3.1033125012092513,4.987797609899892,13912263804.874613,5.600858497854844e-06,-2.010249084694177,12.382884895046365,0.011309699615601975,4342049246.496023,24.7
248,-2.0123141271141676,4.570871642360779,0.017428656583744356,-0.12816503906210716,0.0,0.7961296731409605,22.271266283372462,15065695902.43455,-3.1154920465493166,5.009006318469381,15065695902.43455,5.617908733830085e-06,-2.0123141271141676,12.370068363079056,0.011333155248705918,4702058758.008159,24.8
249,-2.0143833896019645,4.579959764363979,0.01755591742624667,-0.1281644764158532,0.0,0.7953083625827186,22.350838185098564,16313416146.851559,-3.1277599221344405,5.03039194135408,16313416146.851559,5.635027852878525e-06,-2.0143833896019645,12.357251887290893,0.011356720212205174,5091499315.3082075,24.9
250,-2.016456885024735,4.589101740756364,0.017684518798402195,-0.1281639120542288,0.0,0.7944870592451118,22.43032795612969,17663019898.046665,-3.140116966834287,5.051956314948219,17663019898.046665,5.652216202256797e-06,-2.016456885024735,12.344435467853064,0.011380395307088079,5512741885.0435915,25.0
251,-2.0185346263016704,4.5982980280209205,0.017814478236632656,-0.1281633459702936,0.0,0.7936657631501263,22.50973559718901,19122705073.319363,-3.1525640295182162,5.07370129893064,19122705073.319363,5.669474130695451e-06,-2.0185346263016704,12.331619104937456,0.01140418134400808,5968345541.334785,25.1
252,-2.0206166264042476,4.6075490855398105,0.017945813546492842,-0.12816277815707183,0.0,0.7928444743198368,22.589061109001875,20701319192.36585,-3.165101969021387,5.0956287763780255,20701319192.36585,5.6868019881756724e-06,-2.0206166264042476,12.31880279871665,0.011428079139130881,6461072153.487518,25.2
253,-2.022702898356507,4.616855380132196,0.018078542806982616,-0.1281622086075531,0.0,0.7920231927764073,22.668304492295874,22408410034.48261,-3.1777316536955436,5.117740652530448,22408410034.48261,5.704200128188908e-06,-2.022702898356507,12.30598654936392,0.011452089519575713,6993902201.541477,25.3
254,-2.024793455235305,4.6262173797728625,0.018212684374163183,-0.1281616373146915,0.0,0.7912019185420915,22.747465747800796,24254280180.479935,-3.190453961530314,5.140038856748999,24254280180.479935,5.721668905853891e-06,-2.024793455235305,12.293170357053251,0.011476213315903684,7570051804.753315,25.4
255,-2.0268883101705804,4.635635559635947,0.01834825688672031,-0.1281610642714054,0.0,0.7903806516392331,22.82654487624868,26250045732.01868,-3.203269780851887,5.162525341551035,26250045732.01868,5.7392086783306355e-06,-2.0268883101705804,12.280354221959328,0.011500451369390053,8192991054.417126,25.5
256,-2.028987476345627,4.645110400977761,0.01848527927053805,-0.1281604894705774,0.0,0.7895593920902667,22.90554187837378,28407699522.729298,-3.216180011080154,5.185202083635842,28407699522.729298,5.756819805125527e-06,-2.028987476345627,12.267538144257554,0.01152480453071797,8866463749.184666,25.6
257,-2.0310909669973563,4.654642388308628,0.018623770744725033,-0.12815991290505385,0.0,0.7887381399177177,22.984456754912614,30740179158.6987,-3.22918556108319,5.208071084300153,30740179158.6987,5.7745026472543194e-06,-2.0310909669973563,12.254722124124036,0.011549273656580669,9594508638.302038,25.7
258,-2.0331987954165807,4.66423201088637,0.018763750824888178,-0.12815933456764525,0.0,0.7879168951442028,23.063289506603958,33261440250.810047,-3.2422873503609257,5.231134370137717,33261440250.810047,5.792257569172566e-06,-2.0331987954165807,12.241906161735605,0.011573859611519787,10381482285.954279,25.8
259,-2.0353109749482736,4.673879766733068,0.018905239331278655,-0.12815875445112523,0.0,0.787095657792431,23.142040134188846,35986535228.12681,-3.2554863091316917,5.2543939925241645,35986535228.12681,5.810084936391784e-06,-2.0353109749482736,12.22909025726981,0.011598563272760582,11232083678.250963,25.9
260,-2.0374275189918483,4.683586156235873,0.01904825639229274,-0.1281581725482308,0.0,0.7862744278852035,23.220708638410596,38931698150.14729,-3.2687833785614218,5.277852027022736,38931698150.14729,5.82798511720864e-06,-2.0374275189918483,12.216274410904926,0.011623385522457142,12151380703.3275,26.0
261,-2.03954844100144,4.6933516849306605,0.01919282244802649,-0.1281575888516623,0.0,0.7854532054454144,23.299295020014803,42114435966.45152,-3.282179511024755,5.3015105758661045,42114435966.45152,5.8459584822148435e-06,-2.03954844100144,12.203458622819953,0.011648327251162586,13144838644.623995,26.1
262,-2.041673754486172,4.703176864575845,0.019338958257942244,-0.12815700335408248,0.0,0.784631990496051,23.37779927974936,45553626705.17731,-3.2956756694490275,5.325371767953659,45553626705.17731,5.864005403718178e-06,-2.041673754486172,12.190642893194626,0.011673389359129208,14218350837.682167,26.2
263,-2.043803473010447,4.713062214161,0.01948668490760092,-0.12815641604811714,0.0,0.783810783060195,23.456221418364464,49269625107.035515,-3.3092728287596445,5.349437758596337,49269625107.035515,5.882126257238358e-06,-2.043803473010447,12.177827222209416,0.011698572757517721,15378271651.81774,26.3
264,-2.045937610194216,4.723008254913364,0.01963602381272956,-0.1281558269263541,0.0,0.782989583161022,23.53456143661262,53284376259.388176,-3.322971974452974,5.373710729633907,53284376259.388176,5.900321419567748e-06,-2.045937610194216,12.165011610045532,0.011723878362374412,16631451969.834875,26.4
265,-2.0480761797132745,4.733015516486751,0.019786996725055354,-0.12815523598134362,0.0,0.7821683908218018,23.612819335248666,57621537825.43758,-3.3367741048282955,5.39819289097534,57621537825.43758,5.9185912705178694e-06,-2.0480761797132745,12.152196056884922,0.011749307102171805,17985277351.605236,26.5
266,-2.050219195299539,4.74308453293854,0.019939625739299933,-0.12815464320559786,0.0,0.7813472060659004,23.69099511502976,62306611506.996925,-3.3506802283172727,5.422886478977409,62306611506.996925,5.936936192211656e-06,-2.050219195299539,12.139380562910288,0.011774859912884449,19447709080.896095,26.6
267,-2.052366670741324,4.753215842683493,0.020093933297690315,-0.12815404859159008,0.0,0.780526028916779,23.769088776715407,67367084425.85042,-3.3646913665191174,5.44779375913817,67367084425.85042,5.955356567806058e-06,-2.052366670741324,12.126565128305078,0.01180053773804996,21027328309.36643,26.7
268,-2.054518619883657,4.7634099936703205,0.020249942197654483,-0.12815345213175605,0.0,0.7797048593979955,23.847100321067458,72832581158.564,-3.3788085515727295,5.472917025634899,72832581158.564,5.973852785060209e-06,-2.054518619883657,12.113749753253497,0.011826341534998527,22733383527.21884,26.8
269,-2.0566750566285408,4.773667537865002,0.020407675598139115,-0.12815285381849198,0.0,0.7788836975332041,23.925029748850132,78735027213.01443,-3.3930328294546754,5.498258600118892,78735027213.01443,5.992425232458565e-06,-2.0566750566285408,12.100934437940507,0.011852272268144611,24575841606.678013,26.9
270,-2.058835994935261,4.783989032927117,0.020567157024689257,-0.12815225364415544,0.0,0.7780625433461561,24.00287706083002,85108824792.13426,-3.4073652580769487,5.523820834404249,85108824792.13426,6.011074301695238e-06,-2.058835994935261,12.088119182551834,0.011878330911126138,26565442682.33577,27.0
271,-2.06100144882067,4.79437504262348,0.02072841037744386,-0.1281516516010645,0.0,0.7772413968607012,24.080642257776088,91991041751.63507,-3.421806907518694,5.549606110564874,91991041751.63507,6.0298003861836196e-06,-2.06100144882067,12.075303987273967,0.01190451844730936,28713759151.543648,27.1
272,-2.063171432359488,4.8048261376332535,0.020891459936809874,-0.12815104768149782,0.0,0.7764202581007864,24.15832534045968,99421614724.1321,-3.4363588609536575,5.575616839595977,99421614724.1321,6.048603882089314e-06,-2.063171432359488,12.06248885229417,0.011930835870702974,31033259098.53446,27.2
273,-2.065345959684599,4.815342894668753,0.02105633037140637,-0.1281504418776944,0.0,0.7755991270904582,24.235926309654566,107443567452.36313,-3.451022214394436,5.601855465354239,107443567452.36313,6.0674851883208374e-06,-2.065345959684599,12.049673777800475,0.011957284185067458,33537374467.910618,27.3
274,-2.0675250449873466,4.825925896796767,0.02122304674558018,-0.12814983418185305,0.0,0.7747780038538622,24.313445166136894,116103245449.48283,-3.465798076388166,5.628324460055967,116103245449.48283,6.086444705796902e-06,-2.0675250449873466,12.0368587639817,0.011983864404109278,36240574336.64017,27.4
275,-2.0697087025178416,4.83657573221484,0.02139163452351553,-0.12814922458613273,0.0,0.7739568884152432,24.390881910685266,125450568184.99828,-3.480687569127123,5.655026329419936,125450568184.99828,6.105482838374991e-06,-2.0697087025178416,12.024043811027436,0.012010577550228236,39158443658.88527,27.5
276,-2.0718969465852526,4.84729299758548,0.021562119580114093,-0.1281486130826514,0.0,0.7731357807989465,24.468236544080693,135539300081.19434,-3.4956918278501834,5.681963610182896,135539300081.19434,6.124599991552831e-06,-2.0718969465852526,12.011228919128065,0.01203742465842841,42307767884.92257,27.6
277,-2.0740897915581216,4.85807829537905,0.021734528205582734,-0.12814799966348672,0.0,0.7723146810294186,24.545509067106615,146427341697.27362,-3.5108120018912032,5.709138871156851,146427341697.27362,6.143796574393903e-06,-2.0740897915581216,11.99841408847476,0.012064406773160648,45706623884.27969,27.7
278,-2.0762872518646627,4.868932235536565,0.02190888711510961,-0.1281473843206751,0.0,0.7714935891312069,24.622699480548953,158177042577.307,-3.526049254620725,5.736554714263693,158177042577.307,6.1630729978044735e-06,-2.0762872518646627,11.98559931925949,0.012091524950370202,49374477634.08771,27.8
279,-2.078489341993079,4.879855432590838,0.022085223454668946,-0.12814676704621203,0.0,0.7706725051289602,24.699807785196057,170855537343.9024,-3.541404763279747,5.764213774770006,170855537343.9024,6.182429675915329e-06,-2.078489341993079,11.972784611675015,0.012118780254039339,53332289166.697754,27.9
280,-2.080696076491855,4.890848510365805,0.022263564810734483,-0.12814614783205092,0.0,0.7698514290474305,24.776833981838767,184535106732.7777,-3.5568797186918673,5.792118722686,184535106732.7777,6.201867024128418e-06,-2.080696076491855,11.959969965914905,0.012146173761906645,57602625305.999954,28.0
281,-2.0829074699700927,4.901912097409112,0.02244393921766768,-0.12814552667010412,0.0,0.769030360911472,24.853778071270394,199293565384.59814,-3.572475326386594,5.820272262106323,199293565384.59814,6.221385462099794e-06,-2.0829074699700927,11.94715538217353,0.012173706559937485,62209780759.72109,28.1
282,-2.0851235370978025,4.913046831427683,0.022626375166232407,-0.12814490355224145,0.0,0.7682093007460427,24.930640054286737,215214678340.1244,-3.588192806256461,5.848677130723791,215214678340.1244,6.240985410785057e-06,-2.0851235370978025,11.93434086064608,0.012201379747639596,67179908175.49489,28.2
283,-2.087344292606234,4.924253356226757,0.022810901610329747,-0.12814427847029072,0.0,0.7673882485762041,25.007419931686115,232388608323.47308,-3.6040333936350586,5.877336102315461,232388608323.47308,6.26066729453247e-06,-2.087344292606234,11.921526401528551,0.012229194434485984,72541157811.83395,28.3
284,-2.0895697512881917,4.935532323574483,0.0229975479774139,-0.12814365141603734,0.0,0.7665672044271226,25.084117704269335,250912396046.6973,-3.6199983380880676,5.906251986394473,250912396046.6973,6.2804315404283705e-06,-2.0895697512881917,11.908712005017765,0.0122571517421408,78323827521.48741,28.4
285,-2.0917999279983333,4.946884390868535,0.023186344176773264,-0.12814302238122302,0.0,0.7657461683240693,25.160733372839736,270890475927.69946,-3.6360889048133154,5.935427629315228,270890475927.69946,6.300278576405199e-06,-2.0917999279983333,11.895897671311364,0.012285252801699576,84560523794.28064,28.5
286,-2.0940348376535365,4.95831022409375,0.023377320606973652,-0.12814239135754776,0.0,0.7649251402924204,25.237266938203195,292435229783.29095,-3.6523063744139184,5.964865913394594,292435229783.29095,6.320208836118228e-06,-2.0940348376535365,11.883083400607815,0.012313498757203974,91286334659.56306,28.6
287,-2.096274495233172,4.96981049743653,0.02357050816731362,-0.1281417583366672,0.0,0.7641041203576596,25.313718401168117,315667581240.8585,-3.668652043131935,5.994569760074097,315667581240.8585,6.34022275351397e-06,-2.096274495233172,11.870269193106425,0.012341890765314535,98539015305.13428,28.7
288,-2.0985189157794677,4.981385890544013,0.023765938266707674,-0.12814112331019392,0.0,0.7632831085453758,25.390087762545477,340717633806.3335,-3.6851272225162406,6.024542127470125,340717633806.3335,6.360320766703875e-06,-2.0985189157794677,11.857455049007335,0.01237042999190396,106359187330.19559,28.8
289,-2.100768114397808,4.993037093216995,0.023963642830988736,-0.12814048626969604,0.0,0.7624621048812659,25.4663750231488,367725355733.82697,-3.701733240635408,6.054786012215539,367725355733.82697,6.380503315066355e-06,-2.100768114397808,11.844640968511522,0.012399117617774034,114790552614.73697,28.9
290,-2.1030221062570877,5.004764801536479,0.024163654314417873,-0.1281398472066982,0.0,0.7616411093911339,25.542580183794197,396841315064.4214,-3.7184714420131146,6.085304450474131,396841315064.4214,6.4007708422975505e-06,-2.1030221062570877,11.831826951820812,0.012427954834042606,123880122857.15695,29.0
291,-2.105280906590024,5.016569720211416,0.02436600570851058,-0.12813920611268007,0.0,0.760820122100893,25.618703245300356,428227468438.9256,-3.7353431875210585,6.116100518403383,428227468438.9256,6.421123794020447e-06,-2.105280906590024,11.81901299913788,0.012456942844979887,133678465906.0533,29.1
292,-2.107544530693505,5.028452562040048,0.02457073055408448,-0.12813856297907703,0.0,0.7599991430365647,25.694744208488572,462058007543.2985,-3.7523498546872354,6.147177331541792,462058007543.2985,6.441562619128368e-06,-2.107544530693505,11.806199110666261,0.01248608286732752,144239970091.4207,29.2
293,-2.1098129939289088,5.0404140464079425,0.024777862949390748,-0.12813791779727882,0.0,0.7591781722242801,25.770703074182737,498520267316.62604,-3.7694928377153176,6.178538048291295,498520267316.62604,6.462087768286867e-06,-2.1098129939289088,11.79338528661034,0.012515376128649391,155623127845.21176,29.3
294,-2.112086311722464,5.052454903120612,0.02498743756106167,-0.12813727055863067,0.0,0.7583572096902803,25.846579843209366,537815700341.5293,-3.786773548541558,6.210185865922315,537815700341.5293,6.482699696525687e-06,-2.112086311722464,11.780571527175368,0.012544823871741606,167890839991.80853,29.4
295,-2.1143644995655686,5.064575869376412,0.025199489634677955,-0.12813662125443165,0.0,0.7575362554609165,25.922374516397614,580160922146.6855,-3.8041934165992277,6.242124025428777,580160922146.6855,6.5033988605656545e-06,-2.1143644995655686,11.767757832567463,0.01257442735121438,181110742185.72922,29.5
296,-2.116647573015144,5.076777690606039,0.025414055006620966,-0.1281359698759353,0.0,0.7567153095626523,25.998087094579255,625788832482.2831,-3.821753889174422,6.274355809623686,625788832482.2831,6.524185720719004e-06,-2.116647573015144,11.754944202993622,0.012604187834405423,195355555077.32214,29.6
297,-2.1189355476939737,5.0890611210543675,0.02563117011415019,-0.12813531641434886,0.0,0.7558943720220622,26.073717578588727,674949817982.979,-3.8394564309353587,6.30688454644266,674949817982.979,6.54506073976203e-06,-2.1189355476939737,11.742130638661713,0.012634106602221624,210703459897.74594,29.7
298,-2.1212284392910568,5.101426923746864,0.02585087200782624,-0.12813466086083325,0.0,0.7550734428658329,26.14926596926314,727913042010.9097,-3.857302524968964,6.339713607046895,727913042010.9097,6.5660243838054575e-06,-2.1212284392910568,11.729317139780484,0.012664184949002961,227238501272.56436,29.8
299,-2.123526263561942,5.113875870878356,0.0260731983638791,-0.1281340032065023,0.0,0.7542525221207648,26.224732267442263,784967827875.0178,-3.8752936725501903,6.372846406175676,784967827875.0178,6.5870771212868514e-06,-2.123526263561942,11.716503706559573,0.012694424182994442,245051019199.44897,29.9
300,-2.1258290363291037,5.126408742417763,0.026298187491530588,-0.12813334344242353,0.0,0.7534316098137709,26.300116473968565,846425142054.4078,-3.893431394834168,6.406286404598512,846425142054.4078,6.608219424697498e-06,-2.1258290363291037,11.703690339209508,0.012724825624779647,264238112260.22812,30.0
301,-2.128136773482262,5.139026328347962,0.02652587835035888,-0.12813268155961613,0.0,0.752610705971879,26.375418589687197,912619184513.8536,-3.9117172310215933,6.44003711020449,912619184513.8536,6.629451767962159e-06,-2.128136773482262,11.69087703794171,0.012755390610003992,284904134281.39606,30.1
302,-2.130449490978768,5.1517294274086884,0.02675631056035492,-0.12813201754905262,0.0,0.7517898106222316,26.450638615446017,983909093691.8518,-3.9301527398600165,6.474102076011461,983909093691.8518,6.650774629602307e-06,-2.130449490978768,11.67806380296851,0.012786120487765814,307161226810.9358,30.2
303,-2.132767204843943,5.16451884822453,0.026989524414216433,-0.12813135140165696,0.0,0.7509689237920864,26.52577655209562,1060680774266.7407,-3.9487394998419214,6.5084849033637,1060680774266.7407,6.672188490245322e-06,-2.132767204843943,11.66525063450313,0.012817016622103843,331129889943.41,30.3
304,-2.135089931171444,5.177395407774754,0.027225560891912123,-0.12813068310830508,0.0,0.750148045508817,26.60083240048933,1143348856367.4539,-3.9674791087708434,6.543189242301842,1143348856367.4539,6.6936938338854695e-06,-2.135089931171444,11.65243753275971,0.012848080390173279,356939594200.51685,30.4
305,-2.1374176861236287,5.190359933209328,0.02746446167105554,-0.12813001265982438,0.0,0.7493271757999135,26.6758061614832,1232358795494.4958,-3.9863731853093607,6.578218790951071,1232358795494.4958,6.715291147496114e-06,-2.1374176861236287,11.639624497953305,0.01287931318437637,384729436361.4487,30.5
306,-2.139750485931916,5.20341326188458,0.027706269144168474,-0.1281293400469935,0.0,0.7485063146929833,26.750697835936048,1328189123055.878,-4.005423367675925,6.613577297248027,1328189123055.878,6.736980921481919e-06,-2.139750485931916,11.626811530299888,0.01291071641247192,414648842337.1398,30.6
307,-2.1420883468971477,5.216556239971365,0.027951026427971152,-0.12812866526054162,0.0,0.7476854622157522,26.825507424709457,1431353858105.632,-4.024631315793118,6.649268558393443,1431353858105.632,6.7587636490353375e-06,-2.1420883468971477,11.61399863001636,0.01294229149587249,446858320395.70526,30.7
308,-2.1444312853899703,5.229789724478626,0.028198777380463336,-0.12812798829114877,0.0,0.7468646183960632,26.900234928667786,1542405091600.6562,-4.043998710115739,6.685296425011023,1542405091600.6562,6.780639826815633e-06,-2.1444312853899703,11.601185797320545,0.012974039872244826,481530268273.9872,30.8
309,-2.1467793178511894,5.243114581052617,0.0284495666154362,-0.12812730912944462,0.0,0.7460437832618791,26.974880348678187,1661935755269.346,-4.063527252411771,6.7216647993471375,1661935755269.346,6.802609953589505e-06,-2.1467793178511894,11.588373032431207,0.013005962992782404,518849837953.04694,30.9
310,-2.149132460792165,5.256531687520678,0.02870343951528135,-0.12812662776600953,0.0,0.7452229568412825,27.04944368561062,1790582588015.2874,-4.083218665969266,6.758377634028523,1790582588015.2874,6.824674533236217e-06,-2.149132460792165,11.575560335568047,0.013038062326358398,559015862134.6388,31.0
311,-2.151490730795164,5.270041931865183,0.028960442247182087,-0.12812594419137266,0.0,0.7444021391624759,27.123924940337844,1929029313664.2441,-4.103074696238352,6.795438937559254,1929029313664.2441,6.846834071218231e-06,-2.151490730795164,11.562747706951711,0.013070339357352655,602241846732.3281,31.1
312,-2.1538541445137533,5.283646210860937,0.029220621777704143,-0.12812525839601294,0.0,0.7435813302537836,27.198324113735456,2078010044807.7905,-4.123097111183792,6.832852772741335,2078010044807.7905,6.869089077425099e-06,-2.1538541445137533,11.549935146803797,0.013102795583936233,648757033986.0613,31.2
313,-2.15622271867318,5.297345432654348,0.029484025888636033,-0.1281245703703579,0.0,0.7427605301436502,27.27264120668189,2238312928504.3457,-4.14328770062524,6.870623255645212,2238312928504.3457,6.891440064151067e-06,-2.15622271867318,11.537122655346854,0.013135432521078865,698807541123.823,31.3
314,-2.158596470070745,5.311140517241167,0.029750703192556936,-0.12812388010478362,0.0,0.7419397388606433,27.346876220058427,2410784050673.4185,-4.163648278029891,6.9087545595112045,2410784050673.4185,6.913887547159475e-06,-2.158596470070745,11.524310232804389,0.013168251701285064,752657579829.9288,31.4
315,-2.160975415576199,5.325032394382626,0.03002070314870457,-0.12812318758961458,0.0,0.741118956433454,27.421029154749213,2596331617165.976,-4.184180680086103,6.947250914579898,2596331617165.976,6.936432045944807e-06,-2.160975415576199,11.511497879400883,0.013201254672084132,810590762137.7655,31.5
316,-2.163359572132125,5.339022005262441,0.03029407608115144,-0.12812249281512308,0.0,0.740298182890896,27.49510001164127,2795930430716.0537,-4.2048867668989445,6.986116609479849,2795930430716.0537,6.959074083018154e-06,-2.163359572132125,11.498685595361776,0.013234442998051049,872911498746.894,31.6
317,-2.1657489567543347,5.3531103015943025,0.03057087319445127,-0.1281217957715292,0.0,0.7394774182619076,27.569088791624505,3010626684283.8667,-4.22576842222293,7.025355990900474,3010626684283.8667,6.981814184637327e-06,-2.1657489567543347,11.485873380913493,0.013267818259706994,939946496171.9509,31.7
318,-2.168143586532246,5.367298248448519,0.030851146592502186,-0.12812109644899977,0.0,0.7386566625755524,27.642995495591734,3241543092690.6123,-4.24682755405616,7.064973464845946,3241543092690.6123,7.004652879884777e-06,-2.168143586532246,11.473061236283435,0.01330138205691887,1012046359565.3167,31.8
319,-2.1705434786293014,5.381586821021381,0.031134949294180377,-0.12812039483764895,0.0,0.7378359158610186,27.716820124438676,3489884385928.5967,-4.268066095962761,7.1049734977694206,3489884385928.5967,7.027590701659378e-06,-2.1705434786293014,11.460249161699988,0.013335136005088665,1089587308518.8248,31.9
320,-2.1729486502833475,5.395977006235706,0.031422335253286596,-0.12811969092753725,0.0,0.7370151781476217,27.790562679063974,3756943189110.954,-4.289486005915103,7.145360618659683,3756943189110.954,7.050628186356767e-06,-2.1729486502833475,11.447437157392532,0.013369081737136074,1172973013643.8074,32.0
321,-2.175359118807047,5.410469803618588,0.031713359374802685,-0.12811898470867156,0.0,0.7361944494648036,27.864223160369217,4044106315710.535,-4.311089267233832,7.186139416519958,4044106315710.535,7.073765874014555e-06,-2.175359118807047,11.43462522359144,0.013403220904390153,1262636562255.339,32.1
322,-2.1777749015882715,5.425066223204366,0.03200807753561108,-0.12811827617100424,0.0,0.7353737298421338,27.937801569258944,4352861502534.185,-4.33287788897788,7.22731454631413,4352861502534.185,7.097004307382818e-06,-2.1777749015882715,11.42181336052809,0.013437555174367349,1359042562047.8074,32.2
323,-2.180196016090518,5.4397672890722415,0.03230654660308841,-0.12811756530443358,0.0,0.7345530193093103,28.011297906640635,4684804616793.155,-4.354853906928582,7.2688907253886335,4684804616793.155,7.120344033902783e-06,-2.180196016090518,11.409001568434867,0.013472086234765607,1462689392247.2532,32.3
324,-2.182622479853309,5.454574037173748,0.03260882445553203,-0.1281168520988027,0.0,0.7337323178961602,28.08471217342479,5041647367670.591,-4.377019382845007,7.310872737997945,5041647367670.591,7.143785603736858e-06,-2.182622479853309,11.396189847545173,0.013506815791080913,1574111612363.6528,32.4
325,-2.1850543104926086,5.469487515735496,0.03291497000154026,-0.12811613654389953,0.0,0.7329116256326396,28.15804437052486,5425225556962.106,-4.399376405699381,7.353265434145908,5425225556962.106,7.167329570812756e-06,-2.1850543104926086,11.383378198093418,0.013541745566998734,1693882539345.267,32.5
