,G,E,ddphi,phi,N,a,s,delta,xi,sigmaE,B,dphi,H,t,rhoChi,xieff,kh,sigmaB
659,-85.2608343261054,223.5928003671893,2.8004281124436252e-05,7.110600029104944,48.06757658460538,7.507291323297498e+20,0.0,1.0,-3.471180436354345,0.0,40.71279097535656,-0.12763041532162422,0.45960739315409166,65.9,6.548362066490702,-3.297442820358096,2.276118719943775e+21,0.15970218556168528
660,-86.36253919910668,226.82701334183153,2.814915711178648e-05,7.097837127835236,48.11349660004124,7.86006393129298e+20,0.0,1.0,-3.4772661498299557,0.0,41.13790691494569,-0.12762760765796774,0.45879292150317913,66.0,6.708093838412007,-3.3015118164793926,2.3817893546195576e+21,0.1612696881294968
661,-87.47887977214089,230.10862634045904,2.8295027745395732e-05,7.085074508057926,48.159335170097066,8.228743338140024e+20,0.0,1.0,-3.4833728404941313,0.0,41.567986958483694,-0.12762478545704775,0.45797848558375837,66.1,6.871825501378051,-3.305576927795663,2.4921485006287945e+21,0.16285340568125356
662,-88.61001401699143,233.4382290100763,2.8441901193319162e-05,7.0723121712317285,48.20509229835513,8.61401422898133e+20,0.0,1.0,-3.4895006149041325,0.0,42.00307564761107,-0.1276219486189919,0.45716408557825283,66.2,7.039654922674167,-3.3096379841019186,2.6073938293663445e+21,0.16445347028078605
663,-89.75610017548945,236.81641399362002,2.8589785692636304e-05,7.059550118825387,48.25076798841597,9.016589231060462e+20,0.0,1.0,-3.495649580326284,0.0,42.443216782447344,-0.12761909704310773,0.45634972167031307,66.3,7.2116821486230815,-3.313694813525715,2.7277306566481606e+21,0.16607001437205293
664,-90.91729631447562,240.24377547779747,2.873868953570736e-05,7.04678835231775,48.2963622438986,9.437209984820182e+20,0.0,1.0,-3.501819844741813,0.0,42.888451631828524,-0.12761623062787614,0.45553539404482557,66.4,7.388009441808261,-3.317747241818705,2.8533715594926993e+21,0.16770317141086974
665,-92.0937607395738,243.72091085656194,2.8888621087803555e-05,7.034026873197868,48.341875068440544,9.876648253043945e+20,0.0,1.0,-3.5080115168527133,0.0,43.338823262231934,-0.1276133492709446,0.45472110288792467,66.5,7.568741318807759,-3.3217950948762835,2.98453815715703e+21,0.16935307355393045
666,-93.28565208270716,247.2484211406791,2.903958879409267e-05,7.021265682965058,48.38730646569804,1.0335707069268851e+21,0.0,1.0,-3.5142247060876928,0.0,43.79437796230506,-0.1276104528691206,0.45390684838700324,66.6,7.753984587508628,-3.325838199674177,3.12146217969371e+21,0.17101985080959417
667,-94.49312866619539,250.82690815591877,2.919160115678856e-05,7.008504783129006,48.4326564393461,1.081522192672761e+21,0.0,1.0,-3.520459522608186,0.0,44.25515600655758,-0.1276075413183645,0.4530926307307196,66.7,7.943848384296286,-3.329876378273378,3.2643821249037625e+21,0.17270363647918088
668,-95.71634844298515,254.45697508157053,2.934466673683534e-05,6.995744175209846,48.47792499307867,1.1316062009116392e+21,0.0,1.0,-3.5267160773143993,0.0,44.72119822213595,-0.12760461451378283,0.4522784501090104,66.8,8.13844421229784,-3.3339094527420845,3.4135460878003324e+21,0.17440456266463272
669,-96.95546998890686,258.13922988823356,2.9498794194103966e-05,6.982983860738235,48.52311213060876,1.1839131464518027e+21,0.0,1.0,-3.5329944818514285,0.0,45.19255150689898,-0.1276016723496218,0.4514643067131026,66.9,8.337885978799006,-3.3379372478384397,3.5692146847147135e+21,0.17612275784609888
670,-98.21065060176188,261.8742780175116,2.9653992217394888e-05,6.970223841255461,48.568217855668564,1.238537072385015e+21,0.0,1.0,-3.5392948486154605,0.0,45.66925116353291,-0.1275987147192595,0.4506502007355184,67.0,8.542290032154002,-3.3419595803974746,3.7316534379712416e+21,0.17785835646926548
