,H,t,sigmaB,kh,G,rhoChi,E,xieff,ddphi,phi,N,a,delta,sigmaE,xi,B,s,dphi
54,0.9555778363010607,5.4,0.0,629.6215668870159,-1.7690421766986002,0.0,2.8498544348434978,-1.6776316076385516,3.2753596488913147e-06,14.857353422645929,5.280037270278826,196.37719424819358,1.0,0.0,-1.6776316076385516,3.465060191388462,0.0,-0.1282486065390014
55,0.9547554530062269,5.5,0.0,692.724912867415,-1.772972723675377,0.0,2.8555412830686744,-1.679072350177108,3.2837081830753175e-06,14.844528578382727,5.375553934709144,216.05952203698376,1.0,0.0,-1.679072350177108,3.468711104763996,0.0,-0.12824827858588597
56,0.9539330739222577,5.6,0.0,762.0900642386175,-1.7769221343107442,0.0,2.8612575670774083,-1.680515558457449,3.2920892889984357e-06,14.831703766956636,5.470988361020432,237.69500518020246,1.0,0.0,-1.680515558457449,3.4723760454982413,0.0,-0.1282479497962795
57,0.9531106990598885,5.7,0.0,838.3320589796041,-1.7808906993732154,0.0,2.8670045794635057,-1.681961238782024,3.3005020393751287e-06,14.818878988451464,5.566340549634315,261.4754897415604,1.0,0.0,-1.681961238782024,3.476055120064037,0.0,-0.12824762016697366
58,0.9522883284298951,5.8,0.0,922.1257118743966,-1.7848786665309964,0.0,2.872783354510099,-1.683409397475888,3.3089457695298514e-06,14.806054242951337,5.661610500973489,287.6114683150581,1.0,0.0,-1.683409397475888,3.4797484275423383,0.0,-0.1282472896948392
59,0.9514659620430937,5.9,0.0,1014.2113617168096,-1.7888862524479139,0.0,2.8785947323320458,-1.6848600408864953,3.3174200125558713e-06,14.793229530540694,5.7567982154617345,316.33387284659364,1.0,0.0,-1.6848600408864953,3.483456062746506,0.0,-0.12824695837680286
60,0.9506435999103385,6.0,0.0,1115.401164938695,-1.7929136522014473,0.0,2.8844394052876643,-1.686313175383579,3.32592444914266e-06,14.780404851304276,5.8519036935239095,347.89603791679735,1.0,0.0,-1.686313175383579,3.487178117041798,0.0,-0.12824662620983035
61,0.949821242042523,6.1,0.0,1226.5859870182949,-1.7969610454794338,0.0,2.8903179577952574,-1.6877688073590698,3.3344588717190217e-06,14.767580205327125,5.9469269355859655,382.5758505068196,1.0,0.0,-1.6877688073590698,3.49091468336004,0.0,-0.12824629319091355
62,0.9489988884505791,6.2,0.0,1348.7429477949208,-1.801028600357133,0.0,2.896230893570348,-1.6892269432270697,3.343023155114044e-06,14.75475559269459,6.041867942074942,420.6781037568296,1.0,0.0,-1.6892269432270697,3.494665849884832,0.0,-0.12824595931706068
63,0.9481765391454763,6.3,0.0,1482.9436820234996,-1.8051164784971154,0.0,2.902178657343164,-1.6906875894238518,3.3516172375393618e-06,14.74193101349231,6.136726713418976,462.53707385158896,1.0,0.0,-1.6906875894238518,3.498431706645637,0.0,-0.12824562458528926
64,0.9473541941382224,6.4,0.0,1630.363382186903,-1.809224834973646,0.0,2.9081616495058453,-1.6921507524078818,3.360241103540847e-06,14.729106467806227,6.231503250047299,508.5193409409009,1.0,0.0,-1.6921507524078818,3.5022123419037245,0.0,-0.12824528899262044
65,0.9465318534398638,6.5,0.0,1792.2906967888189,-1.8133538232254518,0.0,2.9141802384887328,-1.6936164386598598,3.3688947736316223e-06,14.71628195572258,6.3261975523902505,559.0268769385558,1.0,0.0,-1.6936164386598598,3.5060078453589085,0.0,-0.12824495253607507
66,0.9457095170614845,6.6,0.0,1970.1385641220363,-1.817503593179929,0.0,2.92023477019976,-1.6950846546827774,3.3775782950645013e-06,14.703457477327907,6.420809620879271,614.500425156217,1.0,0.0,-1.6950846546827774,3.509818306334372,0.0,-0.1282446152126706
67,0.9448871850142069,6.7,0.0,2165.456068897876,-1.8216742944760442,0.0,2.926325575278697,-1.696555407001981,3.3862917351213314e-06,14.690633032709039,6.5153394559469175,675.423199034545,1.0,0.0,-1.696555407001981,3.513643814363481,0.0,-0.1282442770194187
68,0.9440648573091917,6.8,0.0,2379.9414171875933,-1.8258660761978278,0.0,2.9324529716730345,-1.6980287021652447,3.3950351768289444e-06,14.677808621953117,6.609787058026855,742.3249297500764,1.0,0.0,-1.6980287021652447,3.517484459772326,0.0,-0.1282439379533235
69,0.9432425339576377,6.9,0.0,2615.4561339269717,-1.83007908745846,0.0,2.938617269210174,-1.6995045467428498,3.4038087140399062e-06,14.66498424514757,6.704152427553872,815.7862952220395,1.0,0.0,-1.6995045467428498,3.5213403346053744,0.0,-0.1282435980113802
70,0.9424202149707823,7.0,0.0,2874.0405968368236,-1.8343134783451438,0.0,2.944818775343075,-1.7009829473276679,3.4126124501346153e-06,14.652159902380136,6.798435564963873,896.4437660388438,1.0,0.0,-1.7009829473276679,3.525211529803524,0.0,-0.12824325719057406
71,0.9415979003599017,7.1,0.0,3157.931031087132,-1.8385693991842602,0.0,2.9510577933874425,-1.7024639105352484,3.421446495385552e-06,14.639335593738853,6.892636470693892,984.9949070921427,1.0,0.0,-1.7024639105352484,3.529098137178828,0.0,-0.1282429154878798
72,0.9407755901363106,7.2,0.0,3469.578100459077,-1.8428470009685498,0.0,2.9573346265155593,-1.7039474430039094,3.43031096525197e-06,14.62651131931206,6.986755145182096,1082.204177271342,1.0,0.0,-1.7039474430039094,3.533000250214204,0.0,-0.12824257290026084
73,0.9399532843113628,7.3,0.0,3811.6672432228684,-1.8471464360526932,0.0,2.9636495758409303,-1.705433551394826,3.439205979350482e-06,14.613687079188399,7.080791588867776,1188.9092734600629,1.0,0.0,-1.705433551394826,3.536917962698118,0.0,-0.12824222942466865
74,0.9391309828964512,7.4,0.0,4187.140914543038,-1.8514678572532643,0.0,2.9700029444829212,-1.7069222423921282,3.4481316603121017e-06,14.600862873456824,7.174745802191371,1306.0280693172595,1.0,0.0,-1.7069222423921282,3.5408513685734913,0.0,-0.1282418850580427
75,0.9383086859030078,7.5,0.0,4599.22291204736,-1.8558114195034703,0.0,2.9763950351721187,-1.7084135227029962,3.45708813395345e-06,14.588038702206594,7.26861778559445,1434.5662039508622,1.0,0.0,-1.7084135227029962,3.544800563214917,0.0,-0.12824153979731012
76,0.9374863933425038,7.6,0.0,5051.444977361513,-1.8601772789641609,0.0,2.982826154479672,-1.709907399057754,3.466075528078689e-06,14.57521456552727,7.362407539519737,1575.625380635677,1.0,0.0,-1.709907399057754,3.5487656426874095,0.0,-0.12824119363938521
77,0.9366641052264503,7.7,0.0,5547.6758840383045,-1.864565591937884,0.0,2.9892966101837777,-1.711403878209971,3.4750939720514455e-06,14.562390463508727,7.4561150644111,1730.412441226628,1.0,0.0,-1.711403878209971,3.552746703768986,0.0,-0.12824084658116955
78,0.9358418215663977,7.8,0.0,6092.153241527762,-1.8689765169333168,0.0,2.9958067110190236,-1.712902966936556,3.4841435964813184e-06,14.54956639624115,7.549740360713561,1900.2492879145318,1.0,0.0,-1.712902966936556,3.5567438438828827,0.0,-0.1282404986195515
79,0.935019542373937,7.9,0.0,6689.518265785594,-1.8734102142008415,0.0,3.002356771657021,-1.714404672037861,3.4932245343172114e-06,14.536742363815035,7.643283428873299,2086.5837305081827,1.0,0.0,-1.714404672037861,3.56075716052186,0.0,-0.12824014975140643
80,0.9341972676606983,8.0,0.0,7344.85378995468,-1.8778668446236124,0.0,3.008947105729334,-1.715909000337781,3.5023369188085965e-06,14.523918366321192,7.736744269337655,2291.0013445520044,1.0,0.0,-1.715909000337781,3.5647867537116307,0.0,-0.1282397999735964
81,0.9333749974383526,8.1,0.0,8063.7258134473195,-1.8823465702483044,0.0,3.0155780316618,-1.7174159586838507,3.5114808844685095e-06,14.511094403850745,7.830122882555135,2515.238433355123,1.0,0.0,-1.7174159586838507,3.5688327225275556,0.0,-0.12823944928297
82,0.932552731718611,8.2,0.0,8852.228914885678,-1.8868495550375604,0.0,3.0222498696684124,-1.7189255539473511,3.520656567045405e-06,14.498270476495131,7.923419268975412,2761.196195472408,1.0,0.0,-1.7189255539473511,3.57289516678464,0.0,-0.12823909767636232
83,0.931730470513225,8.3,0.0,9717.035883923254,-1.8913759646472634,0.0,3.0289629439232595,-1.7204377930234092,3.5298641024603432e-06,14.485446584346109,8.016633429049335,3030.956208402685,1.0,0.0,-1.7204377930234092,3.576974189586224,0.0,-0.12823874515059483
84,0.9309082138339871,8.4,0.0,10665.45195918722,-1.895925965584201,0.0,3.035717579837963,-1.721952682831102,3.539103628330667e-06,14.472622727495756,8.109765363228929,3326.7973493212467,1.0,0.0,-1.721952682831102,3.581069891937839,0.0,-0.12823839170247547
85,0.9300859616927311,8.5,0.0,11705.474094685447,-1.9004997266589927,0.0,3.042514108337477,-1.723470230313558,3.548375282912622e-06,14.459798906036465,8.2028150719674,3651.214284616402,1.0,0.0,-1.723470230313558,3.585182377190679,0.0,-0.12823803732879827
86,0.9292637141013309,8.6,0.0,12845.85571526453,-1.9050974169669528,0.0,3.0493528625272894,-1.7249904424380629,3.557679204861386e-06,14.446975120060955,8.295782555719137,4006.9376719323072,1.0,0.0,-1.7249904424380629,3.589311748576244,0.0,-0.1282376820263434
87,0.9284414710717024,8.7,0.0,14096.177463369979,-1.9097192077573828,0.0,3.056234177740627,-1.7265133261961632,3.567015533743146e-06,14.434151369662263,8.388667814939726,4396.9562314197965,1.0,0.0,-1.7265133261961632,3.5934581110262633,0.0,-0.1282373257918771
88,0.9276192326158026,8.8,0.0,15466.924484741427,-1.914365272229351,0.0,3.063158392736279,-1.7280388886037727,3.5763844101386912e-06,14.421327654933755,8.481470850085937,4824.5408570567215,1.0,0.0,-1.7280388886037727,3.597621570587869,0.0,-0.12823696862215167
89,0.9267969987456306,8.9,0.0,16969.570850106567,-1.9190357843539727,0.0,3.0701258508168325,-1.7295671367012766,3.5857859755450696e-06,14.408503975969118,8.574191661615744,5293.27095432279,1.0,0.0,-1.7295671367012766,3.601802234140242,0.0,-0.12823661051390536
90,0.9259747694732263,9.0,0.0,18616.67176377281,-1.9237309196327605,0.0,3.077136897166783,-1.73109807755364,3.595220371681524e-06,14.395680332862367,8.66683024998832,5807.063207310678,1.0,0.0,-1.73109807755364,3.6060002065153727,0.0,-0.12823625146386217
91,0.9251525448106727,9.1,0.0,20421.964268639953,-1.9284508562534997,0.0,3.0841918803030812,-1.7326317182505107,3.604687741364199e-06,14.382856725707848,8.759386615664049,6370.202996647678,1.0,0.0,-1.7326317182505107,3.61021559828223,0.0,-0.12823589146873185
92,0.9243303247700944,9.2,0.0,22400.47722099555,-1.933195772829632,0.0,3.091291153625317,-1.7341680659063299,3.6141882283684082e-06,14.370033154600234,8.85186075910452,6987.378709520348,1.0,0.0,-1.7341680659063299,3.614448517658907,0.0,-0.12823553052520995
93,0.9235081093636582,9.3,0.0,24568.651377960356,-1.9379658494191359,0.0,3.0984350724342056,-1.7357071276604397,3.623721976577517e-06,14.35720961963453,8.94425268077254,7663.719204781846,1.0,0.0,-1.7357071276604397,3.6186990733111877,0.0,-0.12823516862997747
94,0.922685898603574,9.4,0.0,26944.470516121248,-1.9427612691011333,0.0,3.105623996049214,-1.7372489106771898,3.6332891310949923e-06,14.344386120906075,9.03656238113213,8404.834719732627,1.0,0.0,-1.7372489106771898,3.6229673767464243,0.0,-0.12823480577970103
95,0.9218636925020935,9.5,0.0,29547.60458226715,-1.9475822153196731,0.0,3.1128582861650673,-1.7387934221460506,3.6428898379257526e-06,14.331562658510537,9.128789860648542,9216.861530868146,1.0,0.0,-1.7387934221460506,3.6272535397500842,0.0,-0.1282344419710328
96,0.9210414910715126,9.6,0.0,32399.565966806946,-1.952428873609522,0.0,3.1201383099686804,-1.7403406692817172,3.652524243594846e-06,14.318739232543926,9.220935119788246,10106.510708865133,1.0,0.0,-1.7403406692817172,3.6315576751523144,0.0,-0.12823407720061014
97,0.9202192943241688,9.7,0.0,35523.88008804453,-1.9573014310459442,0.0,3.1274644371121822,-1.7418906593242238,3.6621924953494827e-06,14.305915843102586,9.312998159018951,11081.121338529909,1.0,0.0,-1.7418906593242238,3.635879895135442,0.0,-0.12823371146505588
98,0.9193971022724441,9.8,0.0,38946.271581697154,-1.9622000763260463,0.0,3.134837040980496,-1.7434433995390533,3.6718947413840374e-06,14.293092490283199,9.4049789788096,12148.718607572397,1.0,0.0,-1.7434433995390533,3.6402203150015753,0.0,-0.12823334476097797
99,0.9185749149287633,9.9,0.0,42694.86750562225,-1.9671249997788733,0.0,3.1422564977700844,-1.7449988972172474,3.681631130285308e-06,14.280269174182788,9.496877579630375,13318.077204134492,1.0,0.0,-1.7449988972172474,3.6445790509421188,0.0,-0.1282329770849695
100,0.9177527323055948,10.0,0.0,46800.41909548765,-1.972076394668173,0.0,3.1497231887231836,-1.7465571596755225,3.691401811912561e-06,14.267445894898716,9.588693961952703,14598.790502243186,1.0,0.0,-1.7465571596755225,3.64895621839851,0.0,-0.12823260843360879
101,0.9169305544154517,10.1,0.0,51296.543743947856,-1.977054454121949,0.0,3.1572374979633597,-1.7481181942563768,3.7012069370638158e-06,14.254622652528694,9.680428126249263,16001.34605705526,1.0,0.0,-1.7481181942563768,3.65335193395495,0.0,-0.12823223880345902
