,xi,B,kS,dphi,xieff,H,N,kh,sigmaE,rhoChi,G,E,ddphi,sigmaB,phi,a,t
341,-2.2247081918262914,5.679436682873616,17341832089869.102,-0.12810436058998975,-2.2130843562436864,0.7197818182439202,29.32019880114282,17341832089869.102,0.0,0.026476205451414197,-4.723257394663271,8.028275749526275,7.558297727005057e-06,0.016733251021231483,11.17840171013651,5415026017845.036,34.1
342,-2.227234030991205,5.69581766086509,18635210814117.207,-0.12810360349260352,-2.2155466972161224,0.718961286230395,29.392135956285742,18635210814117.207,0.0,0.026758849005587046,-4.7484624545841045,8.077444960620381,7.583668774047605e-06,0.01680548104707475,11.165591311911237,5818920947575.38,34.2
343,-2.2297655676805266,5.712319114180953,20023408140575.855,-0.12810284385246895,-2.218014208352802,0.7181407639286359,29.463991058712622,20023408140575.855,0.0,0.027045404630088934,-4.773890104114585,8.127106564499124,7.609152800914642e-06,0.016878260329624518,11.152780989522746,6252428465646.98,34.3
344,-2.2323028210443954,5.72894224247865,21513251090373.34,-0.12810208165825648,-2.2204869033299444,0.7173202513712006,29.535764109396276,21513251090373.34,0.0,0.02733593658135693,-4.799542821114001,8.177266531319017,7.634750434020072e-06,0.016951594130222868,11.13997074322588,6717680917878.99,34.4
345,-2.2348458103182036,5.745688259707818,23112048997928.676,-0.12810131689857412,-2.222964795842721,0.7164997485907916,29.607455109312763,23112048997928.676,0.0,0.02763051031431142,-4.8254231164345605,8.227930914967628,7.660462305141098e-06,0.01702548776937323,11.127160573276612,7216961311889.064,34.5
346,-2.237394554823057,5.762558394421468,24827626909494.05,-0.12810054956196648,-2.225447899604205,0.7156792556202568,29.679064059441433,24827626909494.05,0.0,0.02792919251049244,-4.851533533590533,8.279105855177967,7.686289050129439e-06,0.017099946628359775,11.114350479932062,7752713751158.751,34.6
347,-2.23994907396624,5.779553889131785,26668361245849.92,-0.1280997796369137,-2.2279362283470876,0.7148587724925906,29.750590960764914,26668361245849.92,0.0,0.028232051102754077,-4.8778766492374,8.330797575975385,7.712231307485457e-06,0.017174976146900337,11.1015404634505,8327554576537.526,34.7
348,-2.2425093872417263,5.796676004317436,28643217879211.11,-0.1280990071118329,-2.2304297958221007,0.7140382992409339,29.822035814269146,28643217879211.11,0.0,0.028539155298356725,-4.904455073660424,8.38301238881547,7.738289722539272e-06,0.017250581825589684,11.088730524091346,8944284262079.904,34.8
349,-2.2450755142306233,5.813926013101657,30761792784116.152,-0.12809823197507578,-2.232928615798234,0.7132178358985758,29.893398620943408,30761792784116.152,0.0,0.028850575608766096,-4.931271451499844,8.435756692644318,7.764464943424817e-06,0.01732676922565678,11.075920662115186,9605900115143.33,34.9
350,-2.2476474746016653,5.831305204119351,33034355432385.914,-0.12809745421492888,-2.235432702060151,0.7123973824989541,29.964679381780293,33034355432385.914,0.0,0.02916638387594045,-4.958328462477008,8.489036978256573,7.790757622216473e-06,0.017403543972789468,11.063110877783776,10315609833900.092,35.0
351,-2.2502252881117237,5.848814881448188,35471895113213.17,-0.12809667381961404,-2.2379420684097853,0.7115769390756554,30.035878097775747,35471895113213.17,0.0,0.029486653299873506,-4.985628821706056,8.54285982701667,7.817168416994321e-06,0.017480911754998333,11.050301171360038,11076845978846.297,35.1
352,-2.252808974606261,5.8664563662470135,38086170371097.57,-0.12809589077728645,-2.2404567286645447,0.7107565056624179,30.10699476992909,38086170371097.57,0.0,0.029811458468065447,-5.013175279319166,8.59723191406635,7.843697989054949e-06,0.01755887832523397,11.037491543108086,11893281418533.373,35.2
353,-2.255398554019842,5.884230995444336,40889761766733.195,-0.12809510507603483,-2.242976696658769,0.7099360822931293,30.178029399243023,40889761766733.195,0.0,0.030140875383614242,-5.040970621993601,8.652160007152899,7.870347003522107e-06,0.017637449499448572,11.024681993293212,12768845813620.596,35.3
354,-2.2579940463766413,5.902140121268561,43896128179123.72,-0.12809431670388183,-2.2455019862417642,0.7091156690018308,30.24898198672365,43896128179123.72,0.0,0.030474981493528876,-5.06901767347235,8.70765096998103,7.897116132030175e-06,0.017716631159508844,11.01187252218191,13707743207463.062,35.4
355,-2.260595471790922,5.920185113950642,47119666881177.58,-0.12809352564878212,-2.248032611277471,0.7082952658227148,30.319852533380462,47119666881177.58,0.0,0.030813855721631426,-5.097319295197144,8.763711763641263,7.924006048861404e-06,0.017796429253736187,10.999063130041868,14714470795819.994,35.5
356,-2.2632028504675494,5.93836735891048,50575777635916.4,-0.128092731898623,-2.25056858564367,0.7074748727901292,30.39064104022641,50575777635916.4,0.0,0.03115757849869412,-5.12587838590479,8.82034944828431,7.951017433817826e-06,0.017876849798141765,10.986253817141991,15793838952916.803,35.6
357,-2.2658162027025015,5.956688258746843,54280931076196.53,-0.1280919354412236,-2.2531099232315652,0.7066544899385749,30.46134750827786,54280931076196.53,0.0,0.03150623179444345,-5.154697883176937,8.877571184653014,7.978150971555958e-06,0.01795789887710286,10.973444583752388,16950992596024.557,35.7
358,-2.268435548883365,5.975149234730672,58252741647627.3,-0.12809113626433413,-2.255656637946825,0.7058341173027091,30.531971938554644,58252741647627.3,0.0,0.03185989914925811,-5.183780763604247,8.93538423367357,8.005407350316024e-06,0.01803958264196584,10.960635430144396,18191433975966.914,35.8
359,-2.2710609094898615,5.993751723523038,62510045412173.86,-0.12809033435563577,-2.2582087437057763,0.7050137549173447,30.602514332080084,62510045412173.86,0.0,0.032218665709077894,-5.213130043627467,8.993795962057378,8.032787263673398e-06,0.018121907316516077,10.94782635659058,19521046986529.215,35.9
360,-2.2736923050943614,6.012497180965022,67072983028847.66,-0.1280895297027404,-2.2607662544382645,0.7041934028174522,30.672974689880967,67072983028847.66,0.0,0.03258261825778098,-5.242748779729966,9.052813839721885,8.06029140993497e-06,0.018204879193015142,10.935017363364741,20946123091655.953,36.0
361,-2.2763297563623923,6.031387080058974,71963088247974.61,-0.1280887222931892,-2.263329184085242,0.7033730610381601,30.743353012987598,71963088247974.61,0.0,0.032951845253331974,-5.272640069299504,9.112445443652593,8.087920491615389e-06,0.018288504635654422,10.92220845074192,22473388975605.65,36.1
362,-2.2789732840531896,6.050422912150614,77203382276856.33,-0.12808791211445378,-2.265897546598262,0.7025527296147556,30.8136493024338,77203382276856.33,0.0,0.03332643686153124,-5.302807050951346,9.172698459589522,8.115675217169652e-06,0.018372790081370684,10.90939961899841,24110036027893.36,36.2
363,-2.281622909020194,6.069606187358261,82818474397279.73,-0.12808709915393393,-2.2684713559390253,0.7017324085826855,30.883863559256927,82818474397279.73,0.0,0.03370648499556197,-5.333252906704621,9.233580683524927,8.143556298851822e-06,0.018457742040503194,10.896590868411757,25863751781932.387,36.3
364,-2.284278652211597,6.088938434158127,88834669239370.12,-0.12808628339895828,-2.2710506260783707,0.7009120979775577,30.9539957844979,88834669239370.12,0.0,0.03409208335110999,-5.36398085934913,9.295100023927478,8.17156445417356e-06,0.018543367098283654,10.88378219926077,27742753433799.086,36.4
365,-2.286940534670871,6.108421200018768,95280081141783.56,-0.12808546483678324,-2.273635370996923,0.7000917978351416,31.024045979201194,95280081141783.56,0.0,0.03448332744555246,-5.39499417630895,9.357264501863336,8.199700405100965e-06,0.01862967191397039,10.870973611825535,29755823575519.316,36.5
366,-2.2896085775373147,6.128056051205616,102184756055339.3,-0.1280846434545931,-2.276225604683612,0.6992715081913693,31.09401414441488,102184756055339.3,0.0,0.03488031465552343,-5.426296168824467,9.420082253874623,8.227964879301573e-06,0.01871666322298632,10.858165106387412,31912348285742.133,36.6
367,-2.292282802046582,6.147844573602088,109580801475889.69,-0.1280838192394989,-2.2788213411346554,0.6984512290823359,31.163900281190628,109580801475889.69,0.0,0.03528314425856803,-5.457890192648224,9.483561534314775,8.256358608948426e-06,0.018804347838358465,10.845356683229046,34222357729647.75,36.7
368,-2.2949632295312368,6.167788373268069,117502524922765.88,-0.12808299217853827,-2.2814225943529096,0.6976309605443013,31.233704390583718,117502524922765.88,0.0,0.035691917473193245,-5.489779648670623,9.547710717230027,8.284882331131405e-06,0.018892732651672406,10.832548342634373,36696569429471.53,36.8
369,-2.2976498814212967,6.187889076945948,125986581511453.55,-0.12808216225867486,-2.2840293783490075,0.6968107026136903,31.30342647365307,125986581511453.55,0.0,0.03610673750081021,-5.521967984165239,9.612538295877501,8.313536788235587e-06,0.01898182463150749,10.819740084888634,39346434377140.32,36.9
370,-2.3003427792447866,6.208148329954119,135072131203500.34,-0.12808132946679782,-2.2866417071362997,0.6959904553270944,31.37306653146125,135072131203500.34,0.0,0.036527709569047974,-5.55445869288748,9.678052890182707,8.342322727667284e-06,0.01907163083051055,10.806931910278372,42184186171249.305,37.0
371,-2.3030419446282995,6.22856779913239,144801006353082.44,-0.12808049378972142,-2.2892595947365004,0.6951702187212717,31.44262456507451,144801006353082.44,0.0,0.036954940974964705,-5.587255316729363,9.744263240573789,8.371240902191775e-06,0.01916215837755024,10.794123819091446,45222893371992.67,37.1
372,-2.3057473992975455,6.249149172346165,155217890208262.25,-0.12807965521418427,-2.291883055173021,0.6943499928331494,31.512100575562766,155217890208262.25,0.0,0.03738854113138974,-5.620361444966515,9.811178217717327,8.400292069628368e-06,0.019253414486999527,10.781315811617043,48476515279736.77,37.2
373,-2.308459165077926,6.269894158094077,166370507065948.06,-0.12807881372684896,-2.29451210247386,0.6935297776998225,31.58149456399963,166370507065948.06,0.0,0.037828621610416654,-5.653780715727001,9.878806819717942,8.429476992792803e-06,0.0193454064547265,10.768507888145672,51959961355735.16,37.3
374,-2.311177263895095,6.290804486832536,178309824823041.4,-0.12807796931430143,-2.297146750668621,0.6927095733585568,31.65080653146246,178309824823041.4,0.0,0.03827529619292614,-5.68751681748614,9.947158177200013,8.458796439773658e-06,0.019438141662224198,10.75570004896918,55689154517069.87,37.4
375,-2.3139017177755385,6.3118819117083795,191090270712280.94,-0.128077121963051,-2.2997870137898118,0.6918893798467891,31.720036479032327,191090270712280.94,0.0,0.03872868091416004,-5.721573488347816,10.016241552733852,8.488251184905411e-06,0.01953162757481091,10.742892294380766,59681098552300.37,37.5
376,-2.316632548847132,6.333128204432317,204769961060197.88,-0.1280762716595286,-2.3024329058701083,0.6910691972021281,31.789184407794057,204769961060197.88,0.0,0.03918889411632148,-5.755954517955416,10.086066345099036,8.517842006339943e-06,0.01962587174537727,10.730084624674976,63953949919589.86,37.6
377,-2.3193697793397408,6.354545163654882,219410945956361.25,-0.12807541839008754,-2.305084440943368,0.6902490254623553,31.85825031883625,219410945956361.25,0.0,0.039656056495447616,-5.790663747791777,10.156642089848193,8.547569688610958e-06,0.019720881812992478,10.71727704014772,68527094205259.51,37.7
378,-2.322113431585792,6.376134607524425,235079469778017.75,-0.1280745621410025,-2.3077416330421205,0.689428864665427,31.927234213251285,235079469778017.75,0.0,0.040130291155333786,-5.825705072114,10.22797846300295,8.577435022168381e-06,0.019816665506326825,10.70446954109628,73421227537894.0,37.8
379,-2.3248635280208565,6.397898379917163,251846248572413.8,-0.12807370289846834,-2.3104044961976036,0.6886087148494732,31.996136092135362,251846248572413.8,0.0,0.040611723660052716,-5.861082438651741,10.300085282709519,8.607438801460871e-06,0.019913230643555414,10.691662127819304,78658443271324.33,37.9
380,-2.3276200911842553,6.419838346252226,269786765360788.1,-0.12807284064860067,-2.3130730444392316,0.6877885760528004,32.06495595658849,269786765360788.1,0.0,0.04110048208672052,-5.896799849299292,10.372972510685015,8.63758182773654e-06,0.020010585133066548,10.678854800616833,84262324269086.77,38.0
381,-2.330383143719637,6.4419563950400205,288981584493408.1,-0.12807197537743434,-2.3157472917928943,0.6869684483138923,32.133693807714515,288981584493408.1,0.0,0.04159669708301532,-5.932861361802616,10.44665025573648,8.66786490710592e-06,0.020108736975732597,10.666047559790293,90258041143416.92,38.1
382,-2.3331527083755925,6.464254439395762,309516686254289.9,-0.12807110707092365,-2.3184272522797693,0.6861483316714103,32.20234964662115,309516686254289.9,0.0,0.042100501922472625,-5.969271089145965,10.521128776662511,8.69828885185191e-06,0.020207694266499595,10.65324040564252,96672456823488.31,38.2
383,-2.3359288080062495,6.486734418310611,331483822987634.7,-0.12807023571494128,-2.321112939917769,0.6853282261641953,32.270923474419966,331483822987634.7,0.0,0.042612032562332765,-6.006033201268893,10.596418481633632,8.728854480103663e-06,0.020307465192322124,10.640433338477758,103534237850550.69,38.3
384,-2.3387114655718713,6.509398293594296,354980898095821.7,-0.12806936129527738,-2.323804368717184,0.6845081318312675,32.33941529222646,354980898095821.7,0.0,0.04313142770428033,-6.043151926330717,10.67252993483673,8.759562614161707e-06,0.020408058038059746,10.627626358601654,110873972821966.48,38.4
385,-2.341500704139498,6.5322480539038335,380112369341152.25,-0.1280684837976405,-2.3265015526820805,0.6836880487118285,32.40782510116001,380112369341152.25,0.0,0.043658828852956626,-6.080631550701779,10.749473856282806,8.790414084549963e-06,0.020509481184510372,10.614819466321299,118724298431860.44,38.5
386,-2.34429654688352,6.5552857120541175,406989677970794.0,-0.1280676032076548,-2.32920450580864,0.6828679768452628,32.47615290234393,406989677970794.0,0.0,0.04419438038236275,-6.118476420524448,10.827261124903156,8.821409725298547e-06,0.020611743110537876,10.602012661945206,127120033583445.44,38.6
387,-2.3470990170863395,6.57851330713735,435731705276900.44,-0.12806671951086163,-2.331913242084687,0.6820479162711365,32.544398696905475,435731705276900.44,0.0,0.04473822959500593,-6.156690942325634,10.905902780695707,8.852550377851832e-06,0.02071485239367871,10.58920594578333,136098322076928.11,38.7
388,-2.349908138138961,6.601932903231274,466465258301613.1,-0.12806583269271724,-2.334627775487347,0.681227867029201,32.61256248597588,466465258301613.1,0.0,0.04529052679080668,-6.1952795839903825,10.985410028910822,8.883836888716877e-06,0.020818817713182867,10.576399318147079,145698784407558.1,38.8
389,-2.352723933541645,6.625546592745329,499325586500493.06,-0.12806494273859353,-2.337348119984316,0.6804078291593932,32.68064427069038,499325586500493.06,0.0,0.04585142533139255,-6.234246876016221,11.065794240039967,8.915270111285408e-06,0.02092364784820402,10.56359277934932,155963679240771.6,38.9
390,-2.3555464269045165,6.649356495210442,534456931287509.7,-0.12806404963377604,-2.340074289529508,0.6795878027018356,32.74864405218817,534456931287509.7,0.0,0.046421081711679656,-6.2735974115368345,11.147066956736516,8.946850903447695e-06,0.02102935168356641,10.550786329704382,166938075165690.66,39.0
391,-2.3583756419482294,6.6733647561400575,572013110501054.1,-0.12806315336346485,-2.342806298065295,0.6787677876968384,32.816561831612496,572013110501054.1,0.0,0.046999655626584654,-6.313335848803186,11.229239892070819,8.978580130347333e-06,0.02113593820662097,10.537979969528077,178670033364637.4,39.1
392,-2.3612116025045853,6.697573549119561,612158139953390.8,-0.12806225391277304,-2.34554415951937,0.6779477841849011,32.88439761011064,612158139953390.8,0.0,0.04758731004552892,-6.353466910638229,11.312324935235598,9.010458663473225e-06,0.021243416511339965,10.5251736991377,191210801874703.2,39.2
393,-2.3640543325171888,6.721985075645831,655066894356216.6,-0.1280613512667261,-2.348287887804127,0.677127792206712,32.95215138883393,655066894356216.6,0.0,0.04818421128519224,-6.393995386657978,11.396334153717982,9.042487379519117e-06,0.021351795799009393,10.512367518852036,204615022158207.94,39.3
394,-2.366903856042104,6.746601566630548,700925810052750.8,-0.12806044541026187,-2.351037496816118,0.67630781180315,33.0198231689378,700925810052750.8,0.0,0.04879052908431887,-6.4349261333402294,11.481279795584383,9.074667162329e-06,0.021461085378819,10.499561428991369,218940948741947.2,39.4
395,-2.369760197248479,6.771425281321361,749933632132694.9,-0.12805953632822847,-2.353793000434182,0.6754878430152869,33.087412951581754,749933632132694.9,0.0,0.04940643668401137,-6.476264075875618,11.56717429320318,9.106998900022323e-06,0.021571294670180482,10.486755429877501,234250682730742.44,39.5
396,-2.372623380419266,6.796458508772408,802302208660729.6,-0.12805862400538653,-2.356554412518895,0.6746678858843862,33.15492073792943,802302208660729.6,0.0,0.05003211090021131,-6.518014209009513,11.654030265647178,9.1394834903537e-06,0.021682433203374492,10.473949521833749,250610420049080.78,39.6
397,-2.3754934299518156,6.82170356661214,858257334912530.8,-0.1280577084264053,-2.359321746910244,0.6738479404519065,33.22234652914858,858257334912530.8,0.0,0.05066773221284941,-6.560181597586114,11.741860522998367,9.17212183468198e-06,0.021794510622408027,10.46114370518496,268090715315708.34,39.7
398,-2.378370370358595,6.847162804995963,918039650684976.5,-0.1280567895758642,-2.3620950174275066,0.6730280067595014,33.28969032641114,918039650684976.5,0.0,0.05131348484326545,-6.602771378355731,11.830678068500333,9.204914842254815e-06,0.02190753668503593,10.448337980257518,286766762310076.06,39.8
399,-2.3812542262678313,6.872838602295136,981905593930244.1,-0.12805586743825081,-2.3648742378676295,0.6722080848490206,33.35695213089321,981905593930244.1,0.0,0.051969556842702894,-6.645788760613528,11.920496101654319,9.23786342751186e-06,0.02202152126469776,10.435532347379356,306718692046672.2,39.9
400,-2.3841450224242196,6.8987333695571245,1050128414156389.5,-0.12805494199796189,-2.367659422003898,0.6713881747625114,33.42413194377509,1050128414156389.5,0.0,0.052636140175293306,-6.689239027256815,12.011328022077096,9.27096851334287e-06,0.022136474352127705,10.422726806879957,328031889533782.25,40.0
401,-2.3870427836895676,6.9248495487313555,1122999249242030.8,-0.12805401323930063,-2.370450583585884,0.6705682765422205,33.49122976624126,1122999249242030.8,0.0,0.05331343081148815,-6.733127536713543,12.103187430829694,9.304231027383072e-06,0.022252406055141383,10.409921359090378,350797330357149.75,40.1
402,-2.3899475350435218,6.951189614915418,1200828269528595.2,-0.12805308114647784,-2.3732477363355415,0.6697483902305932,33.558245599480486,1200828269528595.2,0.0,0.054001628816628594,-6.777459723620494,12.196088137524551,9.337651905201977e-06,0.022369326603689538,10.397116004343237,375111938296658.4,40.2
403,-2.3928593015842163,6.977756073315043,1283945893282344.8,-0.1280521457036094,-2.3760508939472604,0.668928515870277,33.625179444685756,1283945893282344.8,0.0,0.05470093844913518,-6.82224109961771,12.290044161388023,9.371232087168137e-06,0.022487246349462912,10.38431074297275,401078965255637.6,40.3
404,-2.395778108529027,7.00455146351935,1372704077860493.2,-0.12805120689471824,-2.378860070087487,0.668108653504121,33.69203130305434,1372704077860493.2,0.0,0.055411568249730696,-6.867477255628397,12.385069733978932,9.404972523306017e-06,0.022606175766216766,10.371505575314716,428808394858088.25,40.4
405,-2.3987039812152213,7.031578360626397,1467477691170769.0,-0.12805026470373113,-2.3816752783914676,0.6672888031751778,33.75880117578782,1467477691170769.0,0.0,0.05613373114621133,-6.9131738615135205,12.481179305258092,9.43887416862051e-06,0.022726125453776794,10.358700501706542,458417371149022.0,40.5
406,-2.4016369451006847,7.058839369676463,1568665968284751.0,-0.12804931911447895,-2.3844965324628005,0.6664689649267049,33.82548906409207,1568665968284751.0,0.0,0.05686764455032242,-6.959336668229745,12.578387545148129,9.472937985062783e-06,0.022847106138374533,10.345895522487245,490030653917634.6,40.6
407,-2.4045770257646346,7.086337132728004,1676694058350125.2,-0.12804837011069614,-2.387323845872683,0.6656491388021656,33.8920949691773,1676694058350125.2,0.0,0.05761353046284606,-7.00597150963114,12.67670934713021,9.507164941651338e-06,0.02296912867335306,10.333090637997463,523781102252445.0,40.7
408,-2.407524248908338,7.114074326766682,1792014667249771.0,-0.12804741767601996,-2.390157232157787,0.6648293248452299,33.95861889225809,1792014667249771.0,0.0,0.05837161557744511,-7.053084303306585,12.776159832530704,9.541556014557959e-06,0.02309220404168904,10.32028584857947,559810188031841.5,40.8
409,-2.4104786403558354,7.142053662797097,1915109801774013.5,-0.12804646179399,-2.3929967048178087,0.6640095230997762,34.025060834553386,1915109801774013.5,0.0,0.0591421313916965,-7.100681051942512,12.876754355422964,9.576112187712402e-06,0.023216343358932075,10.307481154577172,598268541153410.2,40.9
410,-2.4134402260546426,7.170277889044339,2046492621409422.5,-0.1280455024480462,-2.3958422773150616,0.6631897336098926,34.09142079728656,2046492621409422.5,0.0,0.05992531431969665,-7.148767843948299,12.978508505321775,9.610834450105086e-06,0.023341557873366753,10.294676556336134,639316528410760.1,41.0
411,-2.4164090320765252,7.198749790034826,2186709404204679.2,-0.12804453962153023,-2.39869396307218,0.6623699564198781,34.15769878168536,2186709404204679.2,0.0,0.06072140580042152,-7.197350855701776,13.081438111992316,9.645723800309659e-06,0.023467858968766738,10.28187205420358,683124868038031.1,41.1
412,-2.4193850846182032,7.227472187766652,2336341633549251.0,-0.12804357329768307,-2.401551775472346,0.661550191574243,34.22389478898201,2336341633549251.0,0.0,0.06153065241901171,-7.2464363527055875,13.185559247071955,9.680781242750298e-06,0.02359525816368936,10.269067648528404,729875282060071.9,41.2
413,-2.4223684100020995,7.25644794058343,2496008213098757.0,-0.12804260345964485,-2.4044157278548757,0.6607304391177119,34.29000882041318,2496008213098757.0,0.0,0.06235330602524813,-7.296030690762107,13.290888231703486,9.71600778935426e-06,0.02372376711695162,10.256263339661185,779761188710463.1,41.3
414,-2.425359034677099,7.285679945435799,2666367817500952.0,-0.12804163009045433,-2.407285833516017,0.6599106990952228,34.35604087722002,2666367817500952.0,0.0,0.06318962385587493,-7.3461403177727655,13.397441637660272,9.75140445972835e-06,0.02385339762619594,10.24345912795418,832988437311064.4,41.4
415,-2.4283569852192897,7.315171138973404,2848121387019271.0,-0.1280406531730479,-2.4101621057059845,0.6590909715519306,34.421990960648195,2848121387019271.0,0.0,0.0640398686602836,-7.396771775135468,13.505236293386846,9.786972280821166e-06,0.023984161631388962,10.230655013761366,889776088145489.0,41.5
416,-2.431362288332722,7.344924495229805,3042014774619792.0,-0.12803967269025873,-2.4130445576269355,0.6582712565332068,34.48785907194789,3042014774619792.0,0.0,0.06490430883149119,-7.4479316988697635,13.614289288328042,9.822712286741979e-06,0.024116071217070035,10.217850997438418,950357240005324.2,41.6
417,-2.4343749708501776,7.374943030604859,3248841554581706.0,-0.12803868862481618,-2.4159332024320688,0.6574515540846412,34.553645212373844,3248841554581706.0,0.0,0.06578321853601268,-7.499626821081114,13.72461797683968,9.858625519147053e-06,0.024249138613109355,10.205047079342737,1014979908242808.6,41.7
418,-2.437395059733941,7.405229800178205,3469446002213665.5,-0.12803770095934547,-2.4188280532256847,0.6566318642520435,34.619349383185344,3469446002213665.5,0.0,0.0666768778480485,-7.551863972428341,13.8362399795603,9.89471302827308e-06,0.02438337619419203,10.192243259833457,1083907956326797.8,41.8
419,-2.440422582076563,7.43578790035906,3704726254809638.5,-0.12803670967636605,-2.4217291230561617,0.6558121870814441,34.684971585646316,3704726254809638.5,0.0,0.06758557289216596,-7.604650082967637,13.94917319531372,9.930975871080496e-06,0.024518796488573462,10.179439539271451,1157422084071699.2,41.9
420,-2.4434575651016486,7.466620468147365,3955637664560267.0,-0.12803571475829156,-2.424636424919307,0.6549925226190967,34.75051182102525,3955637664560267.0,0.0,0.06850959598335585,-7.65799218339499,14.063435798525228,9.967415113075022e-06,0.024655412173199016,10.166635918019352,1235820875890527.8,42.0
421,-2.4465000361646276,7.497730685780633,4223196354748889.5,-0.12803471618742784,-2.427549971754137,0.6541728709114776,34.815970090595286,4223196354748889.5,0.0,0.06944924577608093,-7.711897407357123,14.179046247721708,1.0004031825505143e-05,0.02479323607873586,10.153832396441551,1319421912616150.5,42.1
422,-2.4495500227535825,7.529121775407982,4508482991211511.0,-0.12803371394597457,-2.4304697764409315,0.6533532320052888,34.88134639563425,4508482991211511.0,0.0,0.07040482740647523,-7.7663729924174545,14.2960232895288,1.00408270907263e-05,0.02493228119165489,10.14102897490422,1408562950636994.2,42.2
423,-2.452607552489998,7.560797004870001,4812646781722098.0,-0.12803270801602157,-2.4333958517992698,0.6525336059474587,34.94664073742462,4812646781722098.0,0.0,0.07137665265468932,-7.821426282507355,14.414385964326367,1.0077801996461382e-05,0.02507256065620843,10.128225653775306,1503603172307726.2,42.3
424,-2.4556726531296063,7.5927596848441015,5136909716688106.0,-0.1280316983795505,-2.436328210587341,0.651713992785143,35.011853117253594,5136909716688106.0,0.0,0.07236504009536165,-7.877064728793453,14.534153608993734,1.0114957640217642e-05,0.025214087774845222,10.115422433424564,1604924511821570.0,42.4
425,-2.458745352563162,7.625013171212023,5482571065301842.0,-0.1280306850184323,-2.4392668655004295,0.6508943925657269,35.07698353641309,5482571065301842.0,0.0,0.07337031526219892,-7.933295892313021,14.655345861521184,1.0152295126634752e-05,0.025356876009593608,10.102619314223551,1712933060968724.8,42.5
426,-2.461825678817265,7.657560867507215,5851012142097547.0,-0.12802966791442671,-2.4422118291647115,0.6500748053368264,35.14203199619977,5851012142097547.0,0.0,0.07439281081522797,-7.99012744498841,14.777982672135884,1.0189815568215586e-05,0.02550093898957946,10.08981629654564,1828060559457134.8,42.6
427,-2.4649136600552035,7.690406217844318,6243701359711188.0,-0.12802864704918282,-2.4451631141403443,0.6492552311462886,35.20699849791507,6243701359711188.0,0.0,0.07543286670334551,-8.047567171748994,14.902084300275133,1.0227520087151995e-05,0.025646290506434764,10.077013380766038,1950765974736976.8,42.7
428,-2.4680093245777317,7.723552719015828,6662199584533757.0,-0.1280276224042357,-2.448120732915311,0.6484356700421949,35.27188304286524,6662199584533757.0,0.0,0.07649083034939426,-8.105622972120747,15.027671327234541,1.0265409811663375e-05,0.025792944521635056,10.064210567261792,2081537176549902.0,42.8
429,-2.471112700823963,7.757003912200668,7108165812893022.0,-0.12802659396100866,-2.4510846979054937,0.6476161220728607,35.33668563236134,7108165812893022.0,0.0,0.07756705681541924,-8.16430286212325,15.154764657176262,1.0303485881061667e-05,0.02594091516584613,10.0514078564118,2220892711719135.0,42.9
430,-2.474223817372153,7.790763388469905,7583363186391379.0,-0.12802556170080973,-2.4540550214530756,0.6467965872868381,35.40140626771926,7583363186391379.0,0.0,0.07866190899568389,-8.223614976082171,15.283385522573615,1.0341749441542916e-05,0.026090216740287952,10.038605248596822,2369383685007633.5,43.0
431,-2.4773427029405712,7.824834787078219,8089665366076998.0,-0.12802452560483216,-2.45703171582204,0.6459770657329164,35.46604495025978,8089665366076998.0,0.0,0.0797757577998187,-8.283567569135709,15.413555492574643,1.0380201648054788e-05,0.026240863721935813,10.025802744199495,2527595752199716.0,43.1
432,-2.4804693863883465,7.859221797321976,8629063286230883.0,-0.12802348565415347,-2.4600147931980785,0.6451575574601242,35.530601681308546,8629063286230883.0,0.0,0.08090898234508052,-8.344169018341873,15.545296475946525,1.0418843664753178e-05,0.026392870762947773,10.013000343604345,2696151231907182.5,43.2
433,-2.483603896716298,7.8939281591976895,9203672309716444.0,-0.1280224418297332,-2.463004265683897,0.6443380625177305,35.59507646219615,9203672309716444.0,0.0,0.0820619701598571,-8.405427825184518,15.678630730129818,1.045767666220678e-05,0.026546252695994813,10.00019804719779,2875711342965945.0,43.3
434,-2.4867462630678605,7.928957663266304,9815739808069234.0,-0.1280213941124153,-2.4660001452999643,0.6435185809552464,35.659469294258095,9815739808069234.0,0.0,0.08323511737203992,-8.467352617592555,15.813580862869479,1.049670182363225e-05,0.02670102453265429,9.987395855368161,3066978574673146.5,43.4
435,-2.4898965147298746,7.964314151548372,1.046765319079545e+16,-0.12802034248292335,-2.4690024439790212,0.6426991128224263,35.72378017883485,1.046765319079545e+16,0.0,0.08442882893353076,-8.5299521511654,15.950169842417125,1.0535920337777852e-05,0.02685720146964472,9.974593768505713,3270699197520268.0,43.5
436,-2.493054681133519,8.000001519751665,1.1161948409716144e+16,-0.12801928692186249,-2.4720111735658903,0.6418796581692698,35.78800911727189,1.1161948409716144e+16,0.0,0.0856435188198071,-8.593235312082593,16.088421000961773,1.0575333404358347e-05,0.02701479888838365,9.96179178700263,3487665922504721.0,43.6
437,-2.49622079185516,8.036023719071832,1.19013189656293e+16,-0.12801822740971705,-2.4750263458148227,0.6410602170460225,35.8521561109197,1.19013189656293e+16,0.0,0.08687961025522214,-8.657211119000147,16.22835804128889,1.0614942230876562e-05,0.02717383235757782,9.948989911253042,3718720717551799.5,43.7
