,kh,s,G,E,N,ddphi,phi,rhoChi,a,sigmaE,xi,B,xieff,t,dphi,H,sigmaB,delta
11,9.585571550421019,0.0,-1.104908482756454,1.7822665166155207,1.095017531820612,2.2334734514186222e-05,15.408853837121265,0.0,2.989235089667332,0.0,-1.6180077976243066,2.9773245581780214,-1.6180077976243066,1.1,-0.12826846590326438,0.9909444355861479,0.0,1.0
12,10.583506462820626,0.0,-1.1745018665167266,1.8637012864635514,1.1940708438256509,1.733456436758855e-05,15.396027093240587,0.0,3.3004896749925656,0.0,-1.6193272104468894,3.0424635333852925,-1.6193272104468894,1.2,-0.12826649492159115,0.9901218087216692,0.0,1.0
13,11.684412587490929,0.0,-1.2383366066950148,1.9431124011856253,1.2930418943086228,1.3630287001843506e-05,15.383200523780594,0.0,3.6438539328629362,0.0,-1.620654239085445,3.0974243947248485,-1.620654239085445,1.3,-0.12826495592379597,0.9892992042227453,0.0,1.0
14,12.898807120057317,0.0,-1.296403197448855,2.0199443937663344,1.3919306852547961,1.0885824566172425e-05,15.370374091419718,0.0,4.022608952377914,0.0,-1.6219874947113935,3.1437724145762362,-1.6219874947113935,1.4,-0.12826373696635707,0.9884766173026163,0.0,1.0
15,14.238272267517534,0.0,-1.348784074517368,2.093590613573561,1.490737218235887,8.852435893528616e-06,15.357547768506986,0.0,4.440367832791139,0.0,-1.6233259491611176,3.1828047292022617,-1.6233259491611176,1.5,-0.12826275512742613,0.9876540444150187,0.0,1.0
16,15.71556178663449,0.0,-1.3956505433702293,2.1634775569294167,1.5894614945172267,7.345976086121032e-06,15.34472153455575,0.0,4.901108943529516,0.0,-1.624668841460109,3.2156194746083453,-1.624668841460109,1.6,-0.128261948967406,0.9868314829326656,0.0,1.0
17,17.344718112172856,0.0,-1.4372537453991245,2.229119814856737,1.6881035151371626,6.2300886269518455e-06,15.3318953743883,0.0,5.409212481852099,0.0,-1.626015608622895,3.2431605179501566,-1.626015608622895,1.7,-0.12826127295199896,0.9860089309092334,0.0,1.0
18,19.141201108808595,0.0,-1.473911349785883,2.2901520642831876,1.7866632809659058,5.40377913254304e-06,15.31906927676197,0.0,5.969500651646175,0.0,-1.6273658344112634,3.266246404050971,-1.6273658344112634,1.8,-0.1282606933258576,0.985186386903124,0.0,1.0
19,21.122029581794738,0.0,-1.5059917118665933,2.3463431488544693,1.8851407927491461,4.792226596331462e-06,15.306243233351596,0.0,6.587281818246203,0.0,-1.62871921138272,3.2855894532633982,-1.62871921138272,1.9,-0.1282601850589089,0.9843638498469369,0.0,1.0
20,23.3059367922053,0.0,-1.53389710523052,2.3975965395706935,1.9835360511404005,4.339986773000304e-06,15.293417237995657,0.0,7.2683990285612206,0.0,-1.6300755127745123,3.301808946937659,-1.6300755127745123,2.0,-0.12825972958588785,0.9835413189507709,0.0,1.0
21,25.713541343843712,0.0,-1.5580474017940158,2.44394088823483,2.0818490567249976,4.005963846136423e-06,15.280591286137662,0.0,8.019283323492958,0.0,-1.6314345716696832,3.315440996396084,-1.6314345716696832,2.1,-0.12825931313267452,0.9827187936305668,0.0,1.0
22,28.36753494164124,0.0,-1.5788652382621748,2.485513956900748,2.1800798100378773,3.7596894796925776e-06,15.267765374412104,0.0,8.847012310933117,0.0,-1.6327962655555848,3.326946665002901,-1.6327962655555848,2.2,-0.12825892547682125,0.9818962734549979,0.0,1.0
23,31.292888666712784,0.0,-1.5967633812584523,2.5225427258717223,2.278228311576793,3.578568673339193e-06,15.254939500337496,0.0,9.75937451288508,0.0,-1.6341605048763328,3.3367192656947187,-1.6341605048763328,2.3,-0.12825855902940622,0.9810737581060951,0.0,1.0
24,34.51707957239746,0.0,-1.6121346547706135,2.5553220006384016,2.3762945618121223,3.4458407387677526e-06,15.242113662088723,0.0,10.764940049836675,0.0,-1.6355272245440988,3.345091282570969,-1.6355272245440988,2.4,-0.12825820815474515,0.9802512473500476,0.0,1.0
25,38.070339579905315,0.0,-1.6253445340532782,2.5841933362722673,2.474278561194137,3.349069405736252e-06,15.229287858328192,0.0,11.873138279824186,0.0,-1.6368963776430898,3.3523410897518096,-1.6368963776430898,2.5,-0.12825786866623004,0.9794287410155438,0.0,1.0
26,41.98592884304639,0.0,-1.6367262791939203,2.609525596989723,2.5721803101584158,3.2790244754072037e-06,15.21646208808053,0.0,13.094343069121035,0.0,-1.6382679307586152,3.3586994805153947,-1.6382679307586152,2.6,-0.12825753745259774,0.9786062389777026,0.0,1.0
27,46.30043596051949,0.0,-1.646578329830877,2.6316980086209654,2.669999809129859,3.2288532961563916e-06,15.203636350639597,0.0,14.439966436644188,0.0,-1.6396418605109204,3.3643559298771324,-1.6396418605109204,2.7,-0.1282572122008156,0.977783741146146,0.0,1.0
28,51.05410764309209,0.0,-1.655163598409785,2.65108616065427,2.7677370585256758,3.193466814511748e-06,15.190810645499466,0.0,15.922561385532171,0.0,-1.641018150982378,3.3694644934558955,-1.641018150982378,2.8,-0.1282568911905541,0.9769612474561485,0.0,1.0
29,56.29121069358555,0.0,-1.662710257990575,2.6680511032113015,2.8653920587576036,3.1690845262749734e-06,15.177984972303133,0.0,17.555934813492474,0.0,-1.6423967918073132,3.374149253384256,-1.6423967918073132,2.9,-0.12825657314171404,0.9761387578620614,0.0,1.0
30,62.060429431933535,0.0,-1.669413627943768,2.6829314064494456,2.962964810233559,3.1528971133558097e-06,15.165159330804444,0.0,19.35527147908131,0.0,-1.6437777767533703,3.3785092422461416,-1.6437777767533703,3.0,-0.12825625710127905,0.9753162723324309,0.0,1.0
31,68.41530199794725,0.0,-1.6754387984408083,2.69603791965222,3.060455313358867,3.14281627191886e-06,15.152333720839792,0.0,21.337270094760985,0.0,-1.6451611026676527,3.3826228108235328,-1.6451611026676527,3.1,-0.1282559423593277,0.9744937908463708,0.0,1.0
32,75.414699293234,0.0,-1.680923680254223,2.707650832526797,3.1578635685371785,3.1372891460546127e-06,15.139508142307083,0.0,23.520292720140336,0.0,-1.64654676869361,3.386551429887638,-1.64654676869361,3.2,-0.12825562838667146,0.9736713133908658,0.0,1.0
33,83.12335068364494,0.0,-1.6859822312289714,2.7180186216747346,3.2551895761711487,3.1351606482979104e-06,15.126682595150085,0.0,25.924528741073605,0.0,-1.6479347756889393,3.3903429434406696,-1.6479347756889393,3.3,-0.12825531478853588,0.9728488399587689,0.0,1.0
34,91.6124209775884,0.0,-1.6907076673172632,2.727358456496218,3.3524333366629495,3.135571276190643e-06,15.113857079346799,0.0,28.57217484318099,0.0,-1.649325125792764,3.3940343071142633,-1.649325125792764,3.4,-0.1282550012701459,0.972026370547309,0.0,1.0
35,100.9601436267101,0.0,-1.6951755217405755,2.7358576649577486,3.4495948504146456,3.1378812554239357e-06,15.101031594900803,0.0,31.487632522851065,0.0,-1.6507178221037113,3.397653864298451,-1.6507178221037113,3.5,-0.12825468761114855,0.9712039051569846,0.0,1.0
36,111.25251556730153,0.0,-1.699446463132203,2.7436759132960797,3.54667411782848,3.1416142055353717e-06,15.0882061418348,0.0,34.69772482597703,0.0,-1.6521128684403994,3.401223204384633,-1.6521128684403994,3.6,-0.12825437364659611,0.9703814437907373,0.0,1.0
37,122.58405963712464,0.0,-1.7035688227872545,2.750947812162122,3.6436711393070866,3.1464152910418427e-06,15.075380720185825,0.0,38.23193416574665,0.0,-1.6535102691631693,3.4047586701715575,-1.6535102691631693,3.7,-0.12825405925280242,0.969558986453339,0.0,1.0
38,135.05866106730434,0.0,-1.707580811355387,2.7577857129430177,3.740585915253646,3.1520201253891406e-06,15.06255533000167,0.0,42.12266324704413,0.0,-1.6549100290413745,3.4082725613078124,-1.6549100290413745,3.8,-0.1282537443368203,0.9687365331509346,0.0,1.0
39,148.79048516704142,0.0,-1.7115124213481843,2.7642825247525242,3.8374184460720113,3.1582316524728614e-06,15.04972997133822,0.0,46.405521317842364,0.0,-1.6563121531545475,3.411774083007033,-1.6563121531545475,3.9,-0.12825342882860938,0.9679140838907004,0.0,1.0
40,163.90498399509607,0.0,-1.7153870417945936,2.7705144217256783,3.9341687321667904,3.1649029572166736e-06,15.036904644257469,0.0,51.119638178905234,0.0,-1.6577166468187694,3.4152700932559443,-1.6577166468187694,4.0,-0.12825311267520495,0.9670916386805932,0.0,1.0
41,180.540000551671,0.0,-1.71922280073662,2.7765433677032956,4.0308367739434185,3.1719244768350452e-06,15.024079348826039,0.0,56.30800861386897,0.0,-1.6591235155318156,3.418765676860244,-1.6591235155318156,4.1,-0.12825279583637472,0.9662691975291586,0.0,1.0
42,198.8469798333707,0.0,-1.7230336699663256,2.782419396460531,4.12742257180821,3.1792144851013254e-06,15.011254085114075,0.0,62.0178701541606,0.0,-1.6605327649322648,3.4222645924666577,-1.6605327649322648,4.2,-0.12825247828138275,0.9654467604453918,0.0,1.0
43,218.99229697876325,0.0,-1.726830364509321,2.7881826364570057,4.223926126168395,3.1867120070339084e-06,14.998428853194428,0.0,68.3011173692496,0.0,-1.6619444007690238,3.4257696106902706,-1.6619444007690238,4.3,-0.12825215998657755,0.9646243274386317,0.0,1.0
44,241.15871369973908,0.0,-1.7306210633893555,2.7938650710880246,4.320347437432156,3.1943715434626994e-06,14.985603653142036,0.0,75.21475617460361,0.0,-1.6633584288786023,3.4292827699318313,-1.6633584288786023,4.4,-0.12825184093359354,0.9638018985184839,0.0,1.0
45,265.54697525198543,0.0,-1.7344119878079034,2.79949204688634,4.416686506008641,3.2021591398858035e-06,14.972778485033464,0.0,82.82140197981704,0.0,-1.664774855168176,3.4328055688811676,-1.664774855168176,4.5,-0.12825152110800966,0.9629794736947603,0.0,1.0
46,292.377561354874,0.0,-1.738207853773597,2.805083544247411,4.512943332307988,3.2100494578987192e-06,14.959953348946572,0.0,91.18982586031481,0.0,-1.6661936856029564,3.4363391131565084,-1.6661936856029564,4.6,-0.12825120049834857,0.9621570529774384,0.0,1.0
47,321.8926057359485,0.0,-1.7420122287613782,2.8106552417098922,4.609117916741346,3.2180235902576447e-06,14.947128244960242,0.0,100.3955533306386,0.0,-1.6676149261967859,3.4398842192014083,-1.6676149261967859,4.7,-0.1282508790953296,0.9613346363766253,0.0,1.0
48,354.3580003580094,0.0,-1.745827807784704,2.8162193921460545,4.705210259720872,3.226067432397677e-06,14.934303173154206,0.0,110.52152072871061,0.0,-1.6690385830051193,3.4434414949948446,-1.6690385830051193,4.8,-0.12825055689131085,0.9605122239025367,0.0,1.0
49,390.0657018983329,0.0,-1.749656627668345,2.821785534892465,4.801220361659754,3.2341704677039077e-06,14.921478133608895,0.0,121.6587946920276,0.0,-1.6704646621198156,3.4470113963105864,-1.6704646621198156,4.9,-0.12825023387987297,0.9596898155654767,0.0,1.0
50,429.33625970168987,0.0,-1.7535002301032319,2.827361080860489,4.8971482229722145,3.2423248597837557e-06,14.908653126405332,0.0,133.90736072214284,0.0,-1.6718931696652541,3.4505942724762684,-1.6718931696652541,5.0,-0.12824991005550765,0.9588674113758253,0.0,1.0
51,472.52158623445473,0.0,-1.7573597867459276,2.83295177341822,4.9929938440735135,3.2505247764501634e-06,14.895828151625054,0.0,147.37698739710504,0.0,-1.6733241117954574,3.454190393362395,-1.6733241117954574,5.1,-0.12824958541338516,0.9580450113440281,0.0,1.0
52,520.0079930403105,0.0,-1.761236193823649,2.8385620608676043,5.088757225379964,3.258765883236983e-06,14.88300320935006,0.0,162.18817340710217,0.0,-1.6747574946919603,3.4577999737539167,-1.6747574946919603,5.2,-0.12824925994918057,0.9572226154805892,0.0,1.0
53,572.2195173541954,0.0,-1.7651301432116036,2.844195389326446,5.1844383673089265,3.2670449659547452e-06,14.870178299662754,0.0,178.47318526122,0.0,-1.6761933245622382,3.461423190199043,-1.6761933245622382,5.3,-0.12824893365894358,0.9564002237960649,0.0,1.0
54,629.6215668870159,0.0,-1.7690421766986002,2.8498544348434978,5.280037270278826,3.2753596488913147e-06,14.857353422645929,0.0,196.37719424819358,0.0,-1.6776316076385516,3.465060191388462,-1.6776316076385516,5.4,-0.1282486065390014,0.9555778363010607,0.0,1.0
55,692.724912867415,0.0,-1.772972723675377,2.8555412830686744,5.375553934709144,3.2837081830753175e-06,14.844528578382727,0.0,216.05952203698376,0.0,-1.679072350177108,3.468711104763996,-1.679072350177108,5.5,-0.12824827858588597,0.9547554530062269,0.0,1.0
56,762.0900642386175,0.0,-1.7769221343107442,2.8612575670774083,5.470988361020432,3.2920892889984357e-06,14.831703766956636,0.0,237.69500518020246,0.0,-1.680515558457449,3.4723760454982413,-1.680515558457449,5.6,-0.1282479497962795,0.9539330739222577,0.0,1.0
57,838.3320589796041,0.0,-1.7808906993732154,2.8670045794635057,5.566340549634315,3.3005020393751287e-06,14.818878988451464,0.0,261.4754897415604,0.0,-1.681961238782024,3.476055120064037,-1.681961238782024,5.7,-0.12824762016697366,0.9531106990598885,0.0,1.0
58,922.1257118743966,0.0,-1.7848786665309964,2.872783354510099,5.661610500973489,3.3089457695298514e-06,14.806054242951337,0.0,287.6114683150581,0.0,-1.683409397475888,3.4797484275423383,-1.683409397475888,5.8,-0.1282472896948392,0.9522883284298951,0.0,1.0
59,1014.2113617168096,0.0,-1.7888862524479139,2.8785947323320458,5.7567982154617345,3.3174200125558713e-06,14.793229530540694,0.0,316.33387284659364,0.0,-1.6848600408864953,3.483456062746506,-1.6848600408864953,5.9,-0.12824695837680286,0.9514659620430937,0.0,1.0
60,1115.401164938695,0.0,-1.7929136522014473,2.8844394052876643,5.8519036935239095,3.32592444914266e-06,14.780404851304276,0.0,347.89603791679735,0.0,-1.686313175383579,3.487178117041798,-1.686313175383579,6.0,-0.12824662620983035,0.9506435999103385,0.0,1.0
61,1226.5859870182949,0.0,-1.7969610454794338,2.8903179577952574,5.9469269355859655,3.3344588717190217e-06,14.767580205327125,0.0,382.5758505068196,0.0,-1.6877688073590698,3.49091468336004,-1.6877688073590698,6.1,-0.12824629319091355,0.949821242042523,0.0,1.0
62,1348.7429477949208,0.0,-1.801028600357133,2.896230893570348,6.041867942074942,3.343023155114044e-06,14.75475559269459,0.0,420.6781037568296,0.0,-1.6892269432270697,3.494665849884832,-1.6892269432270697,6.2,-0.12824595931706068,0.9489988884505791,0.0,1.0
63,1482.9436820234996,0.0,-1.8051164784971154,2.902178657343164,6.136726713418976,3.3516172375393618e-06,14.74193101349231,0.0,462.53707385158896,0.0,-1.6906875894238518,3.498431706645637,-1.6906875894238518,6.3,-0.12824562458528926,0.9481765391454763,0.0,1.0
64,1630.363382186903,0.0,-1.809224834973646,2.9081616495058453,6.231503250047299,3.360241103540847e-06,14.729106467806227,0.0,508.5193409409009,0.0,-1.6921507524078818,3.5022123419037245,-1.6921507524078818,6.4,-0.12824528899262044,0.9473541941382224,0.0,1.0
65,1792.2906967888189,0.0,-1.8133538232254518,2.9141802384887328,6.3261975523902505,3.3688947736316223e-06,14.71628195572258,0.0,559.0268769385558,0.0,-1.6936164386598598,3.5060078453589085,-1.6936164386598598,6.5,-0.12824495253607507,0.9465318534398638,0.0,1.0
66,1970.1385641220363,0.0,-1.817503593179929,2.92023477019976,6.420809620879271,3.3775782950645013e-06,14.703457477327907,0.0,614.500425156217,0.0,-1.6950846546827774,3.509818306334372,-1.6950846546827774,6.6,-0.1282446152126706,0.9457095170614845,0.0,1.0
67,2165.456068897876,0.0,-1.8216742944760442,2.926325575278697,6.5153394559469175,3.3862917351213314e-06,14.690633032709039,0.0,675.423199034545,0.0,-1.696555407001981,3.513643814363481,-1.696555407001981,6.7,-0.1282442770194187,0.9448871850142069,0.0,1.0
68,2379.9414171875933,0.0,-1.8258660761978278,2.9324529716730345,6.609787058026855,3.3950351768289444e-06,14.677808621953117,0.0,742.3249297500764,0.0,-1.6980287021652447,3.517484459772326,-1.6980287021652447,6.8,-0.1282439379533235,0.9440648573091917,0.0,1.0
69,2615.4561339269717,0.0,-1.83007908745846,2.938617269210174,6.704152427553872,3.4038087140399062e-06,14.66498424514757,0.0,815.7862952220395,0.0,-1.6995045467428498,3.5213403346053744,-1.6995045467428498,6.9,-0.1282435980113802,0.9432425339576377,0.0,1.0
70,2874.0405968368236,0.0,-1.8343134783451438,2.944818775343075,6.798435564963873,3.4126124501346153e-06,14.652159902380136,0.0,896.4437660388438,0.0,-1.7009829473276679,3.525211529803524,-1.7009829473276679,7.0,-0.12824325719057406,0.9424202149707823,0.0,1.0
71,3157.931031087132,0.0,-1.8385693991842602,2.9510577933874425,6.892636470693892,3.421446495385552e-06,14.639335593738853,0.0,984.9949070921427,0.0,-1.7024639105352484,3.529098137178828,-1.7024639105352484,7.1,-0.1282429154878798,0.9415979003599017,0.0,1.0
72,3469.578100459077,0.0,-1.8428470009685498,2.9573346265155593,6.986755145182096,3.43031096525197e-06,14.62651131931206,0.0,1082.204177271342,0.0,-1.7039474430039094,3.533000250214204,-1.7039474430039094,7.2,-0.12824257290026084,0.9407755901363106,0.0,1.0
73,3811.6672432228684,0.0,-1.8471464360526932,2.9636495758409303,7.080791588867776,3.439205979350482e-06,14.613687079188399,0.0,1188.9092734600629,0.0,-1.705433551394826,3.536917962698118,-1.705433551394826,7.3,-0.12824222942466865,0.9399532843113628,0.0,1.0
74,4187.140914543038,0.0,-1.8514678572532643,2.9700029444829212,7.174745802191371,3.4481316603121017e-06,14.600862873456824,0.0,1306.0280693172595,0.0,-1.7069222423921282,3.5408513685734913,-1.7069222423921282,7.4,-0.1282418850580427,0.9391309828964512,0.0,1.0
75,4599.22291204736,0.0,-1.8558114195034703,2.9763950351721187,7.26861778559445,3.45708813395345e-06,14.588038702206594,0.0,1434.5662039508622,0.0,-1.7084135227029962,3.544800563214917,-1.7084135227029962,7.5,-0.12824153979731012,0.9383086859030078,0.0,1.0
76,5051.444977361513,0.0,-1.8601772789641609,2.982826154479672,7.362407539519737,3.466075528078689e-06,14.57521456552727,0.0,1575.625380635677,0.0,-1.709907399057754,3.5487656426874095,-1.709907399057754,7.6,-0.12824119363938521,0.9374863933425038,0.0,1.0
77,5547.6758840383045,0.0,-1.864565591937884,2.9892966101837777,7.4561150644111,3.4750939720514455e-06,14.562390463508727,0.0,1730.412441226628,0.0,-1.711403878209971,3.552746703768986,-1.711403878209971,7.7,-0.12824084658116955,0.9366641052264503,0.0,1.0
78,6092.153241527762,0.0,-1.8689765169333168,2.9958067110190236,7.549740360713561,3.4841435964813184e-06,14.54956639624115,0.0,1900.2492879145318,0.0,-1.712902966936556,3.5567438438828827,-1.712902966936556,7.8,-0.1282404986195515,0.9358418215663977,0.0,1.0
79,6689.518265785594,0.0,-1.8734102142008415,3.002356771657021,7.643283428873299,3.4932245343172114e-06,14.536742363815035,0.0,2086.5837305081827,0.0,-1.714404672037861,3.56075716052186,-1.714404672037861,7.9,-0.12824014975140643,0.935019542373937,0.0,1.0
80,7344.85378995468,0.0,-1.8778668446236124,3.008947105729334,7.736744269337655,3.5023369188085965e-06,14.523918366321192,0.0,2291.0013445520044,0.0,-1.715909000337781,3.5647867537116307,-1.715909000337781,8.0,-0.1282397999735964,0.9341972676606983,0.0,1.0
81,8063.7258134473195,0.0,-1.8823465702483044,3.0155780316618,7.830122882555135,3.5114808844685095e-06,14.511094403850745,0.0,2515.238433355123,0.0,-1.7174159586838507,3.5688327225275556,-1.7174159586838507,8.1,-0.12823944928297,0.9333749974383526,0.0,1.0
82,8852.228914885678,0.0,-1.8868495550375604,3.0222498696684124,7.923419268975412,3.520656567045405e-06,14.498270476495131,0.0,2761.196195472408,0.0,-1.7189255539473511,3.57289516678464,-1.7189255539473511,8.2,-0.12823909767636232,0.932552731718611,0.0,1.0
83,9717.035883923254,0.0,-1.8913759646472634,3.0289629439232595,8.016633429049335,3.5298641024603432e-06,14.485446584346109,0.0,3030.956208402685,0.0,-1.7204377930234092,3.576974189586224,-1.7204377930234092,8.3,-0.12823874515059483,0.931730470513225,0.0,1.0
84,10665.45195918722,0.0,-1.895925965584201,3.035717579837963,8.109765363228929,3.539103628330667e-06,14.472622727495756,0.0,3326.7973493212467,0.0,-1.721952682831102,3.581069891937839,-1.721952682831102,8.4,-0.12823839170247547,0.9309082138339871,0.0,1.0
85,11705.474094685447,0.0,-1.9004997266589927,3.042514108337477,8.2028150719674,3.548375282912622e-06,14.459798906036465,0.0,3651.214284616402,0.0,-1.723470230313558,3.585182377190679,-1.723470230313558,8.5,-0.12823803732879827,0.9300859616927311,0.0,1.0
86,12845.85571526453,0.0,-1.9050974169669528,3.0493528625272894,8.295782555719137,3.557679204861386e-06,14.446975120060955,0.0,4006.9376719323072,0.0,-1.7249904424380629,3.589311748576244,-1.7249904424380629,8.6,-0.1282376820263434,0.9292637141013309,0.0,1.0
87,14096.177463369979,0.0,-1.9097192077573828,3.056234177740627,8.388667814939726,3.567015533743146e-06,14.434151369662263,0.0,4396.9562314197965,0.0,-1.7265133261961632,3.5934581110262633,-1.7265133261961632,8.7,-0.1282373257918771,0.9284414710717024,0.0,1.0
88,15466.924484741427,0.0,-1.914365272229351,3.063158392736279,8.481470850085937,3.5763844101386912e-06,14.421327654933755,0.0,4824.5408570567215,0.0,-1.7280388886037727,3.597621570587869,-1.7280388886037727,8.8,-0.12823696862215167,0.9276192326158026,0.0,1.0
89,16969.570850106567,0.0,-1.9190357843539727,3.0701258508168325,8.574191661615744,3.5857859755450696e-06,14.408503975969118,0.0,5293.27095432279,0.0,-1.7295671367012766,3.601802234140242,-1.7295671367012766,8.9,-0.12823661051390536,0.9267969987456306,0.0,1.0
90,18616.67176377281,0.0,-1.9237309196327605,3.077136897166783,8.66683024998832,3.595220371681524e-06,14.395680332862367,0.0,5807.063207310678,0.0,-1.73109807755364,3.6060002065153727,-1.73109807755364,9.0,-0.12823625146386217,0.9259747694732263,0.0,1.0
91,20421.964268639953,0.0,-1.9284508562534997,3.0841918803030812,8.759386615664049,3.604687741364199e-06,14.382856725707848,0.0,6370.202996647678,0.0,-1.7326317182505107,3.61021559828223,-1.7326317182505107,9.1,-0.12823589146873185,0.9251525448106727,0.0,1.0
92,22400.47722099555,0.0,-1.933195772829632,3.091291153625317,8.85186075910452,3.6141882283684082e-06,14.370033154600234,0.0,6987.378709520348,0.0,-1.7341680659063299,3.614448517658907,-1.7341680659063299,9.2,-0.12823553052520995,0.9243303247700944,0.0,1.0
93,24568.651377960356,0.0,-1.9379658494191359,3.0984350724342056,8.94425268077254,3.623721976577517e-06,14.35720961963453,0.0,7663.719204781846,0.0,-1.7357071276604397,3.6186990733111877,-1.7357071276604397,9.3,-0.12823516862997747,0.9235081093636582,0.0,1.0
94,26944.470516121248,0.0,-1.9427612691011333,3.105623996049214,9.03656238113213,3.6332891310949923e-06,14.344386120906075,0.0,8404.834719732627,0.0,-1.7372489106771898,3.6229673767464243,-1.7372489106771898,9.4,-0.12823480577970103,0.922685898603574,0.0,1.0
95,29547.60458226715,0.0,-1.9475822153196731,3.1128582861650673,9.128789860648542,3.6428898379257526e-06,14.331562658510537,0.0,9216.861530868146,0.0,-1.7387934221460506,3.6272535397500842,-1.7387934221460506,9.5,-0.1282344419710328,0.9218636925020935,0.0,1.0
96,32399.565966806946,0.0,-1.952428873609522,3.1201383099686804,9.220935119788246,3.652524243594846e-06,14.318739232543926,0.0,10106.510708865133,0.0,-1.7403406692817172,3.6315576751523144,-1.7403406692817172,9.6,-0.12823407720061014,0.9210414910715126,0.0,1.0
97,35523.88008804453,0.0,-1.9573014310459442,3.1274644371121822,9.312998159018951,3.6621924953494827e-06,14.305915843102586,0.0,11081.121338529909,0.0,-1.7418906593242238,3.635879895135442,-1.7418906593242238,9.7,-0.12823371146505588,0.9202192943241688,0.0,1.0
98,38946.271581697154,0.0,-1.9622000763260463,3.134837040980496,9.4049789788096,3.6718947413840374e-06,14.293092490283199,0.0,12148.718607572397,0.0,-1.7434433995390533,3.6402203150015753,-1.7434433995390533,9.8,-0.12823334476097797,0.9193971022724441,0.0,1.0
99,42694.86750562225,0.0,-1.9671249997788733,3.1422564977700844,9.496877579630375,3.681631130285308e-06,14.280269174182788,0.0,13318.077204134492,0.0,-1.7449988972172474,3.6445790509421188,-1.7449988972172474,9.9,-0.1282329770849695,0.9185749149287633,0.0,1.0
100,46800.41909548765,0.0,-1.972076394668173,3.1497231887231836,9.588693961952703,3.691401811912561e-06,14.267445894898716,0.0,14598.790502243186,0.0,-1.7465571596755225,3.64895621839851,-1.7465571596755225,10.0,-0.12823260843360879,0.9177527323055948,0.0,1.0
101,51296.543743947856,0.0,-1.977054454121949,3.1572374979633597,9.680428126249263,3.7012069370638158e-06,14.254622652528694,0.0,16001.34605705526,0.0,-1.7481181942563768,3.65335193395495,-1.7481181942563768,10.1,-0.12823223880345902,0.9169305544154517,0.0,1.0
